Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
2754 VINCENT AVE N,45.009502410900005,-93.31560516360001,Willard - Hay,Near North,4,Yardville,2,1,02/26/2018,00:00
2757 BRYANT AVE S,44.9520759583,-93.290687561,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2779 XERXES AVE S,44.953338623,-93.31851959229999,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,3,3,02/27/2018,00:00
279 QUEEN AVE N,44.979637146,-93.3101882935,Harrison,Near North,5,Yardville,3,3,02/27/2018,00:00
28 25TH ST W,44.9573822021,-93.2794876099,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
28 32ND ST E,44.944904327399996,-93.27758026120001,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
28 34TH ST W,44.94152450560001,-93.2786026001,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
28 34TH ST W,44.941284179700006,-93.2793655396,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
28 43RD ST E,44.925094604499996,-93.27710723879999,King Field,Southwest,8,Yardville,2,5,02/26/2018,00:00
28 UNIVERSITY AVE NE,44.9889068604,-93.2568893433,Nicollet Island - East Bank,University,3,Yardville,1,2,02/25/2018,00:00
280 QUEEN AVE N,44.979778289799995,-93.3096542358,Harrison,Near North,5,Yardville,2,3,02/26/2018,00:00
2801 GARFIELD AVE S,44.9518280029,-93.28672790530001,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
28016 PILLSBURY AVE,44.951747894300006,-93.2814407349,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2802 FREMONT AVE S,44.951850891099994,-93.2958297729,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2804 11TH AVE S,44.9519348145,-93.25847625729999,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2804 BUCHANAN ST NE,45.0186538696,-93.2397003174,Audubon Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2804 GIRARD AVE S,44.9517059326,-93.29699707030001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2804 HARRIET AVE S,44.951606750500005,-93.2852859497,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2806 14TH AVE S,44.951374054,-93.25518035889999,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2806 17TH AVE S,44.95175170899999,-93.24960327149999,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2806 DELAWARE ST SE,44.970546722399995,-93.21800994870001,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
2806 FREMONT AVE S,44.9517440796,-93.2958221436,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2806 GIRARD AVE S,44.951599121099996,-93.2969589233,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2806 GRAND AVE S,44.9517021179,-93.2844009399,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2808 ALDRICH AVE S,44.9515609741,-93.2893676758,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2808 COLUMBUS AVE S,44.9517631531,-93.2645339966,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2808 DREW AVE S,44.9506378174,-93.32641601559999,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2808 PILLSBURY AVE,44.9517936707,-93.28148651120001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2810 14TH AVE S,44.9519119263,-93.25415802,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2810 51ST ST W,44.9106445313,-93.3153533936,Fulton,Southwest,13,Yardville,2,5,02/26/2018,00:00
2810 BUCHANAN ST NE,45.0184173584,-93.2395095825,Audubon Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2810 COLUMBUS AVE S,44.9511947632,-93.2640609741,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2810 FREMONT AVE S,44.9516029358,-93.29591369629999,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2810 GIRARD AVE S,44.9514884949,-93.29699707030001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2810 HUMBOLDT AVE N,45.0089645386,-93.29811096190001,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2810 JAMES AVE N,45.009075164799995,-93.30062103270001,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2812 33RD ST E,44.9422836304,-93.231300354,Longfellow,Longfellow,9,Yardville,2,6,02/26/2018,00:00
2812 39TH AVE S,44.951442718500005,-93.2258911133,Longfellow,Longfellow,2,Yardville,2,4,02/26/2018,00:00
2812 COLUMBUS AVE S,44.9511680603,-93.26371002200001,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2812 DREW AVE S,44.9506416321,-93.3262634277,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2814 11TH AVE S,44.951080322299994,-93.2590713501,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2814 COLUMBUS AVE S,44.951393127399996,-93.26410675049999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2814 FREMONT AVE S,44.9512786865,-93.2954559326,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2814 GIRARD AVE S,44.9514884949,-93.29699707030001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2816 33RD ST E,44.9425086975,-93.23106384280001,Longfellow,Longfellow,9,Yardville,2,6,02/26/2018,00:00
2816 COLFAX AVE N,45.0091133118,-93.2917861938,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2816 COLUMBUS AVE S,44.953422546400006,-93.26499938959999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2816 FREMONT AVE S,44.951114654499996,-93.2956466675,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2816 GIRARD AVE S,44.9513435364,-93.29699707030001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2816 PILLSBURY AVE,44.9515914917,-93.2813339233,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2818 31ST ST E,44.947109222399995,-93.2308273315,Longfellow,Longfellow,2,Yardville,2,6,02/26/2018,00:00
2818 COLUMBUS AVE S,44.9510650635,-93.2641372681,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2818 OAKLAND AVE S,44.9512748718,-93.26634216309999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2819 39TH ST E,44.9323234558,-93.2311706543,Standish,Powderhorn,12,Yardville,3,6,02/27/2018,00:00
2819 ALDRICH AVE N,45.009189605699994,-93.28930664059999,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
2820 33RD ST E,44.9425926208,-93.2306747437,Longfellow,Longfellow,9,Yardville,2,6,02/26/2018,00:00
2820 43RD AVE S,44.9512443542,-93.2116622925,Cooper,Longfellow,2,Yardville,2,4,02/26/2018,00:00
2820 GIRARD AVE S,44.9511604309,-93.2969589233,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2820 GRAND AVE S,44.951293945299994,-93.28435516360001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2820 PILLSBURY AVE,44.95129776,-93.28143310549999,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2821 45TH ST W,44.9216003418,-93.3162078857,Linden Hills,Southwest,13,Yardville,3,5,02/27/2018,00:00
2821 ALDRICH AVE N,45.0092391968,-93.2892913818,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
2822 DELAWARE ST SE,44.9701194763,-93.2178344727,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
2822 STEVENS AVE S,44.951084136999995,-93.2755355835,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
28236 GARFIELD AVE S,44.950744628900004,-93.28701019290001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2824 41ST AVE S,44.9511375427,-93.2140579224,Cooper,Longfellow,2,Yardville,2,4,02/26/2018,00:00
2824 BRYANT AVE S,44.9510040283,-93.29048919680001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2824 GIRARD AVE S,44.951049804700006,-93.29699707030001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2824 PILLSBURY AVE,44.9511070251,-93.2815246582,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
28240 GARFIELD AVE S,44.950695037799996,-93.28694915770001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2825 39TH ST E,44.932289123500006,-93.2311553955,Standish,Powderhorn,12,Yardville,3,6,02/27/2018,00:00
2826 33RD ST E,44.9427261353,-93.2311401367,Longfellow,Longfellow,9,Yardville,2,6,02/26/2018,00:00
2826 DREW AVE SM,44.9502716064,-93.32621002200001,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2827 15TH AVE S,44.9511947632,-93.2536849976,Midtown Phillips,Phillips,9,Yardville,3,3,02/27/2018,00:00
2828 DREW AVE SM,44.950187683100005,-93.3261795044,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2828 GARFIELD AVE S,44.950912475600006,-93.28692626950001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2828 GRAND AVE S,44.9509773254,-93.28419494629999,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2829 GARFIELD AVE S,44.951118469200004,-93.2869110107,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2829 STEVENS AVE S,44.9513473511,-93.2752609253,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2830 ALDRICH AVE S,44.950969696,-93.28960418700001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2830 BRIGHTON AVE NE,45.019802093500005,-93.2291870117,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2830 COLUMBUS AVE S,44.9510307312,-93.26461029049999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2830 FREMONT AVE S,44.9509391785,-93.29571533200001,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2831 15TH AVE S,44.9514122009,-93.2538452148,Midtown Phillips,Phillips,9,Yardville,3,3,02/27/2018,00:00
2831 GARFIELD AVE S,44.9507141113,-93.2870254517,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2832 FREMONT AVE S,44.9508934021,-93.2957000732,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2832 GIRARD AVE S,44.9508628845,-93.29711914059999,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2834 FREMONT AVE S,44.950756073,-93.2956848145,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2835 GARFIELD AVE S,44.9508209229,-93.286895752,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2836 GRAND AVE S,44.950950622600004,-93.2842483521,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2837 GARFIELD AVE S,44.950717926,-93.2869796753,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2838 16TH AVE S,44.950668335,-93.2517242432,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2838 BRYANT AVE S,44.9507141113,-93.2906036377,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2838 FREMONT AVE S,44.950771331800006,-93.2956924438,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2838 GRAND AVE S,44.9507904053,-93.28419494629999,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2839 BRYANT AVE S,44.950809478800004,-93.2905960083,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2840 34TH AVE S,44.9505996704,-93.22569274899999,Longfellow,Longfellow,2,Yardville,2,4,02/26/2018,00:00
2840 BRYANT AVE S,44.9508514404,-93.2905426025,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2840 FREMONT AVE S,44.950622558599996,-93.2956924438,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2840 GRAND AVE S,44.950744628900004,-93.2842559814,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2841 COLUMBUS AVE S,44.95035552979999,-93.2637863159,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2842 BRYANT AVE S,44.9505462646,-93.2906494141,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2842 FREMONT AVE S,44.9505729675,-93.29566192629999,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2843 POLK ST NE,45.020022999999995,-93.245212,Audubon Park,Northeast,1,Yardville,3,2,02/27/2018,00:00
2844 GRAND AVE S,44.950603485100004,-93.2842712402,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2845 COLUMBUS AVE S,44.9511299133,-93.2637481689,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2848 40TH AVE S,44.9504508972,-93.2152328491,Cooper,Longfellow,2,Yardville,2,4,02/26/2018,00:00
2852 COLUMBUS AVE S,44.951007843,-93.264175415,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2854 COLUMBUS AVE S,44.949996948199995,-93.26419830319999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
29 34TH ST W,44.941314697299994,-93.2794113159,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
29 RIVER TERRACE COURT,44.957290649399994,-93.208152771,Prospect Park - East River Road,University,2,Yardville,3,4,02/27/2018,00:00
2900 PLEASANT AVE,44.9499206543,-93.28308105469999,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2901 3RD AVE S,44.950141906700004,-93.27278137209998,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2901 CLINTON AVE S,44.949863433800004,-93.2720718384,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2901 OAKLAND AVE S,44.949161529499996,-93.26634216309999,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2902 CLINTON AVE S,44.9499588013,-93.27160644530001,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2902 GRAND AVE S,44.950107574499995,-93.2846450806,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2902 KNOX AVE N,45.0096817017,-93.3018722534,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2904 40TH ST E,44.930519104,-93.2305374146,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2904 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2904 COLUMBUS AVE S,44.9497718811,-93.2640991211,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2904 GARFIELD AVE S,44.9499816895,-93.286895752,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2904 KNOX AVE N,45.009845733599995,-93.30186462399999,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2905 3RD AVE S,44.9492645264,-93.2729415894,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2905 GARFIELD AVE S,44.9502067566,-93.2872009277,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2906 11TH AVE S,44.9496688843,-93.2587127686,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2906 40TH ST E,44.9305381775,-93.23045349120001,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2906 BRYANT AVE N,45.009727478,-93.2905349731,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2906 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2906 GRAND AVE S,44.9500541687,-93.2843704224,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2906 TYLER ST NE,45.020637512200004,-93.2461776733,Audubon Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2908 12TH AVE S,44.9499435425,-93.2576217651,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2908 17TH AVE S,44.949550628699996,-93.2500762939,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2908 BRYANT AVE N,45.009784698500006,-93.2905426025,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2908 GRAND AVE S,44.9499588013,-93.28449249270001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2908 KNOX AVE N,45.009956359899995,-93.3018951416,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2909 3RD AVE S,44.949348449700004,-93.2725448608,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2909 BRYANT AVE N,45.009826660200005,-93.2905502319,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
2910 11TH AVE S,44.94937896729999,-93.2587127686,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2910 40TH ST E,44.9305381775,-93.2303543091,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2910 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2910 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2910 PILLSBURY AVE,44.9500808716,-93.2813644409,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2911 COLFAX AVE S,44.9492912292,-93.2922821045,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2911 COLFAX AVE S,44.9494361877,-93.2922821045,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2911 COLFAX AVE S,44.9495124817,-93.2922058105,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2912 ALDRICH AVE S,44.9496650696,-93.2894515991,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2912 ALDRICH AVE S,44.9497756958,-93.28941345209999,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2912 PILLSBURY AVE,44.949974060100004,-93.2814178467,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2913 OAKLAND AVE S,44.9497146606,-93.2658157349,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2914 40TH ST E,44.9305267334,-93.2302627563,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2914 CLINTON AVE S,44.94972229,-93.2721557617,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2914 KNOX AVE N,45.0100669861,-93.3018875122,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2915 OAKLAND AVE S,44.9501113892,-93.2661819458,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2916 11TH AVE S,44.9497909546,-93.25958251950001,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2916 12TH AVE S,44.9498023987,-93.2578125,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2916 17TH AVE S,44.949546813999994,-93.2501525879,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2916 GRAND AVE S,44.949836731000005,-93.28449249270001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2916 TYLER ST NE,45.0209922791,-93.2459487915,Audubon Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2917 34TH AVE N,45.0168571472,-93.3178024292,Cleveland,Camden,4,Yardville,3,1,02/27/2018,00:00
2917 3RD AVE S,44.949348449700004,-93.2725448608,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2917 OAKLAND AVE S,44.9498214722,-93.2661819458,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2918 6TH ST N,45.0101852417,-93.2863388062,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2918 BRYANT AVE S,44.949478149399994,-93.2905883789,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2918 CLINTON AVE S,44.94972229,-93.2721557617,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2918 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2918 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2918 COLUMBUS AVE S,44.94933700560001,-93.2639389038,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2918 NEWTON AVE N,45.0099906921,-93.3057556152,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2918 TYLER ST NE,45.0209655762,-93.2460861206,Audubon Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2919 3RD AVE S,44.9492645264,-93.27286529540001,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2920 11TH AVE S,44.9497909546,-93.25958251950001,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2920 12TH AVE S,44.9498176575,-93.2573394775,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2920 14TH AVE S,44.9492645264,-93.2549438477,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2920 16TH AVE N,44.995223999,-93.3177947998,Willard - Hay,Near North,5,Yardville,2,1,02/26/2018,00:00
2920 BRYANT AVE S,44.9494628906,-93.2906036377,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2920 CLINTON AVE S,44.949687957799995,-93.2721176147,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2921 NEWTON AVE N,45.010375976599995,-93.3056945801,Jordan,Near North,5,Yardville,3,1,02/27/2018,00:00
2921 OAKLAND AVE S,44.949256897,-93.2667694092,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2922 14TH AVE S,44.9489707947,-93.2551040649,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2922 40TH ST E,44.9305305481,-93.23001098629999,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2922 57TH ST W,44.89981079100001,-93.3171310425,Armatage,Southwest,13,Yardville,2,5,02/26/2018,00:00
2922 BRYANT AVE S,44.9493522644,-93.2905426025,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2922 CLINTON AVE S,44.9496498108,-93.2721557617,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2922 KNOX AVE N,45.010242462200004,-93.30187988280001,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2923 3RD AVE S,44.9494857788,-93.27286529540001,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2924 13TH AVE S,44.949298858599995,-93.2563552856,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2924 16TH AVE S,44.949375152600005,-93.2511749268,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2924 40TH ST E,44.930519104,-93.22996521,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2924 BRYANT AVE S,44.949199676499994,-93.2906723022,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2924 CLINTON AVE S,44.9498062134,-93.2717590332,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2924 CLINTON AVE S,44.950038909899995,-93.2712936401,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2924 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2924 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2924 GARFIELD AVE S,44.949420929,-93.2868881226,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2924 UPTON AVE N,45.0103874207,-93.314743042,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
2925 5TH AVE S,44.9495201111,-93.26901245120001,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2926 11TH AVE S,44.9493026733,-93.2587966919,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2926 40TH ST E,44.930515289300004,-93.22988891600001,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2926 CLINTON AVE S,44.949657440200006,-93.27191925049999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2926 GARFIELD AVE S,44.9492912292,-93.28681182860001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2928 14TH AVE S,44.9489707947,-93.2551040649,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2928 40TH ST E,44.930515289300004,-93.22978973389999,Standish,Powderhorn,12,Yardville,2,6,02/26/2018,00:00
2928 CLINTON AVE S,44.9494628906,-93.2710571289,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2929 3RD AVE S,44.94940567020001,-93.2731018066,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2930 11TH AVE S,44.9491462708,-93.25910949709998,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2930 BRYANT AVE N,45.0103378296,-93.2905197144,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2930 CLINTON AVE S,44.9494552612,-93.2712936401,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2930 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2930 COLUMBUS AVE S,44.9491539001,-93.26398468020001,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2930 HARRIET AVE S,44.9491157532,-93.28567504879999,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2930 HARRIET AVE S,44.949718475299996,-93.28504943850001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2930 KNOX AVE N,45.010429382299996,-93.3018722534,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2931 CLINTON AVE S,44.9494667053,-93.2709732056,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2932 11TH AVE S,44.949180603,-93.25922393799999,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2932 14TH AVE S,44.9493293762,-93.2552566528,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2932 17TH AVE S,44.9492645264,-93.2499160767,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2932 DREW AVE S,44.9487037659,-93.3265380859,Cedar - Isles - Dean,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2934 11TH AVE S,44.9491081238,-93.259147644,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2934 5TH AVE S,44.949131011999995,-93.2689208984,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
