Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"935 2nd st n,Minneapolis,MN",44.991053,-93.27934499999999,3,North Loop,Central,1,1,12/17/2016,22:20,Ferry
"1614 Vincent ave n,Minneapolis,MN",44.995748999999996,-93.315516,5,Willard - Hay,Near North,2,1,12/18/2016,14:41,Ferry
"2319 9TH ST S,Minneapolis,MN",44.963965,-93.238231,6,Seward,Longfellow,2,4,12/18/2016,00:20,Ferry
"2520 4th St SE - ,Minneapolis,MN",44.974303000000006,-93.22030699999999,2,Prospect Park - East River Road,University,2,4,12/18/2016,15:56,Ferry
"2314 aldrich ave n,Minneapolis,MN",45.003157,-93.289229,5,Hawthorne,Near North,2,1,12/18/2016,13:47,Ferry
"1106 Logan Ave. N. ,Minneapolis,MN",44.989286,-93.30289300000001,5,Near - North,Near North,2,1,12/18/2016,11:42,Ferry
"3147 Aldrich Ave s,Minneapolis,MN",44.945021999999994,-93.28923499999999,10,South Uptown,Calhoun Isles,3,5,12/19/2016,13:32,Ferry
"522 7th ave se,Minneapolis,MN",44.985757,-93.24436,3,Marcy Holmes,University,2,4,12/18/2016,09:32,Ferry
"3320 humbolt Ave s,Minneapolis,MN",44.942488,-93.30114499999999,10,ECCO,Calhoun Isles,2,5,12/18/2016,10:37,Ferry
"4600 Bryant Ave n ,Minneapolis,MN",45.038638,-93.291054,4,Lind - Bohanon,Camden,1,1,12/17/2016,22:26,Ferry
"2710 girard Ave n ,Minneapolis,MN",45.008144,-93.296651,5,Jordan,Near North,2,1,12/18/2016,15:57,Ferry
"41 13th Ave NE,Minneapolis,MN",44.999421000000005,-93.272002,3,Sheridan,Northeast,2,2,12/18/2016,01:48,Ferry
"2324 6th st n,Minneapolis,MN",45.003287,-93.286435,5,Hawthorne,Near North,2,1,12/18/2016,11:43,Ferry
"3116 james ave s,Minneapolis,MN",44.945908,-93.303702,10,ECCO,Calhoun Isles,2,5,12/18/2016,10:37,Ferry
"319 newton ave n,Minneapolis,MN",44.980733,-93.306324,5,Harrison,Near North,3,3,12/19/2016,13:33,Ferry
"1782 Bryant Ave s,Minneapolis,MN",44.965763,-93.29054000000001,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,09:33,Ferry
"2408 11TH AVE S,Minneapolis,MN",44.958724,-93.259084,9,Midtown Phillips,Phillips,2,3,12/18/2016,15:57,Ferry
"340 15th ave ne,Minneapolis,MN",45.002915,-93.26254200000001,3,Sheridan,Northeast,2,2,12/18/2016,13:48,Ferry
"500-799 2nd St N,Minneapolis,MN",44.987185,-93.273561,3,North Loop,Central,1,1,12/17/2016,22:29,Ferry
"802 4th st ne,Minneapolis,MN",44.997383,-93.261082,3,St. Anthony West,Northeast,2,2,12/18/2016,10:38,Ferry
"3400 Holmes ave s,Minneapolis,MN",44.941159000000006,-93.29991,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:44,Ferry
"5731 BOSSEN TERR,Minneapolis,MN",44.899469,-93.226455,11,Wenonah,Nokomis,3,6,12/19/2016,13:34,Ferry
"1204 Fremont Ave N,Minneapolis,MN",44.991984,-93.295631,5,Near - North,Near North,2,1,12/18/2016,09:33,Ferry
"2231 PORTLAND AVE,Minneapolis,MN",44.960545,-93.267652,6,Phillips West,Phillips,2,3,12/18/2016,03:58,Ferry
"1004 queen Ave n. ,Minneapolis,MN",44.98809,-93.309218,5,Willard - Hay,Near North,2,1,12/18/2016,13:49,Ferry
"1802 COLFAX AVE SO,Minneapolis,MN",44.965237,-93.292152,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,10:38,Ferry
"2822 EMERSON AVE S,Minneapolis,MN",44.951454,-93.294473,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,22:30,Ferry
"507 7th st se,Minneapolis,MN",44.988243,-93.245464,3,Marcy Holmes,University,3,4,12/19/2016,13:37,Ferry
"2016 Emerson ave s,Minneapolis,MN",44.962129,-93.294682,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,11:46,Ferry
"414 22nd ave ne,Minneapolis,MN",45.009802,-93.2608,1,Holland,Northeast,2,2,12/18/2016,15:58,Ferry
"518 7th ave se,Minneapolis,MN",44.985728,-93.244383,3,Marcy Holmes,University,2,4,12/18/2016,09:34,Ferry
"648 15th St E,Minneapolis,MN",44.968072,-93.265955,7,Elliot Park,Central,2,3,12/18/2016,01:50,Ferry
"1808 BRYANT AVE S,Minneapolis,MN",44.965022999999995,-93.290541,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,10:39,Ferry
"807 Queen Ave. N. ,Minneapolis,MN",44.986349,-93.309881,5,Willard - Hay,Near North,3,1,12/19/2016,13:37,Ferry
"2810 DUPONT AV S,Minneapolis,MN",44.951209000000006,-93.293203,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,22:31,Ferry
"3248 ALDRICH AVE S ,Minneapolis,MN",44.943184,-93.289792,10,South Uptown,Calhoun Isles,2,5,12/18/2016,15:58,Ferry
"104 11th ave ne,Minneapolis,MN",44.998168,-93.268467,3,St. Anthony West,Northeast,2,2,12/18/2016,11:46,Ferry
"123 13th Ave NE,Minneapolis,MN",45.000478,-93.26894899999999,3,Sheridan,Northeast,2,2,12/18/2016,01:50,Ferry
"1826 dupont Ave n,Minneapolis,MN",44.998296,-93.29233599999999,5,Near - North,Near North,2,1,12/18/2016,09:34,Ferry
"102 10th ave ne,Minneapolis,MN",44.997203000000006,-93.267864,3,St. Anthony West,Northeast,2,2,12/18/2016,10:39,Ferry
"605 7th st se,Minneapolis,MN",44.987899,-93.243959,3,Marcy Holmes,University,3,4,12/19/2016,13:40,Ferry
"1816 33rd Street East,Minneapolis,MN",44.942945,-93.24776,9,Powderhorn Park,Powderhorn,2,6,12/18/2016,15:58,Ferry
"3540 4th Ave s,Minneapolis,MN",44.938231,-93.270551,9,Central,Powderhorn,1,5,12/17/2016,22:32,Ferry
"622 newton ave n,Minneapolis,MN",44.985092,-93.30574200000001,5,Near - North,Near North,2,1,12/18/2016,13:50,Ferry
"3116 HOLMES AVE S ,Minneapolis,MN",44.945937,-93.29982199999999,10,ECCO,Calhoun Isles,2,5,12/18/2016,11:47,Ferry
"526 8th ave se,Minneapolis,MN",44.985517,-93.24235300000001,3,Marcy Holmes,University,2,4,12/18/2016,10:39,Ferry
"1122 main st ne,Minneapolis,MN",44.998948,-93.26750600000001,3,Sheridan,Northeast,2,2,12/18/2016,12:20,Ferry
"1768 Bryant ave s,Minneapolis,MN",44.966028,-93.290539,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,09:35,Ferry
"320 18th St e,Minneapolis,MN",44.965233000000005,-93.271473,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,14:43,Ferry
"2838 dupont Ave s,Minneapolis,MN",44.950457,-93.293219,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,23:28,Ferry
"3213 Bryant Ave n ,Minneapolis,MN",45.013612,-93.29056899999999,4,McKinley,Camden,3,1,12/19/2016,13:40,Ferry
"1006 5th st se,Minneapolis,MN",44.983475,-93.240053,3,Marcy Holmes,University,2,4,12/18/2016,13:51,Ferry
"1816 4TH AVE S,Minneapolis,MN",44.964591999999996,-93.270622,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,15:59,Ferry
"3422 4th Avenue South,Minneapolis,MN",44.940386,-93.270222,9,Central,Powderhorn,1,5,12/17/2016,22:33,Ferry
"3018 James Ave s,Minneapolis,MN",44.947617,-93.303414,10,ECCO,Calhoun Isles,2,5,12/18/2016,10:40,Ferry
"1002 13th ave se,Minneapolis,MN",44.988008,-93.232959,2,Como,University,2,4,12/18/2016,11:47,Ferry
"100 13th Ave NE,Minneapolis,MN",45.000094,-93.26998,3,Sheridan,Northeast,2,2,12/18/2016,00:22,Ferry
"3020 3rd st n,Minneapolis,MN",45.010989,-93.283397,5,Hawthorne,Near North,2,1,12/18/2016,09:36,Ferry
"1004 20th Ave se ,Minneapolis,MN",44.988018,-93.22418,1,Como,University,2,4,12/18/2016,14:44,Ferry
"628 15TH ST E,Minneapolis,MN",44.968072,-93.26629100000001,7,Elliot Park,Central,2,3,12/18/2016,01:52,Ferry
"4635 Bryant Ave n ,Minneapolis,MN",45.039513,-93.291799,4,Lind - Bohanon,Camden,1,1,12/17/2016,23:28,Ferry
"621 18TH ST E,Minneapolis,MN",44.965203,-93.266437,6,Ventura Village,Phillips,3,3,12/19/2016,13:42,Ferry
"1314 Irving ave n,Minneapolis,MN",44.992464,-93.299312,5,Near - North,Near North,2,1,12/18/2016,10:40,Ferry
"609 17th St e,Minneapolis,MN",44.966254,-93.267431,6,Elliot Park,Central,3,3,12/19/2016,13:42,Ferry
"4225 Bloomington ave,Minneapolis,MN",44.925982,-93.251989,8,Northrop,Nokomis,1,6,12/17/2016,23:29,Ferry
"924 20th ave ne,Minneapolis,MN",45.008877000000005,-93.24768,1,Holland,Northeast,2,2,12/18/2016,16:00,Ferry
"1048 22nd Ave SE -,Minneapolis,MN",44.989343,-93.221272,1,Como,University,2,4,12/18/2016,14:45,Ferry
"918 Oliver Ave n ,Minneapolis,MN",44.987559000000005,-93.30699,5,Near - North,Near North,2,1,12/18/2016,13:52,Ferry
"143 13th Ave NE,Minneapolis,MN",45.001243,-93.267292,3,Sheridan,Northeast,2,2,12/18/2016,00:22,Ferry
"210 7th Avenue southeast ,Minneapolis,MN",44.982493,-93.246948,3,Marcy Holmes,University,2,4,12/18/2016,10:41,Ferry
"920 20th ave ne,Minneapolis,MN",45.008877000000005,-93.24788199999999,1,Holland,Northeast,2,2,12/18/2016,16:01,Ferry
"1512 8th St se,Minneapolis,MN",44.983671,-93.230859,2,University of Minnesota,University,2,4,12/18/2016,13:52,Ferry
"1310 33rd Street West,Minneapolis,MN",44.942921999999996,-93.295953,10,South Uptown,Calhoun Isles,2,5,12/18/2016,14:45,Ferry
"4145 aldrich ave n ,Minneapolis,MN",45.030657,-93.289385,4,Webber - Camden,Camden,3,1,12/19/2016,13:43,Ferry
"816 12th Avenue southeast ,Minneapolis,MN",44.986035,-93.23498199999999,3,Marcy Holmes,University,2,4,12/18/2016,12:22,Ferry
"3444 Bloomington Ave. S. ,Minneapolis,MN",44.939783,-93.252453,9,Powderhorn Park,Powderhorn,1,6,12/17/2016,23:31,Ferry
"1312 Irving Ave n,Minneapolis,MN",44.99245,-93.29942,5,Near - North,Near North,2,1,12/18/2016,10:42,Ferry
"1914 2ND AVE S,Minneapolis,MN",44.963446999999995,-93.274051,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,16:02,Ferry
"113 13th Ave NE,Minneapolis,MN",45.000538,-93.269235,3,Sheridan,Northeast,2,2,12/18/2016,01:53,Ferry
"2717 37th ST E,Minneapolis,MN",44.935911,-93.232656,12,Standish,Powderhorn,3,6,12/19/2016,13:44,Ferry
"489 2nd st N,Minneapolis,MN",44.98686,-93.2735,3,North Loop,Central,2,3,12/18/2016,00:23,Ferry
"920 12th Avenue Southeast,Minneapolis,MN",44.986983,-93.234551,2,Como,University,2,4,12/18/2016,14:45,Ferry
"3114 James Ave s,Minneapolis,MN",44.945979,-93.30341800000001,10,ECCO,Calhoun Isles,2,5,12/18/2016,10:42,Ferry
"2830 DUPONT AVE S,Minneapolis,MN",44.950511,-93.29321999999999,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,23:32,Ferry
"828 37TH W ,Minneapolis,MN",44.935895,-93.29006,10,East Harriet,Southwest,2,5,12/18/2016,16:02,Ferry
"1204 russel Ave n,Minneapolis,MN",44.989796999999996,-93.31078199999999,5,Willard - Hay,Near North,2,1,12/18/2016,13:53,Ferry
"605 17th St e,Minneapolis,MN",44.966254,-93.267533,6,Elliot Park,Central,3,3,12/19/2016,13:44,Ferry
"206 19TH ST E,Minneapolis,MN",44.963968,-93.273339,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,12:24,Ferry
"1822 BRYANT AVE S,Minneapolis,MN",44.96464,-93.290903,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,10:43,Ferry
"636 18th ave ne,Minneapolis,MN",45.006383,-93.256613,1,Logan Park,Northeast,2,2,12/18/2016,14:47,Ferry
"706 34th st w,Minneapolis,MN",44.941326000000004,-93.28841700000001,10,South Uptown,Calhoun Isles,2,5,12/18/2016,16:02,Ferry
"4429 upton Ave s,Minneapolis,MN",44.922329,-93.314769,13,Linden Hills,Southwest,1,5,12/17/2016,23:34,Ferry
"1821 10TH AVE S,Minneapolis,MN",44.964351,-93.259663,6,Ventura Village,Phillips,3,3,12/19/2016,13:45,Ferry
"152 19TH ST E,Minneapolis,MN",44.963969,-93.27445,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,13:53,Ferry
"2220 4th st n ,Minneapolis,MN",45.002146,-93.284912,5,Hawthorne,Near North,2,1,12/18/2016,10:43,Ferry
"1825 lasalle AVE,Minneapolis,MN",44.964649,-93.279318,7,Steven's Square - Loring Heights,Central,2,3,12/18/2016,00:25,Ferry
"1042 26th Ave se,Minneapolis,MN",44.989288,-93.216072,1,Como,University,2,4,12/18/2016,16:03,Ferry
"1800 2nd Ave s ,Minneapolis,MN",44.965135,-93.274046,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,14:48,Ferry
"2317 33rd st E,Minneapolis,MN",44.942746,-93.237952,9,Corcoran,Powderhorn,3,6,12/19/2016,13:48,Ferry
"2823 Plymouth ave n.,Minneapolis,MN",44.991528,-93.316211,5,Willard - Hay,Near North,1,1,12/17/2016,23:34,Ferry
"916 20th ave se,Minneapolis,MN",44.987108,-93.22394,2,Como,University,2,4,12/18/2016,13:53,Ferry
"716 34th st w,Minneapolis,MN",44.941474,-93.28898000000001,10,South Uptown,Calhoun Isles,2,5,12/18/2016,16:04,Ferry
"1906 upton ave n,Minneapolis,MN",44.999156,-93.314601,5,Willard - Hay,Near North,2,1,12/18/2016,12:25,Ferry
"402 7th Ave SE,Minneapolis,MN",44.984421000000005,-93.245421,3,Marcy Holmes,University,2,4,12/18/2016,10:44,Ferry
"2435 30TH AVE S,Minneapolis,MN",44.957886,-93.228278,2,Seward,Longfellow,3,4,12/19/2016,13:48,Ferry
"1088 23rd Ave SE,Minneapolis,MN",44.990727,-93.219988,1,Como,University,2,4,12/18/2016,14:48,Ferry
"1044 23rd ave se,Minneapolis,MN",44.989221,-93.220259,1,Como,University,2,4,12/18/2016,13:54,Ferry
"212 15th st w,Minneapolis,MN",44.96774,-93.281389,7,Loring Park,Central,1,3,12/17/2016,23:37,Ferry
"2312 34th Street East,Minneapolis,MN",44.941573999999996,-93.23814,9,Corcoran,Powderhorn,2,6,12/18/2016,16:05,Ferry
"1612 6th st ne,Minneapolis,MN",45.004587,-93.25891700000001,3,Sheridan,Northeast,2,2,12/18/2016,12:25,Ferry
"700 7TH AVE SE,Minneapolis,MN",44.987313,-93.243138,3,Marcy Holmes,University,2,4,12/18/2016,10:46,Ferry
"3449 Emerson Ave s,Minneapolis,MN",44.939776,-93.294196,10,South Uptown,Calhoun Isles,3,5,12/19/2016,13:48,Ferry
"214 12th ave ne,Minneapolis,MN",44.975409,-93.251326,3,Downtown East,Central,2,3,12/18/2016,13:54,Ferry
"1002 20th Ave se ,Minneapolis,MN",44.98794,-93.22418,1,Como,University,2,4,12/18/2016,14:49,Ferry
"422 6th St SE,Minneapolis,MN",44.987345,-93.24743000000001,3,Marcy Holmes,University,2,4,12/18/2016,16:05,Ferry
"16 15th st w,Minneapolis,MN",44.967734,-93.278341,7,Loring Park,Central,1,3,12/17/2016,23:40,Ferry
"2906 DUPONT AVE S,Minneapolis,MN",44.949892999999996,-93.293215,10,Lowry Hill East,Calhoun Isles,2,3,12/18/2016,00:26,Ferry
"2510 4th st n,Minneapolis,MN",45.00525,-93.284642,5,Hawthorne,Near North,2,1,12/18/2016,10:47,Ferry
"3206 FREMONT AVE S ,Minneapolis,MN",44.944408,-93.295813,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:55,Ferry
"1117 15th Ave n ,Minneapolis,MN",44.994134,-93.29463299999999,5,Near - North,Near North,3,1,12/19/2016,13:49,Ferry
"862 23rd Ave se,Minneapolis,MN",44.985485,-93.220303,2,Como,University,2,4,12/18/2016,14:50,Ferry
"3246 Aldrich ave n,Minneapolis,MN",45.014662,-93.289017,4,McKinley,Camden,2,1,12/18/2016,16:06,Ferry
"1428 lasalle,Minneapolis,MN",44.968478000000005,-93.279353,7,Loring Park,Central,1,3,12/17/2016,23:40,Ferry
"1210 Newton Ave N,Minneapolis,MN",44.990154,-93.30540400000001,5,Near - North,Near North,2,1,12/18/2016,12:26,Ferry
"1806 colfax ave s,Minneapolis,MN",44.964984,-93.29217299999999,7,Lowry Hill,Calhoun Isles,2,3,12/18/2016,10:48,Ferry
"408 6th st se,Minneapolis,MN",44.987906,-93.247923,3,Marcy Holmes,University,2,4,12/18/2016,16:07,Ferry
"1006 24th Ave s e,Minneapolis,MN",44.988172,-93.218722,1,Como,University,2,4,12/18/2016,14:51,Ferry
"3102 Emerson Ave South,Minneapolis,MN",44.946339,-93.294503,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:55,Ferry
"2525 30th ave s,Minneapolis,MN",44.956459,-93.22829,2,Seward,Longfellow,3,4,12/19/2016,13:50,Ferry
"426 W 15TH ST ,Minneapolis,MN",44.968441999999996,-93.28596800000001,7,Loring Park,Central,1,3,12/17/2016,23:43,Ferry
"1090 13th Ave SE -,Minneapolis,MN",44.990575,-93.23305500000001,2,Como,University,2,4,12/18/2016,10:48,Ferry
"2325 9th st s,Minneapolis,MN",44.963965,-93.238028,6,Seward,Longfellow,2,4,12/18/2016,00:28,Ferry
"2425 PORTLAND AVE,Minneapolis,MN",44.958211999999996,-93.267658,6,Phillips West,Phillips,2,3,12/18/2016,04:09,Ferry
"1806 Thomas Ave N,Minneapolis,MN",44.997941,-93.31296400000001,5,Willard - Hay,Near North,2,1,12/18/2016,14:53,Ferry
"3655 33rd ave s,Minneapolis,MN",44.936121,-93.22429,12,Howe,Longfellow,3,6,12/19/2016,13:51,Ferry
"1016 newton ave n,Minneapolis,MN",44.988514,-93.305402,5,Near - North,Near North,2,1,12/18/2016,13:55,Ferry
"728 8th ave se,Minneapolis,MN",44.987489000000004,-93.240892,3,Marcy Holmes,University,2,4,12/18/2016,10:48,Ferry
"2836 dupont Ave s,Minneapolis,MN",44.950687,-93.293661,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,23:44,Ferry
"3516 Harriet Ave s,Minneapolis,MN",44.938952,-93.285629,8,Lyndale,Powderhorn,2,5,12/18/2016,16:12,Ferry
"1014 Sheridan Ave n,Minneapolis,MN",44.988406,-93.312079,5,Willard - Hay,Near North,2,1,12/18/2016,14:54,Ferry
"1034 17th ave se,Minneapolis,MN",44.988861,-93.227972,1,Como,University,2,4,12/18/2016,12:29,Ferry
"150 19TH ST E,Minneapolis,MN",44.963969,-93.274466,6,Steven's Square - Loring Heights,Central,2,3,12/18/2016,13:55,Ferry
"1427 Queen Ave N,Minneapolis,MN",44.994122,-93.309851,5,Willard - Hay,Near North,3,1,12/19/2016,13:51,Ferry
"4132 11th ave s,Minneapolis,MN",44.927723,-93.259067,8,Bancroft,Powderhorn,2,6,12/18/2016,10:49,Ferry
"21 15th st w,Minneapolis,MN",44.967632,-93.2789,7,Loring Park,Central,1,3,12/17/2016,23:47,Ferry
"3238 Garfield ave s,Minneapolis,MN",44.943424,-93.28716899999999,8,Lyndale,Powderhorn,2,5,12/18/2016,16:14,Ferry
"3216 LONGFELLOW AV S,Minneapolis,MN",44.944023,-93.246123,9,Corcoran,Powderhorn,2,6,12/18/2016,14:55,Ferry
"1518 8th st se,Minneapolis,MN",44.98359,-93.23065600000001,2,University of Minnesota,University,2,4,12/18/2016,13:55,Ferry
"1328 Adams st ne,Minneapolis,MN",45.001814,-93.25664499999999,1,Logan Park,Northeast,2,2,12/18/2016,12:29,Ferry
"1226 Irving Ave n. ,Minneapolis,MN",44.990849,-93.299423,5,Near - North,Near North,2,1,12/18/2016,10:51,Ferry
"3536 Harriet Ave s,Minneapolis,MN",44.938252,-93.285635,8,Lyndale,Powderhorn,2,5,12/18/2016,16:15,Ferry
"391 13th Ave NE,Minneapolis,MN",45.000919,-93.26160300000001,3,Sheridan,Northeast,1,2,12/17/2016,23:49,Ferry
"905 19th Ave se,Minneapolis,MN",44.986724,-93.22595600000001,2,Como,University,3,4,12/19/2016,13:52,Ferry
"608 15TH ST E,Minneapolis,MN",44.968071,-93.266994,7,Elliot Park,Central,2,3,12/18/2016,01:56,Ferry
"2422 11TH AVE S,Minneapolis,MN",44.958348,-93.258787,9,Midtown Phillips,Phillips,2,3,12/18/2016,14:55,Ferry
"1100 12th Ave SE -,Minneapolis,MN",44.990908000000005,-93.234349,2,Como,University,2,4,12/18/2016,10:52,Ferry
"2224 5th st ne,Minneapolis,MN",45.010804,-93.260663,1,Holland,Northeast,2,2,12/18/2016,12:31,Ferry
"618 33rd st w,Minneapolis,MN",44.942916,-93.287118,8,Lyndale,Powderhorn,2,5,12/18/2016,16:19,Ferry
"2820 DUPONT AVE S,Minneapolis,MN",44.951192,-93.29379899999999,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,23:50,Ferry
"912 Oliver Ave N,Minneapolis,MN",44.987390999999995,-93.30699200000001,5,Near - North,Near North,2,1,12/18/2016,13:56,Ferry
"3429 DuPont Ave s,Minneapolis,MN",44.940298,-93.293221,10,South Uptown,Calhoun Isles,3,5,12/19/2016,13:53,Ferry
"1320 Irving Ave N,Minneapolis,MN",44.992469,-93.29923199999999,5,Near - North,Near North,2,1,12/18/2016,10:55,Ferry
"624 17th ave ne,Minneapolis,MN",45.00512,-93.257279,1,Logan Park,Northeast,2,2,12/18/2016,14:57,Ferry
"2922 Sheridan ave n,Minneapolis,MN",45.010343,-93.311815,4,Jordan,Near North,2,1,12/18/2016,16:28,Ferry
"4438 16th ave s,Minneapolis,MN",44.921982,-93.251148,11,Northrop,Nokomis,2,6,12/18/2016,12:31,Ferry
"636 15th ave ne,Minneapolis,MN",45.002941,-93.256647,1,Logan Park,Northeast,2,2,12/18/2016,13:56,Ferry
"5047 Upton ave s,Minneapolis,MN",44.911077,-93.315028,13,Fulton,Southwest,1,5,12/17/2016,23:51,Ferry
"112 9th st ne,Minneapolis,MN",44.974145,-93.271899,7,Downtown West,Central,2,3,12/18/2016,10:56,Ferry
"1049 24th Avenue Southeast,Minneapolis,MN",44.989402,-93.219274,1,Como,University,3,4,12/19/2016,13:55,Ferry
"3330 Sheridan ave n,Minneapolis,MN",45.015958000000005,-93.311729,4,Cleveland,Camden,2,1,12/18/2016,16:31,Ferry
"810 Oliver ave n ,Minneapolis,MN",44.986453000000004,-93.306709,5,Near - North,Near North,2,1,12/18/2016,14:58,Ferry
"3106 Emerson ave s,Minneapolis,MN",44.946220000000004,-93.294505,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:56,Ferry
"608 12th Ave se,Minneapolis,MN",44.984047,-93.23656700000001,3,Marcy Holmes,University,2,4,12/18/2016,12:31,Ferry
"1324 spruce pl,Minneapolis,MN",44.968503999999996,-93.28085300000001,7,Loring Park,Central,2,3,12/18/2016,10:57,Ferry
"357 13th Ave NE,Minneapolis,MN",45.001093,-93.261792,3,Sheridan,Northeast,1,2,12/17/2016,23:51,Ferry
"635 17TH ST E,Minneapolis,MN",44.966257,-93.266765,6,Elliot Park,Central,3,3,12/19/2016,13:55,Ferry
"866 24th Ave SE,Minneapolis,MN",44.985619,-93.218723,2,Como,University,2,4,12/18/2016,14:58,Ferry
"3436 Colfax Ave s,Minneapolis,MN",44.940158000000004,-93.292027,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:57,Ferry
"216 6th Street se,Minneapolis,MN",44.989095,-93.250881,3,Marcy Holmes,University,2,4,12/18/2016,16:41,Ferry
"716 7th ave se,Minneapolis,MN",44.987814,-93.242742,3,Marcy Holmes,University,2,4,12/18/2016,09:37,Ferry
"3120 girard ave s,Minneapolis,MN",44.945771,-93.297398,10,South Uptown,Calhoun Isles,2,5,12/18/2016,11:48,Ferry
"212 7th ave se,Minneapolis,MN",44.982513,-93.246933,3,Marcy Holmes,University,2,4,12/18/2016,10:57,Ferry
"816 Sheridan Ave n ,Minneapolis,MN",44.986561,-93.31184,5,Willard - Hay,Near North,2,1,12/18/2016,12:31,Ferry
"935 2 st n,Minneapolis,MN",44.991053,-93.27934499999999,3,North Loop,Central,1,1,12/17/2016,22:33,Ferry
"613 17TH ST E,Minneapolis,MN",44.966254,-93.267328,6,Elliot Park,Central,3,3,12/19/2016,13:59,Ferry
"310 Clifton Ave,Minneapolis,MN",44.966307,-93.283615,7,Loring Park,Central,2,3,12/18/2016,13:57,Ferry
"3120 Bloomington Avenue South,Minneapolis,MN",44.945806,-93.25278,9,Powderhorn Park,Powderhorn,1,6,12/17/2016,23:52,Ferry
"712 15th ave ne,Minneapolis,MN",45.002748,-93.251554,1,Logan Park,Northeast,2,2,12/18/2016,14:58,Ferry
"708 7th St SE,Minneapolis,MN",44.987146,-93.242786,3,Marcy Holmes,University,2,4,12/18/2016,16:46,Ferry
"1318 Irving Ave n,Minneapolis,MN",44.992473,-93.29942,5,Near - North,Near North,2,1,12/18/2016,10:58,Ferry
"3200 Girard Ave s,Minneapolis,MN",44.944708,-93.297071,10,South Uptown,Calhoun Isles,2,5,12/18/2016,12:32,Ferry
"108 10th ave ne,Minneapolis,MN",44.997298,-93.267589,3,St. Anthony West,Northeast,2,2,12/18/2016,13:58,Ferry
"2229 16th ave n,Minneapolis,MN",44.995127000000004,-93.308583,5,Willard - Hay,Near North,3,1,12/19/2016,14:01,Ferry
"200 13th Ave NE,Minneapolis,MN",45.000898,-93.26615600000001,3,Sheridan,Northeast,1,2,12/17/2016,23:54,Ferry
"2954 Aldrich Ave. n. ,Minneapolis,MN",45.010993,-93.289249,5,Hawthorne,Near North,2,1,12/18/2016,14:59,Ferry
"720 7th Ave SE ,Minneapolis,MN",44.987836,-93.242724,3,Marcy Holmes,University,2,4,12/18/2016,10:58,Ferry
"1404 van white lane,Minneapolis,MN",44.993257,-93.28842900000001,5,Near - North,Near North,2,1,12/18/2016,08:20,Ferry
"3106 FREMONT AVE S ,Minneapolis,MN",44.946263,-93.29579,10,South Uptown,Calhoun Isles,2,5,12/18/2016,13:58,Ferry
"1418 Grand st ne,Minneapolis,MN",45.002253,-93.270059,3,Sheridan,Northeast,2,2,12/18/2016,12:32,Ferry
"315 6TH ST SE,Minneapolis,MN",44.98851,-93.24935,3,Marcy Holmes,University,3,4,12/19/2016,14:02,Ferry
"2834 DUPONT AVE S,Minneapolis,MN",44.950484,-93.293219,10,Lowry Hill East,Calhoun Isles,1,3,12/17/2016,23:54,Ferry
"1422 5th st ne,Minneapolis,MN",45.002592,-93.260529,3,Sheridan,Northeast,2,2,12/18/2016,10:58,Ferry
"2420 11TH AVE S,Minneapolis,MN",44.958403999999994,-93.25904200000001,9,Midtown Phillips,Phillips,2,3,12/18/2016,14:59,Ferry
"1502 8th st se,Minneapolis,MN",44.983807,-93.231197,2,University of Minnesota,University,2,4,12/18/2016,13:59,Ferry
"742 aldrich ave n,Minneapolis,MN",44.986125,-93.29078100000001,5,Sumner - Glenwood,Near North,2,1,12/18/2016,08:23,Ferry
"821 13TH AVE SE,Minneapolis,MN",44.985305,-93.2338,3,Marcy Holmes,University,3,4,12/19/2016,14:05,Ferry
"912 Thomas Ave. N. ,Minneapolis,MN",44.987384000000006,-93.313356,5,Willard - Hay,Near North,2,1,12/18/2016,12:32,Ferry
"3410 Humboldt Ave South,Minneapolis,MN",44.940946999999994,-93.301154,10,ECCO,Calhoun Isles,2,5,12/18/2016,10:58,Ferry
