Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
"3628 4th st n ,Minneapolis,MN",45.021177,-93.284683,4,Camden,McKinley,1,2,Upton,02/08/2019,08:36
"1536 41st ave,Minneapolis,MN",45.029587,-93.299273,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,08:43
"426 2nd Ave SE,Minneapolis,MN",44.987465,-93.252493,3,University,Marcy Holmes,4,2,Upton,02/08/2019,08:49
"1776 bryant av s,Minneapolis,MN",44.96589,-93.290887,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,08:51
"608 4th ave se,Minneapolis,MN",44.988285999999995,-93.247816,3,University,Marcy Holmes,4,2,Upton,02/08/2019,08:52
"3008 James ave s,Minneapolis,MN",44.947943,-93.30368299999999,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,08:55
"1824 Bryant ave s,Minneapolis,MN",44.96464,-93.290903,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,08:56
"324 3RD AVE SE,Minneapolis,MN",44.986422999999995,-93.251152,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:02
"3400 4TH ST N,Minneapolis,MN",45.016874,-93.284654,4,Camden,McKinley,1,2,Upton,02/08/2019,09:03
"1716 Colfax Avenue South,Minneapolis,MN",44.966837,-93.292153,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,09:08
"3434 4th st n,Minneapolis,MN",45.01773,-93.284693,4,Camden,McKinley,1,2,Upton,02/08/2019,09:10
"1772 COLFAX AV S,Minneapolis,MN",44.966054,-93.292162,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,09:11
"3622 4th st n ,Minneapolis,MN",45.021014,-93.284674,4,Camden,McKinley,1,2,Upton,02/08/2019,09:14
"3020 James Ave S Minneapolis MN,Minneapolis,MN",44.947579,-93.30368299999999,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,09:15
"3210 4th st n ,Minneapolis,MN",45.013536,-93.284646,4,Camden,McKinley,1,2,Upton,02/08/2019,09:15
"1814 COLFAX AVE S,Minneapolis,MN",44.964869,-93.292164,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,09:16
"2914 4th ave n,Minneapolis,MN",45.010036,-93.2846,5,Near North,Hawthorne,1,2,Upton,02/08/2019,09:17
"1542 40 th st e,Minneapolis,MN",44.955588,-93.21526800000001,2,Longfellow,Seward,4,2,Upton,02/08/2019,09:18
"2926 4th st n ,Minneapolis,MN",45.010227,-93.284634,5,Near North,Hawthorne,1,2,Upton,02/08/2019,09:19
"2906 4th st n,Minneapolis,MN",45.009817,-93.284614,5,Near North,Hawthorne,1,2,Upton,02/08/2019,09:19
"110 14TH ST W,Minneapolis,MN",44.968798,-93.28063900000001,7,Central,Loring Park,3,2,Upton,02/08/2019,09:23
"1300 SPRUCE PL,Minneapolis,MN",44.968506,-93.28114000000001,7,Central,Loring Park,3,2,Upton,02/08/2019,09:27
"620 4th Ave se,Minneapolis,MN",44.988494,-93.247654,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:29
"1904 DuPont ave s ,Minneapolis,MN",44.96414,-93.293461,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,09:31
"618 4th ave se,Minneapolis,MN",44.988471999999994,-93.247671,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:33
"614 4TH AVE SE,Minneapolis,MN",44.988443,-93.247747,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:35
"1908 Emerson Avenue South,Minneapolis,MN",44.964019,-93.294686,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,09:35
"1832 41st st e,Minneapolis,MN",44.928967,-93.24671,12,Powderhorn,Standish,6,2,Upton,02/08/2019,09:44
"1516 39th st ,Minneapolis,MN",44.932493,-93.25282800000001,8,Powderhorn,Bancroft,6,2,Upton,02/08/2019,09:46
"516 5th ave se,Minneapolis,MN",44.986791,-93.246889,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:47
"3136 Longfellow ave s,Minneapolis,MN",44.945192,-93.246392,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,09:48
"2414 4th st n ,Minneapolis,MN",45.00421,-93.28461300000001,5,Near North,Hawthorne,1,2,Upton,02/08/2019,09:48
"614 5th ave se,Minneapolis,MN",44.987390000000005,-93.246127,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:50
"706 6th ave se,Minneapolis,MN",44.988059,-93.24440200000001,3,University,Marcy Holmes,4,2,Upton,02/08/2019,09:51
"2516 4th st n ,Minneapolis,MN",45.005399,-93.284655,5,Near North,Hawthorne,1,2,Upton,02/08/2019,09:51
"1504 39th st,Minneapolis,MN",44.932499,-93.253412,8,Powderhorn,Bancroft,6,2,Upton,02/08/2019,09:56
"4000 14th ave,Minneapolis,MN",44.930378999999995,-93.255225,8,Powderhorn,Bancroft,6,2,Upton,02/08/2019,09:58
"1906 Emerson Avenue South,Minneapolis,MN",44.964086,-93.294698,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,09:59
"3200 15th Avenue South,Minneapolis,MN",44.94461,-93.254061,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,09:59
"THE MALL-JAMES AVE S,Minneapolis,MN",44.950001,-93.30336700000001,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,10:01
"3342 15th Avenue South,Minneapolis,MN",44.941908000000005,-93.254078,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,10:02
"1918 Emerson ave s ,Minneapolis,MN",44.963721,-93.294689,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,10:03
"2122 6th st n,Minneapolis,MN",45.000927000000004,-93.286221,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:05
"The Mall/ Irving ave,Minneapolis,MN",44.950096,-93.30209,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,10:07
"610 5TH AVE SE,Minneapolis,MN",44.987351000000004,-93.24615899999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:08
"2106 6th st n,Minneapolis,MN",45.000538,-93.286118,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:08
"222 4th ave NE ,Minneapolis,MN",44.991817,-93.259989,3,Northeast,St. Anthony West,2,2,Upton,02/08/2019,10:09
"3032 James Ave S Minneapolis, MN,MN",44.947214,-93.30368299999999,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,10:09
"218 4th ave Ne,Minneapolis,MN",44.991817,-93.259989,3,Northeast,St. Anthony West,2,2,Upton,02/08/2019,10:11
"2712 39th st e,Minneapolis,MN",44.932313,-93.233296,12,Powderhorn,Standish,6,2,Upton,02/08/2019,10:13
"326 6th Ave SE,Minneapolis,MN",44.984607000000004,-93.24676,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:16
"3416 Longfellow Ave S,Minneapolis,MN",44.940692,-93.246414,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,10:17
"2002 Emerson Ave South,Minneapolis,MN",44.962506,-93.294673,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,10:20
"3122 6th st n ,Minneapolis,MN",45.012223,-93.286429,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:23
"3032 JAMES AVE S,Minneapolis,MN",44.947214,-93.30368299999999,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,10:23
"3120 6th st n ,Minneapolis,MN",45.0122,-93.28643000000001,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:28
"2428 4th st n,Minneapolis,MN",45.004578,-93.284637,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:31
"824 6th Ave SE,Minneapolis,MN",44.989546000000004,-93.243071,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:32
"502 6th ave se,Minneapolis,MN",44.985849,-93.245655,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:33
"THE MALL-IRVING AVE S,Minneapolis,MN",44.950096,-93.30209,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,10:35
"716 5th ave se,Minneapolis,MN",44.988825,-93.245207,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:36
"1920 Emerson ave s ,Minneapolis,MN",44.963667,-93.294709,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,10:36
"1528 SPRUCE PL,Minneapolis,MN",44.966669,-93.280567,7,Central,Loring Park,3,2,Upton,02/08/2019,10:38
"3207 19th ave a,Minneapolis,MN",44.971643,-93.243756,2,University,University of Minnesota,4,2,Upton,02/08/2019,10:39
"1938 Fremont Avenue South,Minneapolis,MN",44.962883000000005,-93.29598,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,10:40
"1777 THE MALL ,Minneapolis,MN",44.950026,-93.30464599999999,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,10:41
"106 19TH ST E,Minneapolis,MN",44.964161,-93.2761,6,Central,Steven's Square - Loring Heights,3,2,Upton,02/08/2019,10:42
"3102 6th st n ,Minneapolis,MN",45.011996999999994,-93.286433,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:42
"3416 Longfellow Ave S,Minneapolis,MN",44.940692,-93.246414,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,10:42
"402 7th ave se,Minneapolis,MN",44.98431,-93.245144,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:43
"1920 Fremont av s,Minneapolis,MN",44.963361,-93.29599300000001,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,10:43
"318 7th ave se,Minneapolis,MN",44.983434,-93.24582099999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:44
"3014 6th st n ,Minneapolis,MN",45.011252,-93.286079,5,Near North,Hawthorne,1,2,Upton,02/08/2019,10:44
"726 5th ave se,Minneapolis,MN",44.989053999999996,-93.244945,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:44
"808 34th st e,Minneapolis,MN",44.941479,-93.289878,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,10:47
"644 summer st ne,Minneapolis,MN",44.996664,-93.25608000000001,3,Northeast,St. Anthony East,2,2,Upton,02/08/2019,10:47
"410 7th ave se,Minneapolis,MN",44.984559000000004,-93.244946,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:47
"3506 Holmes ave s, MINNEAPOLIS,MN",44.939215999999995,-93.29992800000001,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,10:49
"312 4th ave ne,Minneapolis,MN",44.992365,-93.25856999999999,3,Northeast,St. Anthony West,2,2,Upton,02/08/2019,10:49
"316 4Th Ave Ne,Minneapolis,MN",44.992406,-93.25841700000001,3,Northeast,St. Anthony West,2,2,Upton,02/08/2019,10:52
"646 summer st ne,Minneapolis,MN",44.996743,-93.255911,3,Northeast,St. Anthony East,2,2,Upton,02/08/2019,10:55
"3234 6th st n ,Minneapolis,MN",45.014258,-93.286191,4,Camden,McKinley,1,2,Upton,02/08/2019,10:55
"3432 humboldt ave s, MINNEAPOLIS,MN",44.940181,-93.301242,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,10:57
"3340 15th ave,Minneapolis,MN",44.941927,-93.254078,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,10:58
"3322 6th st n ,Minneapolis,MN",45.015679,-93.286236,4,Camden,McKinley,1,2,Upton,02/08/2019,10:58
"812 5th av n,Minneapolis,MN",44.989775,-93.244506,3,University,Marcy Holmes,4,2,Upton,02/08/2019,10:58
"3256 15th ave,Minneapolis,MN",44.943092,-93.254059,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:00
"146 11th ave ne,Minneapolis,MN",44.998145,-93.26788,3,Northeast,St. Anthony West,2,2,Upton,02/08/2019,11:02
"1518 SPRUCE PLACE,Minneapolis,MN",44.967007,-93.281164,7,Central,Loring Park,3,2,Upton,02/08/2019,11:03
"522 7th ave se,Minneapolis,MN",44.985890000000005,-93.24383900000001,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:08
"3304 16th av s,Minneapolis,MN",44.942698,-93.251488,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:09
"2222 Girard Avenue South,Minneapolis,MN",44.960148,-93.297322,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,11:09
"726 7TH AVE SE,Minneapolis,MN",44.987778999999996,-93.242474,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:11
"3308 16th av s,Minneapolis,MN",44.94257,-93.251468,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:12
"510 6th Ave se,Minneapolis,MN",44.985531,-93.244242,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:13
"3434 Humboldt Ave S, MINNEAPOLIS,MN",44.940126,-93.301243,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,11:13
"724 7th ave se,Minneapolis,MN",44.987768,-93.242482,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:14
"220 11th ave ne,Minneapolis,MN",44.998342,-93.26730699999999,3,Northeast,St. Anthony West,2,2,Upton,02/08/2019,11:14
"7TH & 5TH AV N,Minneapolis,MN",44.982858,-93.281664,5,Central,North Loop,3,2,Upton,02/08/2019,11:14
"3142 15th Avenue South,Minneapolis,MN",44.945276,-93.25403100000001,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:15
"3726 27th ave so,Minneapolis,MN",44.934940999999995,-93.23373199999999,12,Powderhorn,Standish,6,2,Upton,02/08/2019,11:17
"2014 Fremont Ave s ,Minneapolis,MN",44.962204,-93.29601,7,Calhoun Isle,Lowry Hill,3,2,Upton,02/08/2019,11:17
"608 7th ave se,Minneapolis,MN",44.986596999999996,-93.24343499999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:18
"3022 15th Avenue South,Minneapolis,MN",44.947634,-93.254061,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:18
"312 7th ave se,Minneapolis,MN",44.983375,-93.245869,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:22
"3012 James Ave S, MINNEAPOLIS,MN",44.947815999999996,-93.303664,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,11:23
"3510 6th st n,Minneapolis,MN",45.018853,-93.286244,4,Camden,McKinley,1,2,Upton,02/08/2019,11:24
"702 5TH AV N,Minneapolis,MN",44.982775,-93.289307,5,Near North,Sumner - Glenwood,3,2,Upton,02/08/2019,11:29
"2014 33rd st e,Minneapolis,MN",44.943079,-93.243414,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,11:30
"2414 ALDRICH AVE N ,Minneapolis,MN",45.004286,-93.289234,5,Near North,Hawthorne,1,2,Upton,02/08/2019,11:31
"318 8th ave se,Minneapolis,MN",44.983243,-93.2441,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:33
"720 3rd ave NE,Minneapolis,MN",44.993155,-93.251932,3,Northeast,St. Anthony East,2,2,Upton,02/08/2019,11:33
"2226 33 ave e,Minneapolis,MN",44.960514,-93.22317,2,Longfellow,Seward,4,2,Upton,02/08/2019,11:34
"800 3rd ave ne,Minneapolis,MN",44.993359999999996,-93.25130300000001,3,Northeast,St. Anthony East,2,2,Upton,02/08/2019,11:36
"1716 33rd st e,Minneapolis,MN",44.94308,-93.24971500000001,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:36
"3730 6th st n ,Minneapolis,MN",45.023268,-93.286198,4,Camden,McKinley,1,2,Upton,02/08/2019,11:37
"502 7th ave se,Minneapolis,MN",44.985287,-93.244315,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:38
"300 8th ave se,Minneapolis,MN",44.982822999999996,-93.244863,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:41
"210 6th AVE SE,Minneapolis,MN",44.983049,-93.248358,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:42
"3416 15th ave ,Minneapolis,MN",44.940426,-93.253712,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,11:42
"234 Clifton Ave s,Minneapolis,MN",44.96593,-93.282538,7,Central,Loring Park,3,2,Upton,02/08/2019,11:43
"700 5TH AV N,Minneapolis,MN",44.985882000000004,-93.280689,5,Central,North Loop,1,2,Upton,02/08/2019,11:44
"2512 Girard Ave South,Minneapolis,MN",44.956839,-93.29729300000001,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,11:46
"2806 Aldrich ave n ,Minneapolis,MN",45.008813,-93.289082,5,Near North,Hawthorne,1,2,Upton,02/08/2019,11:48
"1524 SPRUCE PL,Minneapolis,MN",44.966437,-93.28083000000001,7,Central,Loring Park,3,2,Upton,02/08/2019,11:49
"618 7TH AVE SE,Minneapolis,MN",44.986798,-93.24324,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:49
"2708 Aldrich ave n ,Minneapolis,MN",45.00803,-93.289041,5,Near North,Hawthorne,1,2,Upton,02/08/2019,11:52
"810 3rd ,Minneapolis,MN",44.976134,-93.257214,3,Central,Downtown East,3,2,Upton,02/08/2019,11:54
"722 8th ave se ,Minneapolis,MN",44.987425,-93.240959,3,University,Marcy Holmes,4,2,Upton,02/08/2019,11:55
"250 6th st ne,Minneapolis,MN",44.992090000000005,-93.254222,3,Northeast,St. Anthony East,2,2,Upton,02/08/2019,11:57
"3200 16th ave,Minneapolis,MN",44.944558,-93.251409,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,12:00
"1524 34th st,Minneapolis,MN",44.941565999999995,-93.301692,10,Calhoun Isle,ECCO,5,2,Upton,02/08/2019,12:02
"424 7th ave se,Minneapolis,MN",44.984747,-93.244796,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:02
"622 7th AVE SE,Minneapolis,MN",44.986943,-93.243173,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:04
"2314 32nd Street,Minneapolis,MN",44.944963,-93.238168,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,12:07
"510 7th ave se,Minneapolis,MN",44.985582,-93.24424300000001,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:07
"714 8th AVE SE,Minneapolis,MN",44.987144,-93.24118399999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:09
"2326 32nd Street East,Minneapolis,MN",44.94495,-93.237859,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,12:11
"3238 aldrich ave n ,Minneapolis,MN",45.014425,-93.289008,4,Camden,McKinley,1,2,Upton,02/08/2019,12:11
"4444 Beard Ave S,Minneapolis,MN",44.921918,-93.324318,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,12:11
"1000 Block 3rd st NE,Minneapolis,MN",44.998717,-93.264616,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:12
"3748 21st ave so,Minneapolis,MN",44.934403,-93.24263,12,Powderhorn,Standish,6,2,Upton,02/08/2019,12:13
"3310 aldrich ave n ,Minneapolis,MN",45.015344,-93.28900300000001,4,Camden,McKinley,1,2,Upton,02/08/2019,12:14
"3224 21st ave s,Minneapolis,MN",44.943769,-93.242591,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,12:15
"1116 3rd st ne,Minneapolis,MN",44.99924,-93.265013,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:15
"2644 Humboldt ave s,Minneapolis,MN",44.954116,-93.29930999999999,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,12:17
"1200 block of 3rd st Ne,Minneapolis,MN",44.999953000000005,-93.264804,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:18
"1118 3rd st ne,Minneapolis,MN",44.999247,-93.265013,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:18
"302 7th ave se,Minneapolis,MN",44.983402000000005,-93.246259,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:19
"3330 Aldrich ave n ,Minneapolis,MN",45.015927000000005,-93.28903100000001,4,Camden,McKinley,1,2,Upton,02/08/2019,12:20
"2704 Humboldt ave s,Minneapolis,MN",44.953587,-93.299649,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,12:22
"600 7th ave se,Minneapolis,MN",44.986332,-93.243928,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:22
"810 6TH ST SE,Minneapolis,MN",44.985358000000005,-93.242151,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:23
"3316 22ave e,Minneapolis,MN",44.942262,-93.240921,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,12:24
"3318 Aldrich ave n ,Minneapolis,MN",45.015634999999996,-93.289035,4,Camden,McKinley,1,2,Upton,02/08/2019,12:24
"3320 ALDRICH AVE N ,Minneapolis,MN",45.015671000000005,-93.289035,4,Camden,McKinley,1,2,Upton,02/08/2019,12:24
"614 8th ave se,Minneapolis,MN",44.986167,-93.241888,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:24
"3128 22nd ave ,Minneapolis,MN",44.945728,-93.240961,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,12:29
"614 6th st se,Minneapolis,MN",44.986465,-93.244775,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:30
"804 11th ave se,Minneapolis,MN",44.986244,-93.236678,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:31
"3732 15th av s,Minneapolis,MN",44.934702,-93.253943,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,12:32
"3312 22nd ave s,Minneapolis,MN",44.942359,-93.240941,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,12:32
"3118 15th av s,Minneapolis,MN",44.945959,-93.254017,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,12:37
"500 7th st se,Minneapolis,MN",44.985698,-93.239622,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:46
"820 6TH ST SE,Minneapolis,MN",44.985288,-93.24197099999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:50
"1134 6th st ne,Minneapolis,MN",44.999786,-93.259179,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:50
"408 7th st se,Minneapolis,MN",44.989841,-93.249431,3,University,Marcy Holmes,4,2,Upton,02/08/2019,12:51
"3944 Aldrich ave n ,Minneapolis,MN",45.027071,-93.289075,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,12:53
"3738 aldrich ave n ,Minneapolis,MN",45.02326,-93.289043,4,Camden,McKinley,1,2,Upton,02/08/2019,12:54
"4218 Bryant Ave n ,Minneapolis,MN",45.03217,-93.290402,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,12:55
"1128 6th st ne,Minneapolis,MN",44.999612,-93.259194,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:56
"4028 Aldrich ave n ,Minneapolis,MN",45.028441,-93.289046,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,12:57
"1622 6th st ne,Minneapolis,MN",45.004979,-93.259247,3,Northeast,Sheridan,2,2,Upton,02/08/2019,12:58
"2808 HUMBOLDT AVE S,Minneapolis,MN",44.952026000000004,-93.300463,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,13:00
"1614 6th se NE,Minneapolis,MN",45.004637,-93.259139,3,Northeast,Sheridan,2,2,Upton,02/08/2019,13:02
"4446 Chowen Ave S,Minneapolis,MN",44.921815,-93.325918,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,12:59
"2844 HUMBOLDT AVE S,Minneapolis,MN",44.950912,-93.301147,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,13:02
"4446 Beard Ave S,Minneapolis,MN",44.921904,-93.324318,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,13:02
"3312 22nd ave s,Minneapolis,MN",44.942359,-93.240941,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,13:05
"3130 22nd ave,Minneapolis,MN",44.945665000000005,-93.240987,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,13:07
"2522 34th st e,Minneapolis,MN",44.941945000000004,-93.235141,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,13:07
"3128 22nd ave,Minneapolis,MN",44.945728,-93.240961,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,13:09
"126 CLIFTON Ave S,Minneapolis,MN",44.965165,-93.283658,7,Central,Loring Park,3,2,Upton,02/08/2019,13:12
"4440 Chowen Ave S,Minneapolis,MN",44.921409999999995,-93.325848,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,13:13
"208 6th st se,Minneapolis,MN",44.989151,-93.250982,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:15
"3304 24thave,Minneapolis,MN",44.959424,-93.223613,2,Longfellow,Seward,4,2,Upton,02/08/2019,13:17
"1734 adams st ne,Minneapolis,MN",45.005747,-93.256277,1,Northeast,Logan Park,2,2,Upton,02/08/2019,13:18
"1630 Adams st NE,Minneapolis,MN",45.004983,-93.256592,1,Northeast,Logan Park,2,2,Upton,02/08/2019,13:20
"2412 Girard ave s,Minneapolis,MN",44.958636,-93.297326,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,13:20
"208 6th st se,Minneapolis,MN",44.989151,-93.250982,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:20
"2402 Girard ave s ,Minneapolis,MN",44.958883,-93.297318,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,13:23
"210 7th ave se,Minneapolis,MN",44.9825,-93.246427,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:27
"1834 32nd st e,Minneapolis,MN",44.944745000000005,-93.24674300000001,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,13:28
"400 8th ave se,Minneapolis,MN",44.983825,-93.244097,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:28
"416 11TH AVE SE,Minneapolis,MN",44.982599,-93.23915699999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:32
"800 5th st se,Minneapolis,MN",44.984525,-93.24324,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:32
"825 7th st se,Minneapolis,MN",44.986484999999995,-93.240346,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:34
"4206 Aldrich ave n ,Minneapolis,MN",45.031576,-93.28936800000001,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,13:35
"3946 Bryant ave n ,Minneapolis,MN",45.027126,-93.290358,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,13:39
"3614 Snelling Avenue South,Minneapolis,MN",44.937194,-93.228267,12,Longfellow,Howe,6,2,Upton,02/08/2019,13:41
"720 aldrich ave n ,Minneapolis,MN",44.985597,-93.289854,5,Near North,Sumner - Glenwood,1,2,Upton,02/08/2019,13:41
"608 5th st se,Minneapolis,MN",44.985424,-93.245737,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:42
"850 aldrich ave n,Minneapolis,MN",44.987065,-93.29056899999999,5,Near North,Sumner - Glenwood,1,2,Upton,02/08/2019,13:45
"208 6th st se,Minneapolis,MN",44.989151,-93.250982,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:45
"212 6th st se,Minneapolis,MN",44.989128,-93.250927,3,University,Marcy Holmes,4,2,Upton,02/08/2019,13:53
"3556 snelling ave s,Minneapolis,MN",44.938037,-93.228936,12,Longfellow,Howe,6,2,Upton,02/08/2019,13:55
"1736 adams st ne,Minneapolis,MN",45.005776000000004,-93.256276,1,Northeast,Logan Park,2,2,Upton,02/08/2019,14:02
"710 11TH AVE SE,Minneapolis,MN",44.985316999999995,-93.237138,3,University,Marcy Holmes,4,2,Upton,02/08/2019,14:02
"3752 snelling Ave S,Minneapolis,MN",44.9345,-93.226294,12,Longfellow,Howe,6,2,Upton,02/08/2019,14:03
"1802 5TH AVE N,Minneapolis,MN",44.982816,-93.30328100000001,5,Near North,Harrison,3,2,Upton,02/08/2019,14:04
