Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Emergency,Date,Time
1910 THOMAS AVE N,44.999190999999996,-93.313528,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
1202 IRVING AVE N,44.990319,-93.299444,5,Near North,Near - North,1,2,Upton,02/08/2019,00:00
4432 BEARD AVE S,44.922387,-93.324201,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
1016 5TH AVE N,44.98288,-93.29253299999999,5,Near North,Sumner - Glenwood,3,2,Upton,02/08/2019,00:00
722 8TH AVE SE,44.987375,-93.24126,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
3842 20TH AVE S,44.932842,-93.24379300000001,12,Powderhorn,Standish,6,2,Upton,02/08/2019,00:00
2212 STEVENS AVE S,44.9605,-93.27534200000001,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
3228 ALDRICH AVE S,44.943991,-93.28961600000001,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
10 33RD ST W,44.942803000000005,-93.278403,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
1828 COLUMBUS AVE S,44.964313,-93.263838,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
4556 SNELLING AVE S,44.919940000000004,-93.216697,12,Longfellow,Hiawatha,6,2,Upton,02/08/2019,00:00
2536 OAKLAND AVE S,44.956759000000005,-93.26665600000001,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
3650 5TH AVE S,44.937971000000005,-93.268906,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3110 DUPONT AVE S,44.946054,-93.29323000000001,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
408 34TH ST E,44.941373999999996,-93.26971800000001,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1214 6TH ST NE,45.000081,-93.258909,3,Northeast,Sheridan,2,2,Upton,02/08/2019,00:00
3548 5TH AVE S,44.938181,-93.26894899999999,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2822 STEVENS AVE S,44.951304,-93.27539200000001,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
2102 STEVENS AVE S,44.961723,-93.27534,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
3232 THOMAS AVE N,45.014314,-93.313322,4,Camden,Cleveland,1,2,Upton,02/08/2019,00:00
1900 THOMAS AVE N,44.998761,-93.31305,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
2704 43RD AVE N,45.033429999999996,-93.31375,4,Camden,Victory,1,2,Upton,02/08/2019,00:00
4444 BEARD AVE S,44.92239,-93.324217,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
728 8TH AVE SE,44.987592,-93.241276,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
620 16TH ST E,44.967090999999996,-93.266634,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
3240 ALDRICH AVE S,44.943422,-93.289461,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
3526 5TH AVE S,44.938503999999995,-93.26901600000001,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3550 10TH AVE S,44.938385,-93.260017,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
3022 16TH AVE S,44.947658000000004,-93.25149499999999,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
716 8TH AVE SE,44.987241,-93.24152099999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
2534 OAKLAND AVE S,44.956424,-93.26608900000001,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
406 34TH ST E,44.941384,-93.269818,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2100 STEVENS AVE S,44.96181,-93.27529399999999,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
3244 THOMAS AVE N,45.014534999999995,-93.313316,4,Camden,Cleveland,1,2,Upton,02/08/2019,00:00
4446 BEARD AVE S,44.922276000000004,-93.324239,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
4 33RD ST E,44.943234000000004,-93.277674,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
3500 5TH AVE S,44.939438,-93.268916,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2832 STEVENS AVE S,44.951089,-93.275655,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
1026 IRVING AVE N,44.988422,-93.300188,5,Near North,Near - North,1,2,Upton,02/08/2019,00:00
516 19TH ST E,44.963989,-93.26816099999999,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
3142 GARFIELD ST NE,45.025271999999994,-93.233235,1,Northeast,Waite Park,2,2,Upton,02/08/2019,00:00
2706 43RD AVE N,45.033403,-93.314115,4,Camden,Victory,1,2,Upton,02/08/2019,00:00
714 8TH AVE SE,44.987159000000005,-93.241574,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
620 16TH ST E,44.967295,-93.266305,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
2714 HUMBOLDT AVE S,44.953311,-93.299454,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
3444 5TH AVE S,44.939704,-93.26894300000001,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2834 STEVENS AVE S,44.951078,-93.275596,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
2018 STEVENS AVE S,44.962078000000005,-93.27526,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
1904 THOMAS AVE N,44.99882,-93.312962,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
528 19TH ST E,44.964009000000004,-93.26798199999999,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
16 33RD ST E,44.943129,-93.277118,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
3428 5TH AVE S,44.940348,-93.26892,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2620 IRVING AVE N,45.006659,-93.299334,5,Near North,Jordan,1,2,Upton,02/08/2019,00:00
2702 HUMBOLDT AVE S,44.953618,-93.299336,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
1716 33RD ST E,44.942914,-93.249449,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
3420 5TH AVE S,44.940436,-93.268793,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2026 ALDRICH AVE N,45.000089,-93.289463,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
3238 17TH AVE S,44.943502,-93.250011,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
2710 43RD AVE N,45.033436,-93.314188,4,Camden,Victory,1,2,Upton,02/08/2019,00:00
4446 CHOWEN AVE S,44.921756,-93.325307,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
1314 S. FRONTAGE ROAD,44.983884,-93.297706,5,Near North,Harrison,3,2,Upton,02/08/2019,00:00
614 8TH AVE SE,44.985895,-93.242615,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
3428 ALDRICH AVE S,44.940346999999996,-93.289458,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
2704 HUMBOLDT AVE S,44.953653,-93.299291,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
2836 STEVENS AVE S,44.951163,-93.275572,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
2014 STEVENS AVE S,44.962278999999995,-93.275356,10,Powderhorn,Whittier,3,2,Upton,02/08/2019,00:00
3420 THOMAS AVE N,45.017554,-93.313342,4,Camden,Cleveland,1,2,Upton,02/08/2019,00:00
2022 ALDRICH AVE N,44.999995,-93.289459,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
2024 ALDRICH AVE N,45.000064,-93.289465,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
4440 CHOWEN AVE S,44.921809,-93.325488,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
624 16TH ST E,44.96738,-93.265088,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
3412 5TH AVE S,44.940866,-93.268941,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1722 33RD ST E,44.942923,-93.249465,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
4218 20TH AVE S,44.926216,-93.243501,12,Powderhorn,Standish,6,2,Upton,02/08/2019,00:00
1824 THOMAS AVE N,44.998542,-93.313276,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
4966 COLUMBUS AVE S,44.914328000000005,-93.263909,8,Nokomis,Field,5,2,Upton,02/08/2019,00:00
3404 17TH AVE S,44.941053000000004,-93.250057,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
600 8TH AVE SE,44.98568,-93.242349,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
4204 SNELLING AVE S,44.926681,-93.22023100000001,12,Longfellow,Hiawatha,6,2,Upton,02/08/2019,00:00
212 37TH ST E,44.93594,-93.273652,8,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3406 5TH AVE S,44.940612,-93.268934,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3506 THOMAS AVE N,45.018879,-93.313335,4,Camden,Cleveland,1,2,Upton,02/08/2019,00:00
2102 ALDRICH AVE N,45.000413,-93.289514,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
4438 CHOWEN AVE S,44.922012,-93.325676,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
3340 5TH AVE S,44.941719,-93.268946,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2644 HUMBOLDT AVE S,44.953995,-93.299176,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
2640 HUMBOLDT AVE S,44.953913,-93.299112,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
3336 5TH AVE S,44.940612,-93.268934,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1302 S. FRONTAGE ROAD,44.983771999999995,-93.29741800000001,5,Near North,Harrison,3,2,Upton,02/08/2019,00:00
1914 10TH AVE S,44.963164,-93.259709,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
1834 33RD ST E,44.942982,-93.246252,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,00:00
214 37TH ST E,44.935934,-93.273359,8,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1714 ROLLINS AVE SE,44.985356,-93.227807,2,University,Como,4,2,Upton,02/08/2019,00:00
1828 THOMAS AVE N,44.998644,-93.313457,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
1224 JAMES AVE N,44.990807000000004,-93.30070699999999,5,Near North,Near - North,1,2,Upton,02/08/2019,00:00
114 34TH ST E,44.941455,-93.275949,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
524 8TH AVE SE,44.985355,-93.24283199999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
3224 5TH AVE S,44.94416,-93.268999,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3436 ALDRICH AVE S,44.940129999999996,-93.289475,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
2618 HUMBOLDT AVE S,44.954894,-93.298629,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
1712 ROLLINS AVE SE,44.985355,-93.22788299999999,2,University,Como,4,2,Upton,02/08/2019,00:00
4608 COLUMBUS AVE S,44.919225,-93.26398,8,Nokomis,Field,5,2,Upton,02/08/2019,00:00
3406 17TH AVE S,44.941041999999996,-93.250066,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
4404 CHOWEN AVE S,44.922596,-93.32578000000001,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
110 34TH ST E,44.941601,-93.27624399999999,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
1910 10TH AVE S,44.96374,-93.25974599999999,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
514 8TH AVE SE,44.985262,-93.24292,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
626 16TH ST E,44.967205,-93.26577900000001,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
3756 SNELLING AVE S,44.934451,-93.225859,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3216 5TH AVE S,44.944344,-93.268962,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2414 ALDRICH AVE N,45.004286,-93.289488,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
4604 COLUMBUS AVE S,44.919256,-93.263912,8,Nokomis,Field,5,2,Upton,02/08/2019,00:00
3304 ARTHUR ST NE,45.027862,-93.232024,1,Northeast,Waite Park,2,2,Upton,02/08/2019,00:00
2216 43RD AVE N,45.033381,-93.307069,4,Camden,Victory,1,2,Upton,02/08/2019,00:00
4408 CHOWEN AVE S,44.922788,-93.325582,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
106 34TH ST E,44.941554,-93.276531,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
3224 5TH AVE S,44.944732,-93.26898800000001,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3012 IRVING AVE N,45.011821999999995,-93.299369,5,Near North,Jordan,1,2,Upton,02/08/2019,00:00
2610 HUMBOLDT AVE S,44.95525,-93.29849200000001,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
2014 33RD ST E,44.942962,-93.243143,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,00:00
1330 6TH ST NE,45.001855,-93.25889000000001,3,Northeast,Sheridan,2,2,Upton,02/08/2019,00:00
1706 ROLLINS AVE SE,44.985372999999996,-93.22823000000001,2,University,Como,4,2,Upton,02/08/2019,00:00
2518 THOMAS AVE N,45.019209000000004,-93.31331999999999,4,Camden,Cleveland,1,2,Upton,02/08/2019,00:00
3444 ALDRICH AVE S,44.939827,-93.28966899999999,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
1340 JAMES AVE N,44.992736,-93.300687,5,Near North,Near - North,1,2,Upton,02/08/2019,00:00
4604 COLUMBUS AVE S,44.91944,-93.263841,8,Nokomis,Field,5,2,Upton,02/08/2019,00:00
4414 CHOWEN AVE S,44.922599,-93.325553,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
1904 10TH AVE S,44.963817,-93.25969599999999,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
2424 ALDRICH AVE N,45.004488,-93.289516,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
3752 SNELLING AVE S,44.934642,-93.226051,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
2604 HUMBOLDT AVE S,44.955248,-93.298536,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
1346 JAMES AVE N,44.992932,-93.300699,5,Near North,Near - North,1,2,Upton,02/08/2019,00:00
3950 ELLIOT AVE,44.93084,-93.261238,8,Powderhorn,Bancroft,6,2,Upton,02/08/2019,00:00
4418 CHOWEN AVE S,44.922488,-93.325456,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
428 8TH AVE SE,44.984703,-93.243625,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
3750 SNELLING AVE S,44.93463,-93.226062,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3453 ALDRICH AVE S,44.939729,-93.289518,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
1646 THOMAS AVE N,44.996533,-93.313214,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
2020 43RD AVE N,45.033352,-93.304526,4,Camden,Webber - Camden,1,2,Upton,02/08/2019,00:00
730 16TH ST E,44.967189000000005,-93.263423,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
3044 5TH AVE S,44.946883,-93.269047,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3122 IRVING AVE N,45.0128,-93.29939399999999,5,Near North,Jordan,1,2,Upton,02/08/2019,00:00
2226 33RD ST E,44.94288,-93.239115,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,00:00
1412 6TH ST NE,45.002396999999995,-93.25887,3,Northeast,Sheridan,2,2,Upton,02/08/2019,00:00
3036 5TH AVE S,44.947161,-93.269161,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
4212 COLUMBUS AVE S,44.926513,-93.263965,8,Nokomis,Regina,5,2,Upton,02/08/2019,00:00
3834 ELLIOT AVE,44.933009999999996,-93.26126500000001,8,Powderhorn,Bancroft,6,2,Upton,02/08/2019,00:00
4336 CHOWEN AVE S,44.923952,-93.32539799999999,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
3732 SNELLING AVE S,44.935043,-93.226287,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3042 5TH AVE S,44.946943,-93.269054,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3504 ALDRICH AVE S,44.939296999999996,-93.289496,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
928 17TH AVE SE,44.985487,-93.228553,2,University,Como,4,2,Upton,02/08/2019,00:00
3038 5TH AVE S,44.947024,-93.26900400000001,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
4204 COLUMBUS AVE S,44.926731,-93.263805,8,Nokomis,Regina,5,2,Upton,02/08/2019,00:00
1904 ELLIOT AVE,44.963747999999995,-93.261095,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
1902 ELLIOT AVE,44.963803000000006,-93.261089,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
524 THOMAS AVE N,44.983544,-93.31320699999999,5,Near North,Harrison,3,2,Upton,02/08/2019,00:00
3212 IRVING AVE N,45.013667,-93.29938800000001,4,Camden,Folwell,1,2,Upton,02/08/2019,00:00
6 34TH ST W,44.941382,-93.277953,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
400 8TH AVE SE,44.983864000000004,-93.24396999999999,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
3724 SNELLING AVE S,44.935054,-93.226301,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
2428 OAKLAND AVE S,44.95814,-93.266435,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
3036 GARFIELD AVE S,44.947204,-93.286846,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
932 17TH AVE SE,44.985631,-93.228597,2,University,Como,4,2,Upton,02/08/2019,00:00
3040 5TH AVE S,44.946985,-93.26903,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3500 ALDRICH AVE S,44.939319,-93.2895,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
3750 ELLIOT AVE,44.934422,-93.26126,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
4216 17TH AVE S,44.926437,-93.24971,8,Nokomis,Northrop,6,2,Upton,02/08/2019,00:00
1906 ELLIOT AVE,44.963635,-93.261101,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
4328 CHOWEN AVE S,44.924177,-93.325296,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
4 34TH ST W,44.941485,-93.27808900000001,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
732 16TH ST E,44.967146,-93.263343,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
2424 OAKLAND AVE S,44.958457,-93.266266,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
2808 HUMBOLDT AVE S,44.951968,-93.300278,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
3904 21ST AVE S,44.932345,-93.242234,12,Powderhorn,Standish,6,2,Upton,02/08/2019,00:00
1614 6TH ST NE,45.004748,-93.25890799999999,3,Northeast,Sheridan,2,2,Upton,02/08/2019,00:00
3744 ELLIOT AVE,44.934478999999996,-93.261279,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
1910 ELLIOT AVE,44.963576,-93.261108,6,Phillips,Ventura Village,3,2,Upton,02/08/2019,00:00
3540 ALDRICH AVE S,44.938218,-93.289547,10,Calhoun Isle,South Uptown,5,2,Upton,02/08/2019,00:00
2816 HUMBOLDT AVE S,44.951752,-93.30041700000001,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
3822 21ST AVE S,44.93333,-93.24214599999999,12,Powderhorn,Standish,6,2,Upton,02/08/2019,00:00
956 17TH AVE SE,44.986194,-93.228571,2,University,Como,4,2,Upton,02/08/2019,00:00
1622 JAMES AVE N,44.99592,-93.30071099999999,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
24 34TH ST W,44.941353,-93.279348,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
22 34TH ST W,44.941577,-93.278787,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
3614 SNELLING AVE S,44.937376,-93.228001,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3012 COLUMBUS AVE S,44.947887,-93.263962,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3102 GARFIELD AVE S,44.946647999999996,-93.286677,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
1622 6TH ST NE,45.004897,-93.258896,3,Northeast,Sheridan,2,2,Upton,02/08/2019,00:00
3002 COLUMBUS AVE S,44.94809,-93.264156,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1526 THOMAS AVE N,44.994834999999995,-93.31314300000001,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
3742 ELLIOT AVE,44.934659,-93.26124,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
2750 ARTHUR ST NE,45.018433,-93.232022,1,Northeast,Audubon Park,2,2,Upton,02/08/2019,00:00
4102 CHOWEN AVE S,44.928695000000005,-93.325082,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
1802 5TH AVE N,44.982685,-93.303566,5,Near North,Harrison,3,2,Upton,02/08/2019,00:00
2328 32ND ST E,44.944748,-93.237551,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,00:00
26 34TH ST W,44.94135,-93.279186,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
740 16TH ST E,44.967146,-93.263343,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
2844 HUMBOLDT AVE S,44.950926,-93.30076,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
3810 21ST AVE S,44.933643,-93.242346,12,Powderhorn,Standish,6,2,Upton,02/08/2019,00:00
3008 COLUMBUS AVE S,44.948133,-93.264143,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3736 ELLIOT AVE,44.934759,-93.261227,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
3744 COLUMBUS AVE S,44.934761,-93.263793,8,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
2320 OAKLAND AVE S,44.959362,-93.266665,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
318 8TH AVE SE,44.983387,-93.244387,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
3556 SNELLING AVE S,44.937999,-93.228454,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3928 CHOWEN AVE S,44.931384,-93.325197,13,Southwest,Linden Hills,5,2,Upton,02/08/2019,00:00
1800 5TH AVE N,44.982782,-93.303604,5,Near North,Harrison,3,2,Upton,02/08/2019,00:00
2326 32ND ST E,44.944726,-93.237649,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,00:00
326 8TH AVE SE,44.983455,-93.24436700000001,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
1524 BROOK AVE SE,44.986554,-93.229117,2,University,Como,4,2,Upton,02/08/2019,00:00
3152 COLUMBUS AVE S,44.945194,-93.263787,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3746 ALDRICH AVE S,44.934628000000004,-93.28945300000001,10,Southwest,East Harriet,5,2,Upton,02/08/2019,00:00
2216 OAKLAND AVE S,44.960259,-93.266565,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
3312 IRVING AVE N,45.01549,-93.299355,4,Camden,Folwell,1,2,Upton,02/08/2019,00:00
2700 ALDRICH AVE N,45.00782,-93.289224,5,Near North,Hawthorne,1,2,Upton,02/08/2019,00:00
3556 SNELLING AVE S,44.938125,-93.228663,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3748 21ST AVE S,44.934495,-93.242438,12,Powderhorn,Standish,6,2,Upton,02/08/2019,00:00
1520 BROOK AVE SE,44.98657,-93.22922,2,University,Como,4,2,Upton,02/08/2019,00:00
4418 UPTON AVE N,45.036038,-93.315438,4,Camden,Victory,1,2,Upton,02/08/2019,00:00
1724 JAMES AVE N,44.99715,-93.300622,5,Near North,Near - North,1,2,Upton,02/08/2019,00:00
3634 ELLIOT AVE,44.936409000000005,-93.261292,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
2206 OAKLAND AVE S,44.960303,-93.26654,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
3816 ALDRICH AVE S,44.933479999999996,-93.289582,10,Southwest,East Harriet,5,2,Upton,02/08/2019,00:00
2924 JAMES AVE S,44.948861,-93.303368,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
2920 JAMES AVE S,44.948958000000005,-93.303336,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
3206 COLUMBUS AVE S,44.944311,-93.26399,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3452 IRVING AVE N,45.018293,-93.299378,4,Camden,Folwell,1,2,Upton,02/08/2019,00:00
2314 32ND ST E,44.944742,-93.238016,9,Powderhorn,Corcoran,6,2,Upton,02/08/2019,00:00
110 34TH ST W,44.941441999999995,-93.280132,8,Powderhorn,Lyndale,5,2,Upton,02/08/2019,00:00
2926 JAMES AVE S,44.948927000000005,-93.303342,7,Calhoun Isle,East Isles,3,2,Upton,02/08/2019,00:00
1504 BROOK AVE SE,44.986591,-93.22998299999999,2,University,Como,4,2,Upton,02/08/2019,00:00
1506 BROOK AVE SE,44.986585,-93.229923,2,University,Como,4,2,Upton,02/08/2019,00:00
3630 ELLIOT AVE,44.936637,-93.261264,9,Powderhorn,Powderhorn Park,6,2,Upton,02/08/2019,00:00
308 8TH AVE SE,44.983115999999995,-93.244597,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
800 15TH ST E,44.967779,-93.262591,6,Central,Elliot Park,3,2,Upton,02/08/2019,00:00
3454 SNELLING AVE S,44.939757,-93.229716,12,Longfellow,Howe,6,2,Upton,02/08/2019,00:00
3220 COLUMBUS AVE S,44.944103999999996,-93.263911,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
3544 COLUMBUS AVE S,44.938027000000005,-93.26373000000001,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1502 BROOK AVE SE,44.986578,-93.23008,2,University,Como,4,2,Upton,02/08/2019,00:00
3240 COLUMBUS AVE S,44.94352,-93.263976,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
1916 LOGAN AVE N,44.999390000000005,-93.303167,5,Near North,Willard - Hay,1,2,Upton,02/08/2019,00:00
3540 COLUMBUS AVE S,44.938126000000004,-93.26379,9,Powderhorn,Central,5,2,Upton,02/08/2019,00:00
300 8TH AVE SE,44.982996,-93.24481800000001,3,University,Marcy Holmes,4,2,Upton,02/08/2019,00:00
2204 OAKLAND AVE S,44.960884,-93.266603,6,Phillips,Phillips West,3,2,Upton,02/08/2019,00:00
