Location,Latitude,Longitude,Neighborhood,Community,Ward,Day,Tow_Zone,Date,Time,Emergency
2010 STEVENS AVE S,44.96231079100001,-93.2752456665,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2006 STEVENS AVE S,44.9623031616,-93.2755584717,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2020 PILLSBURY AVE,44.9619560242,-93.2813186646,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2118 PILLSBURY AVE,44.961414337200004,-93.28121185299999,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2200 PILLSBURY AVE,44.9609336853,-93.28135681149999,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2312 PILLSBURY AVE,44.9596672058,-93.28108978270001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2520 PILLSBURY AVE,44.956672668500005,-93.2813796997,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2524 PILLSBURY AVE,44.956745147700005,-93.2813873291,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2600 PILLSBURY AVE,44.9553947449,-93.28150939940001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2634 PILLSBURY AVE,44.9543380737,-93.28142547610001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2816 PILLSBURY AVE,44.951572418199994,-93.28134918209999,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2004 GRAND AVE S,44.962490081800006,-93.2842559814,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2012 GRAND AVE S,44.962627410900005,-93.28458404540001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2016 GRAND AVE S,44.9622154236,-93.2836685181,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2122 GRAND AVE S,44.9612541199,-93.28419494629999,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2204 GRAND AVE S,44.9605941772,-93.28435516360001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2212 GRAND AVE S,44.960521698,-93.2843475342,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2216 GRAND AVE S,44.9607048035,-93.28416442870001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2320 GRAND AVE S,44.9594306946,-93.28421783450001,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
2400 GRAND AVE S,44.9589958191,-93.2842483521,Whittier,Powderhorn,10,2,3,01/16/2018,00:00,Olive
3315 GIRARD AVE S,44.942539215100005,-93.29705810549999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3321 GIRARD AVE S,44.9423866272,-93.2970657349,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3323 GIRARD AVE S,44.94226455689999,-93.29705047610001,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3329 GIRARD AVE S,44.942111968999995,-93.29705810549999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3333 GIRARD AVE S,44.942047119099996,-93.2970657349,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3421 GIRARD AVE S,44.940715789799995,-93.2970809937,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3437 GIRARD AVE S,44.940238952600005,-93.2970809937,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3445 GIRARD AVE S,44.939788818400004,-93.297088623,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3455 GIRARD AVE S,44.9396858215,-93.2971038818,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3501 GIRARD AVE S,44.939445495600005,-93.2971038818,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3103 EMERSON AVE S,44.94644927979999,-93.2944793701,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3105 EMERSON AVE S,44.9463615417,-93.29448699950001,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3107 EMERSON AVE S,44.9462509155,-93.29448699950001,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3115 EMERSON AVE S,44.9459724426,-93.29446411129999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3113 EMERSON AVE S,44.946056366,-93.29446411129999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3137 EMERSON AVE S,44.945304870600005,-93.2944793701,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3149 EMERSON AVE S,44.9448928833,-93.2944793701,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3205 EMERSON AVE S,44.9445114136,-93.29451751709999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3229 EMERSON AVE S,44.9438514709,-93.2944946289,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3347 EMERSON AVE S,44.941738128699996,-93.2945327759,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3349 EMERSON AVE S,44.9416313171,-93.29452514649999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3351 EMERSON AVE S,44.9415740967,-93.2945098877,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3405 EMERSON AVE S,44.9411277771,-93.29451751709999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3441 EMERSON AVE S,44.940029144300006,-93.29452514649999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3439 EMERSON AVE S,44.940093994099996,-93.29451751709999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3445 EMERSON AVE S,44.9398574829,-93.29451751709999,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3501 EMERSON AVE S,44.939323425299996,-93.2945022583,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3519 EMERSON AVE S,44.938884735100004,-93.29454040530001,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3011 COLFAX AVE S,44.948051452600005,-93.2922821045,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3015 COLFAX AVE S,44.9478912354,-93.2919006348,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3045 COLFAX AVE S,44.94686889649999,-93.2919082642,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3115 COLFAX AVE S,44.946029663100006,-93.2919158936,South Uptown,Calhoun Isle,10,3,5,01/17/2018,00:00,Olive
3213 GARFIELD AVE S,44.9441604614,-93.28687286379999,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3211 GARFIELD AVE S,44.9441719055,-93.2868804932,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3203 GARFIELD AVE S,44.94449615479999,-93.2869033813,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3141 GARFIELD AVE S,44.9451713562,-93.2868881226,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3021 GARFIELD AVE S,44.947578430200004,-93.2868270874,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3019 GARFIELD AVE S,44.947628021199996,-93.286857605,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3013 GARFIELD AVE S,44.947834014899996,-93.28684997559999,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3009 GARFIELD AVE S,44.947914123500006,-93.28686523440001,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3143 PLEASANT AVE,44.9451446533,-93.28304290770001,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3219 PLEASANT AVE,44.94414901729999,-93.2830352783,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3303 PLEASANT AVE,44.9427375793,-93.2830886841,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3319 PLEASANT AVE,44.942153930699995,-93.2830505371,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3317 PLEASANT AVE,44.942237854,-93.2830352783,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3807 PLEASANT AVE,44.933719635,-93.2830505371,King Field,Southwest,8,3,5,01/17/2018,00:00,Olive
3809 PLEASANT AVE,44.9337272644,-93.28308105469999,King Field,Southwest,8,3,5,01/17/2018,00:00,Olive
3817 PLEASANT AVE,44.933536529499996,-93.2830581665,King Field,Southwest,8,3,5,01/17/2018,00:00,Olive
3819 PLEASANT AVE,44.9334945679,-93.2830505371,King Field,Southwest,8,3,5,01/17/2018,00:00,Olive
4015 PLEASANT AVE,44.9299430847,-93.2830581665,King Field,Southwest,8,3,5,01/17/2018,00:00,Olive
3337 PILLSBURY AVE,44.9416389465,-93.2813644409,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3221 PILLSBURY AVE,44.944072723400005,-93.2813186646,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3115 PILLSBURY AVE,44.9457244873,-93.28137207030001,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3111 PILLSBURY AVE,44.9460639954,-93.28137207030001,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3107 PILLSBURY AVE,44.9462051392,-93.2813796997,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
3103 PILLSBURY AVE,44.9463233948,-93.28137207030001,Lyndale,Powderhorn,8,3,5,01/17/2018,00:00,Olive
2721 3RD AVE S,44.95324325560001,-93.27388763430001,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2125 3RD AVE S,44.9529571533,-93.273651123,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2125 3RD AVE S,44.954154968299996,-93.2725753784,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2701 3RD AVE S,44.9540061951,-93.27263641360001,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2637 3RD AVE S,44.9542961121,-93.2726669312,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2635 3RD AVE S,44.9544754028,-93.2728881836,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2633 3RD AVE S,44.9542961121,-93.2726669312,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2631 3RD AVE S,44.9542961121,-93.2727432251,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2631 3RD AVE S,44.954292297399995,-93.2729034424,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2625 3RD AVE S,44.9545478821,-93.27281188959999,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2623 3RD AVE S,44.954742431599996,-93.2724838257,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2621 3RD AVE S,44.9547691345,-93.27275848389999,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2611 3RD AVE S,44.9551734924,-93.2726898193,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2609 3RD AVE S,44.955242157,-93.27277374270001,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2601 3RD AVE S,44.9553184509,-93.27270507809999,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2815 STEVENS AVE S,44.9513778687,-93.2754592896,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2809 STEVENS AVE S,44.9513778687,-93.27537536620001,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2821 PLEASANT AVE,44.951164245600005,-93.2828445435,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2817 PLEASANT AVE,44.9512672424,-93.2831192017,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2815 PLEASANT AVE,44.9515228271,-93.2831573486,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2749 PLEASANT AVE,44.9523277283,-93.2829208374,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2747 PLEASANT AVE,44.9521446228,-93.28296661379999,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2745 PLEASANT AVE,44.9524688721,-93.2831573486,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2739 PLEASANT AVE,44.952457428,-93.2829971313,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2739 PLEASANT AVE,44.952484130900004,-93.282989502,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2737 PLEASANT AVE,44.952484130900004,-93.282989502,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
2733 PLEASANT AVE,44.9525032043,-93.2830734253,Whittier,Powderhorn,10,3,3,01/17/2018,00:00,Olive
3940 18TH AVE S,44.930950164799995,-93.24861907959999,Bancroft,Powderhorn,8,2,6,01/16/2018,00:00,Olive
110 61ST ST E,44.8925132751,-93.2776107788,Windom,Southwest,11,2,5,01/16/2018,00:00,Olive
116 61ST ST E,44.8924827576,-93.2776184082,Windom,Southwest,11,2,5,01/16/2018,00:00,Olive
304 61ST ST E,44.8925056458,-93.2726516724,Diamond Lake,Nokomis,11,2,5,01/16/2018,00:00,Olive
330 62ND ST E,44.890953063999994,-93.2707824707,Diamond Lake,Nokomis,11,2,5,01/16/2018,00:00,Olive
6138 DUPONT AVE S,44.8912200928,-93.2935333252,Windom,Southwest,11,2,5,01/16/2018,00:00,Olive
1000 62ND ST W,44.8907394409,-93.29238891600001,Windom,Southwest,11,2,5,01/16/2018,00:00,Olive
6150 COLFAX LA,44.891609191899995,-93.29089355469999,Windom,Southwest,11,2,5,01/16/2018,00:00,Olive
10 57TH ST W,44.8997344971,-93.2785110474,Windom,Southwest,11,2,5,01/16/2018,00:00,Olive
1204 57TH ST W,44.8997344971,-93.294921875,Kenny,Southwest,13,2,5,01/16/2018,00:00,Olive
1818 57TH ST W,44.8997612,-93.30339813229999,Kenny,Southwest,13,2,5,01/16/2018,00:00,Olive
3026 57TH ST W,44.8998718262,-93.31854248049999,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
1218 59TH ST W,44.896118164099995,-93.29550170899999,Kenny,Southwest,13,2,5,01/16/2018,00:00,Olive
2810 58TH ST W,44.898010253900004,-93.3154220581,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
3014 58TH ST W,44.8980445862,-93.31848144530001,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
1906 59TH ST W,44.8961410522,-93.30395507809999,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
2726 59TH ST W,44.896194458000004,-93.31461334229999,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
3000 59TH ST W,44.8962097168,-93.3176651001,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
3030 59TH ST W,44.8962364197,-93.3185119629,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
1710 61ST ST W,44.891254425,-93.3018188477,Kenny,Southwest,13,2,5,01/16/2018,00:00,Olive
2006 61ST ST W,44.892314910900005,-93.3053817749,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
2008 61ST ST W,44.8923606873,-93.3055953979,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
24 47TH ST E,44.917877197299994,-93.27723693850001,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
28 47TH ST E,44.9178695679,-93.2777709961,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
8 47TH ST W,44.9178695679,-93.27828216549999,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
10 47TH ST W,44.91785049439999,-93.2783889771,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
928 47TH ST W,44.917770385699995,-93.2919311523,Lynnhurst,Southwest,13,2,5,01/16/2018,00:00,Olive
1128 47TH ST W,44.9177856445,-93.2942123413,Lynnhurst,Southwest,13,2,5,01/16/2018,00:00,Olive
16 48TH ST W,44.9160003662,-93.27903747559999,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
14 48TH ST W,44.915996551499994,-93.27890014649999,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
708 49TH ST W,44.9141616821,-93.28861236569999,Lynnhurst,Southwest,13,2,5,01/16/2018,00:00,Olive
710 49TH ST W,44.9141769409,-93.2887191772,Lynnhurst,Southwest,13,2,5,01/16/2018,00:00,Olive
1000 49TH ST W,44.9141464233,-93.29354095459999,Lynnhurst,Southwest,13,2,5,01/16/2018,00:00,Olive
800 51ST ST W,44.9105491638,-93.2910232544,Lynnhurst,Southwest,13,2,5,01/16/2018,00:00,Olive
2300 51ST ST W,44.910564422600004,-93.30894470209999,Fulton,Southwest,13,2,5,01/16/2018,00:00,Olive
506 53RD ST W,44.906585693400004,-93.2860412598,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
510 53RD ST W,44.906585693400004,-93.2861099243,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
528 53RD ST W,44.906562805200004,-93.28694915770001,Tangletown,Southwest,11,2,5,01/16/2018,00:00,Olive
528 53RD ST W,44.9033432007,-93.3082046509,Armatage,Southwest,13,2,5,01/16/2018,00:00,Olive
2304 49TH ST W,44.9141769409,-93.30905151370001,Fulton,Southwest,13,2,5,01/16/2018,00:00,Olive
2302 49TH ST W,44.914192199700004,-93.3090133667,Fulton,Southwest,13,2,5,01/16/2018,00:00,Olive
3110 48TH ST W,44.9161262512,-93.3194732666,Fulton,Southwest,13,2,5,01/16/2018,00:00,Olive
3418 46TH ST W,44.9197502136,-93.32356262209998,Linden Hills,Southwest,13,2,5,01/16/2018,00:00,Olive
3810 46TH ST W,44.9197502136,-93.3282394409,Linden Hills,Southwest,13,2,5,01/16/2018,00:00,Olive
36100 45TH ST W,44.9215011597,-93.32591247559999,Linden Hills,Southwest,13,2,5,01/16/2018,00:00,Olive
3814 45TH ST W,44.9246330261,-93.32828521729999,Linden Hills,Southwest,13,2,5,01/16/2018,00:00,Olive
3310 43RD ST W,44.925094604499996,-93.3219985962,Linden Hills,Southwest,13,2,5,01/16/2018,00:00,Olive
3300 43RD ST W,44.925167083699996,-93.3215637207,Linden Hills,Southwest,13,2,5,01/16/2018,00:00,Olive
3730 32ND ST W,44.945022583000004,-93.3275146484,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3724 32ND ST W,44.9450874329,-93.3272247314,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3630 32ND ST W,44.9450798035,-93.3262023926,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3518 32ND ST W,44.9450187683,-93.324432373,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3514 32ND ST W,44.9450187683,-93.3243026733,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3510 31ST ST W,44.947353363000005,-93.3245773315,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3418 31ST ST W,44.9470825195,-93.3249053955,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
3414 31ST ST W,44.947109222399995,-93.3248672485,West Calhoun,Calhoun Isle,13,2,3,01/16/2018,00:00,Olive
415 CHESTER ST S,44.8949241638,-93.2698059082,Diamond Lake,Nokomis,11,3,5,01/17/2018,00:00,Olive
419 CHESTER ST S,44.8949165344,-93.2696609497,Diamond Lake,Nokomis,11,3,5,01/17/2018,00:00,Olive
421 CHESTER ST S,44.894897460900005,-93.26956939700001,Diamond Lake,Nokomis,11,3,5,01/17/2018,00:00,Olive
715 58TH ST E,44.898174285900005,-93.2641448975,Diamond Lake,Nokomis,11,3,5,01/17/2018,00:00,Olive
613 61ST ST E,44.892578125,-93.26731872559999,Diamond Lake,Nokomis,11,3,5,01/17/2018,00:00,Olive
525 61ST ST E,44.8925628662,-93.2683029175,Diamond Lake,Nokomis,11,3,5,01/17/2018,00:00,Olive
419 59TH ST W,44.8963317871,-93.2854995728,Windom,Southwest,11,3,5,01/17/2018,00:00,Olive
129 59TH ST W,44.8956031799,-93.2808227539,Windom,Southwest,11,3,5,01/17/2018,00:00,Olive
3 57TH ST W,44.8997306824,-93.2783737183,Windom,Southwest,11,3,5,01/17/2018,00:00,Olive
3019 57TH ST W,44.8998451233,-93.3182907104,Armatage,Southwest,13,3,5,01/17/2018,00:00,Olive
4615 LONGFELLOW AVE S,44.9190826416,-93.2460021973,Ericsson,Nokomis,12,3,6,01/17/2018,00:00,Olive
4005 LONGFELLOW AVE S,44.930335998500006,-93.2460479736,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3837 LONGFELLOW AVE S,44.9329223633,-93.24605560299999,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3749 LONGFELLOW AVE S,44.9343986511,-93.2460403442,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3323 LONGFELLOW AVE S,44.9418983459,-93.2460403442,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3021 LONGFELLOW AVE S,44.947742462200004,-93.24610900879999,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3017 19TH AVE S,44.9477462769,-93.24485778809999,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3401 19TH AVE S,44.9411125183,-93.24481964110001,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
4253 20TH AVE S,44.925411224399994,-93.24351501459999,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3233 20TH AVE S,44.943649291999996,-93.2435836792,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3115 21ST AVE S,44.9460525513,-93.2423324585,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3221 21ST AVE S,44.9439125061,-93.24228668209999,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3215 21ST AVE S,44.9440422058,-93.2422714233,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3213 21ST AVE S,44.9441642761,-93.2422790527,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3845 21ST AVE S,44.9326934814,-93.2422714233,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
4203 21ST AVE S,44.926666259799994,-93.2422561646,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3817 22ND AVE S,44.933532714799995,-93.24097442629999,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3743 22ND AVE S,44.9343605042,-93.24097442629999,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3731 22ND AVE S,44.934978485100004,-93.2409820557,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3755 STANDISH AVE S,44.9343032837,-93.23971557620001,Standish,Powderhorn,12,3,6,01/17/2018,00:00,Olive
3547 24TH AVE S,44.9382324219,-93.2371902466,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3245 22ND AVE S,44.9430847168,-93.24061584469999,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3141 22ND AVE S,44.9455223083,-93.24063110350001,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3135 22ND AVE S,44.945674896199996,-93.2406234741,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3127 22ND AVE S,44.9457359314,-93.2406005859,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3125 22ND AVE S,44.9457778931,-93.24063110350001,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3123 22ND AVE S,44.9458084106,-93.2406005859,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
3121 22ND AVE S,44.9458961487,-93.2406082153,Corcoran,Powderhorn,9,3,6,01/17/2018,00:00,Olive
5437 31ST AVE S,44.9042663574,-93.22721862790002,Wenonah,Nokomis,11,3,6,01/17/2018,00:00,Olive
5453 33RD AVE S,44.9038772583,-93.2243423462,Wenonah,Nokomis,11,3,6,01/17/2018,00:00,Olive
5761 33RD AVE S,44.898315429700006,-93.22417449950001,Wenonah,Nokomis,11,3,6,01/17/2018,00:00,Olive
5615 36TH AVE S,44.9011917114,-93.2203979492,Morris Park,Nokomis,12,3,6,01/17/2018,00:00,Olive
2833 39TH AVE S,44.9508285522,-93.2165679932,Cooper,Longfellow,2,3,4,01/17/2018,00:00,Olive
2945 39TH AVE S,44.948791503900004,-93.2165298462,Cooper,Longfellow,2,3,4,01/17/2018,00:00,Olive
2947 39TH AVE S,44.9487342834,-93.21653747559999,Cooper,Longfellow,2,3,4,01/17/2018,00:00,Olive
2905 38TH AVE S,44.949882507299996,-93.2177124023,Cooper,Longfellow,2,3,4,01/17/2018,00:00,Olive
2917 37TH AVE S,44.9495124817,-93.219078064,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2909 35TH AVE S,44.9498214722,-93.2216186523,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2955 34TH AVE S,44.948642730699994,-93.22290802,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2955 33RD AVE S,44.9487342834,-93.22429656979999,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2957 33RD AVE S,44.9486198425,-93.22428894040002,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2917 33RD AVE S,44.9494361877,-93.22428894040002,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2833 28TH AVE S,44.9507408142,-93.2315139771,Longfellow,Longfellow,2,3,4,01/17/2018,00:00,Olive
2503 30TH AVE S,44.9571037292,-93.2282943726,Seward,Longfellow,2,3,4,01/17/2018,00:00,Olive
2911 COLUMBUS AVE S,44.9495925903,-93.26398468020001,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2929 COLUMBUS AVE S,44.9480628967,-93.26398468020001,Central,Powderhorn,9,3,5,01/17/2018,00:00,Olive
2927 COLUMBUS AVE S,44.948612213100006,-93.2637863159,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2925 COLUMBUS AVE S,44.948852539099995,-93.2643737793,Phillips West,Phillips,6,3,3,01/17/2018,00:00,Olive
2213 10TH AVE S,44.9604949951,-93.2597351074,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2211 10TH AVE S,44.960647583000004,-93.25959014889999,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2207 10TH AVE S,44.960781097399995,-93.26000213620001,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2205 10TH AVE S,44.9608306885,-93.2595748901,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2203 10TH AVE S,44.9608650208,-93.2595367432,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2311 10TH AVE S,44.959770202600005,-93.2596511841,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2311 10TH AVE S,44.9594802856,-93.2596206665,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2317 10TH AVE S,44.959625244099996,-93.2596359253,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2319 10TH AVE S,44.9599876404,-93.2596740723,Ventura Village,Phillips,6,3,3,01/17/2018,00:00,Olive
2321 10TH AVE S,44.959033966099994,-93.2598800659,Midtown Phillips,Phillips,9,3,3,01/17/2018,00:00,Olive
2529 11TH AVE S,44.9563713074,-93.2587127686,Midtown Phillips,Phillips,9,3,3,01/17/2018,00:00,Olive
2531 11TH AVE S,44.9564056396,-93.2588348389,Midtown Phillips,Phillips,9,3,3,01/17/2018,00:00,Olive
