Location,Latitude,Longitude,Neighborhood,Community,Ward,Day,Tow_Zone,Date,Time,Emergency
332 CHESTER ST S,44.894931793199994,-93.2714385986,Diamond Lake,Nokomis,11,2,5,01/23/2018,00:00,Pembina
2410 3RD ST N,45.0042495728,-93.28337860110001,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
2416 3RD ST N,45.004383087200004,-93.28332519530001,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
2002 CLINTON AVE S,44.962341308599996,-93.2716140747,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2004 CLINTON AVE S,44.9624176025,-93.2716217041,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2512 GIRARD AVE N,45.005283355699994,-93.2971496582,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
2600 3RD AVE S,44.955493927,-93.27284240719999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
326 ULYSSES ST NE,44.9923400879,-93.2359085083,Como,University,1,2,2,01/23/2018,00:00,Pembina
410 2ND AVE SE,44.987743377700006,-93.2525024414,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
706 5TH AVE N,44.9828529358,-93.2889251709,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
1830 FAIRMONT ST SE,44.9860496521,-93.225944519,Como,University,2,2,4,01/23/2018,00:00,Pembina
330 CHESTER ST S,44.8949546814,-93.2715682983,Diamond Lake,Nokomis,11,2,5,01/23/2018,00:00,Pembina
2206 5TH AVE S,44.9606933594,-93.2689819336,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
708 5TH AVE N,44.982837677,-93.2889328003,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
328 ULYSSES ST NE,44.9923706055,-93.2359008789,Como,University,1,2,2,01/23/2018,00:00,Pembina
2328 OLIVER AVE S,44.9592399597,-93.30651855469999,Kenwood,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2418 3RD ST N,45.004474639899996,-93.2833404541,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
2006 CLINTON AVE S,44.962490081800006,-93.2715530396,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2522 GIRARD AVE N,45.0056419373,-93.2971572876,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
330 ULYSSES ST NE,44.9923934937,-93.23593139649999,Como,University,1,2,2,01/23/2018,00:00,Pembina
426 2ND AVE SE,44.987968444799996,-93.2522888184,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
100 32ND ST E,44.9450073242,-93.2768325806,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1542 41ST ST E,44.9286270142,-93.25160217290001,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
3406 25TH AVE S,44.940967559799994,-93.2359695435,Corcoran,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
2428 3RD ST N,45.0046730042,-93.2833557129,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
2518 GIRARD AVE N,45.0056114197,-93.29712677,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
2610 3RD AVE S,44.954948425299996,-93.2729034424,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
98 32ND ST E,44.944999694799996,-93.2769012451,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1918 PILLSBURY AVE,44.963535308800004,-93.2809066772,Steven's Square - Loring Heights,Central,7,2,3,01/23/2018,00:00,Pembina
2304 OLIVER PL,44.95860672,-93.30577087399999,Kenwood,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2008 CLINTON AVE S,44.9621162415,-93.2719039917,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2010 CLINTON AVE S,44.9622612,-93.27191925049999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2614 3RD AVE S,44.954807281499995,-93.2727279663,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
332 ULYSSES ST NE,44.9925117493,-93.2359008789,Como,University,1,2,2,01/23/2018,00:00,Pembina
2208 5TH AVE S,44.9606323242,-93.2689971924,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
2212 5TH AVE S,44.9605827332,-93.2689971924,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
2308 OLIVER PL,44.9585647583,-93.3056640625,Kenwood,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
3418 25TH AVE S,44.9407310486,-93.236000061,Corcoran,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
2618 3RD ST N,45.0065956116,-93.2833938599,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
2014 CLINTON AVE S,44.9620475769,-93.27174377440001,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1544 41ST ST E,44.9281196594,-93.2502288818,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
4712 14TH AVE S,44.917324066199996,-93.2549285889,Northrop,Nokomis,11,2,6,01/23/2018,00:00,Pembina
500 LYN PARK CIR N,44.9969596863,-93.2863464355,Near - North,Near North,5,2,1,01/23/2018,00:00,Pembina
2634 GIRARD AVE N,45.00699615479999,-93.2968215942,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
2616 3RD AVE S,44.9547996521,-93.2729644775,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1924 WASHBURN AVE N,44.9996566772,-93.3171539307,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
710 5TH AVE N,44.9828071594,-93.28910064700001,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
3426 25TH AVE S,44.940586090100005,-93.2359924316,Corcoran,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
2706 3RD ST N,45.0073814392,-93.2834091187,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
2016 CLINTON AVE S,44.9619827271,-93.27149963379999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
334 ULYSSES ST NE,44.9925804138,-93.23589324950001,Como,University,1,2,2,01/23/2018,00:00,Pembina
818 44TH AVE N,45.035491943400004,-93.29097747799999,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
2018 CLINTON AVE S,44.962348938000005,-93.27137756350001,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1830 41ST ST E,44.9287414551,-93.24752044680001,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
712 5TH AVE N,44.9828338623,-93.2892074585,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
10 32ND ST E,44.9450035095,-93.27751922610001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
8 32ND ST E,44.9450035095,-93.27751922610001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1770 BRYANT AVE S,44.966186523400005,-93.2905197144,Lowry Hill,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
1922 PILLSBURY AVE,44.9629554749,-93.2807617188,Steven's Square - Loring Heights,Central,7,2,3,01/23/2018,00:00,Pembina
2216 5TH AVE S,44.9602432251,-93.2690200806,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
4706 PILLSBURY AVE,44.9175872803,-93.2818527222,Tangletown,Southwest,11,2,5,01/23/2018,00:00,Pembina
2910 3RD ST N,45.009994506800005,-93.2833709717,Hawthorne,Near North,5,2,1,01/23/2018,00:00,Pembina
3010 JAMES AVE S,44.947872161899994,-93.30360412600001,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
2630 GIRARD AVE N,45.0069885254,-93.2967910767,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
2620 3RD AVE S,44.9547309875,-93.2727966309,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
342 ULYSSES ST NE,44.9927482605,-93.23589324950001,Como,University,1,2,2,01/23/2018,00:00,Pembina
714 5TH AVE N,44.98281860350001,-93.289276123,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
3548 JAMES AVE S,44.9778556824,-93.2821502686,North Loop,Central,5,2,3,01/23/2018,00:00,Pembina
3012 JAMES AVE S,44.947879791300004,-93.3034210205,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
2024 CLINTON AVE S,44.962036132799994,-93.2722091675,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2622 3RD AVE S,44.9545822144,-93.27293396,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
930 31ST AVE NE,45.0239715576,-93.2470474243,Audubon Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
1772 BRYANT AVE S,44.966220855699994,-93.2905426025,Lowry Hill,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2304 5TH AVE S,44.960021972700005,-93.2690505981,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
1924 PILLSBURY AVE,44.9628791809,-93.2808303833,Steven's Square - Loring Heights,Central,7,2,3,01/23/2018,00:00,Pembina
404 3RD AVE NE,44.9908561707,-93.2583770752,St. Anthony West,Northeast,3,2,2,01/23/2018,00:00,Pembina
1832 41ST ST E,44.9289245605,-93.2475585938,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
1934 XERXES AVE N,45.0001716614,-93.3184432983,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
340 ULYSSES ST NE,44.9926986694,-93.23592376709999,Como,University,1,2,2,01/23/2018,00:00,Pembina
24 32ND ST W,44.9447555542,-93.279045105,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
4438 LONGFELLOW AVE S,44.9224662781,-93.2464599609,Ericsson,Nokomis,12,2,6,01/23/2018,00:00,Pembina
4538 WENTWORTH AVE S,44.920192718500005,-93.28057098389999,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
1926 PILLSBURY AVE,44.9630661011,-93.28073120120001,Steven's Square - Loring Heights,Central,7,2,3,01/23/2018,00:00,Pembina
408 3RD AVE NE,44.9908561707,-93.2583770752,St. Anthony West,Northeast,3,2,2,01/23/2018,00:00,Pembina
2424 GRAND ST NE,45.0127716064,-93.2701644897,Bottineau,Northeast,3,2,2,01/23/2018,00:00,Pembina
3430 25TH AVE S,44.9404449463,-93.236000061,Corcoran,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
26 32ND ST W,44.9447555542,-93.279045105,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1712 LYN PARK AVE N,44.9969863892,-93.2861328125,Near - North,Near North,5,2,1,01/23/2018,00:00,Pembina
410 3RD AVE NE,44.9908561707,-93.2583770752,St. Anthony West,Northeast,3,2,2,01/23/2018,00:00,Pembina
3436 25TH AVE S,44.940349578900005,-93.236000061,Corcoran,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
2622 3RD AVE S,44.954509735100004,-93.2729263306,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1836 41ST ST E,44.9287109375,-93.2473983765,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
344 ULYSSES ST NE,44.992801666300004,-93.2359008789,Como,University,1,2,2,01/23/2018,00:00,Pembina
932 31ST AVE NE,45.0239982605,-93.246925354,Audubon Park,Northeast,1,2,2,01/23/2018,00:00,Pembina
704 55TH ST E,44.9034614563,-93.2636947632,Page,Nokomis,11,2,5,01/23/2018,00:00,Pembina
1928 PILLSBURY AVE,44.9628791809,-93.2808303833,Steven's Square - Loring Heights,Central,7,2,3,01/23/2018,00:00,Pembina
414 3RD AVE NE,44.9908561707,-93.2583770752,St. Anthony West,Northeast,3,2,2,01/23/2018,00:00,Pembina
3540 3RD ST N,45.0196723938,-93.28346252440001,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
3020 JAMES AVE S,44.947601318400004,-93.3034439087,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
2210 CLINTON AVE S,44.9604530334,-93.2714767456,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2932 GIRARD AVE N,45.010692596400006,-93.2968063354,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
2626 3RD AVE S,44.954509735100004,-93.2729263306,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
302 3RD AVE SE,44.9857292175,-93.2515640259,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
802 5TH AVE N,44.9828529358,-93.2896728516,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
4036 14TH AVE S,44.9294395447,-93.2549667358,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
2310 5TH AVE S,44.9598922729,-93.2690353394,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
3542 3RD ST N,45.0197563171,-93.28344726559999,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
3024 JAMES AVE S,44.947551727299995,-93.3034362793,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
26 32ND ST W,44.9447517395,-93.27928161620001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
4308 LONGFELLOW AVE S,44.924648284899995,-93.24662017819999,Ericsson,Nokomis,12,2,6,01/23/2018,00:00,Pembina
4502 PILLSBURY AVE,44.921211242700004,-93.2818374634,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
1902 LASALLE AVE,44.976825714099995,-93.292640686,Bryn - Mawr,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
3028 JAMES AVE S,44.9472999573,-93.3034439087,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
3006 GIRARD AVE N,45.011589050299996,-93.2968292236,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
350 ULYSSES ST NE,44.9930610657,-93.2359161377,Como,University,1,2,2,01/23/2018,00:00,Pembina
320 3RD AVE SE,44.9861831665,-93.2509002686,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
806 5TH AVE N,44.9828414917,-93.2898406982,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
28 32ND ST W,44.9447517395,-93.27928161620001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
4338 WENTWORTH AVE S,44.923881530799996,-93.28058624270001,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
4504 PILLSBURY AVE,44.921211242700004,-93.2818374634,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
3436 25TH AVE S,44.9399108887,-93.23600769040002,Corcoran,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
2222 CLINTON AVE S,44.9604492188,-93.2715606689,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2632 3RD AVE S,44.954292297399995,-93.2729034424,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3954 14TH AVE S,44.93078231810001,-93.2549285889,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
3648 4TH ST N,45.021961212200004,-93.2850112915,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
3014 GIRARD AVE N,45.011882782,-93.2968139648,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
102 32ND ST W,44.9447937012,-93.27987670899999,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
728 56TH ST E,44.9016418457,-93.2630615234,Diamond Lake,Nokomis,11,2,5,01/23/2018,00:00,Pembina
806 3RD AVE NE,44.9934654236,-93.251335144,St. Anthony East,Northeast,3,2,2,01/23/2018,00:00,Pembina
1410 GRAND ST NE,45.0022010803,-93.26971435549999,Sheridan,Northeast,3,2,2,01/23/2018,00:00,Pembina
3642 4TH ST N,45.0218772888,-93.28497314450001,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
3040 JAMES AVE S,44.9470252991,-93.3034362793,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
3016 GIRARD AVE N,45.0121002197,-93.2968215942,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
808 5TH AVE N,44.982860565200006,-93.2899627686,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
1010 24TH AVE SE,44.988319397,-93.2190170288,Como,University,1,2,4,01/23/2018,00:00,Pembina
3948 14TH AVE S,44.9308395386,-93.2549057007,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
4218 WENTWORTH AVE S,44.9261360168,-93.2805404663,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
2512 UPTON AVE S,44.9573516846,-93.3138198853,Kenwood,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2400 CLINTON AVE S,44.959064483599995,-93.2716369629,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2632 3RD AVE S,44.95421981810001,-93.272819519,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2016 VINCENT AVE N,45.0001449585,-93.31588745120001,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
104 32ND ST W,44.9447784424,-93.28002929690001,Lyndale,Powderhorn,8,2,5,01/23/2018,00:00,Pembina
1016 46TH AVE N,45.0384750366,-93.2934417725,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
3932 14TH AVE S,44.9313240051,-93.2549362183,Bancroft,Powderhorn,8,2,6,01/23/2018,00:00,Pembina
802 3RD AVE NE,44.9934654236,-93.251335144,St. Anthony East,Northeast,3,2,2,01/23/2018,00:00,Pembina
3616 25TH AVE S,44.937309265100005,-93.2359695435,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
2404 CLINTON AVE S,44.958923339799995,-93.27138519290001,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3028 GIRARD AVE N,45.012367248500006,-93.2968444824,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
606 56TH ST E,44.901626586899994,-93.26608276370001,Diamond Lake,Nokomis,11,2,5,01/23/2018,00:00,Pembina
2402 5TH AVE S,44.9591178894,-93.2689971924,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
3108 JAMES AVE S,44.946281433100005,-93.3034591675,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
3026 GIRARD AVE N,45.01229858399999,-93.2968444824,Jordan,Near North,5,2,1,01/23/2018,00:00,Pembina
3552 HOLMES AVE,44.9778556824,-93.2821502686,North Loop,Central,5,2,3,01/23/2018,00:00,Pembina
3034 40TH ST E,44.9306373596,-93.2282409668,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
812 5TH AVE N,44.982837677,-93.2901153564,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
1014 24TH AVE SE,44.988697052,-93.2190170288,Como,University,1,2,4,01/23/2018,00:00,Pembina
1408 GRAND ST NE,45.002014160200005,-93.2695922852,Sheridan,Northeast,3,2,2,01/23/2018,00:00,Pembina
2632 3RD AVE S,44.954334259,-93.2727127075,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2206 VINCENT AVE N,45.0019226074,-93.3158950806,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
612 3RD AVE SE,44.988822936999995,-93.2491912842,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
3100 JAMES AVE S,44.946510314899996,-93.3034210205,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
2410 CLINTON AVE S,44.9587020874,-93.27159118649999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3210 GIRARD AVE N,45.0134963989,-93.29683685299999,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
3036 40TH ST E,44.9303474426,-93.2282409668,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
3740 25TH AVE S,44.9345283508,-93.2359695435,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
2632 3RD AVE S,44.9542694092,-93.2724685669,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3536 HOLMES AVE,44.9778556824,-93.2821502686,North Loop,Central,5,2,3,01/23/2018,00:00,Pembina
2202 VINCENT AVE N,45.0018005371,-93.3159103394,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
1054 24TH AVE SE,44.9894256592,-93.218963623,Como,University,1,2,4,01/23/2018,00:00,Pembina
718 ALDRICH AVE N,44.985649108900006,-93.28963470459999,Sumner - Glenwood,Near North,5,2,1,01/23/2018,00:00,Pembina
1308 GRAND ST NE,45.0008735657,-93.2688064575,Sheridan,Northeast,3,2,2,01/23/2018,00:00,Pembina
2432 CLINTON AVE S,44.9579734802,-93.2715072632,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3216 GIRARD AVE N,45.0138244629,-93.2968292236,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
1002 46TH AVE N,45.0385093689,-93.29284667969999,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
722 ALDRICH AVE N,44.9856452942,-93.2897033691,Sumner - Glenwood,Near North,5,2,1,01/23/2018,00:00,Pembina
4000 WENTWORTH AVE S,44.930294036899994,-93.2805404663,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
3744 25TH AVE S,44.9343566895,-93.2359848022,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
2634 3RD AVE S,44.954158783000004,-93.2724151611,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3510 HOLMES AVE,44.9778556824,-93.2821502686,North Loop,Central,5,2,3,01/23/2018,00:00,Pembina
4200 LONGFELLOW AVE S,44.9267692566,-93.246383667,Ericsson,Nokomis,12,2,6,01/23/2018,00:00,Pembina
3528 14TH AVE S,44.9384613037,-93.2549667358,Powderhorn Park,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
2508 THOMAS AVE S,44.956420898400005,-93.31392669680001,Kenwood,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2434 CLINTON AVE S,44.95782089229999,-93.27172851559999,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3210 GIRARD AVE N,45.0136299133,-93.2968521118,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
3044 40TH ST E,44.9304885864,-93.22839355469999,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
524 4TH AVE SE,44.9879264832,-93.2486572266,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
902 5TH AVE N,44.9828033447,-93.2911300659,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
1062 24TH AVE SE,44.990043640100005,-93.21900177,Como,University,1,2,4,01/23/2018,00:00,Pembina
612 58TH ST E,44.8989295959,-93.2657623291,Diamond Lake,Nokomis,11,2,5,01/23/2018,00:00,Pembina
4304 PILLSBURY AVE,44.9249038696,-93.2818374634,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
2700 3RD AVE S,44.953559875500005,-93.27305603030001,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
2418 VINCENT AVE N,45.0049476624,-93.31588745120001,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
4206 LONGFELLOW AVE S,44.926445007299996,-93.2462615967,Ericsson,Nokomis,12,2,6,01/23/2018,00:00,Pembina
3524 14TH AVE S,44.9386520386,-93.2549438477,Powderhorn Park,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
3828 25TH AVE S,44.9332695007,-93.2359848022,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
3626 4TH ST N,45.021125793500005,-93.2849578857,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
2448 CLINTON AVE S,44.957572936999995,-93.2715072632,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
3302 GIRARD AVE N,45.015216827399996,-93.2968139648,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
3404 HOLMES AVE,44.9778556824,-93.2821502686,North Loop,Central,5,2,3,01/23/2018,00:00,Pembina
2420 VINCENT AVE N,45.0050086975,-93.31590271,Willard - Hay,Near North,5,2,1,01/23/2018,00:00,Pembina
1064 24TH AVE SE,44.990070343,-93.21900939940001,Como,University,1,2,4,01/23/2018,00:00,Pembina
732 ALDRICH AVE N,44.985790252700006,-93.2906417847,Sumner - Glenwood,Near North,5,2,1,01/23/2018,00:00,Pembina
1820 BRYANT AVE S,44.9648895264,-93.2904663086,Lowry Hill,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2406 5TH AVE S,44.959037780799996,-93.2690353394,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
2410 5TH AVE S,44.959022522,-93.2690200806,Phillips West,Phillips,6,2,3,01/23/2018,00:00,Pembina
3622 4TH ST N,45.020980835,-93.2849655151,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
2450 CLINTON AVE S,44.9574623108,-93.2715301514,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
406 4TH AVE SE,44.986328125,-93.2496948242,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
904 5TH AVE N,44.9827957153,-93.29119873049999,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
3516 14TH AVE S,44.938884735100004,-93.2549667358,Powderhorn Park,Powderhorn,9,2,6,01/23/2018,00:00,Pembina
4252 PILLSBURY AVE,44.925346374499995,-93.28182220459999,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
1904 PLEASANT AVE,44.9634017944,-93.283493042,Steven's Square - Loring Heights,Central,7,2,3,01/23/2018,00:00,Pembina
3620 4TH ST N,45.020915985100004,-93.28497314450001,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
3114 JAMES AVE S,44.945980072,-93.30345153809999,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
3436 GIRARD AVE N,45.0177879333,-93.2968215942,Folwell,Camden,4,2,1,01/23/2018,00:00,Pembina
2452 CLINTON AVE S,44.9571037292,-93.2714157104,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
404 4TH AVE SE,44.9863624573,-93.24974060059999,Marcy Holmes,University,3,2,4,01/23/2018,00:00,Pembina
604 47TH AVE N,45.0403594971,-93.28797912600001,Lind - Bohanon,Camden,4,2,1,01/23/2018,00:00,Pembina
4148 LONGFELLOW AVE S,44.9272918701,-93.24598693850001,Standish,Powderhorn,12,2,6,01/23/2018,00:00,Pembina
4252 PILLSBURY AVE,44.925422668500005,-93.2818527222,King Field,Southwest,8,2,5,01/23/2018,00:00,Pembina
1202 MAIN ST NE,45.0000648499,-93.2677307129,Sheridan,Northeast,3,2,2,01/23/2018,00:00,Pembina
3616 4TH ST N,45.020729064899996,-93.28497314450001,McKinley,Camden,4,2,1,01/23/2018,00:00,Pembina
2716 3RD AVE S,44.95337677,-93.2729949951,Whittier,Powderhorn,10,2,3,01/23/2018,00:00,Pembina
1080 24TH AVE SE,44.9904708862,-93.2189407349,Como,University,1,2,4,01/23/2018,00:00,Pembina
736 ALDRICH AVE N,44.985851287799996,-93.29075622559999,Sumner - Glenwood,Near North,5,2,1,01/23/2018,00:00,Pembina
1818 BRYANT AVE S,44.964893341099994,-93.29048919680001,Lowry Hill,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
2794 XERXES AVE S,44.952255249,-93.3187866211,Cedar - Isles - Dean,Calhoun Isle,7,2,3,01/23/2018,00:00,Pembina
1000 5TH AVE N,44.9828147888,-93.2920608521,Sumner - Glenwood,Near North,5,2,3,01/23/2018,00:00,Pembina
3132 JAMES AVE S,44.9454536438,-93.3034820557,ECCO,Calhoun Isle,10,2,5,01/23/2018,00:00,Pembina
