Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"3136 Garfield Ave s,Minneapolis,MN",44.945296,-93.287162,8,Lyndale,Powderhorn,2,5,12/12/2016,16:15,Dana
"2202 8th Ave n ,Minneapolis,MN",44.986102,-93.308307,5,Willard - Hay,Near North,2,1,12/12/2016,16:15,Dana
"3500 humboldt ave,Minneapolis,MN",45.018731,-93.297742,4,Folwell,Camden,2,1,12/12/2016,09:37,Dana
"2800 Emerson s,Minneapolis,MN",44.951575,-93.29446999999999,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,22:43,Dana
"610 van buren st ne,Minneapolis,MN",44.995461999999996,-93.24898,3,St. Anthony East,Northeast,2,2,12/12/2016,14:28,Dana
"1049 7th St N,Minneapolis,MN",44.988667,-93.290328,5,Sumner - Glenwood,Near North,1,1,12/11/2016,23:54,Dana
"436 25th st w,Minneapolis,MN",44.957355,-93.284965,10,Whittier,Powderhorn,2,3,12/12/2016,16:15,Dana
"816 5th Avenue Southeast,Minneapolis,MN",44.989841,-93.244428,3,Marcy Holmes,University,2,4,12/12/2016,10:30,Dana
"614 15th Street East,Minneapolis,MN",44.968329,-93.26665,7,Elliot Park,Central,1,3,12/11/2016,23:55,Dana
"422 5th ave se,Minneapolis,MN",44.98607,-93.247775,3,Marcy Holmes,University,2,4,12/12/2016,10:30,Dana
"11 15th st w,Minneapolis,MN",44.967591,-93.27848900000001,7,Loring Park,Central,1,3,12/11/2016,22:45,Dana
"202 4th ave ne,Minneapolis,MN",44.979354,-93.262791,3,Downtown West,Central,2,3,12/12/2016,09:38,Dana
"3420 Fremont ave s,Minneapolis,MN",44.940576,-93.29619,10,South Uptown,Calhoun Isle,2,5,12/12/2016,14:29,Dana
"608 15th st e,Minneapolis,MN",44.968071,-93.266994,7,Elliot Park,Central,1,3,12/11/2016,23:57,Dana
"288 5th st ne,Minneapolis,MN",44.991982,-93.255585,3,St. Anthony East,Northeast,2,2,12/12/2016,11:35,Dana
"3520 12th ave s,Minneapolis,MN",44.93865,-93.257839,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,10:31,Dana
"736 18th St e,Minneapolis,MN",44.965239000000004,-93.26417099999999,6,Ventura Village,Phillips,2,3,12/12/2016,16:15,Dana
"3136 james ave s,Minneapolis,MN",44.945294,-93.303687,10,ECCO,Calhoun Isle,2,5,12/12/2016,09:38,Dana
"520 8th av se,Minneapolis,MN",44.985417,-93.242811,3,Marcy Holmes,University,2,4,12/12/2016,14:29,Dana
"500 2nd st n,Minneapolis,MN",44.987216,-93.273326,3,North Loop,Central,1,1,12/11/2016,22:47,Dana
"5409 Chicago a e s,Minneapolis,MN",44.904799,-93.262624,11,Hale,Nokomis,2,6,12/12/2016,00:00,Dana
"1912 2nd Ave s,Minneapolis,MN",44.963518,-93.27405,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,10:32,Dana
"3306 Logan Ave. N. ,Minneapolis,MN",45.015278,-93.302811,4,Folwell,Camden,2,1,12/12/2016,16:16,Dana
"104 19th Street East,Minneapolis,MN",44.963968,-93.276156,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:35,Dana
"204 4th ave ne,Minneapolis,MN",44.979335,-93.262807,3,Downtown West,Central,2,3,12/12/2016,09:40,Dana
"2210 32nd St E,Minneapolis,MN",44.944765000000004,-93.239974,9,Corcoran,Powderhorn,2,6,12/12/2016,14:30,Dana
"504 15th st e,Minneapolis,MN",44.968075,-93.268576,7,Elliot Park,Central,2,3,12/12/2016,00:01,Dana
"2318 grand ave s,Minneapolis,MN",44.959453,-93.284223,10,Whittier,Powderhorn,2,3,12/12/2016,16:16,Dana
"3104 3rd st n,Minneapolis,MN",45.012026,-93.283396,5,Hawthorne,Near North,2,1,12/12/2016,10:34,Dana
"3450 3rd Avenue South,Minneapolis,MN",44.939683,-93.27313199999999,9,Central,Powderhorn,1,5,12/11/2016,22:47,Dana
"226 5th st ne,Minneapolis,MN",44.991624,-93.255825,3,St. Anthony West,Northeast,2,2,12/12/2016,11:36,Dana
"1712 41st,Minneapolis,MN",44.928815,-93.249086,8,Bancroft,Powderhorn,2,6,12/12/2016,09:40,Dana
"3431 3rd ave s,Minneapolis,MN",44.940325,-93.27275999999999,9,Central,Powderhorn,2,5,12/12/2016,00:01,Dana
"314 7th ave ne,Minneapolis,MN",44.995765000000006,-93.260812,3,St. Anthony West,Northeast,2,2,12/12/2016,10:34,Dana
"610 18th St e,Minneapolis,MN",44.965175,-93.267388,6,Ventura Village,Phillips,2,3,12/12/2016,16:19,Dana
"710 8th Avenue Southeast ,Minneapolis,MN",44.987068,-93.241506,3,Marcy Holmes,University,2,4,12/12/2016,14:31,Dana
"8 15th st w,Minneapolis,MN",44.967889,-93.28054200000001,7,Loring Park,Central,1,3,12/11/2016,22:48,Dana
"1810 4TH av s,Minneapolis,MN",44.964795,-93.270545,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:38,Dana
"302 4th Avenue Southeast,Minneapolis,MN",44.985242,-93.250562,3,Marcy Holmes,University,2,4,12/12/2016,10:35,Dana
"4717 Bryant Ave n ,Minneapolis,MN",45.040859999999995,-93.291471,4,Lind - Bohanon,Camden,2,1,12/12/2016,00:02,Dana
"2530 Jackson St ne,Minneapolis,MN",45.014209,-93.24945799999999,1,Holland,Northeast,2,2,12/12/2016,16:19,Dana
"3100 james ave s,Minneapolis,MN",44.946432,-93.30369,10,ECCO,Calhoun Isle,2,5,12/12/2016,09:41,Dana
"3010 38th ave s,Minneapolis,MN",44.94785,-93.218194,2,Longfellow,Longfellow,2,6,12/12/2016,14:31,Dana
"500 2nd st n ,Minneapolis,MN",44.987216,-93.273326,3,North Loop,Central,1,1,12/11/2016,22:50,Dana
"3626 4th st. N. ,Minneapolis,MN",45.021125,-93.284701,4,McKinley,Camden,2,1,12/12/2016,11:38,Dana
"506 15th St e,Minneapolis,MN",44.968074,-93.26854200000001,7,Elliot Park,Central,2,3,12/12/2016,00:03,Dana
"3602 10th ave,Minneapolis,MN",44.937540000000006,-93.26002700000001,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,10:35,Dana
"3524 31ST ST E,Minneapolis,MN",44.946841,-93.221352,2,Longfellow,Longfellow,2,6,12/12/2016,16:21,Dana
"210 4th ave ne,Minneapolis,MN",44.979278,-93.262855,3,Downtown West,Central,2,3,12/12/2016,09:41,Dana
"3008 40th ave s,Minneapolis,MN",44.947924,-93.215294,2,Cooper,Longfellow,2,6,12/12/2016,14:36,Dana
"124 5th st ne,Minneapolis,MN",44.990659,-93.25469100000001,3,Nicollet Island - East Bank,University,2,2,12/12/2016,11:39,Dana
"5323 Chicago Ave.,Minneapolis,MN",44.906321999999996,-93.262314,11,Hale,Nokomis,2,6,12/12/2016,00:05,Dana
"3400 2nd st n,Minneapolis,MN",45.016702,-93.280999,4,McKinley,Camden,1,1,12/11/2016,22:50,Dana
"2606 3rd st n,Minneapolis,MN",45.005996,-93.283401,5,Hawthorne,Near North,2,1,12/12/2016,10:35,Dana
"404 Sheridan ave s,Minneapolis,MN",44.973301,-93.31254100000001,7,Bryn - Mawr,Calhoun Isle,2,3,12/12/2016,16:21,Dana
"1021 7th st n,Minneapolis,MN",44.988375,-93.290132,5,Sumner - Glenwood,Near North,2,1,12/12/2016,00:05,Dana
"1808 40th st,Minneapolis,MN",44.930475,-93.248184,8,Bancroft,Powderhorn,2,6,12/12/2016,09:42,Dana
"414 7th ave ne,Minneapolis,MN",44.996173999999996,-93.259439,3,St. Anthony West,Northeast,2,2,12/12/2016,10:37,Dana
"1914 2nd Avenue South,Minneapolis,MN",44.963446999999995,-93.274051,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:39,Dana
"3620 Chicago,Minneapolis,MN",44.937048,-93.26285899999999,8,Central,Powderhorn,1,5,12/11/2016,22:51,Dana
"526 8th ave se,Minneapolis,MN",44.985517,-93.24235300000001,3,Marcy Holmes,University,2,4,12/12/2016,14:39,Dana
"1302 Barnes Place N,Minneapolis,MN",44.988135,-93.298186,5,Near - North,Near North,2,1,12/12/2016,16:21,Dana
"1206 Fremont ave n ,Minneapolis,MN",44.991984,-93.295631,5,Near - North,Near North,2,1,12/12/2016,09:45,Dana
"3312 3RD AVE S,Minneapolis,MN",44.942646999999994,-93.273173,9,Central,Powderhorn,2,5,12/12/2016,00:06,Dana
"516 5th Ave se,Minneapolis,MN",44.986801,-93.24686899999999,3,Marcy Holmes,University,2,4,12/12/2016,10:37,Dana
"122 5th st ne,Minneapolis,MN",44.990655,-93.254688,3,Nicollet Island - East Bank,University,2,2,12/12/2016,11:40,Dana
"600 2nd st n. ,Minneapolis,MN",44.988078,-93.274552,3,North Loop,Central,1,1,12/11/2016,22:51,Dana
"410 8th Ave se,Minneapolis,MN",44.98418,-93.243798,3,Marcy Holmes,University,2,4,12/12/2016,14:41,Dana
"304 11th Ave se,Minneapolis,MN",44.981225,-93.24068100000001,3,Marcy Holmes,University,2,4,12/12/2016,16:24,Dana
"1538 Spruce Place,Minneapolis,MN",44.966908000000004,-93.280854,7,Loring Park,Central,2,3,12/12/2016,09:46,Dana
"1920 s 2nd ave,Minneapolis,MN",44.962973999999996,-93.274372,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,10:38,Dana
"516 15TH st e,Minneapolis,MN",44.968074,-93.268434,7,Elliot Park,Central,2,3,12/12/2016,00:06,Dana
"1226 Irving Ave. N. ,Minneapolis,MN",44.990849,-93.299423,5,Near - North,Near North,2,1,12/12/2016,11:42,Dana
"3628 Chicago ave s,Minneapolis,MN",44.936807,-93.262852,8,Central,Powderhorn,1,5,12/11/2016,22:51,Dana
"302 11th ave se,Minneapolis,MN",44.981208,-93.240701,3,Marcy Holmes,University,2,4,12/12/2016,16:24,Dana
"524 8th ave se,Minneapolis,MN",44.985371,-93.242537,3,Marcy Holmes,University,2,4,12/12/2016,14:42,Dana
"708 5th ave se,Minneapolis,MN",44.988779,-93.245635,3,Marcy Holmes,University,2,4,12/12/2016,10:39,Dana
"256 6th st ne,Minneapolis,MN",44.976399,-93.267948,7,Downtown West,Central,2,3,12/12/2016,09:47,Dana
"810 st ne,Minneapolis,MN",45.016766,-93.250303,1,Holland,Northeast,2,2,12/12/2016,11:43,Dana
"3000 block of Hennepin Avenue South,Minneapolis,MN",44.948207000000004,-93.29831300000001,10,ECCO,Calhoun Isle,2,5,12/12/2016,00:07,Dana
"2014 Upton Ave N,Minneapolis,MN",45.000141,-93.314233,5,Willard - Hay,Near North,2,1,12/12/2016,16:25,Dana
"340 2nd St N,Minneapolis,MN",44.985822,-93.27192,3,North Loop,Central,1,3,12/11/2016,22:53,Dana
"144 19th st E,Minneapolis,MN",44.963968,-93.274513,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,10:39,Dana
"1406 DuPont Ave n,Minneapolis,MN",44.993655,-93.29256600000001,5,Near - North,Near North,2,1,12/12/2016,09:47,Dana
"2106 4th st n,Minneapolis,MN",45.009504,-93.26184,1,Holland,Northeast,2,2,12/12/2016,11:43,Dana
"1840 32ND ST E,Minneapolis,MN",44.944757,-93.246299,9,Corcoran,Powderhorn,2,6,12/12/2016,14:43,Dana
"1108 5th st se,Minneapolis,MN",44.982937,-93.238676,3,Marcy Holmes,University,2,4,12/12/2016,16:25,Dana
"4330 Thomas Ave n,Minneapolis,MN",45.034323,-93.313273,4,Victory,Camden,2,1,12/12/2016,00:14,Dana
"3120 3rd st n,Minneapolis,MN",45.012208,-93.283395,5,Hawthorne,Near North,2,1,12/12/2016,10:39,Dana
"316 4th Ave se,Minneapolis,MN",44.985704,-93.249822,3,Marcy Holmes,University,2,4,12/12/2016,09:47,Dana
"3436 3rd Avenue South,Minneapolis,MN",44.940175,-93.27306,9,Central,Powderhorn,1,5,12/11/2016,22:54,Dana
"1770 Fremont s,Minneapolis,MN",44.966116,-93.295997,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,11:45,Dana
"704 18th st e ,Minneapolis,MN",44.965233000000005,-93.264971,6,Ventura Village,Phillips,2,3,12/12/2016,16:27,Dana
"424 8th Ave se,Minneapolis,MN",44.984444,-93.243587,3,Marcy Holmes,University,2,4,12/12/2016,14:43,Dana
"3016 3rd st n,Minneapolis,MN",45.010939,-93.283397,5,Hawthorne,Near North,2,1,12/12/2016,10:40,Dana
"514 15th st E ,Minneapolis,MN",44.968074,-93.26845300000001,7,Elliot Park,Central,2,3,12/12/2016,00:14,Dana
"322 4th ave se,Minneapolis,MN",44.985686,-93.250203,3,Marcy Holmes,University,2,4,12/12/2016,09:47,Dana
"4608 3rd Ave s,Minneapolis,MN",44.919304,-93.273121,8,Field,Nokomis,1,5,12/11/2016,22:54,Dana
"812 5th st ne,Minneapolis,MN",44.997976,-93.26012,3,St. Anthony West,Northeast,2,2,12/12/2016,11:45,Dana
"902 5TH av n,Minneapolis,MN",44.982937,-93.291599,5,Sumner - Glenwood,Near North,2,3,12/12/2016,16:34,Dana
"716 Adams st ne,Minneapolis,MN",44.997461,-93.256536,3,St. Anthony East,Northeast,2,2,12/12/2016,10:40,Dana
"3012 20th ave s,Minneapolis,MN",44.947834,-93.243636,9,Corcoran,Powderhorn,2,6,12/12/2016,14:43,Dana
"1818 Bryant ave n ,Minneapolis,MN",44.998165,-93.290588,5,Near - North,Near North,2,1,12/12/2016,09:49,Dana
"520 15TH ST E,Minneapolis,MN",44.968074,-93.268397,7,Elliot Park,Central,2,3,12/12/2016,00:15,Dana
"304 6th ave se,Minneapolis,MN",44.984013,-93.24757,3,Marcy Holmes,University,2,4,12/12/2016,11:47,Dana
"214 15th St W,Minneapolis,MN",44.968022999999995,-93.281638,7,Loring Park,Central,1,3,12/11/2016,22:54,Dana
"316 5th ave se,Minneapolis,MN",44.984876,-93.248721,3,Marcy Holmes,University,2,4,12/12/2016,10:41,Dana
"1818 Polk st ne,Minneapolis,MN",45.006948,-93.24562900000001,1,Windom Park,Northeast,2,2,12/12/2016,16:34,Dana
"628 20th ave ne,Minneapolis,MN",45.008389,-93.257215,1,Holland,Northeast,2,2,12/12/2016,14:46,Dana
"1522 Dupont Ave. N. ,Minneapolis,MN",44.994925,-93.292144,5,Near - North,Near North,2,1,12/12/2016,09:49,Dana
"1021 7 St N,Minneapolis,MN",44.988375,-93.290132,5,Sumner - Glenwood,Near North,2,1,12/12/2016,00:15,Dana
"2910 4th st n,Minneapolis,MN",45.009916,-93.284627,5,Hawthorne,Near North,2,1,12/12/2016,11:47,Dana
"688 summer st ne,Minneapolis,MN",44.996751,-93.253155,3,St. Anthony East,Northeast,2,2,12/12/2016,10:41,Dana
"1706 Buchanan st ne,Minneapolis,MN",45.005266999999996,-93.23998399999999,1,Northeast Park,Northeast,2,2,12/12/2016,16:35,Dana
"208 15th Street West,Minneapolis,MN",44.967739,-93.281171,7,Loring Park,Central,2,3,12/12/2016,00:16,Dana
"1368 SPRUCE PL,Minneapolis,MN",44.968503999999996,-93.28085300000001,7,Loring Park,Central,2,3,12/12/2016,09:50,Dana
"1234 Queen Ave N,Minneapolis,MN",44.990753999999995,-93.30949100000001,5,Willard - Hay,Near North,2,1,12/12/2016,14:46,Dana
"210 15th st w,Minneapolis,MN",44.967667999999996,-93.28143,7,Loring Park,Central,1,3,12/11/2016,22:55,Dana
"1922 Fremont s,Minneapolis,MN",44.963372,-93.295955,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,11:47,Dana
"4325 Thomas Ave n,Minneapolis,MN",45.034176,-93.314014,4,Victory,Camden,2,1,12/12/2016,00:16,Dana
"806 5th ave n,Minneapolis,MN",44.982932,-93.28986,5,Sumner - Glenwood,Near North,2,3,12/12/2016,16:37,Dana
"3528 10th ave s,Minneapolis,MN",44.938626,-93.260323,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,10:43,Dana
"1818 dupont Ave n,Minneapolis,MN",44.998055,-93.2923,5,Near - North,Near North,2,1,12/12/2016,09:50,Dana
"1940 Oliver Ave n ,Minneapolis,MN",45.000076,-93.306926,5,Willard - Hay,Near North,2,1,12/12/2016,14:46,Dana
"98 18th st e,Minneapolis,MN",44.965233000000005,-93.276612,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:48,Dana
"716 9th Ave N,Minneapolis,MN",44.998577000000004,-93.260251,3,St. Anthony West,Northeast,2,2,12/12/2016,16:38,Dana
"613 15TH ST E,Minneapolis,MN",44.968045000000004,-93.26668199999999,6,Elliot Park,Central,2,3,12/12/2016,00:17,Dana
"418 6th ave ne,Minneapolis,MN",44.995021,-93.25833,3,St. Anthony West,Northeast,2,2,12/12/2016,09:52,Dana
"1718 Irving Ave n,Minneapolis,MN",44.996939000000005,-93.299084,5,Near - North,Near North,2,1,12/12/2016,10:43,Dana
"218 15th st w,Minneapolis,MN",44.967739,-93.281245,7,Loring Park,Central,1,3,12/11/2016,22:56,Dana
"4329 Thomas ave,Minneapolis,MN",45.034288000000004,-93.31401600000001,4,Victory,Camden,2,1,12/12/2016,00:19,Dana
"326 Clifton ave ,Minneapolis,MN",44.965906,-93.28323,7,Loring Park,Central,2,3,12/12/2016,14:47,Dana
"704 summer,Minneapolis,MN",44.996918,-93.25238399999999,3,St. Anthony East,Northeast,2,2,12/12/2016,10:43,Dana
"600 2nd st n,Minneapolis,MN",44.988078,-93.274552,3,North Loop,Central,1,1,12/11/2016,22:56,Dana
"3118 Holmes ave s,Minneapolis,MN",44.945828000000006,-93.299607,10,ECCO,Calhoun Isle,2,5,12/12/2016,11:49,Dana
"508 15th st e,Minneapolis,MN",44.968287,-93.268509,7,Elliot Park,Central,2,3,12/12/2016,00:20,Dana
"1328 Irving Ave. N. ,Minneapolis,MN",44.992709999999995,-93.29915600000001,5,Near - North,Near North,2,1,12/12/2016,10:43,Dana
"430 7th Avenue Southeast ,Minneapolis,MN",44.984896,-93.245042,3,Marcy Holmes,University,2,4,12/12/2016,11:49,Dana
"4015 chicago,Minneapolis,MN",44.93008,-93.262192,8,Bancroft,Powderhorn,1,6,12/11/2016,22:58,Dana
"3450 dupont Ave s,Minneapolis,MN",44.939744,-93.293643,10,South Uptown,Calhoun Isle,2,5,12/12/2016,14:47,Dana
"602 15th Street East,Minneapolis,MN",44.968070000000004,-93.26746800000001,7,Elliot Park,Central,2,3,12/12/2016,00:20,Dana
"310 5th ave se,Minneapolis,MN",44.98473,-93.248834,3,Marcy Holmes,University,2,4,12/12/2016,10:44,Dana
"2728 39th st e,Minneapolis,MN",44.932326,-93.233195,12,Standish,Powderhorn,2,6,12/12/2016,09:53,Dana
"3336 Harriet Ave s,Minneapolis,MN",44.941734999999994,-93.285875,8,Lyndale,Powderhorn,2,5,12/12/2016,16:38,Dana
"430 7th Avenue Southeast ,Minneapolis,MN",44.984896,-93.245042,3,Marcy Holmes,University,2,4,12/12/2016,11:49,Dana
"4th Ave s and E 32nd st,Minneapolis,MN",44.944992,-93.270276,9,Central,Powderhorn,1,5,12/11/2016,23:01,Dana
"3000-3099 hennipen Ave s,Minneapolis,MN",44.948207000000004,-93.29831300000001,10,ECCO,Calhoun Isle,2,5,12/12/2016,00:21,Dana
"720 5th Ave South East,Minneapolis,MN",44.989098999999996,-93.24538000000001,3,Marcy Holmes,University,2,4,12/12/2016,10:44,Dana
"314 4th Ave South East,Minneapolis,MN",44.985628000000005,-93.25025,3,Marcy Holmes,University,2,4,12/12/2016,09:55,Dana
"3432 Emerson Ave s,Minneapolis,MN",44.940134,-93.294876,10,South Uptown,Calhoun Isle,2,5,12/12/2016,14:49,Dana
"1706 Stevens ave s,Minneapolis,MN",44.965972,-93.275655,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:49,Dana
"322 12th Ave se,Minneapolis,MN",44.98084,-93.239141,3,Marcy Holmes,University,2,4,12/12/2016,16:38,Dana
"1312 James Ave n ,Minneapolis,MN",44.992034000000004,-93.300685,5,Near - North,Near North,2,1,12/12/2016,11:49,Dana
"514 15th st E,Minneapolis,MN",44.968074,-93.26845300000001,7,Elliot Park,Central,2,3,12/12/2016,00:22,Dana
"2504 30TH AVE S,Minneapolis,MN",44.95708,-93.228696,2,Seward,Longfellow,2,4,12/12/2016,14:50,Dana
"638 Adams st ne,Minneapolis,MN",44.996209,-93.25662,3,St. Anthony East,Northeast,2,2,12/12/2016,10:45,Dana
"1518 Thomas Ave n ,Minneapolis,MN",44.994702000000004,-93.312977,5,Willard - Hay,Near North,2,1,12/12/2016,16:40,Dana
"3935 chicago,Minneapolis,MN",44.931290000000004,-93.262204,8,Bancroft,Powderhorn,1,6,12/11/2016,23:01,Dana
"1908 colfax ave s,Minneapolis,MN",44.963999,-93.291827,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,09:56,Dana
"3528 Fremont ave s,Minneapolis,MN",44.938572,-93.29620899999999,10,South Uptown,Calhoun Isle,2,5,12/12/2016,11:51,Dana
"3300-3399 hennipen Ave s,Minneapolis,MN",44.942774,-93.298363,10,ECCO,Calhoun Isle,2,5,12/12/2016,00:33,Dana
"1322 Irving Ave n ,Minneapolis,MN",44.992539,-93.299419,5,Near - North,Near North,2,1,12/12/2016,10:45,Dana
"3442 Garfield Ave s,Minneapolis,MN",44.939862,-93.287239,8,Lyndale,Powderhorn,2,5,12/12/2016,16:40,Dana
"122 6th ave ne,Minneapolis,MN",44.993728999999995,-93.262618,3,St. Anthony West,Northeast,2,2,12/12/2016,09:57,Dana
"2800 dupont Ave s,Minneapolis,MN",44.951233,-93.293203,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:01,Dana
"1614 Oliver Ave N,Minneapolis,MN",44.995731,-93.306674,5,Willard - Hay,Near North,2,1,12/12/2016,14:51,Dana
"4333 Thomas Ave N,Minneapolis,MN",45.034377,-93.313681,4,Victory,Camden,2,1,12/12/2016,00:34,Dana
"630 adams st ne,Minneapolis,MN",44.995979,-93.256491,3,St. Anthony East,Northeast,2,2,12/12/2016,10:46,Dana
"312 4th st ne,Minneapolis,MN",44.991834999999995,-93.257574,3,St. Anthony West,Northeast,2,2,12/12/2016,11:52,Dana
"3104 14th ave,Minneapolis,MN",44.946332,-93.255309,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,16:41,Dana
"1708 Girard s,Minneapolis,MN",44.966392,-93.29691600000001,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,09:57,Dana
"3300 Hennepin Ave S ,Minneapolis,MN",44.942774,-93.298363,10,ECCO,Calhoun Isle,2,5,12/12/2016,00:35,Dana
"518 5th Ave se ,Minneapolis,MN",44.986957000000004,-93.24708199999999,3,Marcy Holmes,University,2,4,12/12/2016,10:46,Dana
"216 15th st w,Minneapolis,MN",44.973556,-93.247661,6,Cedar Riverside,University,1,4,12/11/2016,23:02,Dana
"818 upton ave n,Minneapolis,MN",44.986692,-93.314277,5,Willard - Hay,Near North,2,1,12/12/2016,14:54,Dana
"3236 Elliot Ave S,Minneapolis,MN",44.943663,-93.261365,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,16:41,Dana
"1362 spruce pl,Minneapolis,MN",44.968503999999996,-93.28085300000001,7,Loring Park,Central,2,3,12/12/2016,09:58,Dana
"424 7th Ave se,Minneapolis,MN",44.984857,-93.245073,3,Marcy Holmes,University,2,4,12/12/2016,11:53,Dana
"2900 Hennepin av South,Minneapolis,MN",44.949064,-93.298292,7,East Isles,Calhoun Isle,2,3,12/12/2016,00:35,Dana
"3740 Longfellow Ave. S.,Minneapolis,MN",44.934691,-93.246081,12,Standish,Powderhorn,2,6,12/12/2016,10:47,Dana
"209 15TH st w,Minneapolis,MN",44.967464,-93.281525,7,Loring Park,Central,1,3,12/11/2016,23:07,Dana
"818 upton ave n,Minneapolis,MN",44.986692,-93.314277,5,Willard - Hay,Near North,2,1,12/12/2016,14:57,Dana
"418 6th Ave se,Minneapolis,MN",44.985295,-93.246563,3,Marcy Holmes,University,2,4,12/12/2016,11:54,Dana
"2908 bloomington ave,Minneapolis,MN",44.949778,-93.25289000000001,9,Midtown Phillips,Phillips,2,3,12/12/2016,00:36,Dana
"224 19TH ST e,Minneapolis,MN",44.963968,-93.27308000000001,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,10:49,Dana
"2800-2899 Emerson av s,Minneapolis,MN",44.951575,-93.29446999999999,10,Lowry Hill East,Calhoun Isle,1,3,12/11/2016,23:08,Dana
"160 12th ave ne,Minneapolis,MN",44.999805,-93.266681,3,Sheridan,Northeast,2,2,12/12/2016,14:57,Dana
"3008 12th ave,Minneapolis,MN",44.947902,-93.257601,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,16:43,Dana
"250 6th st ne,Minneapolis,MN",44.992090000000005,-93.254222,3,St. Anthony East,Northeast,2,2,12/12/2016,09:58,Dana
"26th Hennepin ave s,Minneapolis,MN",44.955436999999996,-93.296776,10,Lowry Hill East,Calhoun Isle,2,3,12/12/2016,00:37,Dana
"408 6th ave se,Minneapolis,MN",44.985221,-93.24662099999999,3,Marcy Holmes,University,2,4,12/12/2016,11:56,Dana
"818 5TH AV n,Minneapolis,MN",44.982795,-93.290313,5,Sumner - Glenwood,Near North,2,3,12/12/2016,16:44,Dana
"2120 Emerson ave s,Minneapolis,MN",44.961264,-93.294685,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,10:50,Dana
"410 6th ave ne,Minneapolis,MN",44.994915,-93.258624,3,St. Anthony West,Northeast,2,2,12/12/2016,10:00,Dana
"2417 hennepin av s,Minneapolis,MN",44.95862,-93.29445,10,Lowry Hill East,Calhoun Isle,2,3,12/12/2016,00:37,Dana
"3800 Elliot ave,Minneapolis,MN",44.933994,-93.261493,8,Bancroft,Powderhorn,2,6,12/12/2016,11:57,Dana
"4200 4th Ave South,Minneapolis,MN",44.926817,-93.27016,8,Regina,Nokomis,1,5,12/11/2016,23:09,Dana
"332 18th ave ne,Minneapolis,MN",45.006371,-93.263038,1,Holland,Northeast,2,2,12/12/2016,14:59,Dana
"3430 dupont Ave n,Minneapolis,MN",45.017789,-93.29285,4,McKinley,Camden,2,1,12/12/2016,16:44,Dana
"416 5th ave se,Minneapolis,MN",44.985946999999996,-93.24755,3,Marcy Holmes,University,2,4,12/12/2016,10:52,Dana
"3300 Hennepin Ave S ,Minneapolis,MN",44.942774,-93.298363,10,ECCO,Calhoun Isle,2,5,12/12/2016,00:39,Dana
"1820 Emerson s,Minneapolis,MN",44.964671,-93.294363,7,Lowry Hill,Calhoun Isle,2,3,12/12/2016,10:00,Dana
"234 18th st e,Minneapolis,MN",44.965235,-93.273585,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:57,Dana
"2906 james ave s,Minneapolis,MN",44.948985,-93.303391,7,East Isles,Calhoun Isle,2,3,12/12/2016,10:53,Dana
"3056 14th Avenue South,Minneapolis,MN",44.946715000000005,-93.25533399999999,9,Powderhorn Park,Powderhorn,2,6,12/12/2016,16:44,Dana
"1600 2nd st n,Minneapolis,MN",44.995631,-93.279444,5,Near - North,Near North,1,1,12/11/2016,23:12,Dana
"802 Queen Ave N,Minneapolis,MN",44.986265,-93.309652,5,Willard - Hay,Near North,2,1,12/12/2016,15:00,Dana
"622 15th st e,Minneapolis,MN",44.96825,-93.26644499999999,7,Elliot Park,Central,2,3,12/12/2016,00:40,Dana
"1536 41st e,Minneapolis,MN",44.928723,-93.25325699999999,8,Bancroft,Powderhorn,2,6,12/12/2016,10:01,Dana
"1916 2nd ave s,Minneapolis,MN",44.963390999999994,-93.274374,6,Steven's Square - Loring Heights,Central,2,3,12/12/2016,11:59,Dana
"1508 SPRUCE PL,Minneapolis,MN",44.966751,-93.28085300000001,7,Loring Park,Central,2,3,12/12/2016,10:54,Dana
