Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
OAKLAND AVE S,44.926414,-93.266351,8,Regina,Nokomis,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.958003999999995,-93.282983,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
FREMONT AVE N,44.98993,-93.294434,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.988415,-93.215174,1,Como,University,4,2,Armatage,02/25/2019,00:00
WASHBURN AVE N,44.993845,-93.31724200000001,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.94313,-93.297111,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
LONGFELLOW AVE S,44.94661,-93.24624200000001,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
6TH AVE SE,44.984272,-93.247571,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.946277,-93.271631,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
52ND AVE N,45.049343,-93.297184,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
11TH AVE S,44.936425,-93.258705,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
2ND AVE S,44.953193,-93.274102,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
33RD ST W,44.942935999999996,-93.29176899999999,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.927709,-93.26648399999999,8,Bryant,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.958273,-93.28294,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
14TH ST E,44.96891,-93.268511,7,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
WASHBURN AVE N,44.994271999999995,-93.317388,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
CLINTON AVE S,44.947089,-93.27157199999999,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.94262,-93.297096,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
5TH ST NE,44.998093,-93.259812,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
2ND AVE S,44.953305,-93.274111,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
33RD ST W,44.942925,-93.289825,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.958352000000005,-93.282775,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
11TH AVE S,44.936407,-93.258747,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
52ND AVE N,45.04935,-93.29128399999999,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.942636,-93.297135,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
ULYSSES ST NE,45.021747999999995,-93.23586,1,Audubon Park,Northeast,2,2,Armatage,02/25/2019,00:00
2ND AVE S,44.9534,-93.274105,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.958209000000004,-93.282882,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
14TH ST E,44.969049,-93.268375,7,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.966364,-93.296829,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.988803999999995,-93.215193,1,Como,University,4,2,Armatage,02/25/2019,00:00
WASHBURN AVE N,44.994446,-93.31737700000001,5,Willard - Hay,Near North,1,2,Armatage,02/25/2019,00:00
52ND AVE N,45.049333000000004,-93.291092,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
15TH AVE S,44.900554,-93.253916,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
57TH ST W,44.899613,-93.289793,13,Kenny,Southwest,5,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.93087,-93.266542,8,Bryant,Powderhorn,5,2,Armatage,02/25/2019,00:00
DIGHT AVE S,44.927917,-93.222096,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
39TH ST E,44.932832,-93.24374,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.941463,-93.297188,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.941903,-93.297107,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
33RD ST W,44.942938,-93.287154,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.931453999999995,-93.266425,8,Bryant,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.958717,-93.282965,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
COLUMBUS AVE S,44.963753000000004,-93.264039,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
DIGHT AVE S,44.927623,-93.221912,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.989258,-93.215168,1,Como,University,4,2,Armatage,02/25/2019,00:00
EWING AVE S,44.948796,-93.327392,7,Cedar - Isles - Dean,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
5TH ST NE,44.997867,-93.259628,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
15TH AVE S,44.899725,-93.253919,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
DIGHT AVE S,44.927448999999996,-93.221777,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
DIGHT AVE S,44.927493,-93.221806,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.962644,-93.296813,7,Lowry Hill,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
39TH ST E,44.932287,-93.243436,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
52ND AVE N,45.049323,-93.289173,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.940791,-93.297134,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
2ND AVE S,44.954448,-93.274106,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
33RD ST W,44.942955,-93.28465200000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.02355,-93.296817,4,Folwell,Camden,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.959796000000004,-93.282804,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
EWING AVE S,44.948822,-93.327333,7,Cedar - Isles - Dean,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
19TH AVE S,44.947588,-93.24479000000001,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
BLOOMINGTON AVE,44.900366999999996,-93.252655,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.962294,-93.266092,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
14TH ST E,44.968971,-93.267161,7,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
5TH ST NE,45.009867,-93.260301,1,Holland,Northeast,2,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.960662,-93.297093,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.98956,-93.215154,1,Como,University,4,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.939684,-93.297108,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
52ND AVE N,45.049333000000004,-93.288209,4,Lind - Bohanon,Camden,1,2,Armatage,02/25/2019,00:00
BLOOMINGTON AVE,44.900544000000004,-93.252666,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.96252,-93.266362,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.962334999999996,-93.266155,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
EWING AVE S,44.948828000000006,-93.327354,7,Cedar - Isles - Dean,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
11TH AVE S,44.939285,-93.258741,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
BLOOMINGTON AVE,44.900574,-93.252645,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
ULYSSES ST NE,45.028264,-93.235825,1,Waite Park,Northeast,2,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.934853000000004,-93.266437,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.984293,-93.245582,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
6TH ST N,45.000862,-93.286475,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.961096000000005,-93.282928,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.961719,-93.266471,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
COLUMBUS AVE S,44.964262,-93.263856,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
14TH ST E,44.968962,-93.267209,7,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.960623,-93.297219,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.98985,-93.215164,1,Como,University,4,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.938369,-93.29715999999999,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
33RD ST W,44.942941,-93.280909,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
6TH ST N,45.000867,-93.286461,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.961163,-93.28295200000001,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.961839000000005,-93.26634399999999,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
5TH ST NE,45.009781,-93.260227,1,Holland,Northeast,2,2,Armatage,02/25/2019,00:00
DIGHT AVE S,44.926598999999996,-93.221175,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
BRYANT AVE N,44.997541999999996,-93.291046,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
39TH ST E,44.932281,-93.232202,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
33RD ST W,44.94293,-93.28089200000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.984804,-93.245049,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
6TH ST N,45.000673,-93.286459,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.961281,-93.282901,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.989895000000004,-93.21515600000001,1,Como,University,4,2,Armatage,02/25/2019,00:00
39TH ST E,44.932338,-93.231434,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
15TH ST E,44.967965,-93.260724,6,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.938105,-93.297247,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
19TH AVE S,44.947517,-93.244843,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
ULYSSES ST NE,45.027891,-93.235821,1,Waite Park,Northeast,2,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.935069,-93.266345,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.934896,-93.266351,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
33RD ST W,44.942961,-93.2802,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.984809999999996,-93.24490300000001,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.961469,-93.266604,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
14TH ST E,44.968891,-93.266952,7,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
BRYANT AVE N,44.997721999999996,-93.291053,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.960087,-93.297048,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH ST E,44.967937,-93.260551,6,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.935202000000004,-93.266326,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.984989,-93.24467299999999,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
14TH AVE SE,44.990253,-93.232008,1,Como,University,4,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.961244,-93.282981,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
COLUMBUS AVE S,44.964232,-93.26388399999999,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
27TH AVE SE,44.990198,-93.215176,1,Como,University,4,2,Armatage,02/25/2019,00:00
15TH ST E,44.967943,-93.260458,6,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
5TH AVE S,44.948206,-93.269138,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
57TH ST W,44.900078,-93.318321,13,Armatage,Southwest,5,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
33RD ST W,44.942941,-93.279942,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.961572,-93.283054,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.960623,-93.266828,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
SNELLING AVE S,44.920493,-93.21696800000001,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
BRYANT AVE N,44.997772999999995,-93.29104,5,Near - North,Near North,1,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.959939,-93.297108,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
15TH ST E,44.967962,-93.260506,6,Elliot Park,Central,3,2,Armatage,02/25/2019,00:00
5TH AVE S,44.947128,-93.269164,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
19TH AVE S,44.944802,-93.245115,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.935681,-93.266255,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.935429,-93.266256,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
33RD ST W,44.942941999999995,-93.27909100000001,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.985396,-93.244546,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.034152,-93.29704699999999,4,Webber - Camden,Camden,1,2,Armatage,02/25/2019,00:00
5TH ST NE,45.003367,-93.260276,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
SNELLING AVE S,44.920851,-93.217148,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
5TH AVE S,44.946923999999996,-93.269058,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
5TH AVE S,44.946872,-93.26904,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
5TH AVE S,44.947165999999996,-93.269176,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
13TH AVE S,44.892084000000004,-93.256688,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
58TH ST W,44.898008000000004,-93.317328,13,Armatage,Southwest,5,2,Armatage,02/25/2019,00:00
15TH AVE SE,44.989414000000004,-93.230746,1,Como,University,4,2,Armatage,02/25/2019,00:00
GIRARD AVE N,45.034245,-93.297027,4,Webber - Camden,Camden,1,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.960435,-93.266664,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
SNELLING AVE S,44.920987,-93.21721600000001,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.95888,-93.296752,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
37TH ST E,44.935963,-93.237711,12,Standish,Powderhorn,6,2,Armatage,02/25/2019,00:00
5TH AVE S,44.947018,-93.26894399999999,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
13TH AVE S,44.892974,-93.256674,11,Diamond Lake,Nokomis,6,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.93633,-93.266379,8,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
15TH AVE SE,44.988521999999996,-93.23076,1,Como,University,4,2,Armatage,02/25/2019,00:00
COLUMBUS AVE S,44.964416,-93.26445600000001,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.95825,-93.296932,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
10TH AVE NE,44.997406,-93.267338,3,St. Anthony West,Northeast,2,2,Armatage,02/25/2019,00:00
19TH AVE S,44.944459,-93.245029,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
32ND ST E,44.94317,-93.277612,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
15TH AVE SE,44.988427,-93.230724,1,Como,University,4,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.96204,-93.28293199999999,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
5TH AVE S,44.945999,-93.269233,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
50TH AVE N,45.045738,-93.31327399999999,4,Shingle Creek,Camden,1,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
32ND ST E,44.943186,-93.27769,8,Lyndale,Powderhorn,5,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.985927000000004,-93.24420500000001,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE N,45.035123999999996,-93.298349,4,Webber - Camden,Camden,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.962419,-93.28309,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.960239,-93.266572,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
COLUMBUS AVE S,44.96443,-93.264561,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
FREMONT AVE S,44.942119,-93.295878,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
GIRARD AVE S,44.958439,-93.296892,7,East Isles,Calhoun Isle,3,2,Armatage,02/25/2019,00:00
26TH AVE SE,44.991191,-93.216464,1,Como,University,4,2,Armatage,02/25/2019,00:00
5TH AVE S,44.94572,-93.26902199999999,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
6TH ST N,45.003805,-93.286425,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE N,45.035068,-93.298338,4,Webber - Camden,Camden,1,2,Armatage,02/25/2019,00:00
OAKLAND AVE S,44.960156,-93.266598,6,Phillips West,Phillips,3,2,Armatage,02/25/2019,00:00
5TH ST NE,45.000696000000005,-93.260308,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
COLUMBUS AVE S,44.96506,-93.264093,6,Ventura Village,Phillips,3,2,Armatage,02/25/2019,00:00
SNELLING AVE S,44.924845,-93.219264,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
SNELLING AVE S,44.92467,-93.219245,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
10TH AVE S,44.937399,-93.260013,9,Powderhorn Park,Powderhorn,6,2,Armatage,02/25/2019,00:00
5TH AVE S,44.945796,-93.26917900000001,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
19TH AVE S,44.944294,-93.245016,9,Corcoran,Powderhorn,6,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
6TH ST N,45.004022,-93.28643000000001,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
PLEASANT AVE,44.962525,-93.282916,10,Whittier,Powderhorn,3,2,Armatage,02/25/2019,00:00
FREMONT AVE S,44.942296,-93.295932,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
26TH AVE SE,44.991106,-93.21643399999999,1,Como,University,4,2,Armatage,02/25/2019,00:00
5TH AVE S,44.945531,-93.268984,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
50TH AVE N,45.045752,-93.31217,4,Shingle Creek,Camden,1,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.987173999999996,-93.243461,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
16TH AVE SE,44.988656,-93.22946999999999,1,Como,University,4,2,Armatage,02/25/2019,00:00
6TH ST N,45.004251000000004,-93.286448,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
5TH ST NE,45.000537,-93.260269,3,Sheridan,Northeast,2,2,Armatage,02/25/2019,00:00
SNELLING AVE S,44.926099,-93.219981,12,Hiawatha,Longfellow,6,2,Armatage,02/25/2019,00:00
50TH AVE N,45.045742,-93.312044,4,Shingle Creek,Camden,1,2,Armatage,02/25/2019,00:00
5TH AVE S,44.945584000000004,-93.269127,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
FREMONT AVE S,44.942353000000004,-93.295823,10,South Uptown,Calhoun Isle,5,2,Armatage,02/25/2019,00:00
5TH AVE S,44.94526,-93.269026,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
5TH AVE S,44.945401000000004,-93.268792,9,Central,Powderhorn,5,2,Armatage,02/25/2019,00:00
RUSSELL AVE N,45.012609999999995,-93.312348,4,Jordan,Near North,1,2,Armatage,02/25/2019,00:00
7TH AVE SE,44.987981,-93.24244300000001,3,Marcy Holmes,University,4,2,Armatage,02/25/2019,00:00
16TH AVE SE,44.988808,-93.229483,1,Como,University,4,2,Armatage,02/25/2019,00:00
6TH ST N,45.004597,-93.28645,5,Hawthorne,Near North,1,2,Armatage,02/25/2019,00:00
HUMBOLDT AVE N,45.033405,-93.29831800000001,4,Webber - Camden,Camden,1,2,Armatage,02/25/2019,00:00
2ND AVE N,44.978964000000005,-93.30691999999999,5,Harrison,Near North,3,3,Armatage,02/26/2019,00:00
6TH ST N,45.014152,-93.286532,4,McKinley,Camden,1,3,Armatage,02/26/2019,00:00
THOMAS AVE N,44.995865,-93.31341,5,Willard - Hay,Near North,1,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.927867,-93.263918,8,Bryant,Powderhorn,5,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.940927,-93.292001,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
49TH ST E,44.914289000000004,-93.27770699999999,11,Tangletown,Southwest,5,3,Armatage,02/26/2019,00:00
ARTHUR ST NE,45.016087,-93.232025,1,Audubon Park,Northeast,2,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.949783000000004,-93.285387,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
33RD ST E,44.9432,-93.24869699999999,9,Powderhorn Park,Powderhorn,6,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.940599,-93.291999,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.957632000000004,-93.281334,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
2ND AVE S,44.962946,-93.274017,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
6TH ST N,45.015454,-93.286516,4,McKinley,Camden,1,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.949735,-93.285319,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.952621,-93.263909,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
15TH ST E,44.967969000000004,-93.258002,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.932534000000004,-93.224487,12,Howe,Longfellow,6,3,Armatage,02/26/2019,00:00
COLFAX AVE S,44.942217,-93.29215400000001,10,South Uptown,Calhoun Isle,5,3,Armatage,02/26/2019,00:00
ARTHUR ST NE,45.013453999999996,-93.232062,1,Audubon Park,Northeast,2,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.957621,-93.281245,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.932586,-93.224531,12,Howe,Longfellow,6,3,Armatage,02/26/2019,00:00
9TH ST S,44.967620000000004,-93.257963,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
2ND AVE S,44.963457,-93.273975,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
15TH ST E,44.968090000000004,-93.257761,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.949928,-93.28548,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
9TH ST S,44.967904,-93.25751899999999,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
17TH AVE S,44.944041999999996,-93.249875,9,Powderhorn Park,Powderhorn,6,3,Armatage,02/26/2019,00:00
POLK ST NE,44.997894,-93.244837,3,Beltrami,Northeast,2,3,Armatage,02/26/2019,00:00
15TH ST E,44.967833,-93.257796,6,Elliot Park,Central,3,3,Armatage,02/26/2019,00:00
HARRIET AVE S,44.949934999999996,-93.285512,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
33RD ST E,44.943031,-93.24364200000001,9,Corcoran,Powderhorn,6,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.957159999999995,-93.28132099999999,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.951716,-93.263891,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
13TH AVE SE,44.984840999999996,-93.23441,3,Marcy Holmes,University,4,3,Armatage,02/26/2019,00:00
2ND AVE S,44.96371,-93.274024,6,Steven's Square - Loring Heights,Central,3,3,Armatage,02/26/2019,00:00
SNELLING AVE S,44.93427,-93.225717,12,Howe,Longfellow,6,3,Armatage,02/26/2019,00:00
JAMES AVE N,44.990429999999996,-93.300738,5,Near - North,Near North,1,3,Armatage,02/26/2019,00:00
33RD ST E,44.943018,-93.243553,9,Corcoran,Powderhorn,6,3,Armatage,02/26/2019,00:00
PILLSBURY AVE,44.956974,-93.281288,10,Whittier,Powderhorn,3,3,Armatage,02/26/2019,00:00
COLUMBUS AVE S,44.95167,-93.26391600000001,6,Phillips West,Phillips,3,3,Armatage,02/26/2019,00:00
