Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,Tow_Zone,Date,Time,Emergency
"901 10th Ave N,Minneapolis,MN",44.988152,-93.292132,5,Sumner - Glenwood,Near North,3,1,01/13/2017,12:36,Jane
"715 5th ave n,Minneapolis,MN",44.982788,-93.28926,5,Sumner - Glenwood,Near North,3,3,01/13/2017,14:22,Jane
"813 5TH AV n,Minneapolis,MN",44.982774,-93.289674,5,Sumner - Glenwood,Near North,3,3,01/13/2017,14:32,Jane
"124 15th ST W,Minneapolis,MN",44.975885,-93.23674399999999,2,University of Minnesota,University,1,4,01/11/2017,22:10,Jane
"614 Delaware ST SE,Minneapolis,MN",44.971961,-93.22949799999999,2,University of Minnesota,University,2,4,01/12/2017,01:44,Jane
"8th 15th Street Southeast,Minneapolis,MN",44.983748999999996,-93.23127,2,University of Minnesota,University,2,4,01/12/2017,02:03,Jane
"614 Delaware ST SE,Minneapolis,MN",44.971961,-93.22949799999999,2,University of Minnesota,University,2,4,01/12/2017,02:10,Jane
"614 Delaware state se,Minneapolis,MN",44.971961,-93.22949799999999,2,University of Minnesota,University,2,4,01/12/2017,03:28,Jane
"1502 8th st se,Minneapolis,MN",44.983807,-93.231197,2,University of Minnesota,University,2,4,01/12/2017,15:47,Jane
"1508 8th St SE ,Minneapolis,MN",44.983725,-93.230994,2,University of Minnesota,University,2,4,01/12/2017,15:57,Jane
"1522 8th st se,Minneapolis,MN",44.983536,-93.230521,2,University of Minnesota,University,2,4,01/12/2017,16:29,Jane
"1506 8th st se,Minneapolis,MN",44.983753,-93.231062,2,University of Minnesota,University,2,4,01/12/2017,16:45,Jane
"221 19th St s,Minneapolis,MN",44.973618,-93.245856,2,University of Minnesota,University,3,4,01/13/2017,10:28,Jane
"315 19th ave ne,Minneapolis,MN",44.970776,-93.245648,2,University of Minnesota,University,3,4,01/13/2017,12:29,Jane
"2109 Bloomington Ave s ,Minneapolis,MN",44.961452,-93.252071,6,Ventura Village,Phillips,1,3,01/11/2017,23:42,Jane
"900 24 ST E,Minneapolis,MN",44.959133,-93.261083,6,Ventura Village,Phillips,2,3,01/12/2017,02:07,Jane
"1000 19th st e,Minneapolis,MN",44.963947,-93.259664,6,Ventura Village,Phillips,2,3,01/12/2017,15:38,Jane
"1004 19th st e,Minneapolis,MN",44.963947999999995,-93.259427,6,Ventura Village,Phillips,2,3,01/12/2017,15:40,Jane
"620 19th St e,Minneapolis,MN",44.964153,-93.266494,6,Ventura Village,Phillips,2,3,01/12/2017,15:44,Jane
"820 18th St e ,Minneapolis,MN",44.965171000000005,-93.262236,6,Ventura Village,Phillips,2,3,01/12/2017,15:50,Jane
"718 18TH ST E,Minneapolis,MN",44.965236,-93.26462099999999,6,Ventura Village,Phillips,2,3,01/12/2017,16:22,Jane
"720 18TH ST E,Minneapolis,MN",44.965236,-93.26457099999999,6,Ventura Village,Phillips,2,3,01/12/2017,16:28,Jane
"1805 10th s,Minneapolis,MN",44.964996,-93.259248,6,Ventura Village,Phillips,3,3,01/13/2017,11:51,Jane
"4100 THOMAS AV N,Minneapolis,MN",45.029699,-93.313187,4,Victory,Camden,2,1,01/12/2017,00:26,Jane
"4228 penn ave n ,Minneapolis,MN",45.032294,-93.30819100000001,4,Victory,Camden,2,1,01/12/2017,00:55,Jane
"4334 Penn Ave N,Minneapolis,MN",45.03441,-93.308161,4,Victory,Camden,2,1,01/12/2017,01:02,Jane
"3859 Lyndale Ave N,Minneapolis,MN",45.02559,-93.288344,4,Webber - Camden,Camden,2,1,01/12/2017,00:12,Jane
"4172 Penn av n,Minneapolis,MN",45.030634,-93.30845699999999,4,Webber - Camden,Camden,2,1,01/12/2017,01:34,Jane
"823 42nd Ave n ,Minneapolis,MN",45.031368,-93.290453,4,Webber - Camden,Camden,2,1,01/12/2017,02:11,Jane
"4134 girard Ave n ,Minneapolis,MN",45.030834000000006,-93.29678,4,Webber - Camden,Camden,2,1,01/12/2017,12:06,Jane
"4224 n girard ave,Minneapolis,MN",45.032505,-93.296851,4,Webber - Camden,Camden,2,1,01/12/2017,12:19,Jane
"4130 Aldrich Ave. N. ,Minneapolis,MN",45.03027,-93.28913399999999,4,Webber - Camden,Camden,2,1,01/12/2017,12:26,Jane
"3824 aldrich ave n ,Minneapolis,MN",45.024688,-93.289313,4,Webber - Camden,Camden,2,1,01/12/2017,13:28,Jane
"3834 Bryant Ave n ,Minneapolis,MN",45.024989,-93.290322,4,Webber - Camden,Camden,2,1,01/12/2017,13:31,Jane
"4142 Bryant Ave N,Minneapolis,MN",45.030614,-93.290356,4,Webber - Camden,Camden,2,1,01/12/2017,14:25,Jane
"4042 Colfax av no,Minneapolis,MN",45.029108,-93.29155300000001,4,Webber - Camden,Camden,2,1,01/12/2017,15:39,Jane
"4136 n bryant ave,Minneapolis,MN",45.030504,-93.290628,4,Webber - Camden,Camden,2,1,01/12/2017,15:41,Jane
"4346 & humboldt ave,Minneapolis,MN",45.034698999999996,-93.298112,4,Webber - Camden,Camden,2,1,01/12/2017,16:38,Jane
"3807 6 st no,Minneapolis,MN",45.024164,-93.286556,4,Webber - Camden,Camden,3,1,01/13/2017,10:06,Jane
"3849 6th st n,Minneapolis,MN",45.025338,-93.28657,4,Webber - Camden,Camden,3,1,01/13/2017,10:16,Jane
"4027 Bryant av no ,Minneapolis,MN",45.028597999999995,-93.29095799999999,4,Webber - Camden,Camden,3,1,01/13/2017,11:35,Jane
"3943 Bryant av no,Minneapolis,MN",45.027003,-93.290887,4,Webber - Camden,Camden,3,1,01/13/2017,12:08,Jane
"4031 Colfax Ave n ,Minneapolis,MN",45.028737,-93.29219499999999,4,Webber - Camden,Camden,3,1,01/13/2017,12:19,Jane
"4045 Colfax av no,Minneapolis,MN",45.029195,-93.29215500000001,4,Webber - Camden,Camden,3,1,01/13/2017,13:14,Jane
"4207 aldrich ave n ,Minneapolis,MN",45.031824,-93.289571,4,Webber - Camden,Camden,3,1,01/13/2017,13:27,Jane
"3905 dupont Ave n ,Minneapolis,MN",45.026013,-93.293161,4,Webber - Camden,Camden,3,1,01/13/2017,13:33,Jane
"4123 Emerson Ave. N. ,Minneapolis,MN",45.030444,-93.294501,4,Webber - Camden,Camden,3,1,01/13/2017,13:33,Jane
"4017 dupont Ave n ,Minneapolis,MN",45.028233,-93.293215,4,Webber - Camden,Camden,3,1,01/13/2017,14:41,Jane
"5715 25th ave,Minneapolis,MN",44.8994,-93.235925,11,Wenonah,Nokomis,3,6,01/13/2017,14:21,Jane
"5737 bossen Terrace,Minneapolis,MN",44.899127,-93.22661,11,Wenonah,Nokomis,3,6,01/13/2017,15:07,Jane
"5713 bossen Terrace,Minneapolis,MN",44.899701,-93.225953,11,Wenonah,Nokomis,3,6,01/13/2017,16:18,Jane
"3000 DREW AVE S,Minneapolis,MN",44.948402,-93.32629200000001,13,West Calhoun,Calhoun Isle,1,3,01/11/2017,23:11,Jane
"3000 DREW AVE S,Minneapolis,MN",44.948402,-93.32629200000001,13,West Calhoun,Calhoun Isle,1,3,01/11/2017,23:58,Jane
"3000 DREW AVE S,Minneapolis,MN",44.948402,-93.32629200000001,13,West Calhoun,Calhoun Isle,2,3,01/12/2017,00:01,Jane
"3800 30th 1/2 Street West,Minneapolis,MN",44.947834,-93.327572,13,West Calhoun,Calhoun Isle,2,3,01/12/2017,00:46,Jane
"3000 DREW AVE S,Minneapolis,MN",44.948402,-93.32629200000001,13,West Calhoun,Calhoun Isle,2,3,01/12/2017,01:28,Jane
"3800 30 1/2 st w,Minneapolis,MN",44.947834,-93.327572,13,West Calhoun,Calhoun Isle,2,3,01/12/2017,01:34,Jane
"3000 DREW AVE S,Minneapolis,MN",44.948402,-93.32629200000001,13,West Calhoun,Calhoun Isle,2,3,01/12/2017,01:40,Jane
"2200 Blaisdell Ave Ave S,Minneapolis,MN",44.960681,-93.280062,10,Whittier,Powderhorn,2,3,01/12/2017,03:13,Jane
"2200 BLAISDELL AVE,Minneapolis,MN",44.960681,-93.280062,10,Whittier,Powderhorn,2,3,01/12/2017,03:17,Jane
"2300 BLAISDELL AVE S,Minneapolis,MN",44.959674,-93.279624,10,Whittier,Powderhorn,2,3,01/12/2017,03:25,Jane
"2400 BLAISDELL AVE ,Minneapolis,MN",44.958844,-93.280097,10,Whittier,Powderhorn,2,3,01/12/2017,03:41,Jane
"2400 blaidsdell ave,Minneapolis,MN",44.958844,-93.280097,10,Whittier,Powderhorn,2,3,01/12/2017,03:47,Jane
"2400 BLAISDELL AVE S,Minneapolis,MN",44.958844,-93.280097,10,Whittier,Powderhorn,2,3,01/12/2017,03:48,Jane
"2400 BLAISDELL AVE,Minneapolis,MN",44.958844,-93.280097,10,Whittier,Powderhorn,2,3,01/12/2017,03:53,Jane
"2200 BLAISDELL AVE,Minneapolis,MN",44.960681,-93.280062,10,Whittier,Powderhorn,2,3,01/12/2017,03:56,Jane
"26th St and Blaisdell Ave s ,Minneapolis,MN",44.955539,-93.279634,10,Whittier,Powderhorn,2,3,01/12/2017,04:12,Jane
"2500 blaisdell ave,Minneapolis,MN",44.956971,-93.280108,10,Whittier,Powderhorn,2,3,01/12/2017,04:13,Jane
"2600 blaisdell ave,Minneapolis,MN",44.955521000000005,-93.279653,10,Whittier,Powderhorn,2,3,01/12/2017,04:20,Jane
"2400 BLAISDELL AVE,Minneapolis,MN",44.958844,-93.280097,10,Whittier,Powderhorn,2,3,01/12/2017,04:35,Jane
"27th and Blaisdell Ave s ,Minneapolis,MN",44.953742999999996,-93.279658,10,Whittier,Powderhorn,2,3,01/12/2017,04:36,Jane
"2600 BLAisdell Ave,Minneapolis,MN",44.955521000000005,-93.279653,10,Whittier,Powderhorn,2,3,01/12/2017,04:38,Jane
"28th and Blaisdell ,Minneapolis,MN",44.951937,-93.279655,10,Whittier,Powderhorn,2,3,01/12/2017,05:02,Jane
"2600 BLAisdell Ave,Minneapolis,MN",44.955521000000005,-93.279653,10,Whittier,Powderhorn,2,3,01/12/2017,05:23,Jane
"27th and Blaisdell Ave s ,Minneapolis,MN",44.953742999999996,-93.279658,10,Whittier,Powderhorn,2,3,01/12/2017,05:29,Jane
"2600 block blaisdale,Minneapolis,MN",44.955521000000005,-93.279653,10,Whittier,Powderhorn,2,3,01/12/2017,05:54,Jane
"2700 block Blaisdell South,Minneapolis,MN",44.953612,-93.28003000000001,10,Whittier,Powderhorn,2,3,01/12/2017,05:59,Jane
"2306 Clinton Ave s ,Minneapolis,MN",44.959723,-93.271506,10,Whittier,Powderhorn,2,3,01/12/2017,10:54,Jane
"2106 clinton av s,Minneapolis,MN",44.96145,-93.271723,10,Whittier,Powderhorn,2,3,01/12/2017,10:56,Jane
"2304 CLINTON AVE S,Minneapolis,MN",44.959734000000005,-93.271506,10,Whittier,Powderhorn,2,3,01/12/2017,11:11,Jane
"2410 Clinton Ave s ,Minneapolis,MN",44.958813,-93.271506,10,Whittier,Powderhorn,2,3,01/12/2017,11:21,Jane
"2004 pleasant ave s,Minneapolis,MN",44.962658000000005,-93.28294,10,Whittier,Powderhorn,2,3,01/12/2017,11:22,Jane
"2414 Clinton ,Minneapolis,MN",44.958739,-93.271615,10,Whittier,Powderhorn,2,3,01/12/2017,11:23,Jane
"2710 3RD AV S,Minneapolis,MN",44.952903000000006,-93.273084,10,Whittier,Powderhorn,2,3,01/12/2017,11:23,Jane
"2202 Clinton ,Minneapolis,MN",44.960682,-93.271508,10,Whittier,Powderhorn,2,3,01/12/2017,11:25,Jane
"2110 CLINTON AVE S,Minneapolis,MN",44.961346,-93.271775,10,Whittier,Powderhorn,2,3,01/12/2017,11:32,Jane
"2630 3RD AVE,Minneapolis,MN",44.954307,-93.27280999999999,10,Whittier,Powderhorn,2,3,01/12/2017,11:36,Jane
"2312 pleasant ave s,Minneapolis,MN",44.959589,-93.282951,10,Whittier,Powderhorn,2,3,01/12/2017,11:51,Jane
"2418 pleasant ave s,Minneapolis,MN",44.958416,-93.282963,10,Whittier,Powderhorn,2,3,01/12/2017,11:53,Jane
"2540 pleasant ave s,Minneapolis,MN",44.955974,-93.283275,10,Whittier,Powderhorn,2,3,01/12/2017,12:25,Jane
"2416 PLEASENT AVE S ,Minneapolis,MN",44.958503,-93.282962,10,Whittier,Powderhorn,2,3,01/12/2017,12:27,Jane
"2310 harriet ave s,Minneapolis,MN",44.959602000000004,-93.285876,10,Whittier,Powderhorn,2,3,01/12/2017,12:56,Jane
"2200 harriet ave s,Minneapolis,MN",44.96071,-93.28576899999999,10,Whittier,Powderhorn,2,3,01/12/2017,12:58,Jane
"2420 Garfield ave s,Minneapolis,MN",44.958420000000004,-93.28709599999999,10,Whittier,Powderhorn,2,3,01/12/2017,13:17,Jane
"2216 Garfield ave s,Minneapolis,MN",44.960244,-93.287092,10,Whittier,Powderhorn,2,3,01/12/2017,13:34,Jane
"2428 Garfield ave s,Minneapolis,MN",44.9582,-93.28709599999999,10,Whittier,Powderhorn,2,3,01/12/2017,13:36,Jane
"2446 garfield ave s,Minneapolis,MN",44.957709,-93.286781,10,Whittier,Powderhorn,2,3,01/12/2017,13:41,Jane
"2002 PLEASANT AVE S ,Minneapolis,MN",44.962675,-93.28294,10,Whittier,Powderhorn,2,3,01/12/2017,14:02,Jane
"2648 garfield ave s,Minneapolis,MN",44.95389,-93.28706899999999,10,Whittier,Powderhorn,2,3,01/12/2017,14:08,Jane
"2450 Garfield ave s,Minneapolis,MN",44.957576,-93.28678199999999,10,Whittier,Powderhorn,2,3,01/12/2017,14:11,Jane
"2454 harriet ave s,Minneapolis,MN",44.957516999999996,-93.28550600000001,10,Whittier,Powderhorn,2,3,01/12/2017,14:13,Jane
"2011 PILLSBURY av s,Minneapolis,MN",44.962183,-93.280811,10,Whittier,Powderhorn,2,3,01/12/2017,14:15,Jane
"2002 2ND AVE S,Minneapolis,MN",44.962559999999996,-93.274035,10,Whittier,Powderhorn,2,3,01/12/2017,14:17,Jane
"2204 PILLSBURY AVE S,Minneapolis,MN",44.960515,-93.28129,10,Whittier,Powderhorn,2,3,01/12/2017,14:19,Jane
"2200 PILLSBURY AVE S,Minneapolis,MN",44.960615999999995,-93.281754,10,Whittier,Powderhorn,2,3,01/12/2017,14:25,Jane
"2304 Pillsbury AV S,Minneapolis,MN",44.959863,-93.281769,10,Whittier,Powderhorn,2,3,01/12/2017,14:33,Jane
"2014 grand ave s,Minneapolis,MN",44.96215,-93.284201,10,Whittier,Powderhorn,2,3,01/12/2017,14:33,Jane
"2436 Pillsbury AV S,Minneapolis,MN",44.957794,-93.281305,10,Whittier,Powderhorn,2,3,01/12/2017,14:36,Jane
"2726 pleasant Ave s ,Minneapolis,MN",44.952698999999996,-93.283385,10,Whittier,Powderhorn,2,3,01/12/2017,14:38,Jane
"2414 grand ave s,Minneapolis,MN",44.958519,-93.284231,10,Whittier,Powderhorn,2,3,01/12/2017,14:49,Jane
"2430 harriet ave s,Minneapolis,MN",44.9582,-93.285765,10,Whittier,Powderhorn,2,3,01/12/2017,14:51,Jane
"2706 pleasant av,Minneapolis,MN",44.953398,-93.28331800000001,10,Whittier,Powderhorn,2,3,01/12/2017,14:56,Jane
"2102 grand ave s,Minneapolis,MN",44.9617,-93.28420200000001,10,Whittier,Powderhorn,2,3,01/12/2017,14:58,Jane
"2544 PLEASANT AVE S,Minneapolis,MN",44.955839000000005,-93.28336999999999,10,Whittier,Powderhorn,2,3,01/12/2017,15:04,Jane
"2538 PLEASANT AVE S,Minneapolis,MN",44.956107,-93.283268,10,Whittier,Powderhorn,2,3,01/12/2017,15:06,Jane
"2724 pleasant Ave s ,Minneapolis,MN",44.952829,-93.283385,10,Whittier,Powderhorn,2,3,01/12/2017,15:10,Jane
"2008 GRAND AVE,Minneapolis,MN",44.962314,-93.284454,10,Whittier,Powderhorn,2,3,01/12/2017,15:22,Jane
"2308 grand Ave s,Minneapolis,MN",44.959747,-93.284487,10,Whittier,Powderhorn,2,3,01/12/2017,15:42,Jane
"2808 Garfield av s,Minneapolis,MN",44.95153,-93.286839,10,Whittier,Powderhorn,2,3,01/12/2017,15:58,Jane
"2802 PILLSBURY AVE S,Minneapolis,MN",44.951715,-93.281343,10,Whittier,Powderhorn,2,3,01/12/2017,16:25,Jane
"2518 STEVENS AVE S,Minneapolis,MN",44.956555,-93.275335,10,Whittier,Powderhorn,2,3,01/12/2017,16:30,Jane
"2314 STEVENS AVE SO,Minneapolis,MN",44.960006,-93.275307,10,Whittier,Powderhorn,2,3,01/12/2017,16:35,Jane
"2436 stevens av s,Minneapolis,MN",44.957918,-93.275675,10,Whittier,Powderhorn,2,3,01/12/2017,16:43,Jane
"507 22nd st w,Minneapolis,MN",44.960906,-93.286185,10,Whittier,Powderhorn,3,3,01/13/2017,10:19,Jane
"509 22nd st w,Minneapolis,MN",44.960718,-93.286018,10,Whittier,Powderhorn,3,3,01/13/2017,10:21,Jane
"2019 Garfield ave s,Minneapolis,MN",44.962086,-93.286388,10,Whittier,Powderhorn,3,3,01/13/2017,10:51,Jane
"2007 Garfield ave s,Minneapolis,MN",44.962388,-93.28669000000001,10,Whittier,Powderhorn,3,3,01/13/2017,10:52,Jane
"2203 Garfield ave s,Minneapolis,MN",44.960462,-93.28670600000001,10,Whittier,Powderhorn,3,3,01/13/2017,11:22,Jane
"2405 garfield ave s,Minneapolis,MN",44.958822,-93.286736,10,Whittier,Powderhorn,3,3,01/13/2017,11:23,Jane
"2419 Garfield ave s,Minneapolis,MN",44.95848,-93.286738,10,Whittier,Powderhorn,3,3,01/13/2017,11:24,Jane
"2453 garfield ave s,Minneapolis,MN",44.957551,-93.286396,10,Whittier,Powderhorn,3,3,01/13/2017,11:42,Jane
"2317 harriet ave s,Minneapolis,MN",44.959512,-93.285134,10,Whittier,Powderhorn,3,3,01/13/2017,12:03,Jane
"2225 Harriet Ave s ,Minneapolis,MN",44.960058000000004,-93.285134,10,Whittier,Powderhorn,3,3,01/13/2017,12:05,Jane
"2401 grand ave s,Minneapolis,MN",44.958981,-93.283974,10,Whittier,Powderhorn,3,3,01/13/2017,12:06,Jane
"2441 HARRIET AVE,Minneapolis,MN",44.957747,-93.285256,10,Whittier,Powderhorn,3,3,01/13/2017,12:07,Jane
"2517 HARRIET AVE,Minneapolis,MN",44.956643,-93.285476,10,Whittier,Powderhorn,3,3,01/13/2017,12:10,Jane
"203 22nd st w,Minneapolis,MN",44.960884,-93.281429,10,Whittier,Powderhorn,3,3,01/13/2017,12:18,Jane
"603 22nd St w,Minneapolis,MN",44.960903,-93.286741,10,Whittier,Powderhorn,3,3,01/13/2017,12:19,Jane
"2129 pleasant Ave s,Minneapolis,MN",44.961085,-93.282905,10,Whittier,Powderhorn,3,3,01/13/2017,12:30,Jane
"2215 pleasant Ave s,Minneapolis,MN",44.960431,-93.282499,10,Whittier,Powderhorn,3,3,01/13/2017,12:32,Jane
"217 22nd St w,Minneapolis,MN",44.960886,-93.28231,10,Whittier,Powderhorn,3,3,01/13/2017,12:38,Jane
"2517 pleasant ave,Minneapolis,MN",44.956686,-93.28249100000001,10,Whittier,Powderhorn,3,3,01/13/2017,12:39,Jane
"621 22ND ST W,Minneapolis,MN",44.960902000000004,-93.28698100000001,10,Whittier,Powderhorn,3,3,01/13/2017,12:43,Jane
"425 25TH ST W,Minneapolis,MN",44.95733,-93.284994,10,Whittier,Powderhorn,3,3,01/13/2017,12:45,Jane
"129 22nd St w ,Minneapolis,MN",44.960888,-93.28008,10,Whittier,Powderhorn,3,3,01/13/2017,12:54,Jane
"2219 pillsbury av s,Minneapolis,MN",44.960184999999996,-93.280916,10,Whittier,Powderhorn,3,3,01/13/2017,12:55,Jane
"2427 pillsbury ave s,Minneapolis,MN",44.958166999999996,-93.281267,10,Whittier,Powderhorn,3,3,01/13/2017,13:08,Jane
"115 22nd St w ,Minneapolis,MN",44.960889,-93.279845,10,Whittier,Powderhorn,3,3,01/13/2017,13:12,Jane
"2525 pillsburry ave s,Minneapolis,MN",44.956443,-93.28089,10,Whittier,Powderhorn,3,3,01/13/2017,13:14,Jane
"2443 Garfield ave s,Minneapolis,MN",44.957764000000005,-93.286394,10,Whittier,Powderhorn,3,3,01/13/2017,13:25,Jane
"113 22nd St w,Minneapolis,MN",44.960889,-93.27981199999999,10,Whittier,Powderhorn,3,3,01/13/2017,13:31,Jane
"2215 GARFIELD AVE S,Minneapolis,MN",44.960332,-93.286393,10,Whittier,Powderhorn,3,3,01/13/2017,13:41,Jane
"2009 clinton ave s,Minneapolis,MN",44.962384,-93.271476,10,Whittier,Powderhorn,3,3,01/13/2017,13:46,Jane
"907 Penn Ave N,Minneapolis,MN",44.987177,-93.308576,5,Willard - Hay,Near North,1,1,01/11/2017,22:28,Jane
"2419 Plymouth Ave N,Minneapolis,MN",44.991341,-93.311727,5,Willard - Hay,Near North,1,1,01/11/2017,22:39,Jane
"804 Washburn Ave N,Minneapolis,MN",44.986282,-93.3172,5,Willard - Hay,Near North,2,1,01/12/2017,09:04,Jane
"1914 Logan Ave N,Minneapolis,MN",44.998892,-93.303161,5,Willard - Hay,Near North,2,1,01/12/2017,09:51,Jane
"1912 Morgan av no,Minneapolis,MN",44.999201,-93.304419,5,Willard - Hay,Near North,2,1,01/12/2017,10:26,Jane
"1308 Logan Ave N,Minneapolis,MN",44.991884000000006,-93.303184,5,Willard - Hay,Near North,2,1,01/12/2017,10:40,Jane
"1428 newton ave n,Minneapolis,MN",44.993953999999995,-93.305689,5,Willard - Hay,Near North,2,1,01/12/2017,11:38,Jane
"1418 Newton Ave N,Minneapolis,MN",44.993695,-93.30544599999999,5,Willard - Hay,Near North,2,1,01/12/2017,11:45,Jane
"1506 newton ave n,Minneapolis,MN",44.994433,-93.305444,5,Willard - Hay,Near North,2,1,01/12/2017,12:02,Jane
"1828 newton ave n,Minneapolis,MN",44.998301,-93.305673,5,Willard - Hay,Near North,2,1,01/12/2017,12:07,Jane
"1330 queen ave n,Minneapolis,MN",44.992083,-93.309485,5,Willard - Hay,Near North,2,1,01/12/2017,12:50,Jane
"1528 Queen Ave. N. ,Minneapolis,MN",44.994948,-93.309483,5,Willard - Hay,Near North,2,1,01/12/2017,12:56,Jane
"2008 14th Ave n ,Minneapolis,MN",44.993086,-93.305815,5,Willard - Hay,Near North,2,1,01/12/2017,12:56,Jane
"926 Sheridan Ave N,Minneapolis,MN",44.987773,-93.311791,5,Willard - Hay,Near North,2,1,01/12/2017,13:18,Jane
"2004 14th Ave n ,Minneapolis,MN",44.993086,-93.305763,5,Willard - Hay,Near North,2,1,01/12/2017,13:18,Jane
"2020 Sheridan Ave N. ,Minneapolis,MN",45.000189,-93.312031,5,Willard - Hay,Near North,2,1,01/12/2017,13:19,Jane
"2022 queen ave n,Minneapolis,MN",45.000233,-93.309115,5,Willard - Hay,Near North,2,1,01/12/2017,13:20,Jane
"1822 queen ave n,Minneapolis,MN",44.998263,-93.309473,5,Willard - Hay,Near North,2,1,01/12/2017,13:26,Jane
"1230 Thomas Ave. N. ,Minneapolis,MN",44.990598,-93.313339,5,Willard - Hay,Near North,2,1,01/12/2017,13:47,Jane
"2006 14th Ave n ,Minneapolis,MN",44.993086,-93.305789,5,Willard - Hay,Near North,2,1,01/12/2017,13:48,Jane
"2212 queen ave n,Minneapolis,MN",45.001978,-93.309466,5,Willard - Hay,Near North,2,1,01/12/2017,14:04,Jane
"2010 Thomas ave n,Minneapolis,MN",44.99992,-93.312961,5,Willard - Hay,Near North,2,1,01/12/2017,14:14,Jane
"1516 Sheridan Ave. N. ,Minneapolis,MN",44.994646,-93.312044,5,Willard - Hay,Near North,2,1,01/12/2017,14:20,Jane
"2106 Russell Ave. N. ,Minneapolis,MN",45.000854,-93.310401,5,Willard - Hay,Near North,2,1,01/12/2017,14:46,Jane
"2712 upton ave n,Minneapolis,MN",45.008033000000005,-93.314588,4,Willard - Hay,Near North,2,1,01/12/2017,14:57,Jane
"2512 23rd Ave. N. ,Minneapolis,MN",45.002651,-93.312788,5,Willard - Hay,Near North,2,1,01/12/2017,15:21,Jane
"2204 21st Ave. N. ,Minneapolis,MN",45.000594,-93.30847,5,Willard - Hay,Near North,2,1,01/12/2017,15:50,Jane
"2210 12th ave n ,Minneapolis,MN",44.989715999999994,-93.308389,5,Willard - Hay,Near North,2,1,01/12/2017,16:48,Jane
"1315 Vincent Ave N,Minneapolis,MN",44.992146000000005,-93.316213,5,Willard - Hay,Near North,3,1,01/13/2017,10:12,Jane
"727 upton ave n,Minneapolis,MN",44.985872,-93.31501300000001,5,Willard - Hay,Near North,3,1,01/13/2017,10:16,Jane
"1027 upton ave n,Minneapolis,MN",44.988706,-93.31499000000001,5,Willard - Hay,Near North,3,1,01/13/2017,10:20,Jane
"1415 Morgan Ave N,Minneapolis,MN",44.993628,-93.30470799999999,5,Willard - Hay,Near North,3,1,01/13/2017,10:54,Jane
"1801 James ave n,Minneapolis,MN",44.996981,-93.302576,5,Willard - Hay,Near North,3,1,01/13/2017,10:54,Jane
"1329 Russell Ave n,Minneapolis,MN",44.992513,-93.311144,5,Willard - Hay,Near North,3,1,01/13/2017,11:23,Jane
"1317 newton ave n,Minneapolis,MN",44.992173,-93.305963,5,Willard - Hay,Near North,3,1,01/13/2017,11:35,Jane
"919 Russell Ave n,Minneapolis,MN",44.987524,-93.31134499999999,5,Willard - Hay,Near North,3,1,01/13/2017,11:37,Jane
"1615 Oliver ave n,Minneapolis,MN",44.995707,-93.307313,5,Willard - Hay,Near North,3,1,01/13/2017,11:40,Jane
"1419 queen Ave n,Minneapolis,MN",44.993911,-93.309786,5,Willard - Hay,Near North,3,1,01/13/2017,11:51,Jane
"1917 Oliver Ave. N. ,Minneapolis,MN",44.999362,-93.30696400000001,5,Willard - Hay,Near North,3,1,01/13/2017,11:57,Jane
"1349 Russell Ave n,Minneapolis,MN",44.993081,-93.31107,5,Willard - Hay,Near North,3,1,01/13/2017,12:09,Jane
"1811 queen ave n,Minneapolis,MN",44.998036,-93.309726,5,Willard - Hay,Near North,3,1,01/13/2017,12:12,Jane
"1703 Oliver Ave N,Minneapolis,MN",44.996428,-93.306985,5,Willard - Hay,Near North,3,1,01/13/2017,12:13,Jane
"2215 Russell ave n ,Minneapolis,MN",45.002056,-93.311048,5,Willard - Hay,Near North,3,1,01/13/2017,12:27,Jane
"1507 Russell Ave n,Minneapolis,MN",44.994365,-93.310804,5,Willard - Hay,Near North,3,1,01/13/2017,12:34,Jane
"1639 Russell ave n,Minneapolis,MN",44.996301,-93.311141,5,Willard - Hay,Near North,3,1,01/13/2017,13:00,Jane
"1705 Thomas ave n,Minneapolis,MN",44.997222,-93.31336,5,Willard - Hay,Near North,3,1,01/13/2017,13:08,Jane
"1347 Sheridan Ave N,Minneapolis,MN",44.993109999999994,-93.312338,5,Willard - Hay,Near North,3,1,01/13/2017,13:45,Jane
"731 Vincent ave n,Minneapolis,MN",44.985965,-93.316212,5,Willard - Hay,Near North,3,1,01/13/2017,14:08,Jane
"2111 17th ave n,Minneapolis,MN",44.996323,-93.307108,5,Willard - Hay,Near North,3,1,01/13/2017,14:42,Jane
"2227 JOHNSON ST NE,Minneapolis,MN",45.010471,-93.2369,1,Windom Park,Northeast,1,2,01/11/2017,22:06,Jane
"1700 Block of 18th ,Minneapolis,MN",45.005995,-93.23589,1,Windom Park,Northeast,2,2,01/12/2017,01:56,Jane
"1800 18th ave ne,Minneapolis,MN",45.005995,-93.234602,1,Windom Park,Northeast,2,2,01/12/2017,02:07,Jane
"2210 Pierce St ne,Minneapolis,MN",45.010024,-93.24127299999999,1,Windom Park,Northeast,2,2,01/12/2017,13:38,Jane
"1802 garfield st ne,Minneapolis,MN",45.006319,-93.233345,1,Windom Park,Northeast,2,2,01/12/2017,13:46,Jane
