X,Y,OBJECTID,Citation_N,Address,Latitude,Longitude,Neighborho,Community,Ward,Day_ID,Date,Code,Descriptio,Tow_Dist
-93.268775940157468,44.942897796795933,1621,271118305401,3306 5TH AVE S,44.9428977966,-93.2687759399,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268814086700729,44.942932129314386,1622,271118305402,3306 5TH AVE S,44.9429321289,-93.2688140869,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268699646171683,44.945522308108082,1623,271118305403,3136 5TH AVE S,44.9455223083,-93.268699646,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268775940157468,44.945518494083274,1624,271118305404,3134 5TH AVE S,44.9455184937,-93.2687759399,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269325255955778,44.945796966456896,1625,271118305405,3124 5TH AVE S,44.9457969666,-93.2693252563,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268775940157468,44.946029663338322,1626,271118305406,3116 5TH AVE S,44.9460296631,-93.2687759399,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268775940157468,44.946029663338322,1627,271118305407,3114 5TH AVE S,44.9460296631,-93.2687759399,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.268775940157468,44.946029663338322,1628,271118305408,3114 5TH AVE S,44.9460296631,-93.2687759399,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269325255955778,44.946380615672922,1629,271118305409,3110 5TH AVE S,44.9463806152,-93.2693252563,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269325255955778,44.946598052857894,1630,271118305410,3104 5TH AVE S,44.946598053,-93.2693252563,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269012451063702,44.946605682706149,1631,271118305411,3100 5TH AVE S,44.9466056824,-93.2690124512,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269165039035272,44.946895598952779,1632,271118305412,3046 5TH AVE S,44.9468955994,-93.2691650391,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269248961969993,44.947181702073919,1633,271118305413,3044 5TH AVE S,44.9471817017,-93.2692489624,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269088745049487,44.947185516098727,1634,271118305414,3042 5TH AVE S,44.9471855164,-93.2690887451,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.269325255955778,44.947326660197291,1635,271118305415,3036 5TH AVE S,44.9473266602,-93.2693252563,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.26374816874295,44.919422149512627,1636,271118305416,4604 COLUMBUS AVE S,44.9194221497,-93.2637481689,Field,Nokomis,8,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.26409912107755,44.948314667088255,1637,271118305417,3002 COLUMBUS AVE S,44.9483146667,-93.2640991211,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264137267620754,44.948276519645731,1638,271118305418,3004 COLUMBUS AVE S,44.9482765198,-93.2641372681,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264259337997999,44.94801712009405,1639,271118305419,3008 COLUMBUS AVE S,44.9480171204,-93.2642593384,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264297485440579,44.947978973550846,1640,271118305420,3012 COLUMBUS AVE S,44.9479789734,-93.2642974854,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264373779426364,44.947906494489189,1641,271118305421,3014 COLUMBUS AVE S,44.9479064941,-93.2643737793,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.264213561606539,44.9469604490655,1642,271118305422,3044 COLUMBUS AVE S,44.9469604492,-93.264213562,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.263786316185531,44.946426391165062,1643,271118305423,3104 COLUMBUS AVE S,44.9464263916,-93.2637863159,Central,Powderhorn,9,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.285675048564599,44.905891418554177,1644,271118305424,5326 HARRIET AVE S,44.9058914185,-93.2856750488,Tangletown,Southwest,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.280723572035185,44.892101288044046,1645,271118305425,6108 WENTWORTH AVE S,44.8921012878,-93.2807235718,Windom,Southwest,11,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,5
-93.280334472258062,44.963405609381425,1646,271118305426,1913 PILLSBURY AVE,44.9634056091,-93.2803344727,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.280639648201145,44.963981628749195,1647,271118305427,1911 PILLSBURY AVE,44.9639816284,-93.2806396484,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.286643981734358,44.963371276862972,1648,271118305428,603 RIDGEWOOD AVE S,44.9633712769,-93.2866439819,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.286170959022513,44.963382720736035,1649,271118305429,507 RIDGEWOOD AVE S,44.9633827209,-93.2861709595,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.285324096229999,44.963554382428867,1650,271118305430,441 RIDGEWOOD AVE S,44.9635543823,-93.2853240967,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.284759521634555,44.963424682203367,1651,271118305431,401 RIDGEWOOD AVE S,44.9634246826,-93.2847595215,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.28269958491785,44.964065551683916,1652,271118305432,231 RIDGEWOOD AVE S,44.9640655518,-93.282699585,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.281776428139608,44.963909148788218,1653,271118305433,217 RIDGEWOOD AVE S,44.9639091492,-93.2817764282,Steven's Square - Loring Heights,Central,7,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.276306152506891,44.964031219165463,1654,271118305434,103 19TH ST E,44.9640312195,-93.2763061523,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275993347614872,44.964038849013718,1655,271118305435,105 19TH ST E,44.9640388489,-93.2759933472,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275993347614872,44.964038849013718,1656,271118305436,107 19TH ST E,44.9640388489,-93.2759933472,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.274635314667989,44.963932037433608,1657,271118305437,141 19TH ST E,44.9639320374,-93.2746353149,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273788451875532,44.96410369912644,1658,271118305438,143 19TH ST E,44.9641036987,-93.2737884521,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273460388186322,44.963966369952061,1659,271118305439,223 19TH ST E,44.9639663696,-93.2734603882,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273612976157892,44.963962555027933,1660,271118305440,207 19TH ST E,44.9639625549,-93.2736129761,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.271545410492251,44.963802337208165,1661,271118305441,305 19TH ST E,44.9638023376,-93.2715454102,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.272071838544491,44.965282440532235,1662,271118305442,315 18TH ST E,44.9652824402,-93.2720718384,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.272071838544491,44.965282440532235,1663,271118305443,311 18TH ST E,44.9652824402,-93.2720718384,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.27238464343651,44.965274810684036,1664,271118305444,309 18TH ST E,44.9652748108,-93.2723846436,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275108337379834,44.965305328278305,1665,271118305445,127 18TH ST E,44.9653053284,-93.2751083374,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.276138305738186,44.965347289745694,1666,271118305446,109 18TH ST E,44.96534729,-93.2761383057,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275909423780831,44.966083526933289,1667,271118305447,105 17TH ST E,44.9660835266,-93.2759094238,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275970458969482,44.965934752986527,1668,271118305448,107 17TH ST E,44.9659347534,-93.275970459,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.274879455422479,44.96603775054183,1669,271118305449,135 17TH ST E,44.9660377502,-93.2748794556,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273002624271669,44.966167449867953,1670,271118305450,225 17TH ST E,44.96616745,-93.2730026245,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.271469116506466,44.963806152132292,1671,271118305451,1901 CLINTON AVE S,44.9638061523,-93.2714691162,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.271507263049727,44.964168548339899,1672,271118305452,1829 CLINTON AVE S,44.9641685486,-93.2715072632,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273895263455586,44.963333130319768,1673,271118305453,1917 2ND AVE N,44.9633331299,-93.2738952637,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273941039847102,44.963371276862972,1674,271118305454,1915 2ND AVE N,44.9633712769,-93.27394104,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273956298644237,44.964900970603367,1675,271118305455,1807 2ND AVE N,44.9649009705,-93.2739562988,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.273925781049911,44.96493530312182,1676,271118305456,1805 2ND AVE N,44.9649353027,-93.2739257813,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275413513322917,44.964492798004301,1677,271118305457,1823 STEVENS AVE S,44.9644927979,-93.2754135132,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.275520324903027,44.96339797953317,1678,271118305458,1917 STEVENS AVE S,44.9633979797,-93.2755203247,Steven's Square - Loring Heights,Central,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.266822815020873,44.963207245018395,1679,271118305459,615 19TH ST E,44.9632072449,-93.2668228149,Ventura Village,Phillips,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.261047363445016,44.963008880655366,1680,271118305460,1925 ELLIOT AVE,44.9630088806,-93.2610473633,Ventura Village,Phillips,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.253417968464419,44.963226318739657,1681,271118305461,1925 15TH AVE S,44.9632263184,-93.2534179688,Ventura Village,Phillips,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.266647339303233,44.965110778839403,1682,271118305462,619 18TH ST E,44.9651107788,-93.2666473389,Ventura Village,Phillips,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.249183654502019,44.968631744259653,1683,271118305463,1611 6TH ST S,44.9686317444,-93.2491836548,Cedar Riverside,University,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.249053955175839,44.967468261650993,1684,271118305464,1629 6TH ST S,44.9674682617,-93.2490539551,Cedar Riverside,University,6,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.226867675802566,44.963321685547385,1685,271118305465,931 FRANKLIN TER,44.9633216858,-93.2268676758,Seward,Longfellow,2,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.22077941933469,44.953948974565549,1686,271118305466,3505 27TH ST E,44.9539489746,-93.2207794189,Seward,Longfellow,2,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.231063843221762,44.950305938768111,1687,271118305467,2807 29TH ST E,44.9503059387,-93.2310638428,Longfellow,Longfellow,2,3,2018-01-17T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,4
-93.268913269331904,44.960746765550823,1688,271118305762,2202 5TH AVE S,44.9607467651,-93.268913269,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268981933469433,44.960670471565038,1689,271118305763,2206 5TH AVE S,44.9606704712,-93.2689819336,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268875121889323,44.960453033480746,1690,271118305764,2208 5TH AVE S,44.9604530334,-93.2688751221,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268966674672242,44.960525512542404,1691,271118305765,2210 5TH AVE S,44.9605255127,-93.2689666748,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268951415875108,44.960453033480746,1692,271118305766,2210 5TH AVE S,44.9604530334,-93.268951416,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268554687149049,44.960388183368025,1693,271118305767,2210 5TH AVE S,44.9603881836,-93.2685546875,Phillips West,Phillips,6,3,2018-01-16T00:00:00.000Z,478.1000(c),Snow emergency parking restrictions - odd number address,3
-93.268768310309213,44.960166931258925,1694,271118305768,2218 5TH AVE S,44.9601669312,-93.2687683105,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268768310309213,44.960166931258925,1695,271118305769,2220 5TH AVE S,44.9601669312,-93.2687683105,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268440246620059,44.960102081146204,1696,271118305770,2222 5TH AVE S,44.9601020813,-93.2684402466,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.269027709860893,44.958992004777258,1697,271118305771,2406 5TH AVE S,44.9589920044,-93.26902771,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268913269331904,44.958705901656117,1698,271118305772,2408 5TH AVE S,44.9587059021,-93.268913269,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268989563317632,44.958702087631309,1699,271118305773,2416 5TH AVE S,44.9587020874,-93.268989563,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268608093388764,44.958786010565973,1700,271118305774,2416 5TH AVE S,44.9587860107,-93.2686080933,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268516540605845,44.958717346428443,1701,271118305775,2418 5TH AVE S,44.9587173462,-93.2685165405,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268585204743374,44.958568573381001,1702,271118305776,2420 5TH AVE S,44.958568573,-93.2685852051,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268600463540508,44.958057403226633,1703,271118305777,2422 5TH AVE S,44.9580574036,-93.2686004639,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268745422563143,44.95823669476772,1704,271118305778,2426 5TH AVE S,44.9582366943,-93.2687454224,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268600463540508,44.958057403226633,1705,271118305779,2428 5TH AVE S,44.9580574036,-93.2686004639,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268836975346119,44.958049774277697,1706,271118305780,2430 5TH AVE S,44.9580497742,-93.2688369751,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268814086700729,44.957832336193405,1707,271118305781,2430 5TH AVE S,44.9578323364,-93.2688140869,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268707275120619,44.957946777621771,1708,271118305782,2430 5TH AVE S,44.9579467773,-93.2687072754,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268524169554723,44.95806121815076,1709,271118305783,2432 5TH AVE S,44.9580612183,-93.2685241699,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268882751737578,44.95808410679615,1710,271118305784,2434 5TH AVE S,44.9580841064,-93.2688827515,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.268852234143253,44.957794189650201,1711,271118305785,2434 5TH AVE S,44.9577941895,-93.2688522339,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.272865295097233,44.949409484660066,1712,271118305786,2924 3RD AVE S,44.9494094849,-93.2728652954,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.273017883068803,44.949188232550966,1713,271118305787,2928 3RD AVE S,44.9491882324,-93.2730178833,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.273178100888629,44.949039459503524,1714,271118305788,2928 3RD AVE S,44.9490394592,-93.2731781006,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.273101806902844,44.949039459503524,1715,271118305789,2932 3RD AVE S,44.9490394592,-93.2731018066,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.272941589083018,44.949409484660066,1716,271118305790,2916 3RD AVE S,44.9494094849,-93.2729415894,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266456603889139,44.948829651267431,1717,271118305791,2944 OAKLAND AVE S,44.9488296509,-93.266456604,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266418457345878,44.949302673079956,1718,271118305792,2922 OAKLAND AVE S,44.9493026733,-93.266418457,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266342163360093,44.951126098890427,1719,271118305793,2818 OAKLAND AVE S,44.9511260986,-93.2663421631,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266296386968634,44.951164245433631,1720,271118305794,2804 OAKLAND AVE S,44.9511642456,-93.2662963867,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266510010128854,44.953525543169349,1721,271118305795,2708 OAKLAND AVE S,44.9535255432,-93.2665100098,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266296386968634,44.953750610202576,1722,271118305796,2642 OAKLAND AVE S,44.9537506104,-93.2662963867,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.266288757120435,44.954334259418602,1723,271118305797,2632 OAKLAND AVE S,44.954334259,-93.2662887573,Phillips West,Phillips,6,2,2018-01-16T00:00:00.000Z,478.1000(b),Snow emergency parking restrictions - even number address,3
-93.254562378251137,44.987174987835488,1724,271118306400,312 CENTRAL AVE SE,44.9871749878,-93.2545623779,Marcy Holmes,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,4
-93.253974914110984,44.988212585142719,1725,271118306401,408 CENTRAL AVE SE,44.9882125854,-93.2539749146,Nicollet Island - East Bank,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,4
-93.254043579147833,44.988136291156991,1726,271118306402,410 CENTRAL AVE SE,44.9881362915,-93.2540435791,Nicollet Island - East Bank,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,4
-93.253517151095593,44.988372802962544,1727,271118306403,412 CENTRAL AVE SE,44.9883728027,-93.2535171509,Nicollet Island - East Bank,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,4
-93.254150390727887,44.989410400269833,1728,271118306404,420 CENTRAL AVE SE,44.9894104004,-93.2541503906,Nicollet Island - East Bank,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.252815246426451,44.987735748406124,1729,271118306405,429 CENTRAL AVE SE,44.9877357483,-93.2528152466,Marcy Holmes,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,4
-93.251304626407318,44.991130828524945,1730,271118306406,708 CENTRAL AVE SE,44.9911308289,-93.2513046265,Marcy Holmes,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.251304626407318,44.991130828524945,1731,271118306407,714 CENTRAL AVE SE,44.9911308289,-93.2513046265,Marcy Holmes,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.251235962269789,44.99120712251073,1732,271118306408,716 CENTRAL AVE SE,44.9912071228,-93.2512359619,Marcy Holmes,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.251335144001644,44.991348266609293,1733,271118306409,718 CENTRAL AVE SE,44.9913482666,-93.251335144,Nicollet Island - East Bank,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.251106262044345,44.991428375519149,1734,271118306410,720 CENTRAL AVE SE,44.9914283752,-93.2511062622,Marcy Holmes,University,3,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247337340945478,45.010021209511251,1735,271118306411,220 CENTRAL AVE NE,45.0100212097,-93.2473373413,Holland,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247421264779518,45.012538910142666,1736,271118306412,2407 CENTRAL AVE NE,45.0125389099,-93.2474212646,Holland,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247489928917048,45.013118743535244,1737,271118306413,2503 CENTRAL AVE NE,45.0131187439,-93.2474899292,Holland,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247261046959693,45.013198852445157,1738,271118306414,2519 CENTRAL AVE NE,45.0131988525,-93.2472610474,Audubon Park,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247200011771099,45.022190094397388,1739,271118306415,3003 CENTRAL AVE NE,45.022190094,-93.2472000122,Audubon Park,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247207641619354,45.022464751846883,1740,271118306416,3009 CENTRAL AVE NE,45.0224647522,-93.2472076416,Audubon Park,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.247398376134129,45.023120880124566,1741,271118306417,3029 CENTRAL AVE NE,45.0231208801,-93.2473983765,Audubon Park,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.2471084598875,45.025096893007287,1742,271118306418,3121 CENTRAL AVE NE,45.0250968933,-93.2471084595,Audubon Park,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
-93.246917724473349,45.024810790785409,1743,271118306419,3129 CENTRAL AVE NE,45.024810791,-93.2469177246,Audubon Park,Northeast,1,1,2018-01-15T00:00:00.000Z,478.1000(a),Snow emergency parking restrictions - snow emergency route,2
