X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Day,Ward,Neighborho,Community,TowDist
-93.232986000203709,44.963989999638841,151,1/23/2018  2:02:00am,Snow Emergency,"2699 9 St S,Minneapolis,MN",44.96399,-93.232986,1,6,Seward,Longfellow,4
-93.21936799993324,44.971362999702706,152,1/23/2018  2:03:00am,Snow Emergency,"200 block 27th av se,Minneapolis,MN",44.971363,-93.219368,1,2,Prospect Park - East River Road,University,4
-93.27281999984308,44.919538000178591,153,1/23/2018  2:04:00am,Snow Emergency,"4600 BLOCK OF 3RD AV S,Minneapolis,MN",44.919538,-93.27282,1,8,Field,Nokomis,5
-93.26625099998364,44.973033000272778,154,1/23/2018  2:10:00am,Snow Emergency,"500 block of 8th st s,Minneapolis,MN",44.973033,-93.266251,1,7,Downtown West,Central,3
-93.29561999996298,45.020580000366749,155,1/23/2018  2:15:00am,Snow Emergency,"3600 block Fremont ave n ,Minneapolis,MN",45.02058,-93.29562,1,4,Folwell,Camden,1
-93.311703999739734,44.991341000087118,156,1/23/2018  2:15:00am,Snow Emergency,"2423 Plymouth Ave n ,Minneapolis,MN",44.991341,-93.311704,1,5,Willard - Hay,Near North,1
-93.242490999659879,44.964018000030705,157,1/23/2018  2:16:00am,Snow Emergency,"2100 9th st s,Minneapolis,MN",44.964018,-93.242491,1,6,Seward,Longfellow,4
-93.289037000357268,44.956904000219481,158,1/23/2018  2:17:00am,Snow Emergency,"2511 Aldrich Ave S,Minneapolis,MN",44.956904,-93.289037,1,10,Lowry Hill East,Calhoun Isle,3
-93.285458999932871,44.959690000093474,159,1/23/2018  2:17:00am,Snow Emergency,"2311 Harriet Ave S,Minneapolis,MN",44.95969,-93.285459,1,10,Whittier,Powderhorn,3
-93.240065000199536,44.964431000190586,160,1/23/2018  2:20:00am,Snow Emergency,"2200 9th st s,Minneapolis,MN",44.964431,-93.240065,1,2,Cedar Riverside,University,4
-93.27281999984308,44.919538000178591,161,1/23/2018  2:21:00am,Snow Emergency,"4600 block of 3rd Avenue South,Minneapolis,MN",44.919538,-93.27282,1,8,Field,Nokomis,5
-93.265663999893661,44.972784999628061,162,1/23/2018  2:22:00am,Snow Emergency,"500 8 St S,Minneapolis,MN",44.972785,-93.265664,1,7,Elliot Park,Central,3
-93.272797999727857,44.921353000240799,163,1/23/2018  2:25:00am,Snow Emergency,"4500 block of 3rd Avenue South,Minneapolis,MN",44.921353,-93.272798,1,8,Regina,Nokomis,5
-93.290266000375595,44.988639999636348,164,1/23/2018  2:26:00am,Snow Emergency,"1047 7th st n ,Minneapolis,MN",44.98864,-93.290266,1,5,Sumner - Glenwood,Near North,1
-93.277216000218175,44.986200999576511,165,1/23/2018  2:30:00am,Snow Emergency,"624 3rd st n,Minneapolis,MN",44.986201,-93.277216,1,3,North Loop,Central,1
-93.232140999907188,44.923280000071998,166,1/23/2018  2:32:00am,Snow Emergency,"2801 e 44th st,Minneapolis,MN",44.92328,-93.232141,1,12,Ericsson,Nokomis,6
-93.240904000219416,44.969203999964691,167,1/23/2018  2:35:00am,Snow Emergency,"400 22nd Ave s,Minneapolis,MN",44.969204,-93.240904,1,2,Cedar Riverside,University,4
-93.239321000064081,44.964657999866859,168,1/23/2018  2:35:00am,Snow Emergency,"2300 butler pl,Minneapolis,MN",44.964658,-93.239321,1,2,Cedar Riverside,University,4
-93.232639000389497,44.964020000122957,169,1/23/2018  2:37:00am,Snow Emergency,"9th st & riverside,Minneapolis,MN",44.96402,-93.232639,1,2,Seward,Longfellow,4
-93.279602999678673,44.959876999723804,170,1/23/2018  2:38:00am,Snow Emergency,"2325 Blaisdell ave s,Minneapolis,MN",44.959877,-93.279603,1,10,Whittier,Powderhorn,3
-93.252439999806086,44.941035999611756,171,1/23/2018  2:39:00am,Snow Emergency,"3406 Bloomington ave s,Minneapolis,MN",44.941036,-93.25244,1,9,Powderhorn Park,Powderhorn,6
-93.272774000419759,44.939440999802343,172,1/23/2018  2:45:00am,Snow Emergency,"3500 block of 3rd ave s,Minneapolis,MN",44.939441,-93.272774,1,9,Central,Powderhorn,5
-93.242490999659879,44.964018000030705,173,1/23/2018  2:45:00am,Snow Emergency,"2100 9 St S,Minneapolis,MN",44.964018,-93.242491,1,6,Seward,Longfellow,4
-93.238853000065887,44.963981000123113,174,1/23/2018  2:45:00am,Snow Emergency,"2299 9 St S,Minneapolis,MN",44.963981,-93.238853,1,6,Seward,Longfellow,4
-93.26625099998364,44.973033000272778,175,1/23/2018  2:47:00am,Snow Emergency,"500 block of 8th st s,Minneapolis,MN",44.973033,-93.266251,1,7,Downtown West,Central,3
-93.249238999680074,44.983599000093818,176,1/23/2018  2:50:00am,Snow Emergency,"200 5th ave se,Minneapolis,MN",44.983599,-93.249239,1,3,Marcy Holmes,University,4
-93.272797999727857,44.921353000240799,177,1/23/2018  2:55:00am,Snow Emergency,"4500 4599 3rd ave s,Minneapolis,MN",44.921353,-93.272798,1,8,Regina,Nokomis,5
-93.272767000096962,44.937714000201026,178,1/23/2018  2:58:00am,Snow Emergency,"3600 block 3rd ave s,Minneapolis,MN",44.937714,-93.272767,1,8,Central,Powderhorn,5
-93.252485000082629,44.946553000420693,179,1/23/2018  2:59:00am,Snow Emergency,"3099 Bloomington Ave S,Minneapolis,MN",44.946553,-93.252485,1,9,Powderhorn Park,Powderhorn,6
-93.265663999893661,44.972784999628061,180,1/23/2018  3:01:00am,Snow Emergency,"500 8TH ST S,Minneapolis,MN",44.972785,-93.265664,1,7,Elliot Park,Central,3
-93.284282999660661,44.948354999883406,181,1/23/2018  3:01:00am,Snow Emergency,"3000 BLOCK OF GRAND AV S,Minneapolis,MN",44.948355,-93.284283,1,8,Lyndale,Powderhorn,5
-93.279286000348577,44.986030999830803,182,1/23/2018  3:02:00am,Snow Emergency,"635 4th st n ,Minneapolis,MN",44.986031,-93.279286,1,3,North Loop,Central,1
-93.218587999936233,44.972983999811788,183,1/23/2018  3:05:00am,Snow Emergency,"315 27th av se,Minneapolis,MN",44.972984,-93.218588,1,2,Prospect Park - East River Road,University,4
-93.277112999964913,44.986572999644295,184,1/23/2018  3:07:00am,Snow Emergency,"618 3rd st n ,Minneapolis,MN",44.986573,-93.277113,1,3,North Loop,Central,1
-93.218587999936233,44.972983999811788,185,1/23/2018  3:07:00am,Snow Emergency,"315 27TH AVE SE,Minneapolis,MN",44.972984,-93.218588,1,2,Prospect Park - East River Road,University,4
-93.22372800044684,44.923111000372444,186,1/23/2018  3:13:00am,Snow Emergency,"3341 44th St E,Minneapolis,MN",44.923111,-93.223728,1,12,Ericsson,Nokomis,6
-93.313201000425806,44.929681000277981,187,1/23/2018  3:16:00am,Snow Emergency,"4021 Sheridan ave s,Minneapolis,MN",44.929681,-93.313201,1,13,Linden Hills,Southwest,5
-93.29561999996298,45.020580000366749,188,1/23/2018  3:16:00am,Snow Emergency,"3600 block Fremont ave n ,Minneapolis,MN",45.02058,-93.29562,1,4,Folwell,Camden,1
-93.232036999607828,44.987841999708564,189,1/23/2018  3:16:00am,Snow Emergency,"14 Ave & Como Ave SE,Minneapolis,MN",44.987842,-93.232037,1,1,Como,University,4
-93.226933999904134,44.987830000054487,190,1/23/2018  3:16:00am,Snow Emergency,"Como Ave & 18 Ave SE,Minneapolis,MN",44.98783,-93.226934,1,1,Como,University,4
-93.273073999865176,44.939424999963819,191,1/23/2018  3:19:00am,Snow Emergency,"3500 3rd ave s,Minneapolis,MN",44.939425,-93.273074,1,9,Central,Powderhorn,5
-93.295765000354436,45.033663000247316,192,1/23/2018  3:27:00am,Snow Emergency,"4300 block Fremont ave n ,Minneapolis,MN",45.033663,-93.295765,1,4,Webber - Camden,Camden,1
-93.284282999660661,44.948354999883406,193,1/23/2018  3:27:00am,Snow Emergency,"3000 BLOCK OF GRAND AV S,Minneapolis,MN",44.948355,-93.284283,1,8,Lyndale,Powderhorn,5
-93.232639000389497,44.964020000122957,194,1/23/2018  3:28:00am,Snow Emergency,"9th st & riverside,Minneapolis,MN",44.96402,-93.232639,1,2,Seward,Longfellow,4
-93.277112999964913,44.986572999644295,195,1/23/2018  3:30:00am,Snow Emergency,"618 3rd st n ,Minneapolis,MN",44.986573,-93.277113,1,3,North Loop,Central,1
-93.279920999954129,44.986942999619771,196,1/23/2018  3:37:00am,Snow Emergency,"730 4th St n ,Minneapolis,MN",44.986943,-93.279921,1,3,North Loop,Central,1
-93.235390999594927,44.964185999684219,197,1/23/2018  3:41:00am,Snow Emergency,"2500 9 St S,Minneapolis,MN",44.964186,-93.235391,1,6,Seward,Longfellow,4
-93.236161000030108,44.964647000258935,198,1/23/2018  3:41:00am,Snow Emergency,"2500 Butler Pl,Minneapolis,MN",44.964647,-93.236161,1,2,Cedar Riverside,University,4
-93.22093000001945,44.97068299982061,199,1/23/2018  3:44:00am,Snow Emergency,"2600 ESSEX ST SE,Minneapolis,MN",44.970683,-93.22093,1,2,Prospect Park - East River Road,University,4
-93.264902999873527,44.972464000113575,200,1/23/2018  3:46:00am,Snow Emergency,"500 block of 8th st s,Minneapolis,MN",44.972464,-93.264903,1,7,Elliot Park,Central,3
-93.31299900010373,44.924087999561607,201,1/23/2018  3:49:00am,Snow Emergency,"2709 43rd st w,Minneapolis,MN",44.924088,-93.312999,1,13,Linden Hills,Southwest,5
-93.22093000001945,44.97068299982061,202,1/23/2018  3:50:00am,Snow Emergency,"2600 Essex Southeast,Minneapolis,MN",44.970683,-93.22093,1,2,Prospect Park - East River Road,University,4
-93.22093000001945,44.97068299982061,203,1/23/2018  3:53:00am,Snow Emergency,"2600 ESSEX ST SE,Minneapolis,MN",44.970683,-93.22093,1,2,Prospect Park - East River Road,University,4
-93.29561999996298,45.020580000366749,204,1/23/2018  3:54:00am,Snow Emergency,"3600 block Fremont ave n ,Minneapolis,MN",45.02058,-93.29562,1,4,Folwell,Camden,1
-93.284282999660661,44.948354999883406,205,1/23/2018  4:04:00am,Snow Emergency,"3000 BLOCK OF GRAND AV S,Minneapolis,MN",44.948355,-93.284283,1,8,Lyndale,Powderhorn,5
-93.295602000032261,45.012351000398382,206,1/23/2018  4:04:00am,Snow Emergency,"3100 block Fremont ave n ,Minneapolis,MN",45.012351,-93.295602,1,5,Jordan,Near North,1
-93.280410000021448,44.969616000078418,207,1/23/2018  4:07:00am,Snow Emergency,"121 grant st w,Minneapolis,MN",44.969616,-93.28041,1,7,Loring Park,Central,3
-93.222910999642863,44.923490999909745,208,1/23/2018  4:11:00am,Snow Emergency,"4343 34th Avenue South,Minneapolis,MN",44.923491,-93.222911,1,12,Ericsson,Nokomis,6
-93.222593000266727,44.899827000415769,209,1/23/2018  4:15:00am,Snow Emergency,"5705 34th Avenue South,Minneapolis,MN",44.899827,-93.222593,1,12,Morris Park,Nokomis,6
-93.22093000001945,44.97068299982061,210,1/23/2018  4:21:00am,Snow Emergency,"2600 Essex Southeast,Minneapolis,MN",44.970683,-93.22093,1,2,Prospect Park - East River Road,University,4
-93.264832000196634,44.974121000084153,211,1/23/2018  4:32:00am,Snow Emergency,"500 7 St S,Minneapolis,MN",44.974121,-93.264832,1,7,Elliot Park,Central,3
-93.313193000056856,44.924177000068539,212,1/23/2018  4:39:00am,Snow Emergency,"2715 43rd st w,Minneapolis,MN",44.924177,-93.313193,1,13,Linden Hills,Southwest,5
-93.277625000193552,44.968916000173294,213,1/23/2018  4:41:00am,Snow Emergency,"26 14th st e,Minneapolis,MN",44.968916,-93.277625,1,7,Loring Park,Central,3
-93.313572000447436,44.924181000252986,214,1/23/2018  4:42:00am,Snow Emergency,"2719 43rd st W,Minneapolis,MN",44.924181,-93.313572,1,13,Linden Hills,Southwest,5
-93.233305999672098,44.987844999846914,215,1/23/2018  4:49:00am,Snow Emergency,"Como Ave & 13 Ave SE,Minneapolis,MN",44.987845,-93.233306,1,2,Como,University,4
-93.220172000137666,44.970383000375193,216,1/23/2018  4:49:00am,Snow Emergency,"27 Ave & Essex St SE,Minneapolis,MN",44.970383,-93.220172,1,2,Prospect Park - East River Road,University,4
-93.22093000001945,44.97068299982061,217,1/23/2018  4:52:00am,Snow Emergency,"2600 Essex Southeast,Minneapolis,MN",44.970683,-93.22093,1,2,Prospect Park - East River Road,University,4
-93.284354000236874,44.935732999678237,218,1/23/2018  4:53:00am,Snow Emergency,"3700 block of Grand Avenue South,Minneapolis,MN",44.935733,-93.284354,1,8,King Field,Southwest,5
-93.244695999720591,44.963440000355774,219,1/23/2018  4:55:00am,Snow Emergency,"900 Cedar Ave S,Minneapolis,MN",44.96344,-93.244696,1,6,Seward,Longfellow,4
-93.245592999717132,44.963219000056881,220,1/23/2018  4:55:00am,Snow Emergency,"900 19 Ave S,Minneapolis,MN",44.963219,-93.245593,1,6,Seward,Longfellow,4
-93.284705000235533,44.937557000155493,221,1/23/2018  4:56:00am,Snow Emergency,"3600 block of Grand Avenue South,Minneapolis,MN",44.937557,-93.284705,1,8,King Field,Southwest,5
-93.312993999873186,44.924601999882441,222,1/23/2018  5:07:00am,Snow Emergency,"2706 43RD ST W,Minneapolis,MN",44.924602,-93.312994,1,13,Linden Hills,Southwest,5
-93.220335999606675,44.920198000037715,223,1/23/2018  5:20:00am,Snow Emergency,"3550 46th Street East,Minneapolis,MN",44.920198,-93.220336,1,12,Ericsson,Nokomis,6
-93.220335999606675,44.920198000037715,224,1/23/2018  5:26:00am,Snow Emergency,"3550 46th Street East,Minneapolis,MN",44.920198,-93.220336,1,12,Ericsson,Nokomis,6
-93.286446999629277,44.997095000134209,225,1/23/2018  8:19:00am,Snow Emergency,"500 lyn park cir n,Minneapolis,MN",44.997095,-93.286447,2,5,Near - North,Near North,1
-93.264955999619644,45.012807999889333,226,1/23/2018  8:19:00am,Snow Emergency,"2418 3rd st n ,Minneapolis,MN",45.012808,-93.264956,2,3,Bottineau,Northeast,2
-93.281878000269444,44.994180999753382,227,1/23/2018  8:22:00am,Snow Emergency,"2416 3rd st n ,Minneapolis,MN",44.994181,-93.281878,2,5,Near - North,Near North,1
-93.285920999654365,44.996974999996326,228,1/23/2018  8:31:00am,Snow Emergency,"1712 Lyn Park Ave N,Minneapolis,MN",44.996975,-93.285921,2,5,Near - North,Near North,1
-93.304645999812976,44.948172000437523,229,1/23/2018  8:43:00am,Snow Emergency,"3004 KNOX AVE S ,Minneapolis,MN",44.948172,-93.304646,2,10,ECCO,Calhoun Isle,5
-93.289969000169208,44.986063000407171,230,1/23/2018  8:49:00am,Snow Emergency,"732 Aldrich Ave N,Minneapolis,MN",44.986063,-93.289969,2,5,Sumner - Glenwood,Near North,1
-93.290597000351227,44.985957000015617,231,1/23/2018  8:49:00am,Snow Emergency,"736 Aldrich ave n ,Minneapolis,MN",44.985957,-93.290597,2,5,Sumner - Glenwood,Near North,1
-93.252614999782395,44.987315999733653,232,1/23/2018  8:53:00am,Snow Emergency,"410 2nd Ave SE,Minneapolis,MN",44.987316,-93.252615,2,3,Marcy Holmes,University,4
-93.235922999846537,44.93434300032925,233,1/23/2018  8:53:00am,Snow Emergency,"3744 25th ave s,Minneapolis,MN",44.934343,-93.235923,2,12,Standish,Powderhorn,6
-93.255233000002931,44.938488999967433,234,1/23/2018  8:55:00am,Snow Emergency,"3528 14th Avenue South,Minneapolis,MN",44.938489,-93.255233,2,9,Powderhorn Park,Powderhorn,6
-93.281878000269444,44.994180999753382,235,1/23/2018  8:56:00am,Snow Emergency,"2618 3rd St n,Minneapolis,MN",44.994181,-93.281878,2,5,Near - North,Near North,1
-93.249614999932248,44.988773000373726,236,1/23/2018  9:01:00am,Snow Emergency,"612 3rd ave se,Minneapolis,MN",44.988773,-93.249615,2,3,Marcy Holmes,University,4
-93.290584999797886,44.987076000357206,237,1/23/2018  9:02:00am,Snow Emergency,"830 ALDRICH AVE N ,Minneapolis,MN",44.987076,-93.290585,2,5,Sumner - Glenwood,Near North,1
-93.290869000304099,44.987216999664838,238,1/23/2018  9:06:00am,Snow Emergency,"902 Aldrich Ave N,Minneapolis,MN",44.987217,-93.290869,2,5,Sumner - Glenwood,Near North,1
-93.284998000257474,45.020828000112147,239,1/23/2018  9:07:00am,Snow Emergency,"3616 4th St n,Minneapolis,MN",45.020828,-93.284998,2,4,McKinley,Camden,1
-93.256170000045415,44.991538000178593,240,1/23/2018  9:13:00am,Snow Emergency,"408 3rd ave ne,Minneapolis,MN",44.991538,-93.25617,2,3,St. Anthony West,Northeast,2
-93.290584999797886,44.987076000357206,241,1/23/2018  9:15:00am,Snow Emergency,"830 Aldrich ave n ,Minneapolis,MN",44.987076,-93.290585,2,5,Sumner - Glenwood,Near North,1
-93.302097000076458,44.949925000338567,242,1/23/2018  9:18:00am,Snow Emergency,"Mall st s and irving,Minneapolis,MN",44.949925,-93.302097,2,7,East Isles,Calhoun Isle,3
-93.25123099981073,44.993396999571928,243,1/23/2018  9:18:00am,Snow Emergency,"802 3rd ave ne,Minneapolis,MN",44.993397,-93.251231,2,3,St. Anthony East,Northeast,2
-93.29077699965876,44.988346999614407,244,1/23/2018  9:19:00am,Snow Emergency,"1040 Aldrich ave n ,Minneapolis,MN",44.988347,-93.290777,2,5,Sumner - Glenwood,Near North,1
-93.290773000373633,44.988278000029709,245,1/23/2018  9:20:00am,Snow Emergency,"1028 ALDRICH AVE N,Minneapolis,MN",44.988278,-93.290773,2,5,Sumner - Glenwood,Near North,1
-93.25522799977233,44.938629000128287,246,1/23/2018  9:21:00am,Snow Emergency,"3524 14th Avenue South,Minneapolis,MN",44.938629,-93.255228,2,9,Powderhorn Park,Powderhorn,6
-93.256237999583959,44.991518000155622,247,1/23/2018  9:23:00am,Snow Emergency,"410 3rd ave ne,Minneapolis,MN",44.991518,-93.256238,2,3,St. Anthony West,Northeast,2
-93.25621700041421,44.938055999784638,248,1/23/2018  9:25:00am,Snow Emergency,"3540 13th Avenue South,Minneapolis,MN",44.938056,-93.256217,2,9,Powderhorn Park,Powderhorn,6
-93.251046000272652,44.99347100028649,249,1/23/2018  9:26:00am,Snow Emergency,"806 3RD AVE NE,Minneapolis,MN",44.993471,-93.251046,2,3,St. Anthony East,Northeast,2
-93.248380999683377,44.987628999778565,250,1/23/2018  9:28:00am,Snow Emergency,"524 4th ave se,Minneapolis,MN",44.987629,-93.248381,2,3,Marcy Holmes,University,4
-93.247347999710371,44.986122000430043,251,1/23/2018  9:36:00am,Snow Emergency,"424 5th ave se,Minneapolis,MN",44.986122,-93.247348,2,3,Marcy Holmes,University,4
-93.291014999842332,44.984740999697408,252,1/23/2018  9:37:00am,Snow Emergency,"624 Bryant Ave N,Minneapolis,MN",44.984741,-93.291015,2,5,Sumner - Glenwood,Near North,1
-93.321395999725553,44.946151999914889,253,1/23/2018  9:37:00am,Snow Emergency,"3100 W CALHOUN BLVD,Minneapolis,MN",44.946152,-93.321396,2,13,West Calhoun,Calhoun Isle,5
-93.291576999678739,44.985612000293656,254,1/23/2018  9:38:00am,Snow Emergency,"710 Bryant ave ,Minneapolis,MN",44.985612,-93.291577,2,5,Sumner - Glenwood,Near North,1
-93.256517999905725,44.938140000061026,255,1/23/2018  9:40:00am,Snow Emergency,"3538 13th ave so,Minneapolis,MN",44.93814,-93.256518,2,9,Powderhorn Park,Powderhorn,6
-93.291796999931591,44.98562299990158,256,1/23/2018  9:42:00am,Snow Emergency,"708 BRYANT AVE N,Minneapolis,MN",44.985623,-93.291797,2,5,Sumner - Glenwood,Near North,1
-93.283467999848256,45.019223999887743,257,1/23/2018  9:45:00am,Snow Emergency,"3542 3rd St n,Minneapolis,MN",45.019224,-93.283468,2,4,McKinley,Camden,1
-93.262990999834756,44.995216999864681,258,1/23/2018  9:46:00am,Snow Emergency,"206 7TH AVE NE,Minneapolis,MN",44.995217,-93.262991,2,3,St. Anthony West,Northeast,2
-93.256441999998287,44.932203999714886,259,1/23/2018  9:48:00am,Snow Emergency,"3900 13th Avenue South,Minneapolis,MN",44.932204,-93.256442,2,8,Bancroft,Powderhorn,6
-93.283467999848256,45.019190000118442,260,1/23/2018  9:49:00am,Snow Emergency,"3540 3rd St n ,Minneapolis,MN",45.01919,-93.283468,2,4,McKinley,Camden,1
-93.260926999981052,44.995929000323144,261,1/23/2018  9:50:00am,Snow Emergency,"310 7th Ave Ne,Minneapolis,MN",44.995929,-93.260927,2,3,St. Anthony West,Northeast,2
-93.256416999744715,44.932840000265855,262,1/23/2018  9:50:00am,Snow Emergency,"3840 13th ave s,Minneapolis,MN",44.93284,-93.256417,2,8,Bancroft,Powderhorn,6
-93.243744999931778,44.98834300032928,263,1/23/2018  9:50:00am,Snow Emergency,"720 6th ave se,Minneapolis,MN",44.988343,-93.243745,2,3,Marcy Holmes,University,4
-93.300829000058286,44.950057000130528,264,1/23/2018  9:51:00am,Snow Emergency,"The mall & Humbolt Ave s,Minneapolis,MN",44.950057,-93.300829,2,7,East Isles,Calhoun Isle,3
-93.321395999725553,44.946151999914889,265,1/23/2018  9:54:00am,Snow Emergency,"3100 W CALHOUN BLVD,Minneapolis,MN",44.946152,-93.321396,2,13,West Calhoun,Calhoun Isle,5
-93.284626000189746,45.010011999554195,266,1/23/2018  9:54:00am,Snow Emergency,"2914 4th st n,Minneapolis,MN",45.010012,-93.284626,2,5,Hawthorne,Near North,1
-93.228295999760519,44.930505999652212,267,1/23/2018  9:55:00am,Snow Emergency,"3044 40th st e,Minneapolis,MN",44.930506,-93.228296,2,12,Standish,Powderhorn,6
-93.245328000087113,44.988747000074056,268,1/23/2018  9:55:00am,Snow Emergency,"712 5 th ave se,Minneapolis,MN",44.988747,-93.245328,2,3,Marcy Holmes,University,4
-93.255212999979904,44.930888000181142,269,1/23/2018  9:57:00am,Snow Emergency,"3948 14TH AVE S,Minneapolis,MN",44.930888,-93.255213,2,8,Bancroft,Powderhorn,6
-93.25522799977233,44.929405000140719,270,1/23/2018  9:58:00am,Snow Emergency,"4036 14TH AVE S,Minneapolis,MN",44.929405,-93.255228,2,8,Bancroft,Powderhorn,6
-93.24825700026031,44.984947000203931,271,1/23/2018  9:59:00am,Snow Emergency,"324 5 th ave se ,Minneapolis,MN",44.984947,-93.248257,2,3,Marcy Holmes,University,4
-93.243755000392923,44.988855999704697,272,1/23/2018  10:00:00am,Snow Emergency,"802 6TH AVE SE,Minneapolis,MN",44.988856,-93.243755,2,3,Marcy Holmes,University,4
-93.321395999725553,44.946151999914889,273,1/23/2018  10:03:00am,Snow Emergency,"3100 w Calhoun BLVD,Minneapolis,MN",44.946152,-93.321396,2,13,West Calhoun,Calhoun Isle,5
-93.316788000365875,44.951226000079885,274,1/23/2018  10:06:00am,Snow Emergency,"2900 dean pkwy,Minneapolis,MN",44.951226,-93.316788,2,7,Cedar - Isles - Dean,Calhoun Isle,3
-93.262281000367864,44.932567000266886,275,1/23/2018  10:08:00am,Snow Emergency,"816 39th st e,Minneapolis,MN",44.932567,-93.262281,2,8,Bancroft,Powderhorn,6
-93.247293999918099,44.983904999815934,276,1/23/2018  10:13:00am,Snow Emergency,"304 6th ave se,Minneapolis,MN",44.983905,-93.247294,2,3,Marcy Holmes,University,4
-93.321395999725553,44.946151999914889,277,1/23/2018  10:18:00am,Snow Emergency,"3100 block of calhoon blvd,Minneapolis,MN",44.946152,-93.321396,2,13,West Calhoun,Calhoun Isle,5
-93.284901000280911,45.011603000078424,278,1/23/2018  10:18:00am,Snow Emergency,"3032 4th St n ,Minneapolis,MN",45.011603,-93.284901,2,5,Hawthorne,Near North,1
-93.302097000076458,44.949925000338567,279,1/23/2018  10:18:00am,Snow Emergency,"THE MALL & IRVING AVE S,Minneapolis,MN",44.949925,-93.302097,2,7,East Isles,Calhoun Isle,3
-93.259170999941659,44.997232000156714,280,1/23/2018  10:19:00am,Snow Emergency,"720 5th st ne,Minneapolis,MN",44.997232,-93.259171,2,3,St. Anthony West,Northeast,2
-93.246408999575635,44.98503899994995,281,1/23/2018  10:20:00am,Snow Emergency,"400 6th Ave se,Minneapolis,MN",44.985039,-93.246409,2,3,Marcy Holmes,University,4
-93.286190000368208,45.000717999935773,282,1/23/2018  10:20:00am,Snow Emergency,"2114 6th st n,Minneapolis,MN",45.000718,-93.28619,2,5,Hawthorne,Near North,1
-93.250068000138072,44.985519999648318,283,1/23/2018  10:21:00am,Snow Emergency,"312 4TH AVE SE,Minneapolis,MN",44.98552,-93.250068,2,3,Marcy Holmes,University,4
-93.292132000091669,44.99839199969108,284,1/23/2018  10:22:00am,Snow Emergency,"1828 Dupont Ave N,Minneapolis,MN",44.998392,-93.292132,2,5,Near - North,Near North,1
-93.259369000079232,44.997117000249432,285,1/23/2018  10:23:00am,Snow Emergency,"714 5th St NE,Minneapolis,MN",44.997117,-93.259369,2,3,St. Anthony West,Northeast,2
-93.284627000235844,45.009799999670292,286,1/23/2018  10:24:00am,Snow Emergency,"2906 4th st n ,Minneapolis,MN",45.0098,-93.284627,2,5,Hawthorne,Near North,1
-93.245805999647132,44.983453999702363,287,1/23/2018  10:24:00am,Snow Emergency,"320 7TH AVE SE,Minneapolis,MN",44.983454,-93.245806,2,3,Marcy Holmes,University,4
-93.254165000214527,44.992024000107563,288,1/23/2018  10:25:00am,Snow Emergency,"248 6th st ne,Minneapolis,MN",44.992024,-93.254165,2,3,St. Anthony East,Northeast,2
-93.292335999606678,44.998295999760614,289,1/23/2018  10:27:00am,Snow Emergency,"1826 DuPont ave n ,Minneapolis,MN",44.998296,-93.292336,2,5,Near - North,Near North,1
-93.291795999885437,44.966873000388716,290,1/23/2018  10:28:00am,Snow Emergency,"1714 colfax ave s ,Minneapolis,MN",44.966873,-93.291796,2,7,Lowry Hill,Calhoun Isle,3
-93.258070000430166,44.992497000336357,291,1/23/2018  10:31:00am,Snow Emergency,"334 4th st ne,Minneapolis,MN",44.992497,-93.25807,2,3,St. Anthony West,Northeast,2
-93.317608000408882,44.951838000423436,292,1/23/2018  10:31:00am,Snow Emergency,"2800 block of dean pkwy,Minneapolis,MN",44.951838,-93.317608,2,7,Cedar - Isles - Dean,Calhoun Isle,3
-93.245517999855792,44.990530999605994,293,1/23/2018  10:37:00am,Snow Emergency,"406 9th st se,Minneapolis,MN",44.990531,-93.245518,2,3,Marcy Holmes,University,4
-93.244052999746089,44.985641999878453,294,1/23/2018  10:37:00am,Snow Emergency,"524 7th ave se,Minneapolis,MN",44.985642,-93.244053,2,3,Marcy Holmes,University,4
-93.244087999561486,44.985597999648007,295,1/23/2018  10:41:00am,Snow Emergency,"518 7th ave se,Minneapolis,MN",44.985598,-93.244088,2,3,Marcy Holmes,University,4
-93.242711999958772,44.987464000263458,296,1/23/2018  10:42:00am,Snow Emergency,"706 7th ave se,Minneapolis,MN",44.987464,-93.242712,2,3,Marcy Holmes,University,4
-93.29126299958773,44.970578000374474,297,1/23/2018  10:43:00am,Snow Emergency,"200 block of Kenwood PKWY,Minneapolis,MN",44.970578,-93.291263,2,7,Lowry Hill,Calhoun Isle,3
-93.302187999776322,44.969078999596206,298,1/23/2018  10:45:00am,Snow Emergency,"1000 kenwood pkwy,Minneapolis,MN",44.969079,-93.302188,2,7,Lowry Hill,Calhoun Isle,3
-93.297571000001597,44.989412000163725,299,1/23/2018  10:46:00am,Snow Emergency,"1110 HUMBOLDT AVE N,Minneapolis,MN",44.989412,-93.297571,2,5,Near - North,Near North,1
-93.244185000437369,44.984729000043387,300,1/23/2018  10:47:00am,Snow Emergency,"414 6 th ave se,Minneapolis,MN",44.984729,-93.244185,2,3,Marcy Holmes,University,4
-93.297053000395636,44.993280999618491,301,1/23/2018  10:47:00am,Snow Emergency,"1402 Girard ave n ,Minneapolis,MN",44.993281,-93.297053,2,5,Near - North,Near North,1
-93.258989999688708,44.933780000446689,302,1/23/2018  10:47:00am,Snow Emergency,"3808 11th Avenue South,Minneapolis,MN",44.93378,-93.25899,2,8,Bancroft,Powderhorn,6
