X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.283382000378992,45.013939999931097,64,271119345571,2019-02-21T00:00:00.000Z,3224 3RD ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.01394,-93.283382,4,Camden,McKinley,1,2,Yale
-93.261442000347984,44.928730999636002,65,271119340318,2019-02-21T00:00:00.000Z,824 41ST ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.928731,-93.261442,8,Powderhorn,Bancroft,6,2,Yale
-93.296853000165811,45.008698000112645,66,271119350992,2019-02-21T00:00:00.000Z,2728 GIRARD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.008698,-93.296853,5,Near North,Jordan,1,2,Yale
-93.280486999975039,44.924324999699024,67,271119341760,2019-02-21T00:00:00.000Z,4318 WENTWORTH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.924325,-93.280487,8,Southwest,King Field,5,2,Yale
-93.279892999562264,44.968810999827838,68,271119347840,2019-02-21T00:00:00.000Z,106 14TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.968811,-93.279893,7,Central,Loring Park,3,2,Yale
-93.291768000392892,44.964122000330121,69,271119344796,2019-02-21T00:00:00.000Z,1910 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.964122,-93.291768,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.269030000434157,44.957529000263207,70,271119345865,2019-02-21T00:00:00.000Z,2430 5TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957529,-93.26903,6,Phillips,Phillips West,3,2,Yale
-93.23464200012819,44.989013999796327,71,271119344977,2019-02-21T00:00:00.000Z,1038 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.989014,-93.234642,2,University,Como,4,2,Yale
-93.269026000249653,44.957697999962761,72,271119345864,2019-02-21T00:00:00.000Z,2430 5TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957698,-93.269026,6,Phillips,Phillips West,3,2,Yale
-93.281820000292726,44.944733000127883,73,271119350566,2019-02-21T00:00:00.000Z,202 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944733,-93.28182,8,Powderhorn,Lyndale,5,2,Yale
-93.289195999595677,44.9829309998658,74,271119329657,2019-02-21T00:00:00.000Z,702 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.982931,-93.289196,5,Near North,Sumner - Glenwood,3,2,Yale
-93.29175799993169,44.963988999592686,75,271119344797,2019-02-21T00:00:00.000Z,1912 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963989,-93.291758,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.280568000113078,44.924194999999315,76,271119341761,2019-02-21T00:00:00.000Z,4330 WENTWORTH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.924195,-93.280568,8,Southwest,King Field,5,2,Yale
-93.25225400022191,44.987983999961671,77,271119348961,2019-02-21T00:00:00.000Z,424 2ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987984,-93.252254,3,University,Marcy Holmes,4,2,Yale
-93.246057999576976,44.92671300010494,78,271119341072,2019-02-21T00:00:00.000Z,4204 LONGFELLOW AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.926713,-93.246058,12,Powderhorn,Standish,6,2,Yale
-93.279439000209663,44.968595999805586,79,271119347841,2019-02-21T00:00:00.000Z,104 14TH ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.968596,-93.279439,7,Central,Loring Park,3,2,Yale
-93.234620000012967,44.98863100012062,80,271119344978,2019-02-21T00:00:00.000Z,1022 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.988631,-93.23462,2,University,Como,4,2,Yale
-93.281411000317348,44.94443699996765,81,271119350567,2019-02-21T00:00:00.000Z,200 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944437,-93.281411,8,Powderhorn,Lyndale,5,2,Yale
-93.267045999773018,44.945004000034601,82,271119346852,2019-02-21T00:00:00.000Z,616 32ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.945004,-93.267046,9,Powderhorn,Central,5,2,Yale
-93.256022999561765,44.916213999776346,83,271119344040,2019-02-21T00:00:00.000Z,4736 13TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.916214,-93.256023,11,Nokomis,Northrop,6,2,Yale
-93.289205000010725,44.982973000003994,84,271119329658,2019-02-21T00:00:00.000Z,708 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.982973,-93.289205,5,Near North,Sumner - Glenwood,3,2,Yale
-93.279061999911335,44.919987000199967,85,271119345660,2019-02-21T00:00:00.000Z,4546 BLAISDELL AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.919987,-93.279062,8,Southwest,King Field,5,2,Yale
-93.303539000024784,44.945470999986696,86,271119345949,2019-02-21T00:00:00.000Z,3132 JAMES AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945471,-93.303539,10,Calhoun Isle,ECCO,5,2,Yale
-93.266845000396415,44.945030000334327,87,271119346853,2019-02-21T00:00:00.000Z,622 32ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.94503,-93.266845,9,Powderhorn,Central,5,2,Yale
-93.271557000055452,44.960483999836754,88,271119350791,2019-02-21T00:00:00.000Z,2210 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.960484,-93.271557,10,Powderhorn,Whittier,3,2,Yale
-93.246040999692354,44.928034999915383,89,271119341073,2019-02-21T00:00:00.000Z,4120 LONGFELLOW AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.928035,-93.246041,12,Powderhorn,Standish,6,2,Yale
-93.303328000187037,44.945442999594832,90,271119345950,2019-02-21T00:00:00.000Z,3136 JAMES AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945443,-93.303328,10,Calhoun Isle,ECCO,5,2,Yale
-93.252434000428764,44.987663999593963,91,271119348962,2019-02-21T00:00:00.000Z,416 2ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987664,-93.252434,3,University,Marcy Holmes,4,2,Yale
-93.291827000415708,44.963751000308491,92,271119344798,2019-02-21T00:00:00.000Z,1918 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963751,-93.291827,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.268900999881225,45.000952999980996,93,271119346951,2019-02-21T00:00:00.000Z,1308 GRAND ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.000953,-93.268901,3,Northeast,Sheridan,2,2,Yale
-93.284245999753068,44.944806999943125,94,271119350568,2019-02-21T00:00:00.000Z,402 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944807,-93.284246,8,Powderhorn,Lyndale,5,2,Yale
-93.291918000115572,44.963650000147425,95,271119344799,2019-02-21T00:00:00.000Z,1922 COLFAX AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.96365,-93.291918,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.252375000405891,44.987821999685593,96,271119348963,2019-02-21T00:00:00.000Z,414 2ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987822,-93.252375,3,University,Marcy Holmes,4,2,Yale
-93.300878999666054,44.947023999657915,97,271119342289,2019-02-21T00:00:00.000Z,3040 HUMBOLDT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947024,-93.300879,10,Calhoun Isle,ECCO,5,2,Yale
-93.234635999851491,44.988430999890795,98,271119344979,2019-02-21T00:00:00.000Z,1018 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.988431,-93.234636,2,University,Como,4,2,Yale
-93.268991000434312,44.956185000337541,99,271119345866,2019-02-21T00:00:00.000Z,2534 5TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956185,-93.268991,6,Phillips,Phillips West,3,2,Yale
-93.284323999752758,44.944778999551261,100,271119350569,2019-02-21T00:00:00.000Z,404 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944779,-93.284324,8,Powderhorn,Lyndale,5,2,Yale
-93.280588000136049,44.918056000184322,101,271119346164,2019-02-21T00:00:00.000Z,4644 WENTWORTH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.918056,-93.280588,11,Southwest,Tangletown,5,2,Yale
-93.271522000240054,44.959844000000658,102,271119350792,2019-02-21T00:00:00.000Z,2310 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.959844,-93.271522,10,Powderhorn,Whittier,3,2,Yale
-93.290005000030703,44.983015000142188,103,271119329659,2019-02-21T00:00:00.000Z,708 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.983015,-93.290005,5,Near North,Sumner - Glenwood,3,2,Yale
-93.266067999638437,44.944993000426678,104,271119346854,2019-02-21T00:00:00.000Z,638 32ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.944993,-93.266068,9,Powderhorn,Central,5,2,Yale
-93.252649999597793,44.987651999939885,105,271119348964,2019-02-21T00:00:00.000Z,408 2ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987652,-93.25265,3,University,Marcy Holmes,4,2,Yale
-93.234643000174287,44.988123000076428,106,271119344980,2019-02-21T00:00:00.000Z,1006 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.988123,-93.234643,2,University,Como,4,2,Yale
-93.252783000335171,44.98719599959577,107,271119348965,2019-02-21T00:00:00.000Z,402 2ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987196,-93.252783,3,University,Marcy Holmes,4,2,Yale
-93.296869000004335,45.01024300031429,108,271119350993,2019-02-21T00:00:00.000Z,2918 GIRARD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.010243,-93.296869,5,Near North,Jordan,1,2,Yale
-93.265473000078828,44.945008000219104,109,271119346856,2019-02-21T00:00:00.000Z,650 32ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.945008,-93.265473,9,Powderhorn,Central,5,2,Yale
-93.285009999911551,44.944698000312542,110,271119350570,2019-02-21T00:00:00.000Z,412 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944698,-93.28501,8,Powderhorn,Lyndale,5,2,Yale
-93.271505000355432,44.959211999634135,111,271119350793,2019-02-21T00:00:00.000Z,2400 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.959212,-93.271505,10,Powderhorn,Whittier,3,2,Yale
-93.234609000404987,44.9875669996174,112,271119344981,2019-02-21T00:00:00.000Z,924 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987567,-93.234609,2,University,Como,4,2,Yale
-93.2655320001017,44.944973999550484,113,271119346855,2019-02-21T00:00:00.000Z,648 32ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.944974,-93.265532,9,Powderhorn,Central,5,2,Yale
-93.29315499960353,44.963164000218512,114,271119344800,2019-02-21T00:00:00.000Z,1946 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963164,-93.293155,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.285010999957649,44.944774000219979,115,271119350571,2019-02-21T00:00:00.000Z,414 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944774,-93.285011,8,Powderhorn,Lyndale,5,2,Yale
-93.290918999911867,44.982834999935335,116,271119329660,2019-02-21T00:00:00.000Z,826 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.982835,-93.290919,5,Near North,Sumner - Glenwood,3,2,Yale
-93.234613999736268,44.987548999686624,117,271119344983,2019-02-21T00:00:00.000Z,920 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987549,-93.234614,2,University,Como,4,2,Yale
-93.267669999770646,45.000132999938046,118,271119346952,2019-02-21T00:00:00.000Z,1202 MAIN ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.000133,-93.26767,3,Northeast,Sheridan,2,2,Yale
-93.285380999933182,44.944742999689709,119,271119350572,2019-02-21T00:00:00.000Z,416 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944743,-93.285381,8,Powderhorn,Lyndale,5,2,Yale
-93.271559000147704,44.959011000257533,120,271119350794,2019-02-21T00:00:00.000Z,2406 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.959011,-93.271559,10,Powderhorn,Whittier,3,2,Yale
-93.234610999597919,44.987551999824973,121,271119344982,2019-02-21T00:00:00.000Z,922 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987552,-93.234611,2,University,Como,4,2,Yale
-93.3009229998965,44.942596999651869,122,271119342290,2019-02-21T00:00:00.000Z,3320 HUMBOLDT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.942597,-93.300923,10,Calhoun Isle,ECCO,5,2,Yale
-93.285631999816928,44.944670999966718,123,271119350573,2019-02-21T00:00:00.000Z,420 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944671,-93.285632,8,Powderhorn,Lyndale,5,2,Yale
-93.271531999801937,44.958878999566252,124,271119350795,2019-02-21T00:00:00.000Z,2408 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958879,-93.271532,10,Powderhorn,Whittier,3,2,Yale
-93.289381000033075,44.985629000178278,125,271119345363,2019-02-21T00:00:00.000Z,718 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.985629,-93.289381,5,Near North,Sumner - Glenwood,1,2,Yale
-93.26770400043921,45.000250999983734,126,271119346953,2019-02-21T00:00:00.000Z,1208 MAIN ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.000251,-93.267704,3,Northeast,Sheridan,2,2,Yale
-93.293022999811569,44.963522999686745,127,271119344801,2019-02-21T00:00:00.000Z,1926 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963523,-93.293023,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.280545999997855,44.96661900036662,128,271119347842,2019-02-21T00:00:00.000Z,1526 SPRUCE PLACE,478.1000(b),Snow emergency parking restrictions - even number address,44.966619,-93.280546,7,Central,Loring Park,3,2,Yale
-93.269076999903575,44.94895499967356,129,271119345867,2019-02-21T00:00:00.000Z,2938 5TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.948955,-93.269077,6,Phillips,Phillips West,3,2,Yale
-93.271511999778909,44.958739000304661,130,271119350797,2019-02-21T00:00:00.000Z,2412 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958739,-93.271512,10,Powderhorn,Whittier,3,2,Yale
-93.291144000395263,44.982918000165625,131,271119329661,2019-02-21T00:00:00.000Z,912 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.982918,-93.291144,5,Near North,Sumner - Glenwood,3,2,Yale
-93.271526999571336,44.958797000281379,132,271119350796,2019-02-21T00:00:00.000Z,2410 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958797,-93.271527,10,Powderhorn,Whittier,3,2,Yale
-93.293052000249588,44.963942000123268,133,271119344802,2019-02-21T00:00:00.000Z,1912 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963942,-93.293052,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.295494999594496,44.939319999618363,134,271119345951,2019-02-21T00:00:00.000Z,3450 FREMONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.93932,-93.295495,10,Calhoun Isle,CARAG,5,2,Yale
-93.234609999551822,44.987392999687245,135,271119344984,2019-02-21T00:00:00.000Z,914 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987393,-93.23461,2,University,Como,4,2,Yale
-93.286665999835975,44.94471900038161,136,271119350574,2019-02-21T00:00:00.000Z,518 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944719,-93.286666,8,Powderhorn,Lyndale,5,2,Yale
-93.252122999576727,44.986310000106471,137,271119348966,2019-02-21T00:00:00.000Z,320 3RD AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.98631,-93.252123,3,University,Marcy Holmes,4,2,Yale
-93.271544000355277,44.958661000304971,138,271119350798,2019-02-21T00:00:00.000Z,2416 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958661,-93.271544,10,Powderhorn,Whittier,3,2,Yale
-93.293004999880793,44.963944000215463,139,271119344803,2019-02-21T00:00:00.000Z,1910 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963944,-93.293005,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.234620000012967,44.987148000080197,140,271119344985,2019-02-21T00:00:00.000Z,908 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987148,-93.23462,2,University,Como,4,2,Yale
-93.284950999888679,45.018139000214717,141,271119345572,2019-02-21T00:00:00.000Z,3450 4TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.018139,-93.284951,4,Camden,McKinley,1,2,Yale
-93.296837000327287,45.012774000120089,142,271119350994,2019-02-21T00:00:00.000Z,3122 GIRARD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.012774,-93.296837,5,Near North,Jordan,1,2,Yale
-93.22012799990722,44.986047999715481,143,271119342403,2019-02-21T00:00:00.000Z,2306 FAIRMOUNT ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986048,-93.220128,2,University,Como,4,2,Yale
-93.295722000170144,44.939960000353778,144,271119345952,2019-02-21T00:00:00.000Z,3440 FREMONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.93996,-93.295722,10,Calhoun Isle,CARAG,5,2,Yale
-93.318456999990531,45.000909999796704,145,271119338939,2019-02-21T00:00:00.000Z,2100 XERXES AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.00091,-93.318457,5,Near North,Willard - Hay,3,2,Yale
-93.262998000157552,44.944740999597514,146,271119346857,2019-02-21T00:00:00.000Z,758 32ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.944741,-93.262998,9,Powderhorn,Central,5,2,Yale
-93.290017999730878,44.985636999647852,147,271119345364,2019-02-21T00:00:00.000Z,724 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.985637,-93.290018,5,Near North,Sumner - Glenwood,1,2,Yale
-93.276195999945401,44.917662000001371,148,271119345661,2019-02-21T00:00:00.000Z,4648 1ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.917662,-93.276196,11,Southwest,Tangletown,5,2,Yale
-93.234593999713297,44.987127000011071,149,271119344986,2019-02-21T00:00:00.000Z,902 12TH AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987127,-93.234594,2,University,Como,4,2,Yale
-93.293088000111084,44.964802000212217,150,271119344804,2019-02-21T00:00:00.000Z,1810 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.964802,-93.293088,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.25020099997613,44.987759000377594,151,271119348967,2019-02-21T00:00:00.000Z,502 3RD AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987759,-93.250201,3,University,Marcy Holmes,4,2,Yale
-93.255003000188253,44.938828000312014,152,271119336823,2019-02-21T00:00:00.000Z,3518 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.938828,-93.255003,9,Powderhorn,Powderhorn Park,6,2,Yale
-93.280552000274554,44.966849000181242,153,271119347843,2019-02-21T00:00:00.000Z,1524 SPRUCE PLACE,478.1000(b),Snow emergency parking restrictions - even number address,44.966849,-93.280552,7,Central,Loring Park,3,2,Yale
-93.287795999785544,44.944739999551416,154,271119350575,2019-02-21T00:00:00.000Z,616 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.94474,-93.287796,8,Powderhorn,Lyndale,5,2,Yale
-93.291599999840059,44.982884000396382,155,271119329662,2019-02-21T00:00:00.000Z,910 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.982884,-93.2916,5,Near North,Sumner - Glenwood,3,2,Yale
-93.292807999789318,44.965865999816117,156,271119344805,2019-02-21T00:00:00.000Z,1780 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.965866,-93.292808,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.29564600026265,44.940391000444379,157,271119345953,2019-02-21T00:00:00.000Z,3432 FREMONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940391,-93.295646,10,Calhoun Isle,CARAG,5,2,Yale
-93.276365999691109,44.9184250001137,158,271119345662,2019-02-21T00:00:00.000Z,4628 1ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.918425,-93.276366,11,Southwest,Tangletown,5,2,Yale
-93.253760000423654,44.933305000125699,159,271119344041,2019-02-21T00:00:00.000Z,3824 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.933305,-93.25376,8,Powderhorn,Bancroft,6,2,Yale
-93.234254000221881,44.986913000034974,160,271119344987,2019-02-21T00:00:00.000Z,1212 BROOK AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986913,-93.234254,2,University,Como,4,2,Yale
-93.290658999613129,44.985790999555036,161,271119345365,2019-02-21T00:00:00.000Z,732 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.985791,-93.290659,5,Near North,Sumner - Glenwood,1,2,Yale
-93.246089000107247,44.934948000350005,162,271119341075,2019-02-21T00:00:00.000Z,3732 LONGFELLOW AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.934948,-93.246089,12,Powderhorn,Standish,6,2,Yale
-93.247639999686214,44.928729999589848,163,271119340319,2019-02-21T00:00:00.000Z,1818 41ST ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.92873,-93.24764,8,Powderhorn,Bancroft,6,2,Yale
-93.271528999663587,44.958707999774447,164,271119350799,2019-02-21T00:00:00.000Z,2414 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958708,-93.271529,10,Powderhorn,Whittier,3,2,Yale
-93.284909999796639,45.013888000231077,165,271119345573,2019-02-21T00:00:00.000Z,3222 4TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.013888,-93.28491,4,Camden,McKinley,1,2,Yale
-93.250219999953003,44.987821999685593,166,271119348968,2019-02-21T00:00:00.000Z,504 3RD AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987822,-93.25022,3,University,Marcy Holmes,4,2,Yale
-93.288900000334706,44.944896999596892,167,271119350576,2019-02-21T00:00:00.000Z,712 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944897,-93.2889,10,Calhoun Isle,CARAG,5,2,Yale
-93.250210000391178,44.987846999939165,168,271119348969,2019-02-21T00:00:00.000Z,506 3RD AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.987847,-93.25021,3,University,Marcy Holmes,4,2,Yale
-93.295830999800785,44.942316000183325,169,271119345954,2019-02-21T00:00:00.000Z,3312 FREMONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.942316,-93.295831,10,Calhoun Isle,CARAG,5,2,Yale
-93.233930999715824,44.986925999735149,170,271119344988,2019-02-21T00:00:00.000Z,1220 BROOK AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986926,-93.233931,2,University,Como,4,2,Yale
-93.268936999742721,45.002928000227087,171,271119346954,2019-02-21T00:00:00.000Z,1418 CALIFORNIA ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.002928,-93.268937,3,Northeast,Sheridan,2,2,Yale
-93.292850999973609,44.965938000438427,172,271119344806,2019-02-21T00:00:00.000Z,1774 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.965938,-93.292851,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.284917000119435,45.013728000047195,173,271119345574,2019-02-21T00:00:00.000Z,3214 4TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.013728,-93.284917,4,Camden,McKinley,1,2,Yale
-93.29688199970451,45.015603000178373,174,271119350995,2019-02-21T00:00:00.000Z,3318 GIRARD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.015603,-93.296882,4,Camden,Folwell,1,2,Yale
-93.29099799995771,44.986029999784705,175,271119345366,2019-02-21T00:00:00.000Z,740 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.98603,-93.290998,5,Near North,Sumner - Glenwood,1,2,Yale
-93.292385000067668,44.982367999983239,176,271119329663,2019-02-21T00:00:00.000Z,1012 5TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.982368,-93.292385,5,Near North,Sumner - Glenwood,3,2,Yale
-93.246038999600103,44.935721000024159,177,271119341076,2019-02-21T00:00:00.000Z,3700 LONGFELLOW AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.935721,-93.246039,12,Powderhorn,Standish,6,2,Yale
-93.284913999981086,45.013520000347796,178,271119345575,2019-02-21T00:00:00.000Z,3210 4TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.01352,-93.284914,4,Camden,McKinley,1,2,Yale
-93.280927999627465,44.966950000342308,179,271119347844,2019-02-21T00:00:00.000Z,1522 SPRUCE PLACE,478.1000(b),Snow emergency parking restrictions - even number address,44.96695,-93.280928,7,Central,Loring Park,3,2,Yale
-93.288928999873406,44.944901999827493,180,271119350577,2019-02-21T00:00:00.000Z,714 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944902,-93.288929,10,Calhoun Isle,CARAG,5,2,Yale
-93.295677999939699,44.942576999628898,181,271119345955,2019-02-21T00:00:00.000Z,3306 FREMONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.942577,-93.295678,10,Calhoun Isle,CARAG,5,2,Yale
-93.276531000105535,44.920666000035908,182,271119345663,2019-02-21T00:00:00.000Z,4516 1ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.920666,-93.276531,8,Southwest,King Field,5,2,Yale
-93.253882999800567,44.934704999935832,183,271119344042,2019-02-21T00:00:00.000Z,3736 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.934705,-93.253883,9,Powderhorn,Powderhorn Park,6,2,Yale
-93.291002000142157,44.986041000292005,184,271119345367,2019-02-21T00:00:00.000Z,742 ALDRICH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.986041,-93.291002,5,Near North,Sumner - Glenwood,1,2,Yale
-93.271525000378404,44.95818399989173,185,271119350800,2019-02-21T00:00:00.000Z,2428 CLINTON AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.958184,-93.271525,10,Powderhorn,Whittier,3,2,Yale
-93.292903999719783,44.965963999838777,186,271119344807,2019-02-21T00:00:00.000Z,1772 DUPONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.965964,-93.292904,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.23378800031594,44.986932000011848,187,271119344989,2019-02-21T00:00:00.000Z,1222 BROOK AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.986932,-93.233788,2,University,Como,4,2,Yale
-93.249021000418793,44.989456000394171,188,271119348970,2019-02-21T00:00:00.000Z,630 3RD AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.989456,-93.249021,3,University,Marcy Holmes,4,2,Yale
-93.288909999896532,44.944933000357707,189,271119350578,2019-02-21T00:00:00.000Z,800 32ND ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.944933,-93.28891,10,Calhoun Isle,CARAG,5,2,Yale
-93.295794999939233,44.942724000112548,190,271119345956,2019-02-21T00:00:00.000Z,3304 FREMONT AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.942724,-93.295795,10,Calhoun Isle,CARAG,5,2,Yale
