X,Y,OBJECTID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist
-93.279864343643226,44.935951562569592,2202,533617352,2017-01-12T00:00:00.000Z,104 37TH ST W,-10383867,5611444,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.262490926048358,44.961846518927409,2203,533621352,2017-01-12T00:00:00.000Z,802 21ST ST E,-10381933,5615517,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.310990968237974,44.986268490275926,2204,533625352,2017-01-12T00:00:00.000Z,814 RUSSELL AVE N,-10387332,5619360,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1
-93.303552917685465,45.002855262267481,2205,533629352,2017-01-12T00:00:00.000Z,2304 JAMES AVE N,-10386504,5621971,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1
-93.286880186012198,44.947911868498124,2206,533631352,2017-01-12T00:00:00.000Z,3024 GARFIELD AVE S,-10384648,5613325,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.297866581936987,45.047680938038049,2207,533633352,2017-01-12T00:00:00.000Z,5106 GIRARD AVE N,-10385871,5629031,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1
-93.244883946479604,45.005313329714689,2208,533641352,2017-01-12T00:00:00.000Z,1708 POLK ST NE,-10379973,5622358,478.1000(B),SNOW EMERGENCY EVEN,1,Northeast Park,Northeast,2,2
-93.278471954952849,44.935957921714241,2209,533617352,2017-01-12T00:00:00.000Z,30 37TH ST W,-10383712,5611445,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.28953021610036,44.939099253067859,2210,533629352,2017-01-12T00:00:00.000Z,3520 ALDRICH AVE S,-10384943,5611939,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.22280335679595,44.986230368840602,2211,533630352,2017-01-12T00:00:00.000Z,888 21ST AVE SE,-10377515,5619354,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4
-93.26008344108692,44.958553873099788,2212,533631352,2017-01-12T00:00:00.000Z,2430 10TH AVE S,-10381665,5614999,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3
-93.2813196144035,44.960816792855603,2213,533640352,2017-01-12T00:00:00.000Z,2204 PILLSBURY AVE S,-10384029,5615355,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.281382496473398,44.951567498796472,2214,533598352,2017-01-12T00:00:00.000Z,2830 PILLSBURY AVE,-10384036,5613900,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.278256359284654,44.93596428085818,2215,533617352,2017-01-12T00:00:00.000Z,18 37TH ST W,-10383688,5611446,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.289206822598061,45.007999933956341,2216,533620352,2017-01-12T00:00:00.000Z,2726 ALDRICH AVE N,-10384907,5622781,478.1000(B),SNOW EMERGENCY EVEN,5,Hawthorne,Near North,2,1
-93.274088176366348,44.963918627722606,2217,533624352,2017-01-12T00:00:00.000Z,1900 2 AV S,-10383224,5615843,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3
-93.286880186012198,44.948045382570648,2218,533631352,2017-01-12T00:00:00.000Z,3016 GARFIELD AVE S,-10384648,5613346,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.258107147461857,44.968024487249103,2219,533637352,2017-01-12T00:00:00.000Z,1102 15TH ST E,-10381445,5616489,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3
-93.240643898338575,44.938685929813495,2220,533591352,2017-01-12T00:00:00.000Z,3546 22ND AVE S,-10379501,5611874,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6
-93.263856365280219,44.936116900101474,2221,533605352,2017-01-12T00:00:00.000Z,720 37TH ST E,-10382085,5611470,478.1000(B),SNOW EMERGENCY EVEN,8,Central,Powderhorn,2,5
-93.236053507236718,44.984641953167525,2222,533609352,2017-01-12T00:00:00.000Z,710 12TH AVE SE,-10378990,5619104,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.249941461529204,44.995181856512595,2223,533612352,2017-01-12T00:00:00.000Z,602 JACKSON ST NE,-10380536,5620763,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.236008591472512,44.984699136895472,2224,533614352,2017-01-12T00:00:00.000Z,716 12TH AVE SE,-10378985,5619113,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.278184494061918,44.93596428085818,2225,533617352,2017-01-12T00:00:00.000Z,14 37TH ST W,-10383680,5611446,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.28953021610036,44.93937268066248,2226,533629352,2017-01-12T00:00:00.000Z,3504 ALDRICH AVE S,-10384943,5611982,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.301019668584246,45.004932240894789,2227,533629352,2017-01-12T00:00:00.000Z,2506 JAMES AVE N,-10386222,5622298,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1
-93.222812339948788,44.984978700966572,2228,533630352,2017-01-12T00:00:00.000Z,844 21ST AVE SE,-10377516,5619157,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4
-93.258044265391973,44.968024487249103,2229,533637352,2017-01-12T00:00:00.000Z,1104 15TH ST E,-10381438,5616489,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3
-93.2813196144035,44.960765941706519,2230,533640352,2017-01-12T00:00:00.000Z,2210 PILLSBURY AVE S,-10384029,5615347,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.245665480776807,45.005954823502577,2231,533641352,2017-01-12T00:00:00.000Z,1800 POLK ST NE,-10380060,5622459,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.245665480776807,45.00604374286668,2232,533641352,2017-01-12T00:00:00.000Z,1802 POLK ST NE,-10380060,5622473,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.314754909278435,45.028497813754427,2233,533583352,2017-01-12T00:00:00.000Z,4042 UPTON AVE N,-10387751,5626009,478.1000(B),SNOW EMERGENCY EVEN,4,Victory,Camden,2,1
-93.289206822598061,45.007828452343944,2234,533602352,2017-01-12T00:00:00.000Z,2706 ALDRICH AVE N,-10384907,5622754,478.1000(B),SNOW EMERGENCY EVEN,5,Hawthorne,Near North,2,1
-93.236062490389557,44.984622891912196,2235,533609352,2017-01-12T00:00:00.000Z,708 12TH AVE SE,-10378991,5619101,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.274088176366348,44.964986433707885,2236,533624352,2017-01-12T00:00:00.000Z,1816 2 AV S,-10383224,5616011,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3
-93.289521232947507,44.940631702552182,2237,533629352,2017-01-12T00:00:00.000Z,3436 ALDRICH AVE S,-10384942,5612180,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.245665480776807,45.006126310724049,2238,533641352,2017-01-12T00:00:00.000Z,1804 POLK ST NE,-10380060,5622486,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.260182255768171,44.948026309150727,2239,533594352,2017-01-12T00:00:00.000Z,3016 10TH AVE S,-10381676,5613343,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6
-93.281382496473398,44.951586571039648,2240,533598352,2017-01-12T00:00:00.000Z,2828 PILLSBURY AVE,-10384036,5613903,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.249941461529204,44.995213619415935,2241,533612352,2017-01-12T00:00:00.000Z,604 JACKSON ST NE,-10380536,5620768,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.300848988680258,45.005129137101612,2242,533629352,2017-01-12T00:00:00.000Z,2526 JAMES AVE N,-10386203,5622329,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1
-93.283071329207544,44.948229758636437,2243,533631352,2017-01-12T00:00:00.000Z,3004 PLEASANT AVE S,-10384224,5613375,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.2813196144035,44.959965030163566,2244,533640352,2017-01-12T00:00:00.000Z,2304 PILLSBURY AVE S,-10384029,5615221,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.249941461529204,44.995251734876696,2245,533612352,2017-01-12T00:00:00.000Z,606 JACKSON ST NE,-10380536,5620774,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.289512249794669,44.941153107573648,2246,533629352,2017-01-12T00:00:00.000Z,3406 ALDRICH AVE S,-10384941,5612262,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.245665480776807,45.006215229821954,2247,533641352,2017-01-12T00:00:00.000Z,1806 POLK ST NE,-10380060,5622500,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.260182255768171,44.947994520103443,2248,533594352,2017-01-12T00:00:00.000Z,3018 10TH AVE S,-10381676,5613338,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6
-93.236781142616849,44.983714298057016,2249,533609352,2017-01-12T00:00:00.000Z,616 12TH AVE SE,-10379071,5618958,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.249941461529204,44.995283497741298,2250,533612352,2017-01-12T00:00:00.000Z,608 JACKSON ST NE,-10380536,5620779,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.255780510875994,44.961871944028715,2251,533621352,2017-01-12T00:00:00.000Z,1326 21ST ST E,-10381186,5615521,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.274088176366348,44.96500550149127,2252,533624352,2017-01-12T00:00:00.000Z,1814 2 AV S,-10383224,5616014,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3
-93.249950444682042,44.939207352505079,2253,533628352,2017-01-12T00:00:00.000Z,3516 17TH AVE S,-10380537,5611956,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6
-93.300570510942194,45.007872910589036,2254,533629352,2017-01-12T00:00:00.000Z,2704 JAMES AVE N,-10386172,5622761,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1
-93.22153673224534,44.985054945476612,2255,533630352,2017-01-12T00:00:00.000Z,846 22ND AVE SE,-10377374,5619169,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4
-93.283071329207544,44.947892795033837,2256,533631352,2017-01-12T00:00:00.000Z,3024 PLEASANT AVE S,-10384224,5613322,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.295899271464762,44.994190845085043,2257,533637352,2017-01-12T00:00:00.000Z,1214 15TH ST E,-10385652,5620607,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1
-93.2813196144035,44.959793404806945,2258,533640352,2017-01-12T00:00:00.000Z,2324 PILLSBURY AVE S,-10384029,5615194,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.236844024686746,44.983644405625526,2259,533614352,2017-01-12T00:00:00.000Z,608 12TH AVE SE,-10379078,5618947,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.309454849102124,44.992088065361536,2260,533625352,2017-01-12T00:00:00.000Z,1330 QUEEN AVE N,-10387161,5620276,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1
-93.291210065681653,44.98522649525345,2261,533630352,2017-01-12T00:00:00.000Z,842 GERTRUDE BROWN PL,-10385130,5619196,478.1000(B),SNOW EMERGENCY EVEN,5,Sumner-Glenwood,Near North,2,1
-93.260119373698274,44.955451748186846,2262,533631352,2017-01-12T00:00:00.000Z,2600 10TH AVE S,-10381669,5614511,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3
-93.300408814191044,45.047763445858344,2263,533633352,2017-01-12T00:00:00.000Z,5110 IRVING AVE N,-10386154,5629044,478.1000(B),SNOW EMERGENCY EVEN,4,Shingle Creek,Camden,2,1
-93.245665480776807,45.006386716263854,2264,533641352,2017-01-12T00:00:00.000Z,1810 POLK ST NE,-10380060,5622527,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.316156281121664,45.034325796318406,2265,533583352,2017-01-12T00:00:00.000Z,4344 VINCENT AVE N,-10387907,5626927,478.1000(B),SNOW EMERGENCY EVEN,4,Victory,Camden,2,1
-93.281382496473398,44.951612000687355,2266,533598352,2017-01-12T00:00:00.000Z,2826 PILLSBURY AVE,-10384036,5613907,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.236861990992423,44.983625344038508,2267,533609352,2017-01-12T00:00:00.000Z,606 12TH AVE SE,-10379080,5618944,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.249941461529204,44.995493132206128,2268,533612352,2017-01-12T00:00:00.000Z,620 JACKSON ST NE,-10380536,5620812,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.289485300336153,44.944262363594191,2269,533629352,2017-01-12T00:00:00.000Z,3224 ALDRICH AVE S,-10384938,5612751,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.300579494095032,45.008730312851824,2270,533629352,2017-01-12T00:00:00.000Z,2806 JAMES AVE N,-10386173,5622896,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1
-93.283071329207544,44.947695702198452,2271,533631352,2017-01-12T00:00:00.000Z,3036 PLEASANT AVE S,-10384224,5613291,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.245665480776807,45.006469283626856,2272,533641352,2017-01-12T00:00:00.000Z,1812 POLK ST NE,-10380060,5622540,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.245665480776807,45.00655820219238,2273,533641352,2017-01-12T00:00:00.000Z,1814 POLK ST NE,-10380060,5622554,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.256211702212354,44.960683308493138,2274,533552352,2017-01-12T00:00:00.000Z,2226 13TH AVE S,-10381234,5615334,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.289467334030462,45.000320865248867,2275,533602352,2017-01-12T00:00:00.000Z,2104 ALDRICH AVE N,-10384936,5621572,478.1000(B),SNOW EMERGENCY EVEN,5,Hawthorne,Near North,2,1
-93.2368799572981,44.983599928579309,2276,533614352,2017-01-12T00:00:00.000Z,604 12TH AVE SE,-10379082,5618940,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.280295534979615,44.932333095068451,2277,533617352,2017-01-12T00:00:00.000Z,130 39TH ST W,-10383915,5610875,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.289467334030462,44.999736477098587,2278,533620352,2017-01-12T00:00:00.000Z,2008 ALDRICH AVE N,-10384936,5621480,478.1000(B),SNOW EMERGENCY EVEN,5,Hawthorne,Near North,2,1
-93.254720498840726,44.961871944028715,2279,533621352,2017-01-12T00:00:00.000Z,1406 21ST ST E,-10381068,5615521,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.289485300336153,44.944332304022076,2280,533629352,2017-01-12T00:00:00.000Z,3220 ALDRICH AVE S,-10384938,5612762,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.283071329207544,44.947657555119889,2281,533631352,2017-01-12T00:00:00.000Z,3038 PLEASANT AVE S,-10384224,5613285,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.260119373698274,44.955407249273371,2282,533631352,2017-01-12T00:00:00.000Z,2602 10TH AVE S,-10381669,5614504,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3
-93.281328597556353,44.958992479688149,2283,533640352,2017-01-12T00:00:00.000Z,2404 PILLSBURY AVE S,-10384030,5615068,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.245665480776807,45.006647120619874,2284,533641352,2017-01-12T00:00:00.000Z,1816 POLK ST NE,-10380060,5622568,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.256211702212354,44.960009525542581,2285,533552352,2017-01-12T00:00:00.000Z,2300 13TH AVE S,-10381234,5615228,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.316156281121664,45.034287706855828,2286,533583352,2017-01-12T00:00:00.000Z,4342 VINCENT AVE N,-10387907,5626921,478.1000(B),SNOW EMERGENCY EVEN,4,Victory,Camden,2,1
-93.260065474781229,44.947536755870516,2287,533594352,2017-01-12T00:00:00.000Z,3045 10TH AVE S,-10381663,5613266,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6
-93.281382496473398,44.951707361765919,2288,533598352,2017-01-12T00:00:00.000Z,2818 PILLSBURY AVE,-10384036,5613922,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.256211702212354,44.96087400034444,2289,533602352,2017-01-12T00:00:00.000Z,2204 13TH AVE S,-10381234,5615364,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.269919993448013,44.935996076567307,2290,533605352,2017-01-12T00:00:00.000Z,416 37TH ST E,-10382760,5611451,478.1000(B),SNOW EMERGENCY EVEN,8,Central,Powderhorn,2,5
-93.249941461529204,44.99594416133354,2291,533612352,2017-01-12T00:00:00.000Z,646 JACKSON ST NE,-10380536,5620883,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.278957045206269,44.932333095068451,2292,533617352,2017-01-12T00:00:00.000Z,28 39TH ST W,-10383766,5610875,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.274088176366348,44.965081772561462,2293,533624352,2017-01-12T00:00:00.000Z,1808 2 AV S,-10383224,5616026,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3
-93.249986377293411,44.94412884072252,2294,533628352,2017-01-12T00:00:00.000Z,3232 17TH AVE S,-10380541,5612730,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6
-93.283071329207544,44.947625765868381,2295,533631352,2017-01-12T00:00:00.000Z,3040 PLEASANT AVE S,-10384224,5613280,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.281328597556353,44.958852634473331,2296,533640352,2017-01-12T00:00:00.000Z,2412 PILLSBURY AVE S,-10384030,5615046,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.245665480776807,45.006818605768835,2297,533641352,2017-01-12T00:00:00.000Z,1820 POLK ST NE,-10380060,5622595,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.256211702212354,44.959990456098659,2298,533552352,2017-01-12T00:00:00.000Z,2302 13TH AVE S,-10381234,5615225,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.266892670940535,44.999774589550945,2299,533559352,2017-01-12T00:00:00.000Z,150 12TH AVE NE,-10382423,5621486,478.1000(B),SNOW EMERGENCY EVEN,3,Sheridan,Northeast,2,2
-93.316156281121664,45.034205179599937,2300,533583352,2017-01-12T00:00:00.000Z,4338 VINCENT AVE N,-10387907,5626908,478.1000(B),SNOW EMERGENCY EVEN,4,Victory,Camden,2,1
-93.237571660066877,44.982761212104428,2301,533609352,2017-01-12T00:00:00.000Z,518 12TH AVE SE,-10379159,5618808,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.237544710608347,44.982799335846749,2302,533614352,2017-01-12T00:00:00.000Z,522 12TH AVE SE,-10379156,5618814,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.25469354938221,44.961871944028715,2303,533621352,2017-01-12T00:00:00.000Z,1408 21ST ST E,-10381065,5615521,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.289476317183315,44.944612064881511,2304,533629352,2017-01-12T00:00:00.000Z,3204 ALDRICH AVE S,-10384937,5612806,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.260119373698274,44.955292823337416,2305,533639352,2017-01-12T00:00:00.000Z,2608 10TH AVE S,-10381669,5614486,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3
-93.245665480776807,45.006901172509316,2306,533641352,2017-01-12T00:00:00.000Z,1822 POLK ST NE,-10380060,5622608,478.1000(B),SNOW EMERGENCY EVEN,1,Windom Park,Northeast,2,2
-93.256211702212354,44.960753228912203,2307,533552352,2017-01-12T00:00:00.000Z,2218 13TH AVE S,-10381234,5615345,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.241048140216435,44.933992912508543,2308,533591352,2017-01-12T00:00:00.000Z,3804 22ND AVE S,-10379546,5611136,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,2,6
-93.241048140216435,44.933922959485109,2309,533591352,2017-01-12T00:00:00.000Z,3808 22ND AVE S,-10379546,5611125,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,2,6
-93.281382496473398,44.951726433962627,2310,533598352,2017-01-12T00:00:00.000Z,2816 PILLSBURY AVE,-10384036,5613925,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.256211702212354,44.960835862024886,2311,533602352,2017-01-12T00:00:00.000Z,2208 13TH AVE S,-10381234,5615358,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.269964909212234,44.935996076567307,2312,533605352,2017-01-12T00:00:00.000Z,412 37TH ST E,-10382765,5611451,478.1000(B),SNOW EMERGENCY EVEN,8,Central,Powderhorn,2,5
-93.249941461529204,44.996979609139636,2313,533612352,2017-01-12T00:00:00.000Z,702 JACKSON ST NE,-10380536,5621046,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2
-93.237616575831098,44.982704026443415,2314,533614352,2017-01-12T00:00:00.000Z,512 12TH AVE SE,-10379164,5618799,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.280133838228451,44.932333095068451,2315,533617352,2017-01-12T00:00:00.000Z,120 39TH ST W,-10383897,5610875,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.280106888769936,44.932333095068451,2316,533617352,2017-01-12T00:00:00.000Z,118 39TH ST W,-10383894,5610875,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.254666599923681,44.961871944028715,2317,533621352,2017-01-12T00:00:00.000Z,1410 21ST ST E,-10381062,5615521,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3
-93.309445865949286,44.994260724657572,2318,533625352,2017-01-12T00:00:00.000Z,1502 QUEEN AVE N,-10387160,5620618,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1
-93.249986377293411,44.944268721818418,2319,533628352,2017-01-12T00:00:00.000Z,3224 17TH AVE S,-10380541,5612752,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6
-93.301837135492789,45.006907523792108,2320,533629352,2017-01-12T00:00:00.000Z,2650 KNOX AVE N,-10386313,5622609,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1
-93.2202162087777,44.989032226789952,2321,533630352,2017-01-12T00:00:00.000Z,1034 23RD AVE SE,-10377227,5619795,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4
-93.283080312360383,44.946182515306809,2322,533631352,2017-01-12T00:00:00.000Z,3120 PLEASANT AVE S,-10384225,5613053,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5
-93.295926220923278,44.994190845085043,2323,533637352,2017-01-12T00:00:00.000Z,1216 15TH ST E,-10385655,5620607,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1
-93.266919620399065,44.999774589550945,2324,533559352,2017-01-12T00:00:00.000Z,148 12TH AVE NE,-10382426,5621486,478.1000(B),SNOW EMERGENCY EVEN,3,Sheridan,Northeast,2,2
-93.237589626372568,44.982742150223764,2325,533609352,2017-01-12T00:00:00.000Z,516 12TH AVE SE,-10379161,5618805,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4
-93.289440384571947,44.947606692309037,2326,533629352,2017-01-12T00:00:00.000Z,3042 ALDRICH AVE S,-10384933,5613277,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.30167543874164,45.047801526350639,2327,533633352,2017-01-12T00:00:00.000Z,5112 JAMES AVE N,-10386295,5629050,478.1000(B),SNOW EMERGENCY EVEN,4,Shingle Creek,Camden,2,1
-93.281328597556353,44.95875092864847,2328,533640352,2017-01-12T00:00:00.000Z,2418 PILLSBURY AVE S,-10384030,5615030,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3
-93.26683877202349,44.999774589550945,2329,533559352,2017-01-12T00:00:00.000Z,154 12TH AVE NE,-10382417,5621486,478.1000(B),SNOW EMERGENCY EVEN,3,Sheridan,Northeast,2,2
-93.260155306309642,44.946036280846442,2330,533594352,2017-01-12T00:00:00.000Z,3126 10TH AVE S,-10381673,5613030,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6
-93.269991858670764,44.935996076567307,2331,533605352,2017-01-12T00:00:00.000Z,410 37TH ST E,-10382768,5611451,478.1000(B),SNOW EMERGENCY EVEN,8,Central,Powderhorn,2,5
-93.280133838228451,44.932333095068451,2332,533617352,2017-01-12T00:00:00.000Z,120 39TH ST W,-10383897,5610875,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,2,5
-93.291003453166311,45.000352625303655,2333,533620352,2017-01-12T00:00:00.000Z,2106 BRYANT AVE N,-10385107,5621577,478.1000(B),SNOW EMERGENCY EVEN,5,Hawthorne,Near North,2,1
-93.309445865949286,44.99448306818509,2334,533625352,2017-01-12T00:00:00.000Z,1528 QUEEN AVE N,-10387160,5620653,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1
-93.249995360446249,44.944650213983984,2335,533628352,2017-01-12T00:00:00.000Z,3202 17TH AVE S,-10380542,5612812,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6
-93.289440384571947,44.947670270815557,2336,533629352,2017-01-12T00:00:00.000Z,3038 ALDRICH AVE S,-10384933,5613287,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5
-93.220225191930538,44.988841628549842,2337,533630352,2017-01-12T00:00:00.000Z,1028 23RD AVE SE,-10377228,5619765,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4
