X,Y,OBJECTID,Call_Taken,Tow_Reason,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.27028900003728,44.948332999768184,146,02/25/2019 01:34am,Snow Emergency,"3000 4TH AVE S,Minneapolis,MN",44.948333,-93.270289,9,Powderhorn,Central,5,1,Armatage
-93.291814999862311,45.047703000193337,147,02/25/2019 01:36am,Snow Emergency,"5101 BRYANT AVE N ,Minneapolis,MN",45.047703,-93.291815,4,Camden,Lind - Bohanon,1,1,Armatage
-93.247287999641458,44.984046000022943,148,02/25/2019 01:36am,Snow Emergency,"601 UNIVERSITY AVE SE,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Armatage
-93.262929999719688,44.99546699970233,149,02/25/2019 01:38am,Snow Emergency,"705 2ND ST NE,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.262929999719688,44.99546699970233,150,02/25/2019 01:40am,Snow Emergency,"705 2ND ST NE,Minneapolis,MN",44.995467,-93.26293,3,Northeast,St. Anthony West,2,1,Armatage
-93.279023999957587,44.968036000061431,151,02/25/2019 01:42am,Snow Emergency,"1423 LASALLE AVE ,Minneapolis,MN",44.968036,-93.279024,7,Central,Loring Park,3,1,Armatage
-93.279334999910304,44.968241999668578,152,02/25/2019 01:46am,Snow Emergency,"1450 LASALLE AVE S,Minneapolis,MN",44.968242,-93.279335,7,Central,Loring Park,3,1,Armatage
-93.278984999957743,44.967330999925764,153,02/25/2019 01:49am,Snow Emergency,"1505 LASALLE AVE,Minneapolis,MN",44.967331,-93.278985,7,Central,Loring Park,3,1,Armatage
-93.25209600013028,44.938215999968463,154,02/25/2019 01:50am,Snow Emergency,"3545 BLOOMINGTON AVE S,Minneapolis,MN",44.938216,-93.252096,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.231929000023285,44.944599000243727,155,02/25/2019 01:51am,Snow Emergency,"3200 MINNEHAHA AVE S,Minneapolis,MN",44.944599,-93.231929,9,Longfellow,Longfellow,6,1,Armatage
-93.246872000242604,44.984905000065737,156,02/25/2019 01:53am,Snow Emergency,"600 4TH ST SE,Minneapolis,MN",44.984905,-93.246872,3,University,Marcy Holmes,4,1,Armatage
-93.280852999766068,45.014928999673657,157,02/25/2019 01:56am,Snow Emergency,"3300 2ND ST N ,Minneapolis,MN",45.014929,-93.280853,4,Camden,McKinley,1,1,Armatage
-93.270646000312638,44.946507000098052,158,02/25/2019 01:58am,Snow Emergency,"3100 4TH AVE S,Minneapolis,MN",44.946507,-93.270646,9,Powderhorn,Central,5,1,Armatage
-93.231929000023285,44.944599000243727,159,02/25/2019 02:03am,Snow Emergency,"3200 MINNEHAHA AVE S,Minneapolis,MN",44.944599,-93.231929,9,Longfellow,Longfellow,6,1,Armatage
-93.26592100005405,45.008920999604527,160,02/25/2019 02:05am,Snow Emergency,"2009 2ND ST NE,Minneapolis,MN",45.008921,-93.265921,3,Northeast,Bottineau,2,1,Armatage
-93.228060999715353,44.9394070000331,161,02/25/2019 02:05am,Snow Emergency,"3500 MINNEHAHA AVE S,Minneapolis,MN",44.939407,-93.228061,12,Longfellow,Howe,6,1,Armatage
-93.266592999567251,44.967862000131277,162,02/25/2019 02:05am,Snow Emergency,"621 E 15TH ST ,Minneapolis,MN",44.967862,-93.266593,6,Central,Elliot Park,3,1,Armatage
-93.279334999910304,44.96856300008244,163,02/25/2019 02:06am,Snow Emergency,"1420 LASALLE AVE S,Minneapolis,MN",44.968563,-93.279335,7,Central,Loring Park,3,1,Armatage
-93.279633000162789,44.966488999767591,164,02/25/2019 02:06am,Snow Emergency,"1554 LASALLE AVE,Minneapolis,MN",44.966489,-93.279633,7,Central,Loring Park,3,1,Armatage
-93.279334999910304,44.96856300008244,165,02/25/2019 02:07am,Snow Emergency,"1420 LASALLE AVE ,Minneapolis,MN",44.968563,-93.279335,7,Central,Loring Park,3,1,Armatage
-93.281018000180552,45.01670000040474,166,02/25/2019 02:08am,Snow Emergency,"3400 2ND ST N ,Minneapolis,MN",45.0167,-93.281018,4,Camden,McKinley,1,1,Armatage
-93.26589499975438,44.999946000307716,167,02/25/2019 02:08am,Snow Emergency,"1205 2ND ST NE,Minneapolis,MN",44.999946,-93.265895,3,Northeast,Sheridan,2,1,Armatage
-93.291219000256604,45.047684000216464,168,02/25/2019 02:10am,Snow Emergency,"5100 BRYANT AVE N ,Minneapolis,MN",45.047684,-93.291219,4,Camden,Lind - Bohanon,1,1,Armatage
-93.246128000107092,44.983040000395761,169,02/25/2019 02:13am,Snow Emergency,"700 UNIVERSITY AVE SE,Minneapolis,MN",44.98304,-93.246128,3,University,Marcy Holmes,4,1,Armatage
-93.258915999873466,44.987597000101516,170,02/25/2019 02:16am,Snow Emergency,"20 2ND ST NE,Minneapolis,MN",44.987597,-93.258916,3,University,Nicollet Island - East Bank,2,1,Armatage
-93.229406999733214,44.941144000095562,171,02/25/2019 02:17am,Snow Emergency,"3400 MINNEHAHA AVE S,Minneapolis,MN",44.941144,-93.229407,12,Longfellow,Howe,6,1,Armatage
-93.253433999779247,44.986223999737831,172,02/25/2019 02:20am,Snow Emergency,"201 UUNIVERSITY AVE SE,Minneapolis,MN",44.986224,-93.253434,3,University,Marcy Holmes,4,1,Armatage
-93.259146999734241,44.989962000346111,173,02/25/2019 02:21am,Snow Emergency,"203 2ND ST NE,Minneapolis,MN",44.989962,-93.259147,3,Northeast,St. Anthony West,2,1,Armatage
-93.307886999985044,45.022425000013811,174,02/25/2019 02:23am,Snow Emergency,"3700 PENN AVE N ,Minneapolis,MN",45.022425,-93.307887,4,Camden,Folwell,1,1,Armatage
-93.279705999931934,44.966849000181242,175,02/25/2019 02:25am,Snow Emergency,"1524 LASALLE AVE ,Minneapolis,MN",44.966849,-93.279706,7,Central,Loring Park,3,1,Armatage
-93.279635000255041,44.967406999833202,176,02/25/2019 02:25am,Snow Emergency,"1502 LASALLE AVE,Minneapolis,MN",44.967407,-93.279635,7,Central,Loring Park,3,1,Armatage
-93.26608999975366,44.968324999898869,177,02/25/2019 02:27am,Snow Emergency,"640 E 15TH ST ,Minneapolis,MN",44.968325,-93.26609,7,Central,Elliot Park,3,1,Armatage
-93.234874000035063,44.948122999976533,178,02/25/2019 02:29am,Snow Emergency,"3000 MINNEHAHA AVE S,Minneapolis,MN",44.948123,-93.234874,9,Longfellow,Longfellow,6,1,Armatage
-93.293468999694539,44.989250999933745,179,02/25/2019 02:30am,Snow Emergency,"1101 VAN WHITE MEMORIAL ,Minneapolis,MN",44.989251,-93.293469,5,Near North,Near - North,1,1,Armatage
-93.267634999955249,44.9680570001305,180,02/25/2019 02:30am,Snow Emergency,"600 E 15TH ST ,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage
-93.279054999588539,44.964608000259034,181,02/25/2019 02:31am,Snow Emergency,"1827 LASALLE AVE ,Minneapolis,MN",44.964608,-93.279055,7,Central,Steven's Square - Loring Heights,3,1,Armatage
-93.247287999641458,44.984046000022943,182,02/25/2019 02:31am,Snow Emergency,"601UNIVERSITY AVE SE,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Armatage
-93.27810599989192,44.893754000047124,183,02/25/2019 02:33am,Snow Emergency,"6000 NICOLLET AVE S,Minneapolis,MN",44.893754,-93.278106,11,Southwest,Windom,5,1,Armatage
-93.247287999641458,44.984046000022943,184,02/25/2019 02:35am,Snow Emergency,"601 UNIVERSITY AVE SE,Minneapolis,MN",44.984046,-93.247288,3,University,Marcy Holmes,4,1,Armatage
-93.279334999910304,44.96856300008244,185,02/25/2019 02:41am,Snow Emergency,"1420 LASALLE AVE S,Minneapolis,MN",44.968563,-93.279335,7,Central,Loring Park,3,1,Armatage
-93.279023999957587,44.968036000061431,186,02/25/2019 02:50am,Snow Emergency,"1423 LASALLE AVE,Minneapolis,MN",44.968036,-93.279024,7,Central,Loring Park,3,1,Armatage
-93.294516000313138,44.98224100042188,187,02/25/2019 02:50am,Snow Emergency,"1102 Van White Memorial blvd,Minneapolis,MN",44.982241,-93.294516,5,Near North,Sumner - Glenwood,3,1,Armatage
-93.266157000145427,44.968324999898869,188,02/25/2019 02:51am,Snow Emergency,"636 E 15TH ST ,Minneapolis,MN",44.968325,-93.266157,7,Central,Elliot Park,3,1,Armatage
-93.247610000101361,44.983581000163099,189,02/25/2019 02:52am,Snow Emergency,"600 UNIVERSITY AVE SE,Minneapolis,MN",44.983581,-93.24761,3,University,Marcy Holmes,4,1,Armatage
-93.225547999840273,44.935761000070158,190,02/25/2019 02:54am,Snow Emergency,"3700 MINNEHAHA AVE S,Minneapolis,MN",44.935761,-93.225548,12,Longfellow,Howe,6,1,Armatage
-93.225547999840273,44.935761000070158,191,02/25/2019 02:58am,Snow Emergency,"3700 MINNEHAHA AVE S,Minneapolis,MN",44.935761,-93.225548,12,Longfellow,Howe,6,1,Armatage
-93.228099999715198,44.940499000028865,192,02/25/2019 02:58am,Snow Emergency,"3435 MINNEHAHA AVE S,Minneapolis,MN",44.940499,-93.2281,12,Longfellow,Howe,6,1,Armatage
-93.279111000372325,44.961064999650091,193,02/25/2019 03:00am,Snow Emergency,"2131 BLAISDELL AVE S,Minneapolis,MN",44.961065,-93.279111,10,Powderhorn,Whittier,3,1,Armatage
-93.292062999607708,44.988816999704852,194,02/25/2019 03:00am,Snow Emergency,"1100 van white memoral blvd,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1,Armatage
-93.225076999703731,44.935190999864801,195,02/25/2019 03:01am,Snow Emergency,"3724 MINNEHAHA AVE S,Minneapolis,MN",44.935191,-93.225077,12,Longfellow,Howe,6,1,Armatage
-93.236385999614129,44.948134999630554,196,02/25/2019 03:01am,Snow Emergency,"3000 SNELLING AVE S,Minneapolis,MN",44.948135,-93.236386,9,Longfellow,Longfellow,6,1,Armatage
-93.292062999607708,44.988816999704852,197,02/25/2019 03:02am,Snow Emergency,"1100 VAN WHITE MEMORIAL ,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1,Armatage
-93.307886999985044,45.022425000013811,198,02/25/2019 03:03am,Snow Emergency,"3700 PENN AVE N ,Minneapolis,MN",45.022425,-93.307887,4,Camden,Folwell,1,1,Armatage
-93.257244000110461,44.999440000355776,199,02/25/2019 03:06am,Snow Emergency,"1123 WASHINGTON ST NE,Minneapolis,MN",44.99944,-93.257244,1,Northeast,Logan Park,2,1,Armatage
-93.293625999740073,44.989345999818113,200,02/25/2019 03:10am,Snow Emergency,"1103 Van White Memorial blvd,Minneapolis,MN",44.989346,-93.293626,5,Near North,Near - North,1,1,Armatage
-93.257244000110461,44.999440000355776,201,02/25/2019 03:10am,Snow Emergency,"1123 WASHINGTON ST NE,Minneapolis,MN",44.99944,-93.257244,1,Northeast,Logan Park,2,1,Armatage
-93.279073000418578,44.961328000087178,202,02/25/2019 03:11am,Snow Emergency,"2115 BLAISDELL AVE S,Minneapolis,MN",44.961328,-93.279073,10,Powderhorn,Whittier,3,1,Armatage
-93.279332999818052,44.963214999872378,203,02/25/2019 03:12am,Snow Emergency,"1925 LASALLE AVE S,Minneapolis,MN",44.963215,-93.279333,7,Central,Steven's Square - Loring Heights,3,1,Armatage
-93.257226000179742,45.000315000237151,204,02/25/2019 03:14am,Snow Emergency,"1213 WASHINGTON ST NE,Minneapolis,MN",45.000315,-93.257226,1,Northeast,Logan Park,2,1,Armatage
-93.279115999703606,44.961771999877953,205,02/25/2019 03:16am,Snow Emergency,"2101 BLAISDELL AVE,Minneapolis,MN",44.961772,-93.279116,10,Powderhorn,Whittier,3,1,Armatage
-93.224154000306839,44.933595000009291,206,02/25/2019 03:20am,Snow Emergency,"3800 MINNEHAHA AVE S,Minneapolis,MN",44.933595,-93.224154,12,Longfellow,Howe,6,1,Armatage
-93.279114999657452,44.961210000041547,207,02/25/2019 03:20am,Snow Emergency,"2117 BLAISDELL AVE S,Minneapolis,MN",44.96121,-93.279115,10,Powderhorn,Whittier,3,1,Armatage
-93.267634999955249,44.9680570001305,208,02/25/2019 03:23am,Snow Emergency,"600 E 15TH ST ,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,3,1,Armatage
-93.237916000023347,44.963916999869696,209,02/25/2019 03:25am,Snow Emergency,"2329 9TH ST S,Minneapolis,MN",44.963917,-93.237916,6,Longfellow,Seward,4,1,Armatage
-93.293037999603939,44.986262999737676,210,02/25/2019 03:28am,Snow Emergency,"765 Van White Memorial Blvd,Minneapolis,MN",44.986263,-93.293038,5,Near North,Sumner - Glenwood,1,1,Armatage
-93.279115999703606,44.961771999877953,211,02/25/2019 03:31am,Snow Emergency,"2101 BLAISDELL AVE S,Minneapolis,MN",44.961772,-93.279116,10,Powderhorn,Whittier,3,1,Armatage
-93.279210999587917,44.958530999705943,212,02/25/2019 03:36am,Snow Emergency,"2415 BLAISDELL AVE,Minneapolis,MN",44.958531,-93.279211,10,Powderhorn,Whittier,3,1,Armatage
-93.295639999985951,45.023985000007769,213,02/25/2019 03:38am,Snow Emergency,"1300 DOWLING AVE N ,Minneapolis,MN",45.023985,-93.29564,4,Camden,Folwell,1,1,Armatage
-93.279125000118597,44.958338999845012,214,02/25/2019 03:38am,Snow Emergency,"2423 BLAISDELL AVE S,Minneapolis,MN",44.958339,-93.279125,10,Powderhorn,Whittier,3,1,Armatage
-93.279115999703606,44.961771999877953,215,02/25/2019 03:39am,Snow Emergency,"2101 BLAISDELL AVE S,Minneapolis,MN",44.961772,-93.279116,10,Powderhorn,Whittier,3,1,Armatage
-93.257212000433412,45.003724000062618,216,02/25/2019 03:42am,Snow Emergency,"1521 WASHINGTON ST NE,Minneapolis,MN",45.003724,-93.257212,1,Northeast,Logan Park,2,1,Armatage
-93.223054999988221,44.932167999853391,217,02/25/2019 03:42am,Snow Emergency,"3900 MINNEHAHA AVE S,Minneapolis,MN",44.932168,-93.223055,12,Longfellow,Howe,6,1,Armatage
-93.292737000112425,44.986315000337072,218,02/25/2019 03:46am,Snow Emergency,"799 Van White Memorial Blvd,Minneapolis,MN",44.986315,-93.292737,5,Near North,Sumner - Glenwood,1,1,Armatage
-93.256974000249897,45.008240999722432,219,02/25/2019 03:48am,Snow Emergency,"1934 WASHINGTON ST NE,Minneapolis,MN",45.008241,-93.256974,1,Northeast,Holland,2,1,Armatage
-93.279177999864771,44.956734999620608,220,02/25/2019 03:51am,Snow Emergency,"2515 Blaisdell Avenue South,Minneapolis,MN",44.956735,-93.279178,10,Powderhorn,Whittier,3,1,Armatage
-93.256635999951413,45.008831999996858,221,02/25/2019 03:52am,Snow Emergency,"2013 WASHINGTON ST NE,Minneapolis,MN",45.008832,-93.256636,1,Northeast,Holland,2,1,Armatage
-93.279125000118597,44.958338999845012,222,02/25/2019 03:55am,Snow Emergency,"2423 BLAISDELL AVE,Minneapolis,MN",44.958339,-93.279125,10,Powderhorn,Whittier,3,1,Armatage
-93.27810599989192,44.893754000047124,223,02/25/2019 03:56am,Snow Emergency,"6000 NICOLLET AVE S,Minneapolis,MN",44.893754,-93.278106,11,Southwest,Windom,5,1,Armatage
-93.221382000179119,44.931203000318249,224,02/25/2019 03:56am,Snow Emergency,"3945 MINNEHAHA AVE S,Minneapolis,MN",44.931203,-93.221382,12,Longfellow,Howe,6,1,Armatage
-93.279284000256382,44.956132999738202,225,02/25/2019 04:01am,Snow Emergency,"2535 BLAISDELL AVE S,Minneapolis,MN",44.956133,-93.279284,10,Powderhorn,Whittier,3,1,Armatage
-93.220326000044849,44.928617999820915,226,02/25/2019 04:01am,Snow Emergency,"4100 MINNEHAHA AVE S,Minneapolis,MN",44.928618,-93.220326,12,Longfellow,Hiawatha,6,1,Armatage
-93.224738000258469,44.934830000304316,227,02/25/2019 04:02am,Snow Emergency,"3742 MINNEHAHA AVE S,Minneapolis,MN",44.93483,-93.224738,12,Longfellow,Howe,6,1,Armatage
-93.27929299977211,44.956366999737327,228,02/25/2019 04:04am,Snow Emergency,"2525 BLAISDELL AVE S,Minneapolis,MN",44.956367,-93.279293,10,Powderhorn,Whittier,3,1,Armatage
-93.256974000249897,45.008240999722432,229,02/25/2019 04:09am,Snow Emergency,"1934 WASHINGTON ST NE,Minneapolis,MN",45.008241,-93.256974,1,Northeast,Holland,2,1,Armatage
-93.240663999943592,44.963589000032357,230,02/25/2019 04:10am,Snow Emergency,"911 22ND AVE S,Minneapolis,MN",44.963589,-93.240664,6,Longfellow,Seward,4,1,Armatage
-93.257270999556965,45.004871999942907,231,02/25/2019 04:11am,Snow Emergency,"1621 WASHINGTON ST NE,Minneapolis,MN",45.004872,-93.257271,1,Northeast,Logan Park,2,1,Armatage
-93.279261000095062,44.955764999854921,232,02/25/2019 04:17am,Snow Emergency,"2545 BLAISDELL AVE,Minneapolis,MN",44.955765,-93.279261,10,Powderhorn,Whittier,3,1,Armatage
-93.294095999830517,44.99054900043609,233,02/25/2019 04:18am,Snow Emergency,"1198 VAN WHITE BLVD,Minneapolis,MN",44.990549,-93.294096,5,Near North,Near - North,1,1,Armatage
-93.257802999808575,45.002268000367962,234,02/25/2019 04:19am,Snow Emergency,"1408 WASHINGTON ST NE,Minneapolis,MN",45.002268,-93.257803,3,Northeast,Sheridan,2,1,Armatage
-93.239232999603189,44.946433000282809,235,02/25/2019 04:20am,Snow Emergency,"3100 23RD AVE S,Minneapolis,MN",44.946433,-93.239233,9,Powderhorn,Corcoran,6,1,Armatage
-93.279254999818363,44.953964000438305,236,02/25/2019 04:26am,Snow Emergency,"2649 BLAISDELL AVE S,Minneapolis,MN",44.953964,-93.279255,10,Powderhorn,Whittier,3,1,Armatage
-93.279187000279819,44.958192000260681,237,02/25/2019 04:28am,Snow Emergency,"2427 BLAISDELL AVE S,Minneapolis,MN",44.958192,-93.279187,10,Powderhorn,Whittier,3,1,Armatage
-93.278475999867453,44.896202999668731,238,02/25/2019 04:32am,Snow Emergency,"5900 NICOLLET AVE S,Minneapolis,MN",44.896203,-93.278476,11,Southwest,Windom,5,1,Armatage
-93.257199999880072,45.003560999740387,239,02/25/2019 04:37am,Snow Emergency,"1515 WASHINGTON ST NE,Minneapolis,MN",45.003561,-93.2572,1,Northeast,Logan Park,2,1,Armatage
-93.26608999975366,44.96782100003918,240,02/25/2019 04:40am,Snow Emergency,"629 15TH ST E,Minneapolis,MN",44.967821,-93.26609,6,Central,Elliot Park,3,1,Armatage
-93.256635999951413,45.008831999996858,241,02/25/2019 04:40am,Snow Emergency,"2013 WASHINGTON ST NE,Minneapolis,MN",45.008832,-93.256636,1,Northeast,Holland,2,1,Armatage
-93.293692000085684,44.994311000352411,242,02/25/2019 04:48am,Snow Emergency,"1500 EMERSON AVE N ,Minneapolis,MN",44.994311,-93.293692,5,Near North,Near - North,1,1,Armatage
-93.23990500001571,44.963688000101172,243,02/25/2019 04:51am,Snow Emergency,"2211 9th st so,Minneapolis,MN",44.963688,-93.239905,6,Longfellow,Seward,4,1,Armatage
-93.238589999628743,44.946195000099237,244,02/25/2019 04:53am,Snow Emergency,"3107 23rd Ave S,Minneapolis,MN",44.946195,-93.23859,9,Powderhorn,Corcoran,6,1,Armatage
-93.239212999580218,44.945577000378307,245,02/25/2019 04:58am,Snow Emergency,"3132 23RD AVE ,Minneapolis,MN",44.945577,-93.239213,9,Powderhorn,Corcoran,6,1,Armatage
-93.26608999975366,44.96782100003918,246,02/25/2019 05:02am,Snow Emergency,"629 15TH ST E,Minneapolis,MN",44.967821,-93.26609,6,Central,Elliot Park,3,1,Armatage
-93.239212999580218,44.944594000013126,247,02/25/2019 05:08am,Snow Emergency,"3200 block of 23rd ave s,Minneapolis,MN",44.944594,-93.239213,9,Powderhorn,Corcoran,6,1,Armatage
-93.278417999890735,44.944374999806428,248,02/25/2019 05:14am,Snow Emergency,"3200 NICOLLET AVE S,Minneapolis,MN",44.944375,-93.278418,8,Powderhorn,Lyndale,5,1,Armatage
-93.293803999854674,44.994565000374507,249,02/25/2019 05:14am,Snow Emergency,"1510 EMERSON AVE N ,Minneapolis,MN",44.994565,-93.293804,5,Near North,Near - North,1,1,Armatage
-93.26608999975366,44.96782100003918,250,02/25/2019 05:19am,Snow Emergency,"629 15TH ST E,Minneapolis,MN",44.967821,-93.26609,6,Central,Elliot Park,3,1,Armatage
-93.23990500001571,44.963688000101172,251,02/25/2019 05:24am,Snow Emergency,"2211 9TH ST S,Minneapolis,MN",44.963688,-93.239905,6,Longfellow,Seward,4,1,Armatage
-93.247818999846913,44.947218999657139,252,02/25/2019 05:50am,Snow Emergency,"3030 Cedar Ave S,Minneapolis,MN",44.947219,-93.247819,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.247739999801126,44.947120999634478,253,02/25/2019 05:54am,Snow Emergency,"3032 Cedar Ave S,Minneapolis,MN",44.947121,-93.24774,9,Powderhorn,Powderhorn Park,6,1,Armatage
-93.281878000269444,44.994180999753382,254,02/25/2019 08:09am,Snow Emergency,"2320 3rd st n ,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,2,Armatage
-93.281878000269444,44.994180999753382,255,02/25/2019 08:18am,Snow Emergency,"2726 3rd st n ,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,2,Armatage
-93.290106000191713,44.986064999600103,256,02/25/2019 08:30am,Snow Emergency,"726 Aldrich Ave. N.,Minneapolis,MN",44.986065,-93.290106,5,Near North,Sumner - Glenwood,1,2,Armatage
-93.249867999908247,44.983213000279818,257,02/25/2019 08:32am,Snow Emergency,"508 2nd Ave SE,Minneapolis,MN",44.983213,-93.249868,3,University,Marcy Holmes,4,2,Armatage
-93.283377000148391,45.012107999984266,258,02/25/2019 08:34am,Snow Emergency,"3112 N 3rd st ,Minneapolis,MN",45.012108,-93.283377,5,Near North,Hawthorne,1,2,Armatage
-93.249697000116441,44.988242000168214,259,02/25/2019 08:35am,Snow Emergency,"522 3rd ave se,Minneapolis,MN",44.988242,-93.249697,3,University,Marcy Holmes,4,2,Armatage
-93.281878000269444,44.994180999753382,260,02/25/2019 08:36am,Snow Emergency,"2422 3rd st n,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,2,Armatage
-93.290886000188721,44.965309000210254,261,02/25/2019 08:41am,Snow Emergency,"1802 Bryant Avenue South,Minneapolis,MN",44.965309,-93.290886,7,Calhoun Isle,Lowry Hill,3,2,Armatage
-93.30365800011657,44.948064999999815,262,02/25/2019 08:41am,Snow Emergency,"3004 James ave,Minneapolis,MN",44.948065,-93.303658,10,Calhoun Isle,ECCO,5,2,Armatage
-93.252528000266977,44.987422000125264,263,02/25/2019 08:42am,Snow Emergency,"414 2nd ave se,Minneapolis,MN",44.987422,-93.252528,3,University,Marcy Holmes,4,2,Armatage
-93.303618000070628,44.947919999608359,264,02/25/2019 08:44am,Snow Emergency,"3010 James ave,Minneapolis,MN",44.94792,-93.303618,10,Calhoun Isle,ECCO,5,2,Armatage
-93.280833999789195,44.966790000158426,265,02/25/2019 08:46am,Snow Emergency,"1506 spruce place ,Minneapolis,MN",44.96679,-93.280834,7,Central,Loring Park,3,2,Armatage
-93.289429999594745,44.963816999754783,266,02/25/2019 08:49am,Snow Emergency,"1906 bryant ave so,Minneapolis,MN",44.963817,-93.28943,10,Calhoun Isle,Lowry Hill East,3,2,Armatage
-93.258594000312826,44.990670999766905,267,02/25/2019 08:55am,Snow Emergency,"226 3rd ave ne,Minneapolis,MN",44.990671,-93.258594,3,Northeast,St. Anthony West,2,2,Armatage
-93.290777999704858,44.988359000167804,268,02/25/2019 08:55am,Snow Emergency,"1032 Aldrich Avenue n,Minneapolis,MN",44.988359,-93.290778,5,Near North,Sumner - Glenwood,1,2,Armatage
-93.283376000102294,45.012248000145121,269,02/25/2019 08:56am,Snow Emergency,"3124 N 3rd st ,Minneapolis,MN",45.012248,-93.283376,5,Near North,Hawthorne,1,2,Armatage
-93.283376000102294,45.01220199982248,270,02/25/2019 08:59am,Snow Emergency,"3120 N 3rd st ,Minneapolis,MN",45.012202,-93.283376,5,Near North,Hawthorne,1,2,Armatage
-93.258686000058844,44.990664000343372,271,02/25/2019 09:00am,Snow Emergency,"224 3rd ave ne,Minneapolis,MN",44.990664,-93.258686,3,Northeast,St. Anthony West,2,2,Armatage
-93.255259000302601,44.929507000347826,272,02/25/2019 09:04am,Snow Emergency,"4032 14th ave,Minneapolis,MN",44.929507,-93.255259,8,Powderhorn,Bancroft,6,2,Armatage
-93.249783999631859,44.988139999961106,273,02/25/2019 09:04am,Snow Emergency,"518 3rd ave se,Minneapolis,MN",44.98814,-93.249784,3,University,Marcy Holmes,4,2,Armatage
-93.271800999616403,44.962532999898087,274,02/25/2019 09:06am,Snow Emergency,"2004 Clinton Avenue South,Minneapolis,MN",44.962533,-93.271801,10,Powderhorn,Whittier,3,2,Armatage
-93.253189000172199,44.928709000420099,275,02/25/2019 09:07am,Snow Emergency,"1542 41st st,Minneapolis,MN",44.928709,-93.253189,8,Powderhorn,Bancroft,6,2,Armatage
-93.255279000325572,44.924276000137354,276,02/25/2019 09:07am,Snow Emergency,"4324 14TH AVE S,Minneapolis,MN",44.924276,-93.255279,11,Nokomis,Northrop,6,2,Armatage
-93.290778999751012,44.988402000352096,277,02/25/2019 09:08am,Snow Emergency,"1040 aldrich ave n,Minneapolis,MN",44.988402,-93.290779,5,Near North,Sumner - Glenwood,1,2,Armatage
-93.303697000116415,44.946885999589256,278,02/25/2019 09:09am,Snow Emergency,"3042 James Ave S,Minneapolis,MN",44.946886,-93.303697,10,Calhoun Isle,ECCO,5,2,Armatage
-93.290012000353499,44.986063999554005,279,02/25/2019 09:11am,Snow Emergency,"724 aldrich ave n,Minneapolis,MN",44.986064,-93.290012,5,Near North,Sumner - Glenwood,1,2,Armatage
-93.255200000279729,44.923913999631452,280,02/25/2019 09:12am,Snow Emergency,"4336 14th Ave S,Minneapolis,MN",44.923914,-93.2552,11,Nokomis,Northrop,6,2,Armatage
-93.28000100004607,44.968904999666051,281,02/25/2019 09:14am,Snow Emergency,"112 14TH ST W,Minneapolis,MN",44.968905,-93.280001,7,Central,Loring Park,3,2,Armatage
-93.291050999703828,44.991409999671816,282,02/25/2019 09:16am,Snow Emergency,"624 Bryant Avenue n,Minneapolis,MN",44.99141,-93.291051,5,Near North,Near - North,1,2,Armatage
-93.28114299964966,44.968305999921995,283,02/25/2019 09:17am,Snow Emergency,"1410 SPRUCE PL,Minneapolis,MN",44.968306,-93.281143,7,Central,Loring Park,3,2,Armatage
-93.251046000272652,44.99347100028649,284,02/25/2019 09:20am,Snow Emergency,"806 3rd ave ne,Minneapolis,MN",44.993471,-93.251046,3,Northeast,St. Anthony East,2,2,Armatage
-93.228015000291975,44.978692000435501,285,02/25/2019 09:21am,Snow Emergency,"1902 5th st se,Minneapolis,MN",44.978692,-93.228015,2,University,University of Minnesota,4,2,Armatage
-93.284678999935863,45.02095899985801,286,02/25/2019 09:22am,Snow Emergency,"3620 4th st n,Minneapolis,MN",45.020959,-93.284679,4,Camden,McKinley,1,2,Armatage
-93.258754999643486,44.990640000135954,287,02/25/2019 09:24am,Snow Emergency,"222 3rd ave ne,Minneapolis,MN",44.99064,-93.258755,3,Northeast,St. Anthony West,2,2,Armatage
-93.248236000191241,44.984938999835038,288,02/25/2019 09:24am,Snow Emergency,"324 5th ave se,Minneapolis,MN",44.984939,-93.248236,3,University,Marcy Holmes,4,2,Armatage
-93.227996000315102,44.978685000112705,289,02/25/2019 09:24am,Snow Emergency,"1904 5th st se,Minneapolis,MN",44.978685,-93.227996,2,University,University of Minnesota,4,2,Armatage
-93.271734000123956,44.961455999694692,290,02/25/2019 09:25am,Snow Emergency,"2106 Clinton Ave S,Minneapolis,MN",44.961456,-93.271734,10,Powderhorn,Whittier,3,2,Armatage
