X,Y,FID,Call_Taken,Customer,Location,X_Coord,Y_Coord,Ward_numbe,Neighborho,Community,Day_identi,TowDist
-93.22418,44.98794,321,12/18/2016 02:49pm,Snow Emergency,"1002 20th Ave se ,Minneapolis,MN",44.98794,-93.22418,1,Como,University,2,4
-93.24743,44.987345,322,12/18/2016 04:05pm,Snow Emergency,"422 6th St SE,Minneapolis,MN",44.987345,-93.24743,3,Marcy-Holmes,University,2,4
-93.278341,44.967734,323,12/17/2016 11:40pm,Snow Emergency,"16 15th st w,Minneapolis,MN",44.967734,-93.278341,7,Loring Park,Central,1,3
-93.293215,44.949893,324,12/18/2016 12:26am,Snow Emergency,"2906 DUPONT AVE S,Minneapolis,MN",44.949893,-93.293215,10,Lowry Hill East,Calhoun Isles,2,3
-93.284642,45.00525,325,12/18/2016 10:47am,Snow Emergency,"2510 4th st n,Minneapolis,MN",45.00525,-93.284642,5,Hawthorne,Near-North,2,1
-93.295813,44.944408,326,12/18/2016 01:55pm,Snow Emergency,"3206 FREMONT AVE S ,Minneapolis,MN",44.944408,-93.295813,10,CARAG,Calhoun Isles,2,5
-93.294633,44.994134,327,12/19/2016 01:49pm,Snow Emergency,"1117 15th Ave n ,Minneapolis,MN",44.994134,-93.294633,5,Near-North,Near-North,3,1
-93.220303,44.985485,328,12/18/2016 02:50pm,Snow Emergency,"862 23rd Ave se,Minneapolis,MN",44.985485,-93.220303,2,Como,University,2,4
-93.289017,45.014662,329,12/18/2016 04:06pm,Snow Emergency,"3246 Aldrich ave n,Minneapolis,MN",45.014662,-93.289017,4,McKinley,Camden,2,1
-93.279353,44.968478,330,12/17/2016 11:40pm,Snow Emergency,"1428 lasalle,Minneapolis,MN",44.968478,-93.279353,7,Loring Park,Central,1,3
-93.305404,44.990154,331,12/18/2016 12:26pm,Snow Emergency,"1210 Newton Ave N,Minneapolis,MN",44.990154,-93.305404,5,Near-North,Near-North,2,1
-93.292173,44.964984,332,12/18/2016 10:48am,Snow Emergency,"1806 colfax ave s,Minneapolis,MN",44.964984,-93.292173,7,Lowry Hill,Calhoun Isles,2,3
-93.247923,44.987906,333,12/18/2016 04:07pm,Snow Emergency,"408 6th st se,Minneapolis,MN",44.987906,-93.247923,3,Marcy-Holmes,University,2,4
-93.218722,44.988172,334,12/18/2016 02:51pm,Snow Emergency,"1006 24th Ave s e,Minneapolis,MN",44.988172,-93.218722,1,Como,University,2,4
-93.294503,44.946339,335,12/18/2016 01:55pm,Snow Emergency,"3102 Emerson Ave South,Minneapolis,MN",44.946339,-93.294503,10,CARAG,Calhoun Isles,2,5
-93.22829,44.956459,336,12/19/2016 01:50pm,Snow Emergency,"2525 30th ave s,Minneapolis,MN",44.956459,-93.22829,2,Seward,Longfellow,3,4
-93.285968,44.968442,337,12/17/2016 11:43pm,Snow Emergency,"426 W 15TH ST ,Minneapolis,MN",44.968442,-93.285968,7,Loring Park,Central,1,3
-93.233055,44.990575,338,12/18/2016 10:48am,Snow Emergency,"1090 13th Ave SE -,Minneapolis,MN",44.990575,-93.233055,2,Como,University,2,4
-93.238028,44.963965,339,12/18/2016 12:28am,Snow Emergency,"2325 9th st s,Minneapolis,MN",44.963965,-93.238028,6,Seward,Longfellow,2,4
-93.267658,44.958212,340,12/18/2016 04:09am,Snow Emergency,"2425 PORTLAND AVE,Minneapolis,MN",44.958212,-93.267658,6,Phillips West,Phillips,2,3
-93.312964,44.997941,341,12/18/2016 02:53pm,Snow Emergency,"1806 Thomas Ave N,Minneapolis,MN",44.997941,-93.312964,5,Willard-Hay,Near-North,2,1
-93.22429,44.936121,342,12/19/2016 01:51pm,Snow Emergency,"3655 33rd ave s,Minneapolis,MN",44.936121,-93.22429,12,Howe,Longfellow,3,6
-93.305402,44.988514,343,12/18/2016 01:55pm,Snow Emergency,"1016 newton ave n,Minneapolis,MN",44.988514,-93.305402,5,Near-North,Near-North,2,1
-93.240892,44.987489,344,12/18/2016 10:48am,Snow Emergency,"728 8th ave se,Minneapolis,MN",44.987489,-93.240892,3,Marcy-Holmes,University,2,4
-93.293661,44.950687,345,12/17/2016 11:44pm,Snow Emergency,"2836 dupont Ave s,Minneapolis,MN",44.950687,-93.293661,10,Lowry Hill East,Calhoun Isles,1,3
-93.285629,44.938952,346,12/18/2016 04:12pm,Snow Emergency,"3516 Harriet Ave s,Minneapolis,MN",44.938952,-93.285629,8,Lyndale,Powderhorn,2,5
-93.312079,44.988406,347,12/18/2016 02:54pm,Snow Emergency,"1014 Sheridan Ave n,Minneapolis,MN",44.988406,-93.312079,5,Willard-Hay,Near-North,2,1
-93.227972,44.988861,348,12/18/2016 12:29pm,Snow Emergency,"1034 17th ave se,Minneapolis,MN",44.988861,-93.227972,1,Como,University,2,4
-93.274466,44.963969,349,12/18/2016 01:55pm,Snow Emergency,"150 19TH ST E,Minneapolis,MN",44.963969,-93.274466,6,Stevens Square,Central,2,3
-93.309851,44.994122,350,12/19/2016 01:51pm,Snow Emergency,"1427 Queen Ave N,Minneapolis,MN",44.994122,-93.309851,5,Willard-Hay,Near-North,3,1
-93.259067,44.927723,351,12/18/2016 10:49am,Snow Emergency,"4132 11th ave s,Minneapolis,MN",44.927723,-93.259067,8,Bancroft,Powderhorn,2,6
-93.2789,44.967632,352,12/17/2016 11:47pm,Snow Emergency,"21 15th st w,Minneapolis,MN",44.967632,-93.2789,7,Loring Park,Central,1,3
-93.287169,44.943424,353,12/18/2016 04:14pm,Snow Emergency,"3238 Garfield ave s,Minneapolis,MN",44.943424,-93.287169,8,Lyndale,Powderhorn,2,5
-93.246123,44.944023,354,12/18/2016 02:55pm,Snow Emergency,"3216 LONGFELLOW AV S,Minneapolis,MN",44.944023,-93.246123,9,Corcoran,Powderhorn,2,6
-93.230656,44.98359,355,12/18/2016 01:55pm,Snow Emergency,"1518 8th st se,Minneapolis,MN",44.98359,-93.230656,2,University,University,2,4
-93.256645,45.001814,356,12/18/2016 12:29pm,Snow Emergency,"1328 Adams st ne,Minneapolis,MN",45.001814,-93.256645,1,Logan Park,Northeast,2,2
-93.299423,44.990849,357,12/18/2016 10:51am,Snow Emergency,"1226 Irving Ave n. ,Minneapolis,MN",44.990849,-93.299423,5,Near-North,Near-North,2,1
-93.285635,44.938252,358,12/18/2016 04:15pm,Snow Emergency,"3536 Harriet Ave s,Minneapolis,MN",44.938252,-93.285635,8,Lyndale,Powderhorn,2,5
-93.261603,45.000919,359,12/17/2016 11:49pm,Snow Emergency,"391 13th Ave NE,Minneapolis,MN",45.000919,-93.261603,3,Sheridan,Northeast,1,2
-93.225956,44.986724,360,12/19/2016 01:52pm,Snow Emergency,"905 19th Ave se,Minneapolis,MN",44.986724,-93.225956,2,Como,University,3,4
-93.266994,44.968071,361,12/18/2016 01:56am,Snow Emergency,"608 15TH ST E,Minneapolis,MN",44.968071,-93.266994,7,Elliot Park,Central,2,3
-93.258787,44.958348,362,12/18/2016 02:55pm,Snow Emergency,"2422 11TH AVE S,Minneapolis,MN",44.958348,-93.258787,9,Midtown Phillips,Phillips,2,3
-93.234349,44.990908,363,12/18/2016 10:52am,Snow Emergency,"1100 12th Ave SE -,Minneapolis,MN",44.990908,-93.234349,2,Como,University,2,4
-93.260663,45.010804,364,12/18/2016 12:31pm,Snow Emergency,"2224 5th st ne,Minneapolis,MN",45.010804,-93.260663,1,Holland,Northeast,2,2
-93.287118,44.942916,365,12/18/2016 04:19pm,Snow Emergency,"618 33rd st w,Minneapolis,MN",44.942916,-93.287118,8,Lyndale,Powderhorn,2,5
-93.293799,44.951192,366,12/17/2016 11:50pm,Snow Emergency,"2820 DUPONT AVE S,Minneapolis,MN",44.951192,-93.293799,10,Lowry Hill East,Calhoun Isles,1,3
-93.306992,44.987391,367,12/18/2016 01:56pm,Snow Emergency,"912 Oliver Ave N,Minneapolis,MN",44.987391,-93.306992,5,Near-North,Near-North,2,1
-93.293221,44.940298,368,12/19/2016 01:53pm,Snow Emergency,"3429 DuPont Ave s,Minneapolis,MN",44.940298,-93.293221,10,CARAG,Calhoun Isles,3,5
-93.299232,44.992469,369,12/18/2016 10:55am,Snow Emergency,"1320 Irving Ave N,Minneapolis,MN",44.992469,-93.299232,5,Near-North,Near-North,2,1
-93.257279,45.00512,370,12/18/2016 02:57pm,Snow Emergency,"624 17th ave ne,Minneapolis,MN",45.00512,-93.257279,1,Logan Park,Northeast,2,2
-93.311815,45.010343,371,12/18/2016 04:28pm,Snow Emergency,"2922 Sheridan ave n,Minneapolis,MN",45.010343,-93.311815,4,Jordan,Near-North,2,1
-93.251148,44.921982,372,12/18/2016 12:31pm,Snow Emergency,"4438 16th ave s,Minneapolis,MN",44.921982,-93.251148,11,Northrop,Nokomis,2,6
-93.256647,45.002941,373,12/18/2016 01:56pm,Snow Emergency,"636 15th ave ne,Minneapolis,MN",45.002941,-93.256647,1,Logan Park,Northeast,2,2
-93.315028,44.911077,374,12/17/2016 11:51pm,Snow Emergency,"5047 Upton ave s,Minneapolis,MN",44.911077,-93.315028,13,Fulton,Southwest,1,5
-93.271899,44.974145,375,12/18/2016 10:56am,Snow Emergency,"112 9th st ne,Minneapolis,MN",44.974145,-93.271899,7,Downtown West,Central,2,3
-93.219274,44.989402,376,12/19/2016 01:55pm,Snow Emergency,"1049 24th Avenue Southeast,Minneapolis,MN",44.989402,-93.219274,1,Como,University,3,4
-93.311729,45.015958,377,12/18/2016 04:31pm,Snow Emergency,"3330 Sheridan ave n,Minneapolis,MN",45.015958,-93.311729,4,Cleveland,Camden,2,1
-93.306709,44.986453,378,12/18/2016 02:58pm,Snow Emergency,"810 Oliver ave n ,Minneapolis,MN",44.986453,-93.306709,5,Near-North,Near-North,2,1
-93.294505,44.94622,379,12/18/2016 01:56pm,Snow Emergency,"3106 Emerson ave s,Minneapolis,MN",44.94622,-93.294505,10,CARAG,Calhoun Isles,2,5
-93.236567,44.984047,380,12/18/2016 12:31pm,Snow Emergency,"608 12th Ave se,Minneapolis,MN",44.984047,-93.236567,3,Marcy-Holmes,University,2,4
-93.280853,44.968504,381,12/18/2016 10:57am,Snow Emergency,"1324 spruce pl,Minneapolis,MN",44.968504,-93.280853,7,Loring Park,Central,2,3
-93.261792,45.001093,382,12/17/2016 11:51pm,Snow Emergency,"357 13th Ave NE,Minneapolis,MN",45.001093,-93.261792,3,Sheridan,Northeast,1,2
-93.266765,44.966257,383,12/19/2016 01:55pm,Snow Emergency,"635 17TH ST E,Minneapolis,MN",44.966257,-93.266765,6,Elliot Park,Central,3,3
-93.218723,44.985619,384,12/18/2016 02:58pm,Snow Emergency,"866 24th Ave SE,Minneapolis,MN",44.985619,-93.218723,2,Como,University,2,4
-93.292027,44.940158,385,12/18/2016 01:57pm,Snow Emergency,"3436 Colfax Ave s,Minneapolis,MN",44.940158,-93.292027,10,CARAG,Calhoun Isles,2,5
-93.250881,44.989095,386,12/18/2016 04:41pm,Snow Emergency,"216 6th Street se,Minneapolis,MN",44.989095,-93.250881,3,Marcy-Holmes,University,2,4
-93.242742,44.987814,387,12/18/2016 09:37am,Snow Emergency,"716 7th ave se,Minneapolis,MN",44.987814,-93.242742,3,Marcy-Holmes,University,2,4
-93.297398,44.945771,388,12/18/2016 11:48am,Snow Emergency,"3120 girard ave s,Minneapolis,MN",44.945771,-93.297398,10,CARAG,Calhoun Isles,2,5
-93.246933,44.982513,389,12/18/2016 10:57am,Snow Emergency,"212 7th ave se,Minneapolis,MN",44.982513,-93.246933,3,Marcy-Holmes,University,2,4
-93.31184,44.986561,390,12/18/2016 12:31pm,Snow Emergency,"816 Sheridan Ave n ,Minneapolis,MN",44.986561,-93.31184,5,Willard-Hay,Near-North,2,1
-93.279345,44.991053,391,12/17/2016 10:33pm,Snow Emergency,"935 2 st n,Minneapolis,MN",44.991053,-93.279345,3,North Loop,Central,1,1
-93.267328,44.966254,392,12/19/2016 01:59pm,Snow Emergency,"613 17TH ST E,Minneapolis,MN",44.966254,-93.267328,6,Elliot Park,Central,3,3
-93.283615,44.966307,393,12/18/2016 01:57pm,Snow Emergency,"310 Clifton Ave,Minneapolis,MN",44.966307,-93.283615,7,Loring Park,Central,2,3
-93.25278,44.945806,394,12/17/2016 11:52pm,Snow Emergency,"3120 Bloomington Avenue South,Minneapolis,MN",44.945806,-93.25278,9,Powderhorn Park,Powderhorn,1,6
-93.251554,45.002748,395,12/18/2016 02:58pm,Snow Emergency,"712 15th ave ne,Minneapolis,MN",45.002748,-93.251554,1,Logan Park,Northeast,2,2
-93.242786,44.987146,396,12/18/2016 04:46pm,Snow Emergency,"708 7th St SE,Minneapolis,MN",44.987146,-93.242786,3,Marcy-Holmes,University,2,4
-93.29942,44.992473,397,12/18/2016 10:58am,Snow Emergency,"1318 Irving Ave n,Minneapolis,MN",44.992473,-93.29942,5,Near-North,Near-North,2,1
-93.297071,44.944708,398,12/18/2016 12:32pm,Snow Emergency,"3200 Girard Ave s,Minneapolis,MN",44.944708,-93.297071,10,CARAG,Calhoun Isles,2,5
-93.267589,44.997298,399,12/18/2016 01:58pm,Snow Emergency,"108 10th ave ne,Minneapolis,MN",44.997298,-93.267589,3,St. Anthony West,Northeast,2,2
-93.308583,44.995127,400,12/19/2016 02:01pm,Snow Emergency,"2229 16th ave n,Minneapolis,MN",44.995127,-93.308583,5,Willard-Hay,Near-North,3,1
-93.266156,45.000898,401,12/17/2016 11:54pm,Snow Emergency,"200 13th Ave NE,Minneapolis,MN",45.000898,-93.266156,3,Sheridan,Northeast,1,2
-93.289249,45.010993,402,12/18/2016 02:59pm,Snow Emergency,"2954 Aldrich Ave. n. ,Minneapolis,MN",45.010993,-93.289249,5,Hawthorne,Near-North,2,1
-93.242724,44.987836,403,12/18/2016 10:58am,Snow Emergency,"720 7th Ave SE ,Minneapolis,MN",44.987836,-93.242724,3,Marcy-Holmes,University,2,4
-93.288429,44.993257,404,12/18/2016 08:20am,Snow Emergency,"1404 van white lane,Minneapolis,MN",44.993257,-93.288429,5,Near-North,Near-North,2,1
-93.29579,44.946263,405,12/18/2016 01:58pm,Snow Emergency,"3106 FREMONT AVE S ,Minneapolis,MN",44.946263,-93.29579,10,CARAG,Calhoun Isles,2,5
-93.270059,45.002253,406,12/18/2016 12:32pm,Snow Emergency,"1418 Grand st ne,Minneapolis,MN",45.002253,-93.270059,3,Sheridan,Northeast,2,2
-93.24935,44.98851,407,12/19/2016 02:02pm,Snow Emergency,"315 6TH ST SE,Minneapolis,MN",44.98851,-93.24935,3,Marcy-Holmes,University,3,4
-93.293219,44.950484,408,12/17/2016 11:54pm,Snow Emergency,"2834 DUPONT AVE S,Minneapolis,MN",44.950484,-93.293219,10,Lowry Hill East,Calhoun Isles,1,3
-93.260529,45.002592,409,12/18/2016 10:58am,Snow Emergency,"1422 5th st ne,Minneapolis,MN",45.002592,-93.260529,3,Sheridan,Northeast,2,2
-93.259042,44.958404,410,12/18/2016 02:59pm,Snow Emergency,"2420 11TH AVE S,Minneapolis,MN",44.958404,-93.259042,9,Midtown Phillips,Phillips,2,3
-93.231197,44.983807,411,12/18/2016 01:59pm,Snow Emergency,"1502 8th st se,Minneapolis,MN",44.983807,-93.231197,2,University,University,2,4
-93.290781,44.986125,412,12/18/2016 08:23am,Snow Emergency,"742 aldrich ave n,Minneapolis,MN",44.986125,-93.290781,5,Sumner-Glenwood,Near-North,2,1
-93.2338,44.985305,413,12/19/2016 02:05pm,Snow Emergency,"821 13TH AVE SE,Minneapolis,MN",44.985305,-93.2338,3,Marcy-Holmes,University,3,4
-93.313356,44.987384,414,12/18/2016 12:32pm,Snow Emergency,"912 Thomas Ave. N. ,Minneapolis,MN",44.987384,-93.313356,5,Willard-Hay,Near-North,2,1
-93.301154,44.940947,415,12/18/2016 10:58am,Snow Emergency,"3410 Humboldt Ave South,Minneapolis,MN",44.940947,-93.301154,10,ECCO,Calhoun Isles,2,5
-93.313947,45.033972,416,12/17/2016 11:56pm,Snow Emergency,"4319 Thomas Ave. n. ,Minneapolis,MN",45.033972,-93.313947,4,Victory,Camden,1,1
-93.256589,44.999634,417,12/18/2016 01:59pm,Snow Emergency,"1130 Adams st ne,Minneapolis,MN",44.999634,-93.256589,1,Logan Park,Northeast,2,2
-93.289521,44.985829,418,12/18/2016 08:24am,Snow Emergency,"718 Aldrich Ave n,Minneapolis,MN",44.985829,-93.289521,5,Sumner-Glenwood,Near-North,2,1
-93.292297,44.946287,419,12/18/2016 03:00pm,Snow Emergency,"3104 Colfax Ave s,Minneapolis,MN",44.946287,-93.292297,10,CARAG,Calhoun Isles,2,5
-93.314906,44.998288,420,12/19/2016 02:06pm,Snow Emergency,"1815 Upton Ave. N. ,Minneapolis,MN",44.998288,-93.314906,5,Willard-Hay,Near-North,3,1
-93.280858,44.968107,421,12/18/2016 10:59am,Snow Emergency,"1420 spruce pl,Minneapolis,MN",44.968107,-93.280858,7,Loring Park,Central,2,3
-93.234904,44.985684,422,12/18/2016 12:32pm,Snow Emergency,"806 12th ave se,Minneapolis,MN",44.985684,-93.234904,3,Marcy-Holmes,University,2,4
-93.29477,44.945561,423,12/18/2016 02:00pm,Snow Emergency,"3130 Emerson ave s,Minneapolis,MN",44.945561,-93.29477,10,CARAG,Calhoun Isles,2,5
-93.243952,44.964034,424,12/17/2016 11:57pm,Snow Emergency,"2008 9th st ,Minneapolis,MN",44.964034,-93.243952,6,Seward,Longfellow,1,4
-93.289474,44.98561,425,12/18/2016 08:26am,Snow Emergency,"714 Aldrich Ave n ,Minneapolis,MN",44.98561,-93.289474,5,Sumner-Glenwood,Near-North,2,1
-93.267656,44.962005,426,12/18/2016 03:02am,Snow Emergency,"2017 PORTLAND AVE,Minneapolis,MN",44.962005,-93.267656,6,Ventura Village,Phillips,2,3
-93.246446,45.014987,427,12/19/2016 02:06pm,Snow Emergency,"945 26th ave ne,Minneapolis,MN",45.014987,-93.246446,1,Audubon Park,Northeast,3,2
-93.284653,45.001634,428,12/18/2016 11:00am,Snow Emergency,"2200 4th st n,Minneapolis,MN",45.001634,-93.284653,5,Hawthorne,Near-North,2,1
-93.275314,44.965955,429,12/18/2016 02:00pm,Snow Emergency,"1708 stevens av s,Minneapolis,MN",44.965955,-93.275314,6,Stevens Square,Central,2,3
-93.279353,44.968499,430,12/18/2016 12:33am,Snow Emergency,"1426 LaSalle ave,Minneapolis,MN",44.968499,-93.279353,7,Loring Park,Central,2,3
-93.304977,44.947827,431,12/18/2016 08:30am,Snow Emergency,"3012 Knox ave s,Minneapolis,MN",44.947827,-93.304977,10,ECCO,Calhoun Isles,2,5
-93.297962,44.948664,432,12/17/2016 11:58pm,Snow Emergency,"2941 Hennepin Ave ,Minneapolis,MN",44.948664,-93.297962,10,Lowry Hill East,Calhoun Isles,1,3
-93.293515,44.995087,433,12/19/2016 02:07pm,Snow Emergency,"1015 16th Ave n ,Minneapolis,MN",44.995087,-93.293515,5,Near-North,Near-North,3,1
-93.258781,44.95892,434,12/18/2016 03:02pm,Snow Emergency,"2402 11TH av s,Minneapolis,MN",44.95892,-93.258781,9,Midtown Phillips,Phillips,2,3
-93.244417,44.985684,435,12/18/2016 11:02am,Snow Emergency,"512 7th ave se,Minneapolis,MN",44.985684,-93.244417,3,Marcy-Holmes,University,2,4
-93.2513,44.988927,436,12/18/2016 08:32am,Snow Emergency,"528 2nd ave se,Minneapolis,MN",44.988927,-93.2513,3,Marcy-Holmes,University,2,4
-93.299938,44.938351,437,12/18/2016 12:33pm,Snow Emergency,"3536 Holmes Ave s,Minneapolis,MN",44.938351,-93.299938,10,ECCO,Calhoun Isles,2,5
-93.292024,44.940374,438,12/18/2016 02:01pm,Snow Emergency,"3430 Colfax Ave s,Minneapolis,MN",44.940374,-93.292024,10,CARAG,Calhoun Isles,2,5
-93.248837,45.015132,439,12/19/2016 02:08pm,Snow Emergency,"903 26th ave ne,Minneapolis,MN",45.015132,-93.248837,1,Holland,Northeast,3,2
-93.244127,44.96388,440,12/17/2016 11:58pm,Snow Emergency,"908 20th ave s,Minneapolis,MN",44.96388,-93.244127,6,Seward,Longfellow,1,4
-93.286452,45.013464,441,12/18/2016 11:02am,Snow Emergency,"3208 6th st n,Minneapolis,MN",45.013464,-93.286452,4,McKinley,Camden,2,1
-93.256655,44.946926,442,12/18/2016 03:02pm,Snow Emergency,"3042 13th ave s,Minneapolis,MN",44.946926,-93.256655,9,Powderhorn Park,Powderhorn,2,6
-93.254955,44.929463,443,12/18/2016 08:32am,Snow Emergency,"4034 14th ave s,Minneapolis,MN",44.929463,-93.254955,8,Bancroft,Powderhorn,2,6
-93.28156,44.967714,444,12/18/2016 12:34am,Snow Emergency,"211 15th st w,Minneapolis,MN",44.967714,-93.28156,7,Loring Park,Central,2,3
-93.261468,44.961804,445,12/19/2016 02:08pm,Snow Emergency,"849 21st st e,Minneapolis,MN",44.961804,-93.261468,6,Ventura Village,Phillips,3,3
-93.299012,45.017936,446,12/18/2016 02:01pm,Snow Emergency,"3438 Irving Ave n,Minneapolis,MN",45.017936,-93.299012,4,Folwell,Camden,2,1
-93.26121,44.930566,447,12/18/2016 11:03am,Snow Emergency,"902 40TH ST E,Minneapolis,MN",44.930566,-93.26121,8,Bancroft,Powderhorn,2,6
-93.266156,45.000898,448,12/17/2016 11:59pm,Snow Emergency,"200 13th Ave NE,Minneapolis,MN",45.000898,-93.266156,3,Sheridan,Northeast,1,2
-93.304962,44.947074,449,12/18/2016 08:32am,Snow Emergency,"3036 Knox Ave s,Minneapolis,MN",44.947074,-93.304962,10,ECCO,Calhoun Isles,2,5
-93.288905,45.010429,450,12/18/2016 03:02pm,Snow Emergency,"2930 Aldrich ave n,Minneapolis,MN",45.010429,-93.288905,5,Hawthorne,Near-North,2,1
-93.247345,45.014986,451,12/19/2016 02:09pm,Snow Emergency,"931 26th ave ne,Minneapolis,MN",45.014986,-93.247345,1,Holland,Northeast,3,2
-93.293204,44.95119,452,12/18/2016 12:34am,Snow Emergency,"2818 DUPONT AVE S,Minneapolis,MN",44.95119,-93.293204,10,Lowry Hill East,Calhoun Isles,2,3
-93.244494,44.984879,453,12/18/2016 02:02pm,Snow Emergency,"708 5th st se,Minneapolis,MN",44.984879,-93.244494,3,Marcy-Holmes,University,2,4
-93.278949,44.966606,454,12/18/2016 11:04am,Snow Emergency,"22 OAK GROVW ST,Minneapolis,MN",44.966606,-93.278949,7,Loring Park,Central,2,3
-93.291819,44.965973,455,12/18/2016 08:33am,Snow Emergency,"1774 colfax Ave s ,Minneapolis,MN",44.965973,-93.291819,7,Lowry Hill,Calhoun Isles,2,3
-93.286238,45.024076,456,12/18/2016 01:00pm,Snow Emergency,"3802 6th st n,Minneapolis,MN",45.024076,-93.286238,4,Webber-Camden,Camden,2,1
-93.259555,44.96449,457,12/19/2016 02:10pm,Snow Emergency,"1817 10TH AVE S,Minneapolis,MN",44.96449,-93.259555,6,Ventura Village,Phillips,3,3
-93.28652,45.02433,458,12/18/2016 12:34pm,Snow Emergency,"3812 6th st n,Minneapolis,MN",45.02433,-93.28652,4,Webber-Camden,Camden,2,1
-93.227316,45.034595,459,12/18/2016 03:03am,Snow Emergency,"3630 Stinson Blvd,Minneapolis,MN",45.034595,-93.227316,1,Waite Park,Northeast,2,2
-93.234551,44.986983,460,12/18/2016 02:03pm,Snow Emergency,"942 12th Ave se,Minneapolis,MN",44.986983,-93.234551,2,Como,University,2,4
-93.304647,44.946554,461,12/18/2016 08:34am,Snow Emergency,"31 & knox,Minneapolis,MN",44.946554,-93.304647,10,ECCO,Calhoun Isles,2,5
-93.234996,44.986018,462,12/18/2016 01:00pm,Snow Emergency,"810 12th Ave se,Minneapolis,MN",44.986018,-93.234996,3,Marcy-Holmes,University,2,4
-93.2417,44.986825,463,12/18/2016 11:04am,Snow Emergency,"702 8th ave se,Minneapolis,MN",44.986825,-93.2417,3,Marcy-Holmes,University,2,4
-93.308321,44.995136,464,12/19/2016 02:10pm,Snow Emergency,"2209 16th Ave N,Minneapolis,MN",44.995136,-93.308321,5,Willard-Hay,Near-North,3,1
-93.253777,44.945861,465,12/18/2016 02:06pm,Snow Emergency,"3124 15th Ave. S.,Minneapolis,MN",44.945861,-93.253777,9,Powderhorn Park,Powderhorn,2,6
-93.242698,44.987869,466,12/18/2016 11:04am,Snow Emergency,"726 7th ave SE,Minneapolis,MN",44.987869,-93.242698,3,Marcy-Holmes,University,2,4
-93.273326,44.987216,467,12/17/2016 10:35pm,Snow Emergency,"500 2nd St n,Minneapolis,MN",44.987216,-93.273326,3,North Loop,Central,1,1
-93.225549,44.987322,468,12/18/2016 03:03pm,Snow Emergency,"928 19th Avenue Southeast,Minneapolis,MN",44.987322,-93.225549,2,Como,University,2,4
-93.303185,44.991788,469,12/18/2016 11:48am,Snow Emergency,"1306 Logan ave n,Minneapolis,MN",44.991788,-93.303185,5,Willard-Hay,Near-North,2,1
-93.242459,44.964031,470,12/18/2016 01:01am,Snow Emergency,"2102 9th st s,Minneapolis,MN",44.964031,-93.242459,6,Seward,Longfellow,2,4
-93.303672,44.94758,471,12/18/2016 09:38am,Snow Emergency,"3020 James Ave s,Minneapolis,MN",44.94758,-93.303672,10,ECCO,Calhoun Isles,2,5
-93.245995,45.014958,472,12/19/2016 02:10pm,Snow Emergency,"954 26th ave ne,Minneapolis,MN",45.014958,-93.245995,1,Audubon Park,Northeast,3,2
-93.29102,44.98828,473,12/18/2016 08:35am,Snow Emergency,"1030 Aldrich ave n,Minneapolis,MN",44.98828,-93.29102,5,Sumner-Glenwood,Near-North,2,1
-93.261568,44.961803,474,12/19/2016 02:11pm,Snow Emergency,"835 21st st e,Minneapolis,MN",44.961803,-93.261568,6,Ventura Village,Phillips,3,3
-93.283244,44.96591,475,12/18/2016 02:07pm,Snow Emergency,"402 CLIFTON AVE,Minneapolis,MN",44.96591,-93.283244,7,Loring Park,Central,2,3
-93.293447,44.966685,476,12/18/2016 11:04am,Snow Emergency,"1720 DUPONT AVE S,Minneapolis,MN",44.966685,-93.293447,7,Lowry Hill,Calhoun Isles,2,3
-93.30376,44.947305,477,12/18/2016 08:36am,Snow Emergency,"3028 James Ave s,Minneapolis,MN",44.947305,-93.30376,10,ECCO,Calhoun Isles,2,5
-93.309642,44.995128,478,12/19/2016 02:13pm,Snow Emergency,"2311 16th ave n,Minneapolis,MN",44.995128,-93.309642,5,Willard-Hay,Near-North,3,1
-93.241207,44.98396,479,12/18/2016 02:08pm,Snow Emergency,"912 5th st se,Minneapolis,MN",44.98396,-93.241207,3,Marcy-Holmes,University,2,4
-93.261318,44.940032,480,12/18/2016 11:05am,Snow Emergency,"3444 Elliot Avenue South,Minneapolis,MN",44.940032,-93.261318,9,Powderhorn Park,Powderhorn,2,6
-93.233065,44.98307,481,12/18/2016 01:01pm,Snow Emergency,"1408 7th st se,Minneapolis,MN",44.98307,-93.233065,3,Marcy-Holmes,University,2,4
-93.275826,44.965229,482,12/18/2016 03:04pm,Snow Emergency,"112 18th st e,Minneapolis,MN",44.965229,-93.275826,6,Stevens Square,Central,2,3
-93.251306,44.988919,483,12/18/2016 08:36am,Snow Emergency,"526 2nd ave se,Minneapolis,MN",44.988919,-93.251306,3,Marcy-Holmes,University,2,4
-93.292711,45.000235,484,12/19/2016 02:13pm,Snow Emergency,"1009 21st ave n ,Minneapolis,MN",45.000235,-93.292711,5,Hawthorne,Near-North,3,1
-93.31338,44.984529,485,12/18/2016 02:09pm,Snow Emergency,"614 Thomas Ave N. ,Minneapolis,MN",44.984529,-93.31338,5,Willard-Hay,Near-North,2,1
-93.280205,44.966387,486,12/18/2016 11:05am,Snow Emergency,"112 OAK GROVE ST,Minneapolis,MN",44.966387,-93.280205,7,Loring Park,Central,2,3
-93.255239,44.930679,487,12/18/2016 08:41am,Snow Emergency,"3956 14th Avenue South,Minneapolis,MN",44.930679,-93.255239,8,Bancroft,Powderhorn,2,6
