X,Y,FID,Citation_N,Service_Da,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Snow_Em_Na,Day_ID
-93.220072000022753,44.966210000391236,3658,271118394697,4/17/2018 10:59:00,1315 YALE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.96621,-93.220072,2,University,Prospect Park - East River Road,4,Howe,3
-93.217751000008604,44.985211999833943,3659,271118397043,4/17/2018 10:59:00,847 25TH AVE SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.985212,-93.217751,2,University,Como,4,Howe,3
-93.293137999718851,45.020503000413214,3660,271118397295,4/17/2018 10:59:00,3609 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.020503,-93.293138,4,Camden,Folwell,1,Howe,3
-93.318289000337089,44.899800000070002,3661,271118337622,4/17/2018 11:00:00,3019 57TH ST W,478.1000(c),Snow emergency parking restrictions - odd number address,44.8998,-93.318289,13,Southwest,Armatage,5,Howe,3
-93.277582000009261,44.941396000025406,3662,271118392204,4/17/2018 11:00:00,9 34TH ST E,478.1000(c),Snow emergency parking restrictions - odd number address,44.941396,-93.277582,8,Powderhorn,Lyndale,5,Howe,3
-93.258803000058393,44.947603000278313,3663,271118392545,4/17/2018 11:00:00,3015 11TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947603,-93.258803,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.284003000238215,44.961192000110771,3664,271118394592,4/17/2018 11:00:00,2127 GRAND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961192,-93.284003,10,Powderhorn,Whittier,3,Howe,3
-93.28551399977124,44.961311000202549,3665,271118389170,4/17/2018 11:00:00,2117 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961311,-93.285514,10,Powderhorn,Whittier,3,Howe,3
-93.219886999585299,44.965919999608325,3666,271118394698,4/17/2018 11:00:00,1317 YALE ST SE,478.1000(c),Snow emergency parking restrictions - odd number address,44.96592,-93.219887,2,University,Prospect Park - East River Road,4,Howe,3
-93.285373999610371,44.961565000224653,3667,271118389171,4/17/2018 11:02:00,2107 HARRIET AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.961565,-93.285374,10,Powderhorn,Whittier,3,Howe,3
-93.293386000363569,45.023992000330622,3668,271118398541,4/17/2018 11:02:00,3841 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.023992,-93.293386,4,Camden,Webber - Camden,1,Howe,3
-93.216657999966685,44.930191000414368,3669,271118394539,4/17/2018 11:03:00,4011 39TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.930191,-93.216658,12,Longfellow,Hiawatha,6,Howe,3
-93.285654999978249,44.934443000444162,3670,271118384260,4/16/2018 14:10:00,3746 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.934443,-93.285655,8,Southwest,King Field,5,Howe,2
-93.284121000283903,44.960307999814404,3671,271118394593,4/17/2018 11:03:00,2217 GRAND AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.960308,-93.284121,10,Powderhorn,Whittier,3,Howe,3
-93.266483999936611,44.943165999811072,3672,271118386974,4/16/2018 14:10:00,618 33ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943166,-93.266484,9,Powderhorn,Central,5,Howe,2
-93.232465999606191,45.015058000226581,3673,271118363737,4/17/2018 11:03:00,1917 26TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,45.015058,-93.232466,1,Northeast,Audubon Park,2,Howe,3
-93.218661999751475,44.943354000386869,3674,271118383486,4/16/2018 14:10:00,3708 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943354,-93.218662,2,Longfellow,Longfellow,6,Howe,2
-93.310921999650532,45.016199999830171,3675,271118396000,4/17/2018 11:03:00,3339 RUSSELL AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.0162,-93.310922,4,Camden,Cleveland,1,Howe,3
-93.3044549999982,45.015990000038528,3676,271118396042,4/16/2018 14:10:00,3334 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.01599,-93.304455,4,Camden,Folwell,1,Howe,2
-93.293286000248656,45.02515800014163,3677,271118398542,4/17/2018 11:03:00,3843 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.025158,-93.293286,4,Camden,Webber - Camden,1,Howe,3
-93.285753000000909,44.906326999791247,3678,271118389441,4/16/2018 14:11:00,5308 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.906327,-93.285753,11,Southwest,Tangletown,5,Howe,2
-93.211357000125417,44.910985999704174,3679,271118360358,4/17/2018 11:04:00,5047 43RD AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.910986,-93.211357,12,Nokomis,Minnehaha,6,Howe,3
-93.253782999685654,44.950591999621103,3680,271118389598,4/16/2018 14:11:00,2128 14TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.950592,-93.253783,9,Phillips,Midtown Phillips,3,Howe,2
-93.263779000200643,44.936918000365488,3681,271118390167,4/17/2018 11:04:00,3625 COLUMBUS AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.936918,-93.263779,8,Powderhorn,Central,5,Howe,3
-93.240897999942732,44.961765999601248,3682,271118391325,4/16/2018 14:11:00,2018 22ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.961766,-93.240898,6,Longfellow,Seward,4,Howe,2
-93.281308000064143,44.940821999635595,3683,271118391109,4/17/2018 11:04:00,3415 PILLSBURY AVE,478.1000(c),Snow emergency parking restrictions - odd number address,44.940822,-93.281308,8,Powderhorn,Lyndale,5,Howe,3
-93.240939000034828,44.961786999670309,3684,271118394034,4/16/2018 14:11:00,2020 22ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.961787,-93.240939,6,Longfellow,Seward,4,Howe,2
-93.25738200017912,44.94769299993203,3685,271118392546,4/17/2018 11:04:00,3011 12TH AVE S,478.1000(c),Snow emergency parking restrictions - odd number address,44.947693,-93.257382,9,Powderhorn,Powderhorn Park,6,Howe,3
-93.217957999661905,44.970460000328778,3686,271118360612,4/16/2018 14:11:00,2806 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.97046,-93.217958,2,University,Prospect Park - East River Road,4,Howe,2
-93.30693800028844,44.990168999999412,3687,271118392139,4/16/2018 14:11:00,1210 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.990169,-93.306938,5,Near North,Near - North,1,Howe,2
-93.283270999756795,44.953983999561949,3688,271118392515,4/16/2018 14:11:00,2650 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.953984,-93.283271,10,Powderhorn,Whittier,3,Howe,2
-93.266731999682008,44.943300999741382,3689,271118386975,4/16/2018 14:12:00,614 33ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943301,-93.266732,9,Powderhorn,Central,5,Howe,2
-93.285587999586483,44.946345999868072,3690,271118392436,4/16/2018 14:12:00,3108 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946346,-93.285588,8,Powderhorn,Lyndale,5,Howe,2
-93.222814999712455,44.988219000006893,3691,271118394763,4/16/2018 14:12:00,1004 21ST AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.988219,-93.222815,1,University,Como,4,Howe,2
-93.304445999583152,45.016374999806423,3692,271118396043,4/16/2018 14:12:00,3350 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.016375,-93.304446,4,Camden,Folwell,1,Howe,2
-93.285768999839433,44.905605999817105,3693,271118389442,4/16/2018 14:13:00,5322 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.905606,-93.285769,11,Southwest,Tangletown,5,Howe,2
-93.285712999954967,44.934581999659599,3694,271118384261,4/16/2018 14:13:00,3740 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.934582,-93.285713,8,Southwest,King Field,5,Howe,2
-93.285581000163006,44.946066999592389,3695,271118392437,4/16/2018 14:13:00,3116 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.946067,-93.285581,8,Powderhorn,Lyndale,5,Howe,2
-93.228193999553412,44.957194000103065,3696,271118383619,4/16/2018 14:13:00,2502 30TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957194,-93.228194,2,Longfellow,Seward,4,Howe,2
-93.217858000446313,44.970288999637653,3697,271118360613,4/16/2018 14:13:00,2810 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.970289,-93.217858,2,University,Prospect Park - East River Road,4,Howe,2
-93.306972000057726,44.989926999631393,3698,271118392140,4/16/2018 14:13:00,1202 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.989927,-93.306972,5,Near North,Near - North,1,Howe,2
-93.242728999843436,45.007873999885241,3699,271118386615,4/16/2018 14:13:00,1118 19TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007874,-93.242729,1,Northeast,Windom Park,2,Howe,2
-93.301601999732441,45.015034000019106,3700,271118336907,4/16/2018 14:13:00,1604 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.015034,-93.301602,4,Camden,Folwell,1,Howe,2
-93.283324000402274,44.954824999674031,3701,271118392516,4/16/2018 14:13:00,2620 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.954825,-93.283324,10,Powderhorn,Whittier,3,Howe,2
-93.208934999950259,44.929103999749827,3702,271118392963,4/16/2018 14:14:00,4040 35TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.929104,-93.208935,12,Longfellow,Hiawatha,6,Howe,2
-93.243212999680168,44.96788600033868,3703,271118386549,4/16/2018 14:14:00,2014 6TH ST S,478.1000(b),Snow emergency parking restrictions - even number address,44.967886,-93.243213,2,University,Cedar Riverside,4,Howe,2
-93.304427999652432,45.019235000394978,3704,271118396044,4/16/2018 14:14:00,3522 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.019235,-93.304428,4,Camden,Folwell,1,Howe,2
-93.217806999893085,44.97003799975392,3705,271118360614,4/16/2018 14:15:00,2824 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.970038,-93.217807,2,University,Prospect Park - East River Road,4,Howe,2
-93.244621999905334,45.008847999835382,3706,271118392988,4/16/2018 14:15:00,1020 29TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.008848,-93.244622,1,Northeast,Windom Park,2,Howe,2
-93.285775000116132,44.905327999587534,3707,271118389443,4/16/2018 14:16:00,5340 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.905328,-93.285775,11,Southwest,Tangletown,5,Howe,2
-93.285781000392831,44.935219000256723,3708,271118386571,4/16/2018 14:16:00,3716 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.935219,-93.285781,8,Southwest,King Field,5,Howe,2
-93.285587000439719,44.945461999571641,3709,271118392438,4/16/2018 14:16:00,3132 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945462,-93.285587,8,Powderhorn,Lyndale,5,Howe,2
-93.253622000354994,44.9531689997496,3710,271118389599,4/16/2018 14:16:00,2704 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953169,-93.253622,9,Phillips,Midtown Phillips,3,Howe,2
-93.249821999585549,45.007765000254608,3711,271118393830,4/16/2018 14:16:00,818 19TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.007765,-93.249822,1,Northeast,Logan Park,2,Howe,2
-93.304453999952102,45.019521000094123,3712,271118396045,4/16/2018 14:16:00,3532 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.019521,-93.304454,4,Camden,Folwell,1,Howe,2
-93.285989000092229,45.045206000156831,3713,271118391724,4/16/2018 14:16:00,4938 4TH CT N,478.1000(b),Snow emergency parking restrictions - even number address,45.045206,-93.285989,4,Camden,Lind - Bohanon,1,Howe,2
-93.253981999869382,44.953392000140752,3714,271118390634,4/16/2018 14:16:00,2706 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.953392,-93.253982,9,Phillips,Midtown Phillips,3,Howe,2
-93.285567999563511,44.945427999802398,3715,271118392439,4/16/2018 14:17:00,3134 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.945428,-93.285568,8,Powderhorn,Lyndale,5,Howe,2
-93.24096100014998,44.963196999941658,3716,271118391326,4/16/2018 14:17:00,926 22ND AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963197,-93.240961,6,Longfellow,Seward,4,Howe,2
-93.221545999648129,44.985557999602058,3717,271118394764,4/16/2018 14:17:00,870 22ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.985558,-93.221546,2,University,Como,4,Howe,2
-93.266650000397192,45.010095999830583,3718,271118394471,4/16/2018 14:17:00,118 22ND AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.010096,-93.26665,3,Northeast,Bottineau,2,Howe,2
-93.306181999599573,45.015041000341959,3719,271118336908,4/16/2018 14:17:00,1604 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.015041,-93.306182,4,Camden,Folwell,1,Howe,2
-93.304436000021326,45.020598000297511,3720,271118396046,4/16/2018 14:17:00,3602 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.020598,-93.304436,4,Camden,Folwell,1,Howe,2
-93.283286999595305,44.958348000260052,3721,271118392517,4/16/2018 14:17:00,2420 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.958348,-93.283287,10,Powderhorn,Whittier,3,Howe,2
-93.285624000347298,44.936158000391458,3722,271118386572,4/16/2018 14:18:00,3630 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.936158,-93.285624,8,Southwest,King Field,5,Howe,2
-93.217713000054857,44.969661000354954,3723,271118360615,4/16/2018 14:18:00,2838 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.969661,-93.217713,2,University,Prospect Park - East River Road,4,Howe,2
-93.283286999595305,44.958348000260052,3724,271118392518,4/16/2018 14:18:00,2420 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.958348,-93.283287,10,Powderhorn,Whittier,3,Howe,2
-93.267266000025856,44.943233000202831,3725,271118386976,4/16/2018 14:19:00,602 33ND ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943233,-93.267266,9,Powderhorn,Central,5,Howe,2
-93.25369199998579,44.955304000179517,3726,271118389600,4/16/2018 14:19:00,2704 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955304,-93.253692,9,Phillips,Midtown Phillips,3,Howe,2
-93.217691999985803,44.969510999732904,3727,271118360616,4/16/2018 14:19:00,2842 DELAWARE ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.969511,-93.217692,2,University,Prospect Park - East River Road,4,Howe,2
-93.306960999550427,44.986715999943499,3728,271118392141,4/16/2018 14:19:00,814 OLIVER AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.986716,-93.306961,5,Near North,Near - North,1,Howe,2
-93.304444000390276,45.020909000250249,3729,271118396047,4/16/2018 14:19:00,3614 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.020909,-93.304444,4,Camden,Folwell,1,Howe,2
-93.254011000307401,44.955382000179213,3730,271118390635,4/16/2018 14:19:00,2602 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955382,-93.254011,9,Phillips,Midtown Phillips,3,Howe,2
-93.281886999785158,44.903407000033098,3731,271118389444,4/16/2018 14:20:00,5436 PILLSBURY AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.903407,-93.281887,11,Southwest,Windom,5,Howe,2
-93.287536000386069,44.906563999928714,3732,271118335461,4/16/2018 14:20:00,616 53RD ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.906564,-93.287536,11,Southwest,Tangletown,5,Howe,2
-93.285607999609454,44.937252999626317,3733,271118386573,4/16/2018 14:20:00,3618 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.937253,-93.285608,8,Southwest,King Field,5,Howe,2
-93.285599000093725,44.94416399996868,3734,271118393221,4/16/2018 14:20:00,3216 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.944164,-93.285599,8,Powderhorn,Lyndale,5,Howe,2
-93.30447800015952,45.02099299962731,3735,271118396048,4/16/2018 14:20:00,3618 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.020993,-93.304478,4,Camden,Folwell,1,Howe,2
-93.221558000201526,44.989937000092539,3736,271118394765,4/16/2018 14:21:00,1060 22ND AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.989937,-93.221558,1,University,Como,4,Howe,2
-93.304497000136394,45.021927999577592,3737,271118396049,4/16/2018 14:21:00,3652 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.021928,-93.304497,4,Camden,Folwell,1,Howe,2
-93.283286999595305,44.95943800016363,3738,271118392519,4/16/2018 14:21:00,2320 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.959438,-93.283287,10,Powderhorn,Whittier,3,Howe,2
-93.254050000307245,44.955361000110138,3739,271118390636,4/16/2018 14:21:00,2600 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955361,-93.25405,9,Phillips,Midtown Phillips,3,Howe,2
-93.285633999909123,44.941595000209134,3740,271118393222,4/16/2018 14:22:00,3340 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.941595,-93.285634,8,Powderhorn,Lyndale,5,Howe,2
-93.267673999955093,44.943408000179083,3741,271118386977,4/16/2018 14:22:00,530 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943408,-93.267674,9,Powderhorn,Central,5,Howe,2
-93.285477999909745,44.939857000100517,3742,271118386574,4/16/2018 14:23:00,3442 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.939857,-93.285478,8,Powderhorn,Lyndale,5,Howe,2
-93.293031000180463,44.986333000267791,3743,271118396126,4/16/2018 14:23:00,1108 8TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.986333,-93.293031,5,Near North,Sumner - Glenwood,1,Howe,2
-93.304501000320897,45.022551000428393,3744,271118396050,4/16/2018 14:23:00,3712 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.022551,-93.304501,4,Camden,Folwell,1,Howe,2
-93.287584999947754,45.044179999607358,3745,271118391725,4/16/2018 14:23:00,4906 6TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.04418,-93.287585,4,Camden,Lind - Bohanon,1,Howe,2
-93.285652999885997,44.939983999661926,3746,271118386575,4/16/2018 14:24:00,3440 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.939984,-93.285653,8,Powderhorn,Lyndale,5,Howe,2
-93.268035000414898,44.94308599971918,3747,271118388228,4/16/2018 14:24:00,528 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943086,-93.268035,9,Powderhorn,Central,5,Howe,2
-93.220966999927043,44.957125999665216,3748,271118383620,4/16/2018 14:24:00,2510 35TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.957126,-93.220967,2,Longfellow,Seward,4,Howe,2
-93.270331000175474,45.011070999826806,3749,271118394473,4/16/2018 14:24:00,48 23RD AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.011071,-93.270331,3,Northeast,Bottineau,2,Howe,2
-93.304525999675093,45.023635000055258,3750,271118396051,4/16/2018 14:24:00,3750 MORGAN AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.023635,-93.304526,4,Camden,Folwell,1,Howe,2
-93.28336000026377,44.960185000437491,3751,271118392520,4/16/2018 14:24:00,2220 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.960185,-93.28336,10,Powderhorn,Whittier,3,Howe,2
-93.285735000070133,44.940081999684587,3752,271118386576,4/16/2018 14:25:00,3438 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940082,-93.285735,8,Powderhorn,Lyndale,5,Howe,2
-93.25419799993773,44.963983000215364,3753,271118392016,4/16/2018 14:25:00,1834 19TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.963983,-93.254198,6,Phillips,Ventura Village,3,Howe,2
-93.30193499980038,44.980981999919429,3754,271118360005,4/16/2018 14:25:00,1619 KNOX AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.980982,-93.301935,5,Near North,Harrison,3,Howe,2
-93.293367000386695,44.986234000198976,3755,271118396127,4/16/2018 14:25:00,1120 8TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.986234,-93.293367,5,Near North,Sumner - Glenwood,1,Howe,2
-93.283294999964255,44.961263999833761,3756,271118392521,4/16/2018 14:25:00,2128 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.961264,-93.283295,10,Powderhorn,Whittier,3,Howe,2
-93.287306999718226,45.04548500043245,3757,271118391726,4/16/2018 14:25:00,4950 6TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.045485,-93.287307,4,Camden,Lind - Bohanon,1,Howe,2
-93.285649999747648,44.940175000376023,3758,271118386577,4/16/2018 14:26:00,3434 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940175,-93.28565,8,Powderhorn,Lyndale,5,Howe,2
-93.268037999653927,44.943116000203297,3759,271118388229,4/16/2018 14:26:00,524 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943116,-93.268038,9,Powderhorn,Central,5,Howe,2
-93.220314000390786,44.947037000257417,3760,271118383488,4/16/2018 14:26:00,3520 31ST ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.947037,-93.220314,2,Longfellow,Longfellow,6,Howe,2
-93.217824999823847,44.969139999711281,3761,271118360617,4/16/2018 14:26:00,68 WILLIAMS AVE SE,478.1000(b),Snow emergency parking restrictions - even number address,44.96914,-93.217825,2,University,Prospect Park - East River Road,4,Howe,2
-93.316120000137857,45.015077000203462,3762,271118336909,4/16/2018 14:26:00,2802 33RD AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.015077,-93.31612,4,Camden,Cleveland,1,Howe,2
-93.253975999592683,44.955854000361839,3763,271118390637,4/16/2018 14:26:00,2534 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.955854,-93.253976,9,Phillips,Midtown Phillips,3,Howe,2
-93.285633999909123,44.940245000006811,3764,271118393223,4/16/2018 14:27:00,3426 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940245,-93.285634,8,Powderhorn,Lyndale,5,Howe,2
-93.285656000024332,44.940324000052613,3765,271118393224,4/16/2018 14:27:00,3424 HARRIET AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.940324,-93.285656,8,Powderhorn,Lyndale,5,Howe,2
-93.268212999630165,44.943145999788108,3766,271118388230,4/16/2018 14:27:00,514 33RD ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.943146,-93.268213,9,Powderhorn,Central,5,Howe,2
-93.219496999586838,44.956052999646253,3767,271118383621,4/16/2018 14:27:00,2550 37TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956053,-93.219497,2,Longfellow,Seward,4,Howe,2
-93.254565999821011,44.963977999984763,3768,271118392017,4/16/2018 14:27:00,1410 19TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.963978,-93.254566,6,Phillips,Ventura Village,3,Howe,2
-93.245892000015772,45.016790000058506,3769,271118386474,4/16/2018 14:27:00,952 27TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.01679,-93.245892,1,Northeast,Audubon Park,2,Howe,2
-93.283294999964255,44.961309000110298,3770,271118392522,4/16/2018 14:27:00,2112 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.961309,-93.283295,10,Powderhorn,Whittier,3,Howe,2
-93.278072000122663,44.925094000088109,3771,271118391031,4/16/2018 14:28:00,4 43RD ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.925094,-93.278072,8,Southwest,King Field,5,Howe,2
-93.22067099976681,44.94702599975016,3772,271118384344,4/16/2018 14:28:00,3518 31ST ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.947026,-93.220671,2,Longfellow,Longfellow,6,Howe,2
-93.208844000250394,44.947918999562198,3773,271118392965,4/16/2018 14:28:00,3008 35TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.947919,-93.208844,2,Longfellow,Cooper,6,Howe,2
-93.253682000423964,44.956222000245191,3774,271118389601,4/16/2018 14:28:00,2518 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956222,-93.253682,9,Phillips,Midtown Phillips,3,Howe,2
-93.242470999636893,44.963716999639864,3775,271118394035,4/16/2018 14:28:00,904 21ST AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.963717,-93.242471,6,Longfellow,Seward,4,Howe,2
-93.287354000087021,45.04589000022338,3776,271118391727,4/16/2018 14:28:00,5002 6TH ST N,478.1000(b),Snow emergency parking restrictions - even number address,45.04589,-93.287354,4,Camden,Lind - Bohanon,1,Howe,2
-93.218989000441979,44.954562000136264,3777,271118384310,4/16/2018 14:29:00,2632 37TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.954562,-93.218989,2,Longfellow,Seward,4,Howe,2
-93.254929000373011,44.963962000146246,3778,271118392018,4/16/2018 14:29:00,1404 19TH ST E,478.1000(b),Snow emergency parking restrictions - even number address,44.963962,-93.254929,6,Phillips,Ventura Village,3,Howe,2
-93.261286000348591,45.011101000310987,3779,271118394474,4/16/2018 14:29:00,404 23RD AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.011101,-93.261286,1,Northeast,Holland,2,Howe,2
-93.245268000018143,45.014978000134654,3780,271118386475,4/16/2018 14:29:00,1006 26TH AVE NE,478.1000(b),Snow emergency parking restrictions - even number address,45.014978,-93.245268,1,Northeast,Audubon Park,2,Howe,2
-93.282920999804276,44.962690999989711,3781,271118392523,4/16/2018 14:29:00,2000 PLEASANT AVE,478.1000(b),Snow emergency parking restrictions - even number address,44.962691,-93.282921,10,Powderhorn,Whittier,3,Howe,2
-93.280654999628496,44.899972999954045,3782,271118389445,4/16/2018 14:30:00,5648 WENTWORTH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.899973,-93.280655,11,Southwest,Windom,5,Howe,2
-93.279321000163975,44.92507300001899,3783,271118391032,4/16/2018 14:30:00,100 43RD ST W,478.1000(b),Snow emergency parking restrictions - even number address,44.925073,-93.279321,8,Southwest,King Field,5,Howe,2
-93.253747999870257,44.956773999620452,3784,271118389602,4/16/2018 14:30:00,2516 15TH AVE S,478.1000(b),Snow emergency parking restrictions - even number address,44.956774,-93.253748,9,Phillips,Midtown Phillips,3,Howe,2
-93.290568999959362,44.987488999617717,3785,271118396128,4/16/2018 14:30:00,706 9TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.987489,-93.290569,5,Near North,Sumner - Glenwood,1,Howe,2
-93.305654999578508,44.993759000077816,3786,271118392142,4/16/2018 14:30:00,1422 NEWTON AVE N,478.1000(b),Snow emergency parking restrictions - even number address,44.993759,-93.305655,5,Near North,Willard - Hay,1,Howe,2
-93.317731999831892,45.016913000334725,3787,271118336910,4/16/2018 14:30:00,2908 34TH AVE N,478.1000(b),Snow emergency parking restrictions - even number address,45.016913,-93.317732,4,Camden,Cleveland,1,Howe,2
