X,Y,FID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,F13,F14
-93.252429794866217,44.949850970956703,929,533620352,2016-12-17T00:00:00.000Z,2911 BLOOMINGTON AVE S,-10380813,5613630,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,1,3, , 
-93.218931617921399,44.989959795844058,930,533620352,2016-12-18T00:00:00.000Z,1068 24TH AVE SE,-10377084,5619941,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.267386744346808,44.968094398721128,931,533618352,2016-12-17T00:00:00.000Z,608 15TH ST E,-10382478,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3, , 
-93.252070468752564,44.993428516940511,932,533582352,2016-12-18T00:00:00.000Z,708 3RD AVE NE,-10380773,5620487,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2, , 
-93.252465727477585,44.937649429182272,933,533558352,2016-12-17T00:00:00.000Z,3602 BLOOMINGTON AVE S,-10380817,5611711,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.315850853925056,44.998936109742829,934,533607352,2016-12-18T00:00:00.000Z,1906 VINCENT AVE N,-10387873,5621354,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near-North,2,1, , 
-93.25254657585316,44.949850970956703,935,533620352,2016-12-17T00:00:00.000Z,2910 BLOOMINGTON AVE S,-10380826,5613630,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Philliips,Phillips,1,3, , 
-93.269569650487227,45.00193425376267,936,533597352,2016-12-18T00:00:00.000Z,1418 GRAND ST NE,-10382721,5621826,478.1000(B),SNOW EMERGENCY EVEN,3,Sheridan,Northeast,2,2, , 
-93.264287556616608,44.968094398721128,937,533477352,2016-12-17T00:00:00.000Z,730 15TH ST E,-10382133,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3, , 
-93.264718747952969,45.015106442581398,938,533558352,2016-12-18T00:00:00.000Z,2608 3RD ST N,-10382181,5623900,478.1000(B),SNOW EMERGENCY EVEN,1,Marshall Terrace,Northeast,2,2, , 
-93.264341455533653,44.968094398721128,939,533549352,2016-12-17T00:00:00.000Z,728 15TH ST E,-10382139,5616500,478.1000(A),SNOW EMERGENCY PARK,7,Elliot Park,Central,1,3, , 
-93.254981010273113,44.931792531140566,940,533464352,2016-12-18T00:00:00.000Z,3928 14TH AVE S,-10381097,5610790,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.252483693783262,44.938832182997487,941,533597352,2016-12-17T00:00:00.000Z,3538 BLOOMINGTON AVE S,-10380819,5611897,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.29970812826943,44.938972076998795,942,533603352,2016-12-18T00:00:00.000Z,3528 HOLMES AVE S,-10386076,5611919,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.252483693783262,44.938933924123148,943,533558352,2016-12-17T00:00:00.000Z,3532 BLOOMINGTON AVE S,-10380819,5611913,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.291856852686223,44.965316941056166,944,533614352,2016-12-18T00:00:00.000Z,1808 COLFAX AVE S,-10385202,5616063,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.298234891203464,44.947625765868381,945,533582352,2016-12-17T00:00:00.000Z,3041 HENNEPIN AVE,-10385912,5613280,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.267287929665557,44.966308451675879,946,533615352,2016-12-18T00:00:00.000Z,612 17TH ST E,-10382467,5616219,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.298234891203464,44.947937299773976,947,533582352,2016-12-17T00:00:00.000Z,3023 HENNEPIN AVE,-10385912,5613329,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.250453501241154,44.985309093111049,948,533573352,2016-12-18T00:00:00.000Z,318 4TH AVE SE,-10380593,5619209,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.298342689037568,44.948070813787339,949,533480352,2016-12-17T00:00:00.000Z,3014 HENNEPIN AVE,-10385924,5613350,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.23453535440656,44.988428663522015,950,533610352,2016-12-18T00:00:00.000Z,1018 12TH AVE SE,-10378821,5619700,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4, , 
-93.252429794866217,44.949819182919974,951,533620352,2016-12-17T00:00:00.000Z,2913 BLOOMINGTON AVE S,-10380813,5613625,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,1,3, , 
-93.290985486860635,44.988892454809182,952,533608352,2016-12-18T00:00:00.000Z,1048 ALDRICH AVE N,-10385105,5619773,478.1000(B),SNOW EMERGENCY EVEN,5,Sumner-Glenwood,Near-North,2,1, , 
-93.252483693783262,44.939042023871636,953,533597352,2016-12-17T00:00:00.000Z,3526 BLOOMINGTON AVE S,-10380819,5611930,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.248926365258143,44.98961037090789,954,533611352,2016-12-18T00:00:00.000Z,716 3RD AVE SE,-10380423,5619886,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.298234891203464,44.948039024764704,955,533582352,2016-12-17T00:00:00.000Z,3017 HENNEPIN AVE,-10385912,5613345,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.218931617921399,44.990321924893692,956,533620352,2016-12-18T00:00:00.000Z,1080 24TH AVE SE,-10377084,5619998,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.298342689037568,44.948102602792375,957,533480352,2016-12-17T00:00:00.000Z,3012 HENNEPIN AVE,-10385924,5613355,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.259876828571578,44.996249080422523,958,533603352,2016-12-18T00:00:00.000Z,420 7TH AVE NE,-10381642,5620931,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony West,Northeast,2,2, , 
-93.252429794866217,44.949787394865638,959,533620352,2016-12-17T00:00:00.000Z,2915 BLOOMINGTON AVE S,-10380813,5613620,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,1,3, , 
-93.261385998248883,44.917786972423244,960,533614352,2016-12-18T00:00:00.000Z,4704 ELLIOT AVE,-10381810,5608588,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,2,6, , 
-93.298234891203464,44.947695702198452,961,533582352,2016-12-17T00:00:00.000Z,3037 HENNEPIN AVE,-10385912,5613291,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.254873212439023,44.931792531140566,962,533464352,2016-12-18T00:00:00.000Z,3929 14TH AVE S,-10381085,5610790,478.1000(B),SNOW EMERGENCY EVEN,8,Bancroft,Powderhorn,2,6, , 
-93.298342689037568,44.948140749575167,963,533480352,2016-12-17T00:00:00.000Z,3010 HENNEPIN AVE,-10385924,5613361,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.29970812826943,44.938832182997487,964,533603352,2016-12-18T00:00:00.000Z,3536 HOLMES AVE S,-10386076,5611897,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.252384879102024,44.940574474883398,965,533597352,2016-12-17T00:00:00.000Z,3443 BLOOMINGTON AVE S,-10380808,5612171,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.246159554183066,44.944408602573489,966,533605352,2016-12-18T00:00:00.000Z,3216 LONGFELLOW AVE S,-10380115,5612774,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.298342689037568,44.947937299773976,967,533582352,2016-12-17T00:00:00.000Z,3022 HENNEPIN AVE,-10385924,5613329,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.271545944112276,44.95878271173811,968,533479352,2016-12-18T00:00:00.000Z,2420 CLINTON AVE S,-10382941,5615035,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.298342689037568,44.948172538541463,969,533480352,2016-12-17T00:00:00.000Z,3008 HENNEPIN AVE,-10385924,5613366,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.267332845429763,44.966308451675879,970,533615352,2016-12-18T00:00:00.000Z,610 17TH ST E,-10382472,5616219,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.298342689037568,44.948210685277772,971,533552352,2016-12-17T00:00:00.000Z,3006 HENNEPIN AVE,-10385924,5613372,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.23453535440656,44.988543023366077,972,533610352,2016-12-18T00:00:00.000Z,1022 12TH AVE SE,-10378821,5619718,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4, , 
-93.252492676936114,44.940536323072521,973,533558352,2016-12-17T00:00:00.000Z,3444 BLOOMINGTON AVE S,-10380820,5612165,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,1,6, , 
-93.290985486860635,44.988924221198374,974,533608352,2016-12-18T00:00:00.000Z,1050 ALDRICH AVE N,-10385105,5619778,478.1000(B),SNOW EMERGENCY EVEN,5,Sumner-Glenwood,Near-North,2,1, , 
-93.298234891203464,44.947727491411229,975,533582352,2016-12-17T00:00:00.000Z,3035 HENNEPIN AVE,-10385912,5613296,478.1000(A),SNOW EMERGENCY PARK,10,CARAG,Calhoun Isles,1,5, , 
-93.21892263476856,44.990385456069987,976,533620352,2016-12-18T00:00:00.000Z,1082 24TH AVE SE,-10377083,5620008,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.25254657585316,44.949393221529164,977,533620352,2016-12-17T00:00:00.000Z,2938 BLOOMINGTON AVE S,-10380826,5613558,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Philliips,Phillips,1,3, , 
-93.269542701028698,45.001896142746901,978,533597352,2016-12-18T00:00:00.000Z,1414 GRAND ST NE,-10382718,5621820,478.1000(B),SNOW EMERGENCY EVEN,3,Sheridan,Northeast,2,2, , 
-93.298342689037568,44.947727491411229,979,533582352,2016-12-17T00:00:00.000Z,3034 HENNEPIN AVE,-10385924,5613296,478.1000(A),SNOW EMERGENCY PARK,10,ECCO,Calhoun Isles,1,5, , 
-93.29970812826943,44.939111970659262,980,533603352,2016-12-18T00:00:00.000Z,3520 HOLMES AVE S,-10386076,5611941,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.280574012717679,44.944777377475795,981,533617352,2016-12-18T00:00:00.000Z,100 32ND ST W,-10383946,5612832,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5, , 
-93.278777382149443,44.966416499874541,982,533573352,2016-12-18T00:00:00.000Z,22 OAK GROVE ST,-10383746,5616236,478.1000(B),SNOW EMERGENCY EVEN,7,Loring Park,Central,2,3, , 
-93.251684193180395,44.993561925097843,983,533490352,2016-12-18T00:00:00.000Z,718 3RD AVE NE,-10380730,5620508,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2, , 
-93.259822929654533,44.996268137811711,984,533603352,2016-12-18T00:00:00.000Z,424 7TH AVE NE,-10381636,5620934,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony West,Northeast,2,2, , 
-93.315841870772203,45.000867135738417,985,533607352,2016-12-18T00:00:00.000Z,2122 VINCENT AVE N,-10387872,5621658,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near-North,2,1, , 
-93.279325354472761,44.916966377410674,986,533606352,2016-12-18T00:00:00.000Z,4746 BLAISDELL AVE S,-10383807,5608459,478.1000(B),SNOW EMERGENCY EVEN,11,Tangletown,Southwest,2,5, , 
-93.246159554183066,44.944027108802324,987,533605352,2016-12-18T00:00:00.000Z,3238 LONGFELLOW AVE S,-10380115,5612714,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.303454103004213,44.946544920842115,988,533606352,2016-12-18T00:00:00.000Z,3100 JAMES AVE S,-10386493,5613110,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.272839518121415,44.954784260861565,989,533619352,2016-12-18T00:00:00.000Z,2640 3RD AVE S,-10383085,5614406,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.271545944112276,44.957199892481704,990,533608352,2016-12-18T00:00:00.000Z,2504 CLINTON AVE S,-10382941,5614786,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.271545944112276,44.958674649161516,991,533479352,2016-12-18T00:00:00.000Z,2426 CLINTON AVE S,-10382941,5615018,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.291856852686223,44.965202534881868,992,533614352,2016-12-18T00:00:00.000Z,1820 COLFAX AVE S,-10385202,5616045,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.290572261829936,44.965291517481603,993,533609352,2016-12-18T00:00:00.000Z,1808 BRYANT AVE S,-10385059,5616059,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun Isles,2,3, , 
-93.267431660111015,44.966308451675879,994,533615352,2016-12-18T00:00:00.000Z,606 17TH ST E,-10382483,5616219,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.248944331563834,44.984540293065876,995,533599352,2016-12-18T00:00:00.000Z,304 5TH AVE SE,-10380425,5619088,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.248935348410996,44.984559354348661,996,533606352,2016-12-18T00:00:00.000Z,306 5TH AVE SE,-10380424,5619091,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.250588248533774,44.985143897276835,997,533573352,2016-12-18T00:00:00.000Z,300 4TH AVE SE,-10380608,5619183,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.234732983769064,44.986300258119329,998,533610352,2016-12-18T00:00:00.000Z,948 12TH AVE SE,-10378843,5619365,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.251019439870149,44.993790624073583,999,533582352,2016-12-18T00:00:00.000Z,828 3RD AVE NE,-10380656,5620544,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony East,Northeast,2,2, , 
-93.268868964565613,45.000924303279298,1000,533597352,2016-12-18T00:00:00.000Z,1330 GRAND ST NE,-10382643,5621667,478.1000(B),SNOW EMERGENCY EVEN,3,Sheridan,Northeast,2,2, , 
-93.263964163114309,44.945533994427905,2001,533615352,2016-12-18T00:00:00.000Z,3158 COLUMBUS AVE S,-10382097,5612951,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5, , 
-93.286880186012198,44.947911868498124,2002,533611352,2016-12-18T00:00:00.000Z,3024 GARFIELD AVE S,-10384648,5613325,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5, , 
-93.263991112572839,44.948077171589752,2003,533606352,2016-12-18T00:00:00.000Z,3014 COLUMBUS AVE S,-10382100,5613351,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5, , 
-93.271617809334998,44.949692030596978,2004,533614352,2016-12-18T00:00:00.000Z,2920 CLINTON AVE S,-10382949,5613605,478.1000(B),SNOW EMERGENCY EVEN,6,Phillips West,Phillips,2,3, , 
-93.283026413443338,44.953589121302741,2005,533625352,2016-12-18T00:00:00.000Z,2706 PLEASANT AVE S,-10384219,5614218,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.244569536130172,44.985239202623909,2006,533573352,2016-12-18T00:00:00.000Z,710 5TH ST SE,-10379938,5619198,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.306957532612273,44.987151629764057,2007,533617352,2016-12-18T00:00:00.000Z,918 OLIVER AVE N,-10386883,5619499,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near-North,2,1, , 
-93.240643898338575,44.939410833246576,2008,533609352,2016-12-18T00:00:00.000Z,3504 22ND AVE S,-10379501,5611988,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.296141816591472,44.942958912755984,2009,533618352,2016-12-18T00:00:00.000Z,1326 33RD ST W,-10385679,5612546,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.286880186012198,44.947943657591182,2010,533611352,2016-12-18T00:00:00.000Z,3022 GARFIELD AVE S,-10384648,5613330,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5, , 
-93.255502033137901,44.968329554865335,2011,533600352,2016-12-18T00:00:00.000Z,808 13TH AVE S,-10381155,5616537,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.231184638396783,44.983771482710296,2012,533395352,2016-12-18T00:00:00.000Z,1502 8TH ST SE,-10378448,5618967,478.1000(B),SNOW EMERGENCY EVEN,2,University,University,2,4, , 
-93.244542586671656,44.98522649525345,2013,533574352,2016-12-18T00:00:00.000Z,712 5TH ST SE,-10379935,5619196,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.248692803284285,44.939417192008136,2014,533614352,2016-12-18T00:00:00.000Z,3504 18TH AVE S,-10380397,5611989,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.292072448354418,44.939448985805328,2015,533615352,2016-12-18T00:00:00.000Z,3500 COLFAX AVE S,-10385226,5611994,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.263964163114309,44.945680230167831,2016,533615352,2016-12-18T00:00:00.000Z,3150 COLUMBUS AVE S,-10382097,5612974,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5, , 
-93.283017430290499,44.954962258240776,2017,533625352,2016-12-18T00:00:00.000Z,2630 PLEASANT AVE S,-10384218,5614434,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.26646147960416,44.960746872513987,2018,533609352,2016-12-18T00:00:00.000Z,2212 OAKLAND AVE S,-10382375,5615344,478.1000(B),SNOW EMERGENCY EVEN,6,Phillips West,Phillips,2,3, , 
-93.255511016290754,44.968310488186859,2019,533600352,2016-12-18T00:00:00.000Z,810 13TH AVE S,-10381156,5616534,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.306957532612273,44.987100801961091,2020,533617352,2016-12-18T00:00:00.000Z,912 OLIVER AVE N,-10386883,5619491,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near-North,2,1, , 
-93.311979115050505,45.002702820502996,2021,533607352,2016-12-18T00:00:00.000Z,2314 SHERIDAN AVE N,-10387442,5621947,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near-North,2,1, , 
-93.247012953702978,44.937770249237616,2022,533477352,2016-12-18T00:00:00.000Z,1830 36TH ST E,-10380210,5611730,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.297363525377875,44.942952554386672,2023,533618352,2016-12-18T00:00:00.000Z,1404 33RD ST W,-10385815,5612545,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.297633019963115,44.942952554386672,2024,533618352,2016-12-18T00:00:00.000Z,1408 33RD ST W,-10385845,5612545,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.281364530167707,44.955343679337126,2025,533574352,2016-12-18T00:00:00.000Z,2608 PILLSBURY AVE S,-10384034,5614494,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.244488687754611,44.985207434192482,2026,533574352,2016-12-18T00:00:00.000Z,716 5TH ST SE,-10379929,5619193,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.286484927287191,45.024574066418886,2027,533558352,2016-12-18T00:00:00.000Z,3834 6TH ST N,-10384604,5625391,478.1000(B),SNOW EMERGENCY EVEN,4,Webber-Camden,Camden,2,1, , 
-93.240643898338575,44.938959359376398,2028,533609352,2016-12-18T00:00:00.000Z,3530 22ND AVE S,-10379501,5611917,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.258906648064723,44.947956373223469,2029,533464352,2016-12-18T00:00:00.000Z,3020 11TH AVE S,-10381534,5613332,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.286880186012198,44.948083529391461,2030,533611352,2016-12-18T00:00:00.000Z,3014 GARFIELD AVE S,-10384648,5613352,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5, , 
-93.271617809334998,44.949793752477916,2031,533614352,2016-12-18T00:00:00.000Z,2914 CLINTON AVE S,-10382949,5613621,478.1000(B),SNOW EMERGENCY EVEN,6,Phillips West,Phillips,2,3, , 
-93.283017430290499,44.954790617920324,2032,533625352,2016-12-18T00:00:00.000Z,2640 PLEASANT AVE S,-10384218,5614407,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.26646147960416,44.959895108783947,2033,533609352,2016-12-18T00:00:00.000Z,2312 OAKLAND AVE S,-10382375,5615210,478.1000(B),SNOW EMERGENCY EVEN,6,Phillips West,Phillips,2,3, , 
-93.231130739479738,44.983752421165541,2034,533395352,2016-12-18T00:00:00.000Z,1504 8TH ST SE,-10378442,5618964,478.1000(B),SNOW EMERGENCY EVEN,2,University,University,2,4, , 
-93.244461738296081,44.985194726814989,2035,533574352,2016-12-18T00:00:00.000Z,718 5TH ST SE,-10379926,5619191,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.306966515765112,44.986243075988533,2036,533617352,2016-12-18T00:00:00.000Z,812 OLIVER AVE N,-10386884,5619356,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near-North,2,1, , 
-93.222749457878905,44.990982645685044,2037,533618352,2016-12-18T00:00:00.000Z,1104 21ST AVE SE,-10377509,5620102,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.248692803284285,44.93934724559233,2038,533614352,2016-12-18T00:00:00.000Z,3508 18TH AVE S,-10380397,5611978,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6, , 
-93.292054482048741,44.940561757615924,2039,533615352,2016-12-18T00:00:00.000Z,3440 COLFAX AVE S,-10385224,5612169,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.271617809334998,44.949825540528728,2040,533614352,2016-12-18T00:00:00.000Z,2912 CLINTON AVE S,-10382949,5613626,478.1000(B),SNOW EMERGENCY EVEN,6,Phillips West,Phillips,2,3, , 
-93.26646147960416,44.959825187319126,2041,533609352,2016-12-18T00:00:00.000Z,2320 OAKLAND AVE S,-10382375,5615199,478.1000(B),SNOW EMERGENCY EVEN,6,Phillips West,Phillips,2,3, , 
-93.255528982596431,44.96829777706435,2042,533600352,2016-12-18T00:00:00.000Z,812 13TH AVE S,-10381158,5616532,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.231085823715532,44.98373335961444,2043,533395352,2016-12-18T00:00:00.000Z,1506 8TH ST SE,-10378437,5618961,478.1000(B),SNOW EMERGENCY EVEN,2,University,University,2,4, , 
-93.244434788837566,44.985182019434674,2044,533574352,2016-12-18T00:00:00.000Z,720 5TH ST SE,-10379923,5619189,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.306966515765112,44.986224015265591,2045,533617352,2016-12-18T00:00:00.000Z,810 OLIVER AVE N,-10386884,5619353,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near-North,2,1, , 
-93.255043892342997,45.001273659234144,2046,533597352,2016-12-18T00:00:00.000Z,1330 JEFFERSON ST NE,-10381104,5621722,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2, , 
-93.246608711825118,44.937770249237616,2047,533477352,2016-12-18T00:00:00.000Z,1838 36TH ST E,-10380165,5611730,478.1000(B),SNOW EMERGENCY EVEN,9,Corcoran,Powderhorn,2,6, , 
-93.292054482048741,44.940599909409897,2048,533615352,2016-12-18T00:00:00.000Z,3438 COLFAX AVE S,-10385224,5612175,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.29916913909895,44.942958912755984,2049,533618352,2016-12-18T00:00:00.000Z,1432 33RD ST W,-10386016,5612546,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.286880186012198,44.948178896332607,2050,533611352,2016-12-18T00:00:00.000Z,3008 GARFIELD AVE S,-10384648,5613367,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5, , 
-93.283017430290499,44.954930473034985,2051,533625352,2016-12-18T00:00:00.000Z,2632 PLEASANT AVE S,-10384218,5614429,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3, , 
-93.255609830971991,44.968202443555761,2052,533600352,2016-12-18T00:00:00.000Z,822 13TH AVE S,-10381167,5616517,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3, , 
-93.231031924798486,44.983714298057016,2053,533395352,2016-12-18T00:00:00.000Z,1508 8TH ST SE,-10378431,5618958,478.1000(B),SNOW EMERGENCY EVEN,2,University,University,2,4, , 
-93.244407839379036,44.985175665743462,2054,533574352,2016-12-18T00:00:00.000Z,722 5TH ST SE,-10379920,5619188,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4, , 
-93.222767424184582,44.990016974267157,2055,533618352,2016-12-18T00:00:00.000Z,1070 21ST AVE SE,-10377511,5619950,478.1000(B),SNOW EMERGENCY EVEN,1,Como,University,2,4, , 
-93.277852117406795,44.9178760285414,2056,533595352,2016-12-18T00:00:00.000Z,8 47TH ST E,-10383643,5608602,478.1000(B),SNOW EMERGENCY EVEN,11,Tangletown,Southwest,2,5, , 
-93.292054482048741,44.940631702552182,2057,533615352,2016-12-18T00:00:00.000Z,3436 COLFAX AVE S,-10385224,5612180,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun Isles,2,5, , 
-93.29930388639157,44.942958912755984,2058,533618352,2016-12-18T00:00:00.000Z,1434 33RD ST W,-10386031,5612546,478.1000(B),SNOW EMERGENCY EVEN,10,ECCO,Calhoun Isles,2,5, , 
-93.286880186012198,44.948248831988742,2059,533611352,2016-12-18T00:00:00.000Z,3004 GARFIELD AVE S,-10384648,5613378,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5, , 
