X,Y,OBJECTID,Call_Taken,Location,Tow_Reason,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.275325000248529,44.955515000017272,148,02/21/2019 01:35am,"2600 Stevens ave,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.271481000148015,45.001202999818645,149,02/21/2019 01:36am,"1400 marshall street ne,Minneapolis,MN",Snow Emergency,45.001203,-93.271481,3,Northeast,Sheridan,2,1,Yale
-93.230341999683503,44.942368999929442,150,02/21/2019 01:38am,"3314 Minnehaha av,Minneapolis,MN",Snow Emergency,44.942369,-93.230342,9,Longfellow,Longfellow,6,1,Yale
-93.268935999696566,44.997350000202402,151,02/21/2019 01:39am,"1000 block of Marshall street ne,Minneapolis,MN",Snow Emergency,44.99735,-93.268936,3,Northeast,St. Anthony West,2,1,Yale
-93.273131999841894,44.939683000170362,152,02/21/2019 01:39am,"3450 3rd Ave S,Minneapolis,MN",Snow Emergency,44.939683,-93.273132,9,Powderhorn,Central,5,1,Yale
-93.238709999766627,44.963920000008045,153,02/21/2019 01:40am,"2305 9th st S,Minneapolis,MN",Snow Emergency,44.96392,-93.23871,6,Longfellow,Seward,4,1,Yale
-93.237782000139134,44.963976999938666,154,02/21/2019 01:40am,"2385 9th st so,Minneapolis,MN",Snow Emergency,44.963977,-93.237782,6,Longfellow,Seward,4,1,Yale
-93.295904999616027,45.00611899989201,155,02/21/2019 01:41am,"2601 freMont ave n,Minneapolis,MN",Snow Emergency,45.006119,-93.295905,5,Near North,Jordan,1,1,Yale
-93.237051999749951,44.963839999916104,156,02/21/2019 01:42am,"2409 9th st s,Minneapolis,MN",Snow Emergency,44.96384,-93.237052,6,Longfellow,Seward,4,1,Yale
-93.237782000139134,44.963976999938666,157,02/21/2019 01:42am,"2385 9th Street South,Minneapolis,MN",Snow Emergency,44.963977,-93.237782,6,Longfellow,Seward,4,1,Yale
-93.275325000248529,44.955515000017272,158,02/21/2019 01:44am,"2600 Stevens Avenue,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.225174999726391,44.935316000233286,159,02/21/2019 01:45am,"3720 Minnehaha Ave S,Minneapolis,MN",Snow Emergency,44.935316,-93.225175,12,Longfellow,Howe,6,1,Yale
-93.271481000148015,45.001202999818645,160,02/21/2019 01:47am,"1400 block marshall st ne,Minneapolis,MN",Snow Emergency,45.001203,-93.271481,3,Northeast,Sheridan,2,1,Yale
-93.295582000009233,45.007733999724337,161,02/21/2019 01:47am,"2699-2601 FREMONT AVE N,Minneapolis,MN",Snow Emergency,45.007734,-93.295582,5,Near North,Jordan,1,1,Yale
-93.278329000283122,44.961772999924051,162,02/21/2019 01:47am,"2100 NICOLLET AVE S,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.277806000446503,44.969832000146766,163,02/21/2019 01:48am,"1300 nicollet. Av so ,Minneapolis,MN",Snow Emergency,44.969832,-93.277806,7,Central,Loring Park,3,1,Yale
-93.293504999556035,44.985814999762454,164,02/21/2019 01:49am,"707 Van White Memorial Blvd,Minneapolis,MN",Snow Emergency,44.985815,-93.293505,5,Near North,Sumner - Glenwood,1,1,Yale
-93.224529999659694,44.935527000071033,165,02/21/2019 01:50am,"3705 Minnehaha Ave S,Minneapolis,MN",Snow Emergency,44.935527,-93.22453,12,Longfellow,Howe,6,1,Yale
-93.251172999834012,44.975389000102325,166,02/21/2019 01:51am,"199 12th avenue ,Minneapolis,MN",Snow Emergency,44.975389,-93.251173,3,Central,Downtown East,3,1,Yale
-93.240734999620486,44.98120000007998,167,02/21/2019 01:51am,"301-399 11th Ave SE,Minneapolis,MN",Snow Emergency,44.9812,-93.240735,3,University,Marcy Holmes,4,1,Yale
-93.275325000248529,44.955515000017272,168,02/21/2019 01:52am,"2600 block of stevens,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.237910999792746,44.963916999869696,169,02/21/2019 01:53am,"2331 9TH ST S,Minneapolis,MN",Snow Emergency,44.963917,-93.237911,6,Longfellow,Seward,4,1,Yale
-93.284574999636504,44.947690999839836,170,02/21/2019 01:55am,"3016 grand ave s,Minneapolis,MN",Snow Emergency,44.947691,-93.284575,8,Powderhorn,Lyndale,5,1,Yale
-93.295635999801505,45.022187999876337,171,02/21/2019 01:57am,"3700 Fremont av n,Minneapolis,MN",Snow Emergency,45.022188,-93.295636,4,Camden,Folwell,1,1,Yale
-93.237729000393017,44.964652999636257,172,02/21/2019 02:03am,"2390 butler pl,Minneapolis,MN",Snow Emergency,44.964653,-93.237729,2,University,Cedar Riverside,4,1,Yale
-93.307966000030831,45.01523600034119,173,02/21/2019 02:04am,"3300 block penn ave n ,Minneapolis,MN",Snow Emergency,45.015236,-93.307966,4,Camden,Folwell,1,1,Yale
-93.242071000076578,44.963760999870317,174,02/21/2019 02:04am,"2111 9 th street s,Minneapolis,MN",Snow Emergency,44.963761,-93.242071,6,Longfellow,Seward,4,1,Yale
-93.278365000144618,44.970639999636319,175,02/21/2019 02:05am,"1300 Nicollet ave,Minneapolis,MN",Snow Emergency,44.97064,-93.278365,7,Central,Loring Park,3,1,Yale
-93.224154000306839,44.933595000009291,176,02/21/2019 02:06am,"3800 minnehaha,Minneapolis,MN",Snow Emergency,44.933595,-93.224154,12,Longfellow,Howe,6,1,Yale
-93.278365000144618,44.970639999636319,177,02/21/2019 02:07am,"1300 block of NICOLLET AVE,Minneapolis,MN",Snow Emergency,44.97064,-93.278365,7,Central,Loring Park,3,1,Yale
-93.237910999792746,44.963916999869696,178,02/21/2019 02:08am,"2331 9th street s,Minneapolis,MN",Snow Emergency,44.963917,-93.237911,6,Longfellow,Seward,4,1,Yale
-93.221531999901856,44.930374999906348,179,02/21/2019 02:08am,"4000 minnehaha ,Minneapolis,MN",Snow Emergency,44.930375,-93.221532,12,Longfellow,Hiawatha,6,1,Yale
-93.299948999946366,44.999036999757777,180,02/21/2019 02:10am,"1500 Golden Valley Rd,Minneapolis,MN",Snow Emergency,44.999037,-93.299949,5,Near North,Willard - Hay,1,1,Yale
-93.23990500001571,44.963688000101172,181,02/21/2019 02:11am,"2211 9th st s,Minneapolis,MN",Snow Emergency,44.963688,-93.239905,6,Longfellow,Seward,4,1,Yale
-93.278329000283122,44.961772999924051,182,02/21/2019 02:12am,"2100 nicollet. AV s,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.235870000100363,44.96464900035113,183,02/21/2019 02:13am,"2542 butler pl,Minneapolis,MN",Snow Emergency,44.964649,-93.23587,2,University,Cedar Riverside,4,1,Yale
-93.275325000248529,44.955515000017272,184,02/21/2019 02:14am,"2600 Stevens Avenue,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.276590000128351,44.953742000093257,185,02/21/2019 02:15am,"2700 block of1 st ave S,Minneapolis,MN",Snow Emergency,44.953742,-93.27659,10,Powderhorn,Whittier,3,1,Yale
-93.278329000283122,44.961772999924051,186,02/21/2019 02:15am,"2100 NICOLLET AVE S,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.270660000058911,44.894156999745803,187,02/21/2019 02:16am,"3508 4TH AVE SO,Minneapolis,MN",Snow Emergency,44.894157,-93.27066,11,Nokomis,Diamond Lake,5,1,Yale
-93.284672999659165,44.947525000278574,188,02/21/2019 02:18am,"3022 grand ave s ,Minneapolis,MN",Snow Emergency,44.947525,-93.284673,8,Powderhorn,Lyndale,5,1,Yale
-93.273786000323639,44.922691999935921,189,02/21/2019 02:21am,"4417 2nd Ave S Minneapolis, MN,MN",Snow Emergency,44.922692,-93.273786,8,Nokomis,Regina,5,1,Yale
-93.278260999845202,44.95895200023466,190,02/21/2019 02:24am,"2400 block of nicollet ave S,Minneapolis,MN",Snow Emergency,44.958952,-93.278261,10,Powderhorn,Whittier,3,1,Yale
-93.220165999860967,44.968726000404672,191,02/21/2019 02:25am,"100 block/27th Ave SE,Minneapolis,MN",Snow Emergency,44.968726,-93.220166,2,University,Prospect Park - East River Road,4,1,Yale
-93.261574000139944,45.006349999752729,192,02/21/2019 02:27am,"1798 4th street ne,Minneapolis,MN",Snow Emergency,45.00635,-93.261574,1,Northeast,Holland,2,1,Yale
-93.272459000282595,44.924301000390926,193,02/21/2019 02:27am,"4319 3rd Ave S,Minneapolis,MN",Snow Emergency,44.924301,-93.272459,8,Nokomis,Regina,5,1,Yale
-93.227354000386754,44.951814000216018,194,02/21/2019 02:28am,"2800 31st avenue South,Minneapolis,MN",Snow Emergency,44.951814,-93.227354,2,Longfellow,Longfellow,4,1,Yale
-93.295714999847348,45.027627999832362,195,02/21/2019 02:28am,"4001-4099 FREMONT AVE N,Minneapolis,MN",Snow Emergency,45.027628,-93.295715,4,Camden,Webber - Camden,1,1,Yale
-93.261578000324391,45.004183999691861,196,02/21/2019 02:29am,"1598 4th street ne,Minneapolis,MN",Snow Emergency,45.004184,-93.261578,3,Northeast,Sheridan,2,1,Yale
-93.303182999795581,44.99874799992034,197,02/21/2019 02:33am,"1800 golden valley rd ,Minneapolis,MN",Snow Emergency,44.998748,-93.303183,5,Near North,Willard - Hay,1,1,Yale
-93.278260999845202,44.95895200023466,198,02/21/2019 02:34am,"2400 nicollet. Av s,Minneapolis,MN",Snow Emergency,44.958952,-93.278261,10,Powderhorn,Whittier,3,1,Yale
-93.275325000248529,44.955515000017272,199,02/21/2019 02:36am,"2600 block of stevens,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.299948999946366,44.999036999757777,200,02/21/2019 02:37am,"1500 golden valley rd ,Minneapolis,MN",Snow Emergency,44.999037,-93.299949,5,Near North,Willard - Hay,1,1,Yale
-93.316179000160673,44.999096999826747,201,02/21/2019 02:39am,"2800 Golden Valley Rd,Minneapolis,MN",Snow Emergency,44.999097,-93.316179,5,Near North,Willard - Hay,1,1,Yale
-93.290412999959926,44.947067999888361,202,02/21/2019 02:40am,"3039 Bryant ave s,Minneapolis,MN",Snow Emergency,44.947068,-93.290413,10,Calhoun Isle,CARAG,5,1,Yale
-93.275325000248529,44.955515000017272,203,02/21/2019 02:40am,"2600 Stevens Avenue South,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.295576999778689,45.027815000362011,204,02/21/2019 02:42am,"4000 Fremont av n,Minneapolis,MN",Snow Emergency,45.027815,-93.295577,4,Camden,Webber - Camden,1,1,Yale
-93.216741000196976,44.923344000325415,205,02/21/2019 02:42am,"3900 44th st e,Minneapolis,MN",Snow Emergency,44.923344,-93.216741,12,Longfellow,Hiawatha,6,1,Yale
-93.213099000418481,44.934775999612725,206,02/21/2019 02:45am,"3728 42nd Ave S,Minneapolis,MN",Snow Emergency,44.934776,-93.213099,12,Longfellow,Howe,6,1,Yale
-93.278329000283122,44.961772999924051,207,02/21/2019 02:46am,"2100 NICOLLET AVE S,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.213086999865141,44.931865000269624,208,02/21/2019 02:48am,"3918 42nd Ave S,Minneapolis,MN",Snow Emergency,44.931865,-93.213087,12,Longfellow,Howe,6,1,Yale
-93.251451000063582,45.002479000205767,209,02/21/2019 02:49am,"1404 quincy street,Minneapolis,MN",Snow Emergency,45.002479,-93.251451,1,Northeast,Logan Park,2,1,Yale
-93.251025000203583,44.999416000148358,210,02/21/2019 02:52am,"1121 quincy street,Minneapolis,MN",Snow Emergency,44.999416,-93.251025,1,Northeast,Logan Park,2,1,Yale
-93.278329000283122,44.961772999924051,211,02/21/2019 02:55am,"2100 nicollet. AV s,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.296901999727481,44.946585000097741,212,02/21/2019 02:55am,"263 31ST ST W,Minneapolis,MN",Snow Emergency,44.946585,-93.296902,10,Calhoun Isle,CARAG,5,1,Yale
-93.314926999981026,44.998965000034786,213,02/21/2019 03:03am,"2700 Golden Valley Rd,Minneapolis,MN",Snow Emergency,44.998965,-93.314927,5,Near North,Willard - Hay,1,1,Yale
-93.278329000283122,44.961772999924051,214,02/21/2019 03:07am,"2100 block of nicollet ave S,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.279705999931934,44.946573999590441,215,02/21/2019 03:07am,"3101 blaisdell ave ,Minneapolis,MN",Snow Emergency,44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Yale
-93.316179000160673,44.999096999826747,216,02/21/2019 03:08am,"2800 Golden Valley Rd ,Minneapolis,MN",Snow Emergency,44.999097,-93.316179,5,Near North,Willard - Hay,1,1,Yale
-93.247024000057536,44.990993000226808,217,02/21/2019 03:08am,"301 harrison street,Minneapolis,MN",Snow Emergency,44.990993,-93.247024,3,University,Marcy Holmes,4,1,Yale
-93.227082000433938,44.948376999998629,218,02/21/2019 03:10am,"3000 31st ave,Minneapolis,MN",Snow Emergency,44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Yale
-93.295714999847348,45.027627999832362,219,02/21/2019 03:11am,"4001-4099 FREMONT AVE N,Minneapolis,MN",Snow Emergency,45.027628,-93.295715,4,Camden,Webber - Camden,1,1,Yale
-93.314926999981026,44.998965000034786,220,02/21/2019 03:13am,"2700 Golden Valley Rd,Minneapolis,MN",Snow Emergency,44.998965,-93.314927,5,Near North,Willard - Hay,1,1,Yale
-93.275325000248529,44.955515000017272,221,02/21/2019 03:13am,"2600 Stevens Avenue South,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.213393999633354,44.941469999840649,222,02/21/2019 03:13am,"4147 34th st,Minneapolis,MN",Snow Emergency,44.94147,-93.213394,12,Longfellow,Howe,6,1,Yale
-93.275325000248529,44.955515000017272,223,02/21/2019 03:14am,"2600 block of stevens,Minneapolis,MN",Snow Emergency,44.955515,-93.275325,10,Powderhorn,Whittier,3,1,Yale
-93.278329000283122,44.961772999924051,224,02/21/2019 03:14am,"2100 block of nicollet ave S,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.247222000195109,44.993681000078141,225,02/21/2019 03:15am,"401 harrison street,Minneapolis,MN",Snow Emergency,44.993681,-93.247222,3,Northeast,Beltrami,2,1,Yale
-93.277919000261591,44.953707000277916,226,02/21/2019 03:16am,"2700 NICOLLET AVE S,Minneapolis,MN",Snow Emergency,44.953707,-93.277919,10,Powderhorn,Whittier,3,1,Yale
-93.241053999942096,44.95759199957115,227,02/21/2019 03:20am,"2480 minnehaha avenue,Minneapolis,MN",Snow Emergency,44.957592,-93.241054,2,Longfellow,Seward,4,1,Yale
-93.276544999851808,44.964161000329966,228,02/21/2019 03:23am,"100 19th st e,Minneapolis,MN",Snow Emergency,44.964161,-93.276545,6,Central,Steven's Square - Loring Heights,3,1,Yale
-93.279700999701333,44.948359000067853,229,02/21/2019 03:26am,"3000 block of blaisdelll ave ,Minneapolis,MN",Snow Emergency,44.948359,-93.279701,10,Powderhorn,Whittier,3,1,Yale
-93.298146999584333,45.035755999639719,230,02/21/2019 03:29am,"1400 44th av n,Minneapolis,MN",Snow Emergency,45.035756,-93.298147,4,Camden,Webber - Camden,1,1,Yale
-93.279700999701333,44.948359000067853,231,02/21/2019 03:29am,"3000 block of blaisdell Ave s,Minneapolis,MN",Snow Emergency,44.948359,-93.279701,10,Powderhorn,Whittier,3,1,Yale
-93.317448000224999,44.999132999688243,232,02/21/2019 03:36am,"2900 Golden Valley Rd ,Minneapolis,MN",Snow Emergency,44.999133,-93.317448,5,Near North,Willard - Hay,1,1,Yale
-93.317448000224999,44.999132999688243,233,02/21/2019 03:40am,"2900 Golden Valley Rd ,Minneapolis,MN",Snow Emergency,44.999133,-93.317448,5,Near North,Willard - Hay,1,1,Yale
-93.30483400038878,44.946561999936421,234,02/21/2019 03:40am,"1749 West 31st St. ,Minneapolis,MN",Snow Emergency,44.946562,-93.304834,10,Calhoun Isle,ECCO,5,1,Yale
-93.27497100011152,44.965420999979244,235,02/21/2019 03:46am,"00 block 18th st e,Minneapolis,MN",Snow Emergency,44.965421,-93.274971,6,Central,Steven's Square - Loring Heights,3,1,Yale
-93.312045000176568,44.998801999712555,236,02/21/2019 03:47am,"2500 Golden Valley Road ,Minneapolis,MN",Snow Emergency,44.998802,-93.312045,5,Near North,Willard - Hay,1,1,Yale
-93.301411999963818,44.979071999972859,237,02/21/2019 03:52am,"199 cedar lake rd,Minneapolis,MN",Snow Emergency,44.979072,-93.301412,5,Near North,Harrison,3,1,Yale
-93.278329000283122,44.961772999924051,238,02/21/2019 03:53am,"2100 BLOCK OF NICOLLET AVE,Minneapolis,MN",Snow Emergency,44.961773,-93.278329,10,Powderhorn,Whittier,3,1,Yale
-93.240767000196854,44.956572000197696,239,02/21/2019 04:01am,"2510 minnehaha avenue,Minneapolis,MN",Snow Emergency,44.956572,-93.240767,2,Longfellow,Seward,4,1,Yale
-93.212482999890483,44.93151899960219,240,02/21/2019 04:15am,"3931 42nd Ave S,Minneapolis,MN",Snow Emergency,44.931519,-93.212483,12,Longfellow,Howe,6,1,Yale
-93.279705999931934,44.946573999590441,241,02/21/2019 04:15am,"3101 Blasidell AVE,Minneapolis,MN",Snow Emergency,44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Yale
-93.279705999931934,44.946573999590441,242,02/21/2019 04:18am,"3101 Blaisdell AVE,Minneapolis,MN",Snow Emergency,44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Yale
-93.247031000380332,44.936712999905069,243,02/21/2019 04:20am,"3633 Cedar Avenue South,Minneapolis,MN",Snow Emergency,44.936713,-93.247031,12,Powderhorn,Standish,6,1,Yale
-93.314926999981026,44.998965000034786,244,02/21/2019 04:21am,"2700 Golden Valley Road,Minneapolis,MN",Snow Emergency,44.998965,-93.314927,5,Near North,Willard - Hay,1,1,Yale
-93.279705999931934,44.946573999590441,245,02/21/2019 04:25am,"3100 block of Blaisdell Avenue so,Minneapolis,MN",Snow Emergency,44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Yale
-93.27040099980627,45.01646100017507,246,02/21/2019 04:29am,"2650 grand street ne,Minneapolis,MN",Snow Emergency,45.016461,-93.270401,1,Northeast,Marshall Terrace,2,1,Yale
-93.236431999936826,44.955802999808668,247,02/21/2019 04:36am,"2460 26th Street East,Minneapolis,MN",Snow Emergency,44.955803,-93.236432,2,Longfellow,Seward,4,1,Yale
-93.279705999931934,44.946573999590441,248,02/21/2019 05:00am,"3100 block of Blaisdell Avenue so,Minneapolis,MN",Snow Emergency,44.946574,-93.279706,8,Powderhorn,Lyndale,5,1,Yale
-93.247634000308835,44.927415000102201,249,02/21/2019 05:18am,"4146 Cedar Ave S,Minneapolis,MN",Snow Emergency,44.927415,-93.247634,8,Powderhorn,Bancroft,6,1,Yale
-93.24740300044806,44.943349000156275,250,02/21/2019 05:23am,"3235 Cedar Ave S,Minneapolis,MN",Snow Emergency,44.943349,-93.247403,9,Powderhorn,Corcoran,6,1,Yale
-93.281878000269444,44.994180999753382,251,02/21/2019 08:16am,"2612 3rd st n ,Minneapolis,MN",Snow Emergency,44.994181,-93.281878,5,Near North,Near - North,1,2,Yale
-93.250138999814965,44.983241999818517,252,02/21/2019 08:25am,"424 2ND AVE SE,Minneapolis,MN",Snow Emergency,44.983242,-93.250139,3,University,Marcy Holmes,4,2,Yale
-93.303683000370143,44.947579000070846,253,02/21/2019 08:28am,"3020 James ave s ,Minneapolis,MN",Snow Emergency,44.947579,-93.303683,10,Calhoun Isle,ECCO,5,2,Yale
-93.286424000367276,44.997076000157335,254,02/21/2019 08:28am,"500 Lynn Park Circle, North,MN",Snow Emergency,44.997076,-93.286424,5,Near North,Near - North,1,2,Yale
-93.303742000392958,44.947303999979681,255,02/21/2019 08:30am,"3028 James ave s ,Minneapolis,MN",Snow Emergency,44.947304,-93.303742,10,Calhoun Isle,ECCO,5,2,Yale
-93.252531999552104,44.987417999940817,256,02/21/2019 08:32am,"408 2nd Ave SE,Minneapolis,MN",Snow Emergency,44.987418,-93.252532,3,University,Marcy Holmes,4,2,Yale
-93.283698999709031,45.013449999817681,257,02/21/2019 08:34am,"3224 N 3rd st ,Minneapolis,MN",Snow Emergency,45.01345,-93.283699,4,Camden,McKinley,1,2,Yale
-93.27536800043282,44.984899999835193,258,02/21/2019 08:36am,"322 3rd st n ,Minneapolis,MN",Snow Emergency,44.9849,-93.275368,3,Central,North Loop,3,2,Yale
-93.252528000266977,44.987422000125264,259,02/21/2019 08:37am,"414 2nd Ave SE,Minneapolis,MN",Snow Emergency,44.987422,-93.252528,3,University,Marcy Holmes,4,2,Yale
-93.250248000344925,44.983353000440673,260,02/21/2019 08:38am,"416 2nd ave se,Minneapolis,MN",Snow Emergency,44.983353,-93.250248,3,University,Marcy Holmes,4,2,Yale
-93.284703000143281,45.018166999707319,261,02/21/2019 08:39am,"3450 4th st n,Minneapolis,MN",Snow Emergency,45.018167,-93.284703,4,Camden,McKinley,1,2,Yale
-93.247696999616778,44.928828999658663,262,02/21/2019 08:44am,"1818 41 st e,Minneapolis,MN",Snow Emergency,44.928829,-93.247697,8,Powderhorn,Bancroft,6,2,Yale
-93.25051199992879,44.983457999886866,263,02/21/2019 08:47am,"402 2nd ave se,Minneapolis,MN",Snow Emergency,44.983458,-93.250512,3,University,Marcy Holmes,4,2,Yale
-93.300832000196635,44.949883000200373,264,02/21/2019 08:49am,"Humboldt/ The Mall,Minneapolis,MN",Snow Emergency,44.949883,-93.300832,7,Calhoun Isle,East Isles,3,2,Yale
-93.249176000372074,44.982896000050403,265,02/21/2019 08:51am,"520 2nd ave se,Minneapolis,MN",Snow Emergency,44.982896,-93.249176,3,University,Marcy Holmes,4,2,Yale
-93.290778999751012,44.988414000006173,266,02/21/2019 08:57am,"1042Aldrich Avenue n,Minneapolis,MN",Snow Emergency,44.988414,-93.290779,5,Near North,Sumner - Glenwood,1,2,Yale
-93.284648000304912,45.013900999931252,267,02/21/2019 09:05am,"3222 4th st n ,Minneapolis,MN",Snow Emergency,45.013901,-93.284648,4,Camden,McKinley,1,2,Yale
-93.299848999831454,44.94530300033324,268,02/21/2019 09:06am,"3136 Holmes ave,Minneapolis,MN",Snow Emergency,44.945303,-93.299849,10,Calhoun Isle,ECCO,5,2,Yale
-93.284663000097339,45.013681999724554,269,02/21/2019 09:08am,"3214 4th st n ,Minneapolis,MN",Snow Emergency,45.013682,-93.284663,4,Camden,McKinley,1,2,Yale
-93.303683000370143,44.947214000325914,270,02/21/2019 09:12am,"3032 James ave s,Minneapolis,MN",Snow Emergency,44.947214,-93.303683,10,Calhoun Isle,ECCO,5,2,Yale
-93.284646000212717,45.013536000186321,271,02/21/2019 09:14am,"3210 4th st n,Minneapolis,MN",Snow Emergency,45.013536,-93.284646,4,Camden,McKinley,1,2,Yale
-93.253953000330682,44.934564999774977,272,02/21/2019 09:16am,"3736 15th ave,Minneapolis,MN",Snow Emergency,44.934565,-93.253953,9,Powderhorn,Powderhorn Park,6,2,Yale
-93.301068000287955,44.945923000146365,273,02/21/2019 09:17am,"3116 humboldt ave s,Minneapolis,MN",Snow Emergency,44.945923,-93.301068,10,Calhoun Isle,ECCO,5,2,Yale
-93.248319000421475,44.988092999592311,274,02/21/2019 09:18am,"600 4TH AVE SE,Minneapolis,MN",Snow Emergency,44.988093,-93.248319,3,University,Marcy Holmes,4,2,Yale
-93.2621790001607,44.928945999658197,275,02/21/2019 09:18am,"824 41st st,Minneapolis,MN",Snow Emergency,44.928946,-93.262179,8,Powderhorn,Bancroft,6,2,Yale
-93.291050999703828,44.991409999671816,276,02/21/2019 09:19am,"626 Bryant Avenue n,Minneapolis,MN",Snow Emergency,44.99141,-93.291051,5,Near North,Near - North,1,2,Yale
-93.284652999636194,45.005564000378342,277,02/21/2019 09:21am,"2522 4th st n,Minneapolis,MN",Snow Emergency,45.005564,-93.284653,5,Near North,Hawthorne,1,2,Yale
-93.294708000174012,44.962117999646011,278,02/21/2019 09:22am,"2016 Emerson Ave S,Minneapolis,MN",Snow Emergency,44.962118,-93.294708,7,Calhoun Isle,Lowry Hill,3,2,Yale
-93.245968999969364,44.984213999676399,279,02/21/2019 09:22am,"630 4th st se,Minneapolis,MN",Snow Emergency,44.984214,-93.245969,3,University,Marcy Holmes,4,2,Yale
-93.291050999703828,44.991409999671816,280,02/21/2019 09:23am,"624 bryant ave n,Minneapolis,MN",Snow Emergency,44.99141,-93.291051,5,Near North,Near - North,1,2,Yale
-93.23430900006025,44.9894249998639,281,02/21/2019 09:24am,"1054 12th ave se,Minneapolis,MN",Snow Emergency,44.989425,-93.234309,2,University,Como,4,2,Yale
-93.270414999552543,45.003454000201998,282,02/21/2019 09:24am,"1526 Grand st ne,Minneapolis,MN",Snow Emergency,45.003454,-93.270415,3,Northeast,Sheridan,2,2,Yale
-93.246828000012158,44.928986999750293,283,02/21/2019 09:26am,"1830 41st st e,Minneapolis,MN",Snow Emergency,44.928987,-93.246828,12,Powderhorn,Standish,6,2,Yale
-93.246357999921713,44.928965999681168,284,02/21/2019 09:29am,"1838 41st st e,Minneapolis,MN",Snow Emergency,44.928966,-93.246358,12,Powderhorn,Standish,6,2,Yale
-93.234356999575823,44.990025999700151,285,02/21/2019 09:29am,"1070 12th ave se,Minneapolis,MN",Snow Emergency,44.990026,-93.234357,2,University,Como,4,2,Yale
-93.290698999659071,44.98645100031348,286,02/21/2019 09:31am,"800 Aldrich av n ,Minneapolis,MN",Snow Emergency,44.986451,-93.290699,5,Near North,Sumner - Glenwood,1,2,Yale
-93.270395000428891,45.009494999994331,287,02/21/2019 09:31am,"2118 grand st ne,Minneapolis,MN",Snow Emergency,45.009495,-93.270395,3,Northeast,Bottineau,2,2,Yale
-93.284553000420601,45.002742999789689,288,02/21/2019 09:33am,"2300 4th st n ,Minneapolis,MN",Snow Emergency,45.002743,-93.284553,5,Near North,Hawthorne,1,2,Yale
-93.276752000404485,44.968915000127197,289,02/21/2019 09:33am,"114 14TH ST W,Minneapolis,MN",Snow Emergency,44.968915,-93.276752,7,Central,Loring Park,3,2,Yale
-93.284673999705262,45.00457199959817,290,02/21/2019 09:37am,"2426 4th st n ,Minneapolis,MN",Snow Emergency,45.004572,-93.284674,5,Near North,Hawthorne,1,2,Yale
-93.299858000246502,44.945121000034192,291,02/21/2019 09:41am,"3142 Holmes ave s,Minneapolis,MN",Snow Emergency,44.945121,-93.299858,10,Calhoun Isle,ECCO,5,2,Yale
-93.246653000035906,44.98703200012676,292,02/21/2019 09:43am,"526 5th ave se,Minneapolis,MN",Snow Emergency,44.987032,-93.246653,3,University,Marcy Holmes,4,2,Yale
-93.248481999844387,44.930627999882347,293,02/21/2019 09:48am,"1802 40th Street East,Minneapolis,MN",Snow Emergency,44.930628,-93.248482,8,Powderhorn,Bancroft,6,2,Yale
-93.246708999920372,44.987471999733032,294,02/21/2019 09:49am,"602 5th ave se,Minneapolis,MN",Snow Emergency,44.987472,-93.246709,3,University,Marcy Holmes,4,2,Yale
-93.288831999896843,44.983005999727141,295,02/21/2019 09:49am,"501 lyndale pl,Minneapolis,MN",Snow Emergency,44.983006,-93.288832,5,Near North,Sumner - Glenwood,3,2,Yale
-93.250090000253294,44.987748999916448,296,02/21/2019 09:49am,"506 3rd ave se,Minneapolis,MN",Snow Emergency,44.987749,-93.25009,3,University,Marcy Holmes,4,2,Yale
