X,Y,OBJECTID,Citation,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Neighborho,Community,Ward,Day_ID,TowDist
-93.282623290932122,44.954448699947591,983,271118324365,2018-01-23T00:00:00.000Z,2630 PLEASANT ST SE,44.9544487,-93.282623291,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,2,3
-93.233276367010717,44.988636016538976,984,271118329328,2018-01-23T00:00:00.000Z,1226 13TH AVE SE,44.9886360168,-93.2332763672,478.1000(b),Snow emergency parking restrictions - even number address,Como,University,2,2,4
-93.245361328062813,44.984592437990671,985,271118330698,2018-01-23T00:00:00.000Z,408 7TH AVE SE,44.9845924377,-93.2453613281,478.1000(b),Snow emergency parking restrictions - even number address,Marcy Holmes,University,3,2,4
-93.256278991582178,44.901332854927375,986,271118301316,2018-01-23T00:00:00.000Z,5604 13TH AVE S,44.9013328552,-93.2562789917,478.1000(b),Snow emergency parking restrictions - even number address,Diamond Lake,Nokomis,11,2,6
-93.30830383305539,45.045787811158618,987,271118314096,2018-01-23T00:00:00.000Z,2104 50TH AVE N,45.0457878113,-93.308303833,478.1000(b),Snow emergency parking restrictions - even number address,Shingle Creek,Camden,4,2,1
-93.294380188295008,44.96134567266472,988,271118320113,2018-01-23T00:00:00.000Z,2120 EMERSON AVE S,44.9613456726,-93.294380188,478.1000(b),Snow emergency parking restrictions - even number address,Lowry Hill,Calhoun Isle,7,2,3
-93.289283752742961,45.021926879921637,989,271118323557,2018-01-23T00:00:00.000Z,3654 ALDRICH AVE N,45.0219268799,-93.2892837524,478.1000(b),Snow emergency parking restrictions - even number address,McKinley,Camden,4,2,1
-93.235931396816454,44.932315826814033,990,271118325500,2018-01-23T00:00:00.000Z,2412 39TH ST E,44.9323158264,-93.2359313965,478.1000(b),Snow emergency parking restrictions - even number address,Standish,Powderhorn,12,2,6
-93.253768920799018,44.945316314796116,991,271118327051,2018-01-23T00:00:00.000Z,3140 15TH AVE S,44.9453163147,-93.2537689209,478.1000(b),Snow emergency parking restrictions - even number address,Powderhorn Park,Powderhorn,9,2,6
-93.280792236172715,44.962589264183237,992,271118328466,2018-01-23T00:00:00.000Z,2004 PILLSBURY AVE,44.9625892639,-93.2807922363,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,2,3
-93.233299255656107,44.988719940373016,993,271118329329,2018-01-23T00:00:00.000Z,1230 13TH AVE SE,44.9887199402,-93.2332992554,478.1000(b),Snow emergency parking restrictions - even number address,Como,University,2,2,4
-93.238365173613829,45.020381927384108,994,271118301096,2018-01-23T00:00:00.000Z,2856 LINCOLN ST NE,45.0203819275,-93.2383651733,478.1000(b),Snow emergency parking restrictions - even number address,Audubon Park,Northeast,1,2,2
-93.293579101894011,44.944805145541068,995,271118313472,2018-01-23T00:00:00.000Z,1112 32ND ST W,44.9448051453,-93.2935791016,478.1000(a),Snow emergency parking restrictions - snow emergency route,CARAG,Calhoun Isle,10,2,5
-93.243553161948853,44.936328887768013,996,271118319495,2018-01-23T00:00:00.000Z,3630 20TH AVE S,44.9363288879,-93.2435531616,478.1000(b),Snow emergency parking restrictions - even number address,Standish,Powderhorn,12,2,6
-93.268859863092189,44.934780121205677,997,271118320872,2018-01-23T00:00:00.000Z,3736 5TH AVE S,44.9347801208,-93.2688598633,478.1000(b),Snow emergency parking restrictions - even number address,Central,Powderhorn,8,2,5
-93.29814147954562,45.026515960243444,998,271118324184,2018-01-23T00:00:00.000Z,3922 HUMBOLDT AVE N,45.0265159607,-93.2981414795,478.1000(b),Snow emergency parking restrictions - even number address,Webber - Camden,Camden,4,2,1
-93.257911681978499,45.015811919884243,999,271118324456,2018-01-23T00:00:00.000Z,2420 7TH ST NE,45.0158119202,-93.2579116821,478.1000(b),Snow emergency parking restrictions - even number address,Holland,Northeast,1,2,2
-93.281234741290234,44.962287903164281,1000,271118328467,2018-01-23T00:00:00.000Z,2008 PILLSBURY AVE,44.9622879028,-93.2812347412,478.1000(b),Snow emergency parking restrictions - even number address,Whittier,Powderhorn,10,2,3
-93.286178588870769,44.997245788562338,3001,271118321026,2018-01-24T00:00:00.000Z,1715 LYN PARK AVE N,44.9972457886,-93.2861785889,478.1000(c),Snow emergency parking restrictions - odd number address,Near - North,Near North,5,3,1
-93.289428710866275,44.98278427097739,3002,271118323155,2018-01-24T00:00:00.000Z,731 5TH AVE N,44.9827842712,-93.2894287109,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,3,3
-93.230895996453057,44.992000579962848,3003,271118327288,2018-01-24T00:00:00.000Z,1135 15TH AVE SE,44.9920005798,-93.2308959961,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,1,3,2
-93.303321838032389,44.947956084905456,3004,271118329631,2018-01-24T00:00:00.000Z,3009 JAMES AVE S,44.9479560852,-93.3033218384,478.1000(c),Snow emergency parking restrictions - odd number address,ECCO,Calhoun Isle,10,3,5
-93.289764404403684,45.038513183436692,3005,271118314142,2018-01-24T00:00:00.000Z,713 46TH AVE N,45.0385131836,-93.2897644043,478.1000(c),Snow emergency parking restrictions - odd number address,Lind - Bohanon,Camden,4,3,1
-93.281265258884559,44.96877288835816,3006,271118321950,2018-01-24T00:00:00.000Z,211 14TH ST W,44.9687728882,-93.2812652588,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.254928588483551,44.93910980197586,3007,271118325598,2018-01-24T00:00:00.000Z,3515 14TH AVE S,44.9391098022,-93.2549285889,478.1000(c),Snow emergency parking restrictions - odd number address,Powderhorn Park,Powderhorn,9,3,6
-93.285095215172021,45.013870239519974,3008,271118331114,2018-01-24T00:00:00.000Z,3223 4TH ST N,45.0138702393,-93.2850952148,478.1000(c),Snow emergency parking restrictions - odd number address,McKinley,Camden,4,3,1
-93.247879028694172,44.988750457967342,3009,271118331640,2018-01-24T00:00:00.000Z,619 4TH AVE SE,44.9887504578,-93.2478790283,478.1000(c),Snow emergency parking restrictions - odd number address,Marcy Holmes,University,3,3,4
-93.271545410492251,44.948997497136816,3010,271118315359,2018-01-24T00:00:00.000Z,2933 CLINTON AVE S,44.9489974976,-93.2715454102,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.289787292149754,44.982849121090112,3011,271118323156,2018-01-24T00:00:00.000Z,807 5TH AVE N,44.9828491211,-93.2897872925,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,3,3
-93.318664550928247,44.953163146961742,3012,271118324826,2018-01-24T00:00:00.000Z,2779 XERXES AVE S,44.953163147,-93.3186645508,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar - Isles - Dean,Calhoun Isle,7,3,3
-93.289344787931554,44.944774627946799,3013,271118325254,2018-01-24T00:00:00.000Z,729 32ND ST W,44.9447746277,-93.2893447876,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.232078551883603,44.991310120066032,3014,271118327289,2018-01-24T00:00:00.000Z,1105 14TH AVE SE,44.9913101196,-93.2320785522,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,2,3,4
-93.291778564728929,44.963039398249691,3015,271118328382,2018-01-24T00:00:00.000Z,1927 COLFAX AVE S,44.9630393982,-93.2917785645,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill,Calhoun Isle,7,3,3
-93.28985595718666,44.98278427097739,3016,271118323157,2018-01-24T00:00:00.000Z,809 5TH AVE N,44.9827842712,-93.289855957,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,3,3
-93.264991760261466,44.994495391948817,3017,271118324427,2018-01-24T00:00:00.000Z,113 7TH AVE NE,44.9944953918,-93.2649917603,478.1000(c),Snow emergency parking restrictions - odd number address,St. Anthony West,Northeast,3,3,2
-93.256233215190719,44.939308166338833,3018,271118325599,2018-01-24T00:00:00.000Z,3505 13TH AVE S,44.9393081665,-93.2562332153,478.1000(c),Snow emergency parking restrictions - odd number address,Powderhorn Park,Powderhorn,9,3,6
-93.2848815920118,45.011978149571974,3019,271118331115,2018-01-24T00:00:00.000Z,3033 4TH ST N,45.0119781494,-93.2848815918,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.272888183742623,44.949687957932952,3020,271118315360,2018-01-24T00:00:00.000Z,2913 3RD AVE S,44.9496879578,-93.2728881836,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.290008545158173,44.982776642028455,3021,271118323158,2018-01-24T00:00:00.000Z,811 5TH AVE N,44.9827766418,-93.2900085449,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,3,3
-93.250480652260251,44.985473632402261,3022,271118324018,2018-01-24T00:00:00.000Z,411 4TH AVE SE,44.9854736328,-93.2504806519,478.1000(c),Snow emergency parking restrictions - odd number address,Marcy Holmes,University,3,3,4
-93.272842407351163,44.949748993121602,3023,271118326962,2018-01-24T00:00:00.000Z,2909 3RD AVE S,44.9497489929,-93.2728424072,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.230857849010476,44.988208771117968,3024,271118327290,2018-01-24T00:00:00.000Z,1007 15TH AVE SE,44.9882087708,-93.2308578491,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,1,3,4
-93.290145874332609,44.98278427097739,3025,271118323159,2018-01-24T00:00:00.000Z,815 5TH AVE N,44.9827842712,-93.290145874,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,3,3
-93.272834777502965,44.953876495503891,3026,271118304952,2018-01-24T00:00:00.000Z,2639 CLINTON AVE S,44.9538764954,-93.2728347778,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,3,3
-93.272834777502965,44.949386596913996,3027,271118315361,2018-01-24T00:00:00.000Z,2925 3RD AVE S,44.9493865967,-93.2728347778,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.280853271361366,44.966617583934408,3028,271118317338,2018-01-24T00:00:00.000Z,1527 SPRUCE PLACE,44.9666175842,-93.2808532715,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.294242859120629,44.944751739301353,3029,271118325255,2018-01-24T00:00:00.000Z,1127 32ND ST W,44.9447517395,-93.2942428589,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.272842407351163,44.949405669735938,3030,271118326963,2018-01-24T00:00:00.000Z,2919 3RD AVE S,44.9494056702,-93.2728424072,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.250511169854576,44.985538482514983,3031,271118331641,2018-01-24T00:00:00.000Z,309 5TH AVE SE,44.9855384827,-93.2505111694,478.1000(c),Snow emergency parking restrictions - odd number address,Marcy Holmes,University,3,3,4
-93.295822143277235,44.940750122220436,3032,271118324958,2018-01-24T00:00:00.000Z,3415 FREMONT AVE S,44.9407501221,-93.2958221436,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.282890319432681,44.963920593560601,3033,271118326217,2018-01-24T00:00:00.000Z,303 RIDGEWOOD AVE S,44.9639205933,-93.2828903198,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,7,3,3
-93.255872999839028,44.932111999968868,3034,271118329710,2018-01-24T00:00:00.000Z,1307 39TH ST E,44.932112,-93.255873,478.1000(c),Snow emergency parking restrictions - odd number address,Bancroft,Powderhorn,8,3,6
-93.28318023657863,44.963790893335101,3035,271118331742,2018-01-24T00:00:00.000Z,309 RIDGEWOOD AVE S,44.9637908936,-93.2831802368,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,7,3,3
-93.296929000073249,45.019407000232945,3036,271118304559,2018-01-24T00:00:00.000Z,3527 GIRARD AVE N,45.019407,-93.296929,478.1000(C),Snow emergency parking restrictions - odd number address,Folwell,Camden,4,3,1
-93.289619445381049,44.986782074033556,3037,271118321027,2018-01-24T00:00:00.000Z,803 LYNDALE PL,44.986782074,-93.2896194458,478.1000(c),Snow emergency parking restrictions - odd number address,Sumner - Glenwood,Near North,5,3,1
-93.280555725266481,44.966678619123002,3038,271118321951,2018-01-24T00:00:00.000Z,1523 SPRUCE PLACE,44.9666786194,-93.2805557251,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.294311523258159,44.967109680367514,3039,271118325137,2018-01-24T00:00:00.000Z,1705 EMERSON AVE S,44.9671096802,-93.2943115234,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill,Calhoun Isle,7,3,3
-93.315933227136668,44.994380950520508,3040,271118326589,2018-01-24T00:00:00.000Z,1503 VINCENT AVE N,44.9943809509,-93.3159332275,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.253669739067163,44.923831940091986,3041,271118331499,2018-01-24T00:00:00.000Z,4341 15TH AVE S,44.9238319397,-93.2536697388,478.1000(c),Snow emergency parking restrictions - odd number address,Northrop,Nokomis,11,3,6
-93.266479492534529,44.948795318749035,3042,271118315362,2018-01-24T00:00:00.000Z,2941 OAKLAND AVE S,44.9487953186,-93.2664794922,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.315979003528128,44.99429321266166,3043,271118326590,2018-01-24T00:00:00.000Z,1501 VINCENT AVE N,44.9942932129,-93.3159790039,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.247062683495983,44.987140655317035,3044,271118324019,2018-01-24T00:00:00.000Z,521 5TH AVE SE,44.9871406555,-93.2470626831,478.1000(c),Snow emergency parking restrictions - odd number address,Marcy Holmes,University,3,3,4
-93.262023925563653,45.014995574686054,3045,271118324502,2018-01-24T00:00:00.000Z,349 26TH AVE NE,45.014995575,-93.2620239258,478.1000(c),Snow emergency parking restrictions - odd number address,Holland,Northeast,1,3,2
-93.29582977312549,44.941604613961829,3046,271118324959,2018-01-24T00:00:00.000Z,3343 FREMONT AVE S,44.9416046143,-93.2958297729,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.29552459718235,44.944751739301353,3047,271118325256,2018-01-24T00:00:00.000Z,1227 32ND ST W,44.9447517395,-93.2955245972,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.260650634718957,44.961818695376564,3048,271118301504,2018-01-24T00:00:00.000Z,909 21ST ST E,44.9618186951,-93.2606506348,478.1000(c),Snow emergency parking restrictions - odd number address,Ventura Village,Phillips,6,3,3
-93.292999267602056,45.042064666451267,3049,271118314143,2018-01-24T00:00:00.000Z,1003 48TH AVE N,45.0420646667,-93.2929992676,478.1000(c),Snow emergency parking restrictions - odd number address,Lind - Bohanon,Camden,4,3,1
-93.218978882169665,44.990573882878437,3050,271118319577,2018-01-24T00:00:00.000Z,1077 24TH AVE SE,44.9905738831,-93.2189788818,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,1,3,4
-93.261993407969385,45.015007019458437,3051,271118324503,2018-01-24T00:00:00.000Z,347 26TH AVE NE,45.015007019,-93.2619934082,478.1000(c),Snow emergency parking restrictions - odd number address,Holland,Northeast,1,3,2
-93.315948485933859,44.993610381713779,3052,271118326591,2018-01-24T00:00:00.000Z,1405 VINCENT AVE N,44.9936103821,-93.3159484863,478.1000(c),Snow emergency parking restrictions - odd number address,Willard - Hay,Near North,5,3,1
-93.246246338297851,44.988285065103753,3053,271118331642,2018-01-24T00:00:00.000Z,625 5TH AVE SE,44.9882850647,-93.2462463379,478.1000(c),Snow emergency parking restrictions - odd number address,Marcy Holmes,University,3,3,4
-93.296891000119501,45.020796999581933,3054,271118304560,2018-01-24T00:00:00.000Z,3615 GIRARD AVE N,45.020797,-93.296891,478.1000(C),Snow emergency parking restrictions - odd number address,Folwell,Camden,4,3,1
-93.281837463328259,44.963912963712346,3055,271118326218,2018-01-24T00:00:00.000Z,213 RIDGEWOOD AVE S,44.9639129639,-93.2818374634,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,7,3,3
-93.294296264461025,44.965080261245134,3056,271118328383,2018-01-24T00:00:00.000Z,1819 EMERSON AVE S,44.9650802612,-93.2942962646,478.1000(c),Snow emergency parking restrictions - odd number address,Lowry Hill,Calhoun Isle,7,3,3
-93.273269653671548,44.953369140273651,3057,271118304953,2018-01-24T00:00:00.000Z,2713 3RD AVE S,44.9533691406,-93.2732696533,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,3,3
-93.266471862686274,44.949867248574719,3058,271118315364,2018-01-24T00:00:00.000Z,2901 OAKLAND AVE S,44.9498672485,-93.2664718628,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.28091430654996,44.968963622872934,3059,271118317339,2018-01-24T00:00:00.000Z,1369 SPRUCE PLACE,44.968963623,-93.2809143066,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.245399475505337,44.989185333236605,3060,271118324020,2018-01-24T00:00:00.000Z,725 5TH AVE SE,44.9891853333,-93.2453994751,478.1000(c),Snow emergency parking restrictions - odd number address,Marcy Holmes,University,3,3,4
-93.295814514328356,44.942058562952354,3061,271118324960,2018-01-24T00:00:00.000Z,3327 FREMONT AVE S,44.9420585632,-93.2958145142,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.297241210513391,44.944747924377282,3062,271118325257,2018-01-24T00:00:00.000Z,1405 32ND ST W,44.9447479248,-93.2972412109,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.281532287385119,44.963859558371951,3063,271118326219,2018-01-24T00:00:00.000Z,211 RIDGEWOOD AVE S,44.9638595581,-93.2815322876,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,7,3,3
-93.286514282408177,45.00178146354375,3064,271118331116,2018-01-24T00:00:00.000Z,2207 6TH ST N,45.0017814636,-93.2865142822,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.282012939045842,44.963966369952061,3065,271118331743,2018-01-24T00:00:00.000Z,223 RIDGEWOOD AVE S,44.9639663696,-93.2820129395,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,7,3,3
-93.280960082941419,44.968852997268073,3066,271118321952,2018-01-24T00:00:00.000Z,1369 SPRUCE PLACE,44.9688529968,-93.280960083,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.324981689353422,44.949127197362316,3067,271118324827,2018-01-24T00:00:00.000Z,2917 CHOWEN AVE S,44.9491271973,-93.3249816895,478.1000(c),Snow emergency parking restrictions - odd number address,Cedar - Isles - Dean,Calhoun Isle,7,3,3
-93.297027588252547,44.946334839281462,3068,271118329632,2018-01-24T00:00:00.000Z,3105 GIRARD AVE S,44.9463348389,-93.2970275879,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.286506652559922,45.001861572453663,3069,271118331117,2018-01-24T00:00:00.000Z,2211 6TH ST N,45.0018615723,-93.2865066528,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.286499023610986,45.001922607642257,3070,271118331118,2018-01-24T00:00:00.000Z,2213 6TH ST N,45.0019226074,-93.2864990234,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.273086548105653,44.953353881476517,3071,271118304954,2018-01-24T00:00:00.000Z,2707 3RD AVE S,44.9533538818,-93.2730865479,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,3,3
-93.266464233737338,44.949790954588934,3072,271118315365,2018-01-24T00:00:00.000Z,2911 OAKLAND AVE S,44.9497909546,-93.2664642334,478.1000(c),Snow emergency parking restrictions - odd number address,Phillips West,Phillips,6,3,3
-93.299209594447177,44.944786071819806,3073,271118325258,2018-01-24T00:00:00.000Z,1525 32ND ST W,44.9447860718,-93.2992095947,478.1000(c),Snow emergency parking restrictions - odd number address,ECCO,Calhoun Isle,10,3,5
-93.297004699607157,44.946178436385765,3074,271118329633,2018-01-24T00:00:00.000Z,3109 GIRARD AVE S,44.9461784363,-93.2970046997,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.272941589083018,44.953269958541796,3075,271118332672,2018-01-24T00:00:00.000Z,2711 3RD AVE S,44.9532699585,-93.2729415894,478.1000(c),Snow emergency parking restrictions - odd number address,Whittier,Powderhorn,10,3,3
-93.245819091977467,45.031249999587885,3076,271118301170,2018-01-24T00:00:00.000Z,1015 35TH AVE NE,45.03125,-93.2458190918,478.1000(c),Snow emergency parking restrictions - odd number address,Waite Park,Northeast,1,3,2
-93.280799866020971,44.969249725094812,3077,271118317340,2018-01-24T00:00:00.000Z,1365 SPRUCE PLACE,44.9692497253,-93.2807998657,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.313430786201764,44.983299255156567,3078,271118323160,2018-01-24T00:00:00.000Z,515 THOMAS AVE N,44.9832992554,-93.3134307861,478.1000(c),Snow emergency parking restrictions - odd number address,Harrison,Near North,5,3,3
-93.260375976370199,45.012619018153202,3079,271118324504,2018-01-24T00:00:00.000Z,2407 5TH ST NE,45.0126190186,-93.2603759766,478.1000(c),Snow emergency parking restrictions - odd number address,Holland,Northeast,1,3,2
-93.295799255531165,44.943958282748611,3080,271118324961,2018-01-24T00:00:00.000Z,3221 FREMONT AVE S,44.9439582825,-93.2957992554,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.281921387162242,44.963920593560601,3081,271118331744,2018-01-24T00:00:00.000Z,217 RIDGEWOOD AVE S,44.9639205933,-93.2819213867,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,7,3,3
-93.29692299979655,45.024450999913768,3082,271118304561,2018-01-24T00:00:00.000Z,3813 GIRARD AVE N,45.024451,-93.296923,478.1000(C),Snow emergency parking restrictions - odd number address,Webber - Camden,Camden,4,3,1
-93.29574584929145,44.944164276060519,3083,271118324962,2018-01-24T00:00:00.000Z,3217 FREMONT AVE S,44.9441642761,-93.2957458496,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.300071716036825,44.944732665580091,3084,271118325259,2018-01-24T00:00:00.000Z,1615 32ND ST W,44.944732666,-93.3000717163,478.1000(c),Snow emergency parking restrictions - odd number address,ECCO,Calhoun Isle,10,3,5
-93.257408141672386,44.935150146362218,3085,271118325600,2018-01-24T00:00:00.000Z,3723 12TH AVE S,44.9351501465,-93.2574081421,478.1000(c),Snow emergency parking restrictions - odd number address,Powderhorn Park,Powderhorn,9,3,6
-93.260337829826938,45.012294769388177,3086,271118324505,2018-01-24T00:00:00.000Z,2401 5TH ST NE,45.0122947693,-93.2603378296,478.1000(c),Snow emergency parking restrictions - odd number address,Holland,Northeast,1,3,2
-93.295806884480101,44.944316864032089,3087,271118324963,2018-01-24T00:00:00.000Z,3211 FREMONT AVE S,44.944316864,-93.2958068848,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.233543396410596,44.987552642840228,3088,271118327292,2018-01-24T00:00:00.000Z,919 13TH AVE SE,44.9875526428,-93.233543396,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,2,3,4
-93.286445617371328,45.002128600954222,3089,271118331119,2018-01-24T00:00:00.000Z,2223 6TH ST N,45.0021286011,-93.2864456177,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.297035217201483,44.945823669127094,3090,271118329634,2018-01-24T00:00:00.000Z,3121 GIRARD AVE S,44.9458236694,-93.2970352173,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.286445617371328,45.002964019873673,3091,271118331120,2018-01-24T00:00:00.000Z,2309 6TH ST N,45.0029640198,-93.2864456177,478.1000(c),Snow emergency parking restrictions - odd number address,Hawthorne,Near North,5,3,1
-93.245201111142308,44.925056457889298,3092,271118321989,2018-01-24T00:00:00.000Z,4305 19TH AVE S,44.9250564575,-93.2452011108,478.1000(c),Snow emergency parking restrictions - odd number address,Ericsson,Nokomis,12,3,6
-93.260398865015588,45.010711670307387,3093,271118324507,2018-01-24T00:00:00.000Z,2217 5TH ST NE,45.0107116699,-93.2603988647,478.1000(c),Snow emergency parking restrictions - odd number address,Holland,Northeast,1,3,2
-93.255058288708994,44.991535187099259,3094,271118324727,2018-01-24T00:00:00.000Z,215 5TH ST NE,44.9915351868,-93.2550582886,478.1000(c),Snow emergency parking restrictions - odd number address,St. Anthony East,Northeast,3,3,2
-93.295791625682966,44.94525909453165,3095,271118324964,2018-01-24T00:00:00.000Z,3139 FREMONT AVE S,44.9452590942,-93.295791626,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.301292419809272,44.944786071819806,3096,271118325260,2018-01-24T00:00:00.000Z,1511 32ND ST W,44.9447860718,-93.3012924194,478.1000(c),Snow emergency parking restrictions - odd number address,ECCO,Calhoun Isle,10,3,5
-93.233276367010717,44.987995147957747,3097,271118327293,2018-01-24T00:00:00.000Z,1003 13TH AVE SE,44.9879951477,-93.2332763672,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,2,3,4
-93.253707885610424,44.939765930253543,3098,271118331500,2018-01-24T00:00:00.000Z,3439 15TH AVE S,44.9397659302,-93.2537078857,478.1000(c),Snow emergency parking restrictions - odd number address,Powderhorn Park,Powderhorn,9,3,6
-93.233299255656107,44.988140106081062,3099,271118327294,2018-01-24T00:00:00.000Z,1007 13TH AVE SE,44.9881401062,-93.2332992554,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,2,3,4
-93.297027588252547,44.944328307905153,3100,271118329635,2018-01-24T00:00:00.000Z,3209 GIRARD AVE S,44.9443283081,-93.2970275879,478.1000(c),Snow emergency parking restrictions - odd number address,CARAG,Calhoun Isle,10,3,5
-93.253684997864298,44.939872741833597,3101,271118331501,2018-01-24T00:00:00.000Z,3437 15TH AVE S,44.9398727417,-93.2536849976,478.1000(c),Snow emergency parking restrictions - odd number address,Powderhorn Park,Powderhorn,9,3,6
-93.297072000372509,45.031022999911556,3102,271118304562,2018-01-24T00:00:00.000Z,4141 GIRARD AVE N,45.031023,-93.297072,478.1000(C),Snow emergency parking restrictions - odd number address,Webber - Camden,Camden,4,3,1
-93.268486023011519,44.960906982471329,3103,271118301505,2018-01-24T00:00:00.000Z,509 22ND ST E,44.9609069824,-93.2684860229,478.1000(c),Snow emergency parking restrictions - odd number address,Ventura Village,Phillips,6,3,3
-93.278640746673091,44.966388701977053,3104,271118317341,2018-01-24T00:00:00.000Z,13 OAK GROVE ST,44.9663887024,-93.2786407471,478.1000(c),Snow emergency parking restrictions - odd number address,Loring Park,Central,7,3,3
-93.216781616278524,44.986534118354939,3105,271118319578,2018-01-24T00:00:00.000Z,891 WEEKS AVE SE,44.9865341187,-93.2167816162,478.1000(c),Snow emergency parking restrictions - odd number address,Como,University,2,3,4
-93.301254272366748,44.944728851555283,3106,271118325261,2018-01-24T00:00:00.000Z,1509 32ND ST W,44.9447288513,-93.3012542725,478.1000(c),Snow emergency parking restrictions - odd number address,ECCO,Calhoun Isle,10,3,5
-93.275650024229208,44.963939666382544,3107,271118326220,2018-01-24T00:00:00.000Z,125 19TH ST E,44.9639396667,-93.2756500244,478.1000(c),Snow emergency parking restrictions - odd number address,Steven's Square - Loring Heights,Central,6,3,3
