X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.246138,44.938505,369,271119337770,2019-02-13T00:00:00.000Z,3524 LONGFELLOW AVE S,478.1000(b),44.938505,-93.246138,9,Powderhorn,Corcoran,6,2,Westminster
-93.253508,44.94091,370,271119336994,2019-02-13T00:00:00.000Z,3408 15TH AVE S,478.1000(b),44.94091,-93.253508,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.308846,45.01242,371,271119341280,2019-02-13T00:00:00.000Z,3032 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.26908,44.94892,372,271119341141,2019-02-13T00:00:00.000Z,2940 5TH AVE S,478.1000(b),44.94892,-93.26908,6,Phillips,Phillips West,3,2,Westminster
-93.264635,44.999523,373,271119340661,2019-02-13T00:00:00.000Z,1124 3RD ST NE,478.1000(b),44.999523,-93.264635,3,Northeast,Sheridan,2,2,Westminster
-93.271594,44.946938,374,271119335802,2019-02-13T00:00:00.000Z,3040 CLINTON AVE S,478.1000(b),44.946938,-93.271594,9,Powderhorn,Central,5,2,Westminster
-93.253568,44.941222,375,271119336995,2019-02-13T00:00:00.000Z,3406 15TH AVE S,478.1000(b),44.941222,-93.253568,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.266678,44.943229,376,271119339584,2019-02-13T00:00:00.000Z,620 33RD ST E,478.1000(b),44.943229,-93.266678,9,Powderhorn,Central,5,2,Westminster
-93.274843,44.963911,377,271119343546,2019-02-13T00:00:00.000Z,134 19TH ST E,478.1000(b),44.963911,-93.274843,6,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.296968,44.944731,378,271119344159,2019-02-13T00:00:00.000Z,1406 32ND ST W,478.1000(b),44.944731,-93.296968,10,Calhoun Isle,CARAG,5,2,Westminster
-93.308846,45.01242,379,271119341281,2019-02-13T00:00:00.000Z,3036 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.299617,44.945771,380,271119338187,2019-02-13T00:00:00.000Z,3110 HOLMES AVE,478.1000(b),44.945771,-93.299617,10,Calhoun Isle,ECCO,5,2,Westminster
-93.271584,44.957482,381,271119336709,2019-02-13T00:00:00.000Z,2454 CLINTON AVE S,478.1000(b),44.957482,-93.271584,10,Powderhorn,Whittier,3,2,Westminster
-93.258309,44.992684,382,271119332902,2019-02-13T00:00:00.000Z,326 4TH AVE NE,478.1000(b),44.992684,-93.258309,3,Northeast,St. Anthony West,2,2,Westminster
-93.297552,44.944773,383,271119344160,2019-02-13T00:00:00.000Z,1414 32ND ST W,478.1000(b),44.944773,-93.297552,10,Calhoun Isle,CARAG,5,2,Westminster
-93.293021,44.963955,384,271119342716,2019-02-13T00:00:00.000Z,1912 DUPONT AVE S,478.1000(b),44.963955,-93.293021,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.296858,45.018276,385,271119343786,2019-02-13T00:00:00.000Z,3450 GIRARD AVE N,478.1000(b),45.018276,-93.296858,4,Camden,Folwell,1,2,Westminster
-93.289984,44.98555,386,271119335333,2019-02-13T00:00:00.000Z,730 ALDRICH AVE N,478.1000(b),44.98555,-93.289984,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.286427,45.000563,387,271119339952,2019-02-13T00:00:00.000Z,2108 6TH ST N,478.1000(b),45.000563,-93.286427,5,Near North,Hawthorne,1,2,Westminster
-93.264611,44.999919,388,271119340662,2019-02-13T00:00:00.000Z,1204 3RD ST NE,478.1000(b),44.999919,-93.264611,3,Northeast,Sheridan,2,2,Westminster
-93.295753,44.938674,389,271119338176,2019-02-13T00:00:00.000Z,3524 FREMONT AVE S,478.1000(b),44.938674,-93.295753,10,Calhoun Isle,CARAG,5,2,Westminster
-93.26908,44.948488,390,271119341142,2019-02-13T00:00:00.000Z,2952 5TH AVE S,478.1000(b),44.948488,-93.26908,6,Phillips,Phillips West,3,2,Westminster
-93.271629,44.945898,391,271119335803,2019-02-13T00:00:00.000Z,3126 CLINTON AVE S,478.1000(b),44.945898,-93.271629,9,Powderhorn,Central,5,2,Westminster
-93.23468,44.925774,392,271119341200,2019-02-13T00:00:00.000Z,4238 26TH AVE S,478.1000(b),44.925774,-93.23468,12,Powderhorn,Standish,6,2,Westminster
-93.25837,44.992634,393,271119332903,2019-02-13T00:00:00.000Z,326 4TH AVE NE,478.1000(b),44.992634,-93.25837,3,Northeast,St. Anthony West,2,2,Westminster
-93.271532,44.957211,394,271119336710,2019-02-13T00:00:00.000Z,2504 CLINTON AVE S,478.1000(b),44.957211,-93.271532,10,Powderhorn,Whittier,3,2,Westminster
-93.289574,45.0403,395,271119333511,2019-02-13T00:00:00.000Z,624 47TH AVE N,478.1000(b),45.0403,-93.289574,4,Camden,Lind - Bohanon,1,2,Westminster
-93.293105,44.963781,396,271119342717,2019-02-13T00:00:00.000Z,1916 DUPONT AVE S,478.1000(b),44.963781,-93.293105,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.299754,44.945634,397,271119334615,2019-02-13T00:00:00.000Z,3132 HOLMES AVE,478.1000(b),44.945634,-93.299754,10,Calhoun Isle,ECCO,5,2,Westminster
-93.271621,44.945466,398,271119339553,2019-02-13T00:00:00.000Z,3132 CLINTON AVE S,478.1000(b),44.945466,-93.271621,9,Powderhorn,Central,5,2,Westminster
-93.271772,44.945726,399,271119335804,2019-02-13T00:00:00.000Z,3128 CLINTON AVE S,478.1000(b),44.945726,-93.271772,9,Powderhorn,Central,5,2,Westminster
-93.250243,44.985639,400,271119342118,2019-02-13T00:00:00.000Z,316 4TH AVE SE,478.1000(b),44.985639,-93.250243,3,University,Marcy Holmes,4,2,Westminster
-93.274509,44.963931,401,271119343547,2019-02-13T00:00:00.000Z,138 19TH ST E,478.1000(b),44.963931,-93.274509,6,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.234705,44.92575,402,271119341201,2019-02-13T00:00:00.000Z,4236 26TH AVE S,478.1000(b),44.92575,-93.234705,12,Powderhorn,Standish,6,2,Westminster
-93.267923,44.943212,403,271119339585,2019-02-13T00:00:00.000Z,548 33RD ST E,478.1000(b),44.943212,-93.267923,9,Powderhorn,Central,5,2,Westminster
-93.264604,45.000485,404,271119340663,2019-02-13T00:00:00.000Z,1226 3RD ST NE,478.1000(b),45.000485,-93.264604,3,Northeast,Sheridan,2,2,Westminster
-93.253573,44.941862,405,271119336996,2019-02-13T00:00:00.000Z,3340 15TH AVE S,478.1000(b),44.941862,-93.253573,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.260542,44.9919,406,271119332904,2019-02-13T00:00:00.000Z,326 4TH AVE NE,478.1000(b),44.9919,-93.260542,3,Northeast,St. Anthony West,2,2,Westminster
-93.28644,45.001738,407,271119339953,2019-02-13T00:00:00.000Z,2208 6TH ST N,478.1000(b),45.001738,-93.28644,5,Near North,Hawthorne,1,2,Westminster
-93.271554,44.956931,408,271119336711,2019-02-13T00:00:00.000Z,2510 CLINTON AVE S,478.1000(b),44.956931,-93.271554,10,Powderhorn,Whittier,3,2,Westminster
-93.271506,44.945343,409,271119335805,2019-02-13T00:00:00.000Z,3138 CLINTON AVE S,478.1000(b),44.945343,-93.271506,9,Powderhorn,Central,5,2,Westminster
-93.254983,44.924065,410,271119332025,2019-02-13T00:00:00.000Z,4332 14TH AVE S,478.1000(b),44.924065,-93.254983,11,Nokomis,Northrop,6,2,Westminster
-93.293036,44.96375,411,271119342718,2019-02-13T00:00:00.000Z,1924 DUPONT AVE S,478.1000(b),44.96375,-93.293036,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.29849,44.944932,412,271119344161,2019-02-13T00:00:00.000Z,1432 32ND ST W,478.1000(b),44.944932,-93.29849,10,Calhoun Isle,ECCO,5,2,Westminster
-93.264604,45.000678,413,271119340664,2019-02-13T00:00:00.000Z,1228 3RD ST NE,478.1000(b),45.000678,-93.264604,3,Northeast,Sheridan,2,2,Westminster
-93.308846,45.01242,414,271119341282,2019-02-13T00:00:00.000Z,3054 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.295777,44.940465,415,271119338177,2019-02-13T00:00:00.000Z,3434 FREMONT AVE S,478.1000(b),44.940465,-93.295777,10,Calhoun Isle,CARAG,5,2,Westminster
-93.246016,44.940137,416,271119337771,2019-02-13T00:00:00.000Z,3524 LONGFELLOW AVE S,478.1000(b),44.940137,-93.246016,9,Powderhorn,Corcoran,6,2,Westminster
-93.271549,44.956429,417,271119336712,2019-02-13T00:00:00.000Z,2526 CLINTON AVE S,478.1000(b),44.956429,-93.271549,10,Powderhorn,Whittier,3,2,Westminster
-93.261577,44.89644,418,271119308184,2019-02-13T00:00:00.000Z,5836 ELLIOT AVE S,478.1000(b),44.89644,-93.261577,11,Nokomis,Diamond Lake,6,2,Westminster
-93.271627,44.944012,419,271119335806,2019-02-13T00:00:00.000Z,3224 CLINTON AVE S,478.1000(b),44.944012,-93.271627,9,Powderhorn,Central,5,2,Westminster
-93.289976,44.98564,420,271119335334,2019-02-13T00:00:00.000Z,732 ALDRICH AVE N,478.1000(b),44.98564,-93.289976,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.237402,45.02586,421,271119312373,2019-02-13T00:00:00.000Z,1522 32ND AVE NE,478.1000(b),45.02586,-93.237402,1,Northeast,Waite Park,2,2,Westminster
-93.23418,44.989674,422,271119341005,2019-02-13T00:00:00.000Z,1205 TALMAGE AVE SE,478.1000(b),44.989674,-93.23418,2,University,Como,4,2,Westminster
-93.269393,44.943204,423,271119339586,2019-02-13T00:00:00.000Z,418 33RD ST E,478.1000(b),44.943204,-93.269393,9,Powderhorn,Central,5,2,Westminster
-93.271464,44.94399,424,271119335807,2019-02-13T00:00:00.000Z,3240 CLINTON AVE S,478.1000(b),44.94399,-93.271464,9,Powderhorn,Central,5,2,Westminster
-93.254964,44.919208,425,271119332026,2019-02-13T00:00:00.000Z,4614 14TH AVE S,478.1000(b),44.919208,-93.254964,11,Nokomis,Northrop,6,2,Westminster
-93.2191,44.987738,426,271119336851,2019-02-13T00:00:00.000Z,954 WEEKS AVE SE,478.1000(b),44.987738,-93.2191,2,University,Como,4,2,Westminster
-93.234112,44.989681,427,271119341006,2019-02-13T00:00:00.000Z,1209 TALMAGE AVE SE,478.1000(b),44.989681,-93.234112,2,University,Como,4,2,Westminster
-93.295836,44.942605,428,271119338178,2019-02-13T00:00:00.000Z,3310 FREMONT AVE S,478.1000(b),44.942605,-93.295836,10,Calhoun Isle,CARAG,5,2,Westminster
-93.292364,44.892529,429,271119310044,2019-02-13T00:00:00.000Z,1000 61ST ST W,478.1000(b),44.892529,-93.292364,11,Southwest,Windom,5,2,Westminster
-93.253722,44.942337,430,271119336997,2019-02-13T00:00:00.000Z,3324 15TH AVE S,478.1000(b),44.942337,-93.253722,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.293014,44.963666,431,271119342719,2019-02-13T00:00:00.000Z,1952 DUPONT AVE S,478.1000(b),44.963666,-93.293014,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.302954,44.944617,432,271119344162,2019-02-13T00:00:00.000Z,1620 32ND ST W,478.1000(b),44.944617,-93.302954,10,Calhoun Isle,ECCO,5,2,Westminster
-93.271567,44.943367,433,271119339554,2019-02-13T00:00:00.000Z,3244 CLINTON AVE S,478.1000(b),44.943367,-93.271567,9,Powderhorn,Central,5,2,Westminster
-93.248428,44.98526,434,271119342119,2019-02-13T00:00:00.000Z,330 5TH AVE SE,478.1000(b),44.98526,-93.248428,3,University,Marcy Holmes,4,2,Westminster
-93.271438,44.94361,435,271119335808,2019-02-13T00:00:00.000Z,3244 CLINTON AVE S,478.1000(b),44.94361,-93.271438,9,Powderhorn,Central,5,2,Westminster
-93.245947,44.940888,436,271119337772,2019-02-13T00:00:00.000Z,6 LONGFELLOW AVE S,478.1000(b),44.940888,-93.245947,9,Powderhorn,Corcoran,6,2,Westminster
-93.271556,44.948628,437,271119341143,2019-02-13T00:00:00.000Z,2946 CLINTON AVE S,478.1000(b),44.948628,-93.271556,6,Phillips,Phillips West,3,2,Westminster
-93.271542,44.956041,438,271119336713,2019-02-13T00:00:00.000Z,2536 CLINTON AVE S,478.1000(b),44.956041,-93.271542,10,Powderhorn,Whittier,3,2,Westminster
-93.295852,44.943058,439,271119338179,2019-02-13T00:00:00.000Z,3248 FREMONT AVE S,478.1000(b),44.943058,-93.295852,10,Calhoun Isle,CARAG,5,2,Westminster
-93.290158,44.985739,440,271119335335,2019-02-13T00:00:00.000Z,736 ALDRICH AVE N,478.1000(b),44.985739,-93.290158,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.274212,44.963908,441,271119343548,2019-02-13T00:00:00.000Z,144 19TH ST E,478.1000(b),44.963908,-93.274212,6,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.270837,44.943198,442,271119339587,2019-02-13T00:00:00.000Z,340 33RD ST E,478.1000(b),44.943198,-93.270837,9,Powderhorn,Central,5,2,Westminster
-93.234651,44.938383,443,271119341202,2019-02-13T00:00:00.000Z,3540 26TH AVE S,478.1000(b),44.938383,-93.234651,9,Powderhorn,Corcoran,6,2,Westminster
-93.315701,44.998038,444,271119336159,2019-02-13T00:00:00.000Z,1828 VINCENT AVE N,478.1000(b),44.998038,-93.315701,5,Near North,Willard - Hay,1,2,Westminster
-93.308846,45.01242,445,271119341283,2019-02-13T00:00:00.000Z,3402 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.253564,44.9433,446,271119336998,2019-02-13T00:00:00.000Z,3250 15TH AVE S,478.1000(b),44.9433,-93.253564,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.217533,44.986932,447,271119336852,2019-02-13T00:00:00.000Z,908 WEEKS AVE SE,478.1000(b),44.986932,-93.217533,2,University,Como,4,2,Westminster
-93.294345,44.96619,448,271119342720,2019-02-13T00:00:00.000Z,1766 EMERSON AVE S,478.1000(b),44.96619,-93.294345,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.261359,44.90552,449,271119308185,2019-02-13T00:00:00.000Z,5344 ELLIOT AVE S,478.1000(b),44.90552,-93.261359,11,Nokomis,Hale,6,2,Westminster
-93.295924,44.944229,450,271119338180,2019-02-13T00:00:00.000Z,3212 FREMONT AVE S,478.1000(b),44.944229,-93.295924,10,Calhoun Isle,CARAG,5,2,Westminster
-93.298338,44.942898,451,271119344163,2019-02-13T00:00:00.000Z,1420 33RD ST W,478.1000(b),44.942898,-93.298338,10,Calhoun Isle,CARAG,5,2,Westminster
-93.296836,45.018395,452,271119343788,2019-02-13T00:00:00.000Z,3454 GIRARD AVE N,478.1000(b),45.018395,-93.296836,4,Camden,Folwell,1,2,Westminster
-93.248246,44.985591,453,271119342120,2019-02-13T00:00:00.000Z,402 5TH AVE SE,478.1000(b),44.985591,-93.248246,3,University,Marcy Holmes,4,2,Westminster
-93.295618,44.945265,454,271119340011,2019-02-13T00:00:00.000Z,3136 FREMONT AVE S,478.1000(b),44.945265,-93.295618,10,Calhoun Isle,CARAG,5,2,Westminster
-93.264638,45.008083,455,271119340665,2019-02-13T00:00:00.000Z,1914 3RD ST NE,478.1000(b),45.008083,-93.264638,3,Northeast,Bottineau,2,2,Westminster
-93.290939,44.986436,456,271119335336,2019-02-13T00:00:00.000Z,800 ALDRICH AVE N,478.1000(b),44.986436,-93.290939,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.271547,44.955958,457,271119336714,2019-02-13T00:00:00.000Z,2538 CLINTON AVE S,478.1000(b),44.955958,-93.271547,10,Powderhorn,Whittier,3,2,Westminster
-93.261391,44.905916,458,271119308186,2019-02-13T00:00:00.000Z,5336 ELLIOT AVE S,478.1000(b),44.905916,-93.261391,11,Nokomis,Hale,6,2,Westminster
-93.271609,44.943186,459,271119339588,2019-02-13T00:00:00.000Z,328 33RD ST E,478.1000(b),44.943186,-93.271609,9,Powderhorn,Central,5,2,Westminster
-93.292171,45.042105,460,271119333512,2019-02-13T00:00:00.000Z,916 48TH AVE N,478.1000(b),45.042105,-93.292171,4,Camden,Lind - Bohanon,1,2,Westminster
-93.273196,44.963918,461,271119343549,2019-02-13T00:00:00.000Z,214 19TH ST E,478.1000(b),44.963918,-93.273196,6,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.247515,44.986238,462,271119342121,2019-02-13T00:00:00.000Z,428 5TH AVE SE,478.1000(b),44.986238,-93.247515,3,University,Marcy Holmes,4,2,Westminster
-93.25384,44.944028,463,271119336999,2019-02-13T00:00:00.000Z,3216 15TH AVE S,478.1000(b),44.944028,-93.25384,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.29813,44.942909,464,271119344164,2019-02-13T00:00:00.000Z,1416 33RD ST W,478.1000(b),44.942909,-93.29813,10,Calhoun Isle,CARAG,5,2,Westminster
-93.290822,44.986732,465,271119335337,2019-02-13T00:00:00.000Z,820 ALDRICH AVE N,478.1000(b),44.986732,-93.290822,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.216709,44.986496,466,271119336853,2019-02-13T00:00:00.000Z,892 WEEKS AVE SE,478.1000(b),44.986496,-93.216709,2,University,Como,4,2,Westminster
-93.271497,44.938471,467,271119339555,2019-02-13T00:00:00.000Z,3528 CLINTON AVE S,478.1000(b),44.938471,-93.271497,9,Powderhorn,Central,5,2,Westminster
-93.292318,45.042127,468,271119333831,2019-02-13T00:00:00.000Z,918 48TH AVE N,478.1000(b),45.042127,-93.292318,4,Camden,Lind - Bohanon,1,2,Westminster
-93.271564,44.956071,469,271119336715,2019-02-13T00:00:00.000Z,2532 CLINTON AVE S,478.1000(b),44.956071,-93.271564,10,Powderhorn,Whittier,3,2,Westminster
-93.246145,44.941821,470,271119337773,2019-02-13T00:00:00.000Z,6 LONGFELLOW AVE S,478.1000(b),44.941821,-93.246145,9,Powderhorn,Corcoran,6,2,Westminster
-93.216558,44.986459,471,271119336854,2019-02-13T00:00:00.000Z,890 WEEKS AVE SE,478.1000(b),44.986459,-93.216558,2,University,Como,4,2,Westminster
-93.273153,44.963863,472,271119343550,2019-02-13T00:00:00.000Z,216 19TH ST E,478.1000(b),44.963863,-93.273153,6,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.233291,44.988316,473,271119341007,2019-02-13T00:00:00.000Z,1018 13TH AVE SE,478.1000(b),44.988316,-93.233291,2,University,Como,4,2,Westminster
-93.29421,44.964064,474,271119342721,2019-02-13T00:00:00.000Z,1906 EMERSON AVE S,478.1000(b),44.964064,-93.29421,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.271576,44.94894,475,271119341144,2019-02-13T00:00:00.000Z,2932 CLINTON AVE S,478.1000(b),44.94894,-93.271576,6,Phillips,Phillips West,3,2,Westminster
-93.296598,44.943029,476,271119344165,2019-02-13T00:00:00.000Z,1314 33RD ST W,478.1000(b),44.943029,-93.296598,10,Calhoun Isle,CARAG,5,2,Westminster
-93.295794,44.945602,477,271119340012,2019-02-13T00:00:00.000Z,3132 FREMONT AVE S,478.1000(b),44.945602,-93.295794,10,Calhoun Isle,CARAG,5,2,Westminster
-93.271721,44.943185,478,271119339589,2019-02-13T00:00:00.000Z,326 33RD ST E,478.1000(b),44.943185,-93.271721,9,Powderhorn,Central,5,2,Westminster
-93.271813,44.943202,479,271119339590,2019-02-13T00:00:00.000Z,320 33RD ST E,478.1000(b),44.943202,-93.271813,9,Powderhorn,Central,5,2,Westminster
-93.271589,44.948926,480,271119341145,2019-02-13T00:00:00.000Z,2930 CLINTON AVE S,478.1000(b),44.948926,-93.271589,6,Phillips,Phillips West,3,2,Westminster
-93.29434,44.964139,481,271119342722,2019-02-13T00:00:00.000Z,1924 EMERSON AVE S,478.1000(b),44.964139,-93.29434,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.247525,44.986809,482,271119342122,2019-02-13T00:00:00.000Z,502 5TH AVE SE,478.1000(b),44.986809,-93.247525,3,University,Marcy Holmes,4,2,Westminster
-93.264661,45.009437,483,271119340666,2019-02-13T00:00:00.000Z,2100 3RD ST NE,478.1000(b),45.009437,-93.264661,3,Northeast,Bottineau,2,2,Westminster
-93.296029,44.942938,484,271119344166,2019-02-13T00:00:00.000Z,1306 33RD ST W,478.1000(b),44.942938,-93.296029,10,Calhoun Isle,CARAG,5,2,Westminster
-93.264656,45.00948,485,271119340667,2019-02-13T00:00:00.000Z,2104 3RD ST NE,478.1000(b),45.00948,-93.264656,3,Northeast,Bottineau,2,2,Westminster
-93.279176,44.930182,486,271119337860,2019-02-13T00:00:00.000Z,4006 BLAISDELL AVE S,478.1000(b),44.930182,-93.279176,8,Southwest,King Field,5,2,Westminster
-93.271568,44.949081,487,271119341146,2019-02-13T00:00:00.000Z,2928 CLINTON AVE S,478.1000(b),44.949081,-93.271568,6,Phillips,Phillips West,3,2,Westminster
-93.295652,44.946164,488,271119340013,2019-02-13T00:00:00.000Z,3104 FREMONT AVE S,478.1000(b),44.946164,-93.295652,10,Calhoun Isle,CARAG,5,2,Westminster
-93.294426,44.963454,489,271119342723,2019-02-13T00:00:00.000Z,1924 EMERSON AVE S,478.1000(b),44.963454,-93.294426,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.253781,44.944906,490,271119337000,2019-02-13T00:00:00.000Z,3154 15TH AVE S,478.1000(b),44.944906,-93.253781,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.308846,45.01242,491,271119341284,2019-02-13T00:00:00.000Z,3406 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.271427,44.93813,492,271119335809,2019-02-13T00:00:00.000Z,3604 CLINTON AVE S,478.1000(b),44.93813,-93.271427,9,Powderhorn,Central,5,2,Westminster
-93.296848,45.020002,493,271119343789,2019-02-13T00:00:00.000Z,3550 GIRARD AVE N,478.1000(b),45.020002,-93.296848,4,Camden,Folwell,1,2,Westminster
-93.315663,44.99849,494,271119336160,2019-02-13T00:00:00.000Z,1812 VINCENT AVE N,478.1000(b),44.99849,-93.315663,5,Near North,Willard - Hay,1,2,Westminster
-93.293379,45.042124,495,271119333832,2019-02-13T00:00:00.000Z,1016 48TH AVE N,478.1000(b),45.042124,-93.293379,4,Camden,Lind - Bohanon,1,2,Westminster
-93.279214,44.930168,496,271119337861,2019-02-13T00:00:00.000Z,4000 BLAISDELL AVE S,478.1000(b),44.930168,-93.279214,8,Southwest,King Field,5,2,Westminster
-93.29084,44.988031,497,271119335338,2019-02-13T00:00:00.000Z,950 ALDRICH AVE N,478.1000(b),44.988031,-93.29084,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.272634,44.943205,498,271119339591,2019-02-13T00:00:00.000Z,300 33RD ST E,478.1000(b),44.943205,-93.272634,9,Powderhorn,Central,5,2,Westminster
-93.215816,44.985706,499,271119336855,2019-02-13T00:00:00.000Z,854 WEEKS AVE SE,478.1000(b),44.985706,-93.215816,2,University,Como,4,2,Westminster
-93.295575,44.946328,500,271119340014,2019-02-13T00:00:00.000Z,3102 FREMONT AVE S,478.1000(b),44.946328,-93.295575,10,Calhoun Isle,CARAG,5,2,Westminster
-93.271628,44.937551,501,271119335810,2019-02-13T00:00:00.000Z,3608 CLINTON AVE S,478.1000(b),44.937551,-93.271628,8,Powderhorn,Central,5,2,Westminster
-93.271554,44.949406,502,271119341147,2019-02-13T00:00:00.000Z,2918 CLINTON AVE S,478.1000(b),44.949406,-93.271554,6,Phillips,Phillips West,3,2,Westminster
-93.290954,44.988244,503,271119335339,2019-02-13T00:00:00.000Z,1000 ALDRICH AVE N,478.1000(b),44.988244,-93.290954,5,Near North,Sumner - Glenwood,1,2,Westminster
-93.271619,44.937324,504,271119335811,2019-02-13T00:00:00.000Z,3618 CLINTON AVE S,478.1000(b),44.937324,-93.271619,8,Powderhorn,Central,5,2,Westminster
-93.294323,44.96351,505,271119342724,2019-02-13T00:00:00.000Z,1940 EMERSON AVE S,478.1000(b),44.96351,-93.294323,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.296039,44.942871,506,271119344167,2019-02-13T00:00:00.000Z,1302 33RD ST W,478.1000(b),44.942871,-93.296039,10,Calhoun Isle,CARAG,5,2,Westminster
-93.293502,45.042115,507,271119333833,2019-02-13T00:00:00.000Z,1018 48TH AVE N,478.1000(b),45.042115,-93.293502,4,Camden,Lind - Bohanon,1,2,Westminster
-93.247146,44.987039,508,271119342123,2019-02-13T00:00:00.000Z,520 5TH AVE SE,478.1000(b),44.987039,-93.247146,3,University,Marcy Holmes,4,2,Westminster
-93.233345,44.988893,509,271119341008,2019-02-13T00:00:00.000Z,1036 13TH AVE SE,478.1000(b),44.988893,-93.233345,2,University,Como,4,2,Westminster
-93.24605,44.944371,510,271119337774,2019-02-13T00:00:00.000Z,3210 LONGFELLOW AVE S,478.1000(b),44.944371,-93.24605,9,Powderhorn,Corcoran,6,2,Westminster
-93.296861,45.021618,511,271119343790,2019-02-13T00:00:00.000Z,3642 GIRARD AVE N,478.1000(b),45.021618,-93.296861,4,Camden,Folwell,1,2,Westminster
-93.253436,44.946231,512,271119337001,2019-02-13T00:00:00.000Z,3108 15TH AVE S,478.1000(b),44.946231,-93.253436,9,Powderhorn,Powderhorn Park,6,2,Westminster
-93.308846,45.01242,513,271119341285,2019-02-13T00:00:00.000Z,3406 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.294386,44.96291,514,271119342725,2019-02-13T00:00:00.000Z,1950 EMERSON AVE S,478.1000(b),44.96291,-93.294386,7,Calhoun Isle,Lowry Hill,3,2,Westminster
-93.264668,45.010334,515,271119341018,2019-02-13T00:00:00.000Z,2206 3RD ST NE,478.1000(b),45.010334,-93.264668,3,Northeast,Bottineau,2,2,Westminster
-93.31584,44.99789,516,271119336161,2019-02-13T00:00:00.000Z,1810 VINCENT AVE N,478.1000(b),44.99789,-93.31584,5,Near North,Willard - Hay,1,2,Westminster
-93.274082,44.954192,517,271119336716,2019-02-13T00:00:00.000Z,2636 2ND AVE S,478.1000(b),44.954192,-93.274082,10,Powderhorn,Whittier,3,2,Westminster
-93.260115,44.908349,518,271119308187,2019-02-13T00:00:00.000Z,5214 10TH AVE S,478.1000(b),44.908349,-93.260115,11,Nokomis,Hale,6,2,Westminster
-93.27164,44.964094,519,271119343551,2019-02-13T00:00:00.000Z,328 19TH ST E,478.1000(b),44.964094,-93.27164,6,Central,Steven's Square - Loring Heights,3,2,Westminster
-93.273656,44.943213,520,271119339592,2019-02-13T00:00:00.000Z,208 33RD ST E,478.1000(b),44.943213,-93.273656,9,Powderhorn,Central,5,2,Westminster
-93.308846,45.01242,521,271119341286,2019-02-13T00:00:00.000Z,3420 QUEEN AVE N,478.1000(b),45.01242,-93.308846,5,Near North,Jordan,1,2,Westminster
-93.288798,44.896332,522,271119310045,2019-02-13T00:00:00.000Z,628 59TH ST W,478.1000(b),44.896332,-93.288798,11,Southwest,Windom,5,2,Westminster
-93.272871,44.949641,523,271119341148,2019-02-13T00:00:00.000Z,2910 3RD AVE S,478.1000(b),44.949641,-93.272871,6,Phillips,Phillips West,3,2,Westminster
-93.246533,44.988017,524,271119342124,2019-02-13T00:00:00.000Z,712 5TH AVE SE,478.1000(b),44.988017,-93.246533,3,University,Marcy Holmes,4,2,Westminster
-93.273884,44.943193,525,271119339593,2019-02-13T00:00:00.000Z,200 33RD ST E,478.1000(b),44.943193,-93.273884,9,Powderhorn,Central,5,2,Westminster
-93.286407,45.012513,526,271119343076,2019-02-13T00:00:00.000Z,3114 6TH ST N,478.1000(b),45.012513,-93.286407,5,Near North,Hawthorne,1,2,Westminster
