X,Y,OBJECTID,Citation_N,Date,Address,Ordinance,Ordinanc_1,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
-93.312093999738238,44.991309999556904,3356,271119363856,2019-03-12T00:00:00.000Z,1239 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99131,-93.312094,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.312087000314762,44.991011000157584,3357,271119363855,2019-03-12T00:00:00.000Z,1233 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.991011,-93.312087,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.312112999715112,44.986571999598141,3358,271119363854,2019-03-12T00:00:00.000Z,815 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986572,-93.312113,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.31212999959979,44.986474999621578,3359,271119363853,2019-03-12T00:00:00.000Z,813 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986475,-93.31213,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.312127000360761,44.986428000152159,3360,271119363852,2019-03-12T00:00:00.000Z,809 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986428,-93.312127,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.312157999991655,44.98590500031554,3361,271119363851,2019-03-12T00:00:00.000Z,723 SHERIDAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.985905,-93.312158,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313390000148331,44.991078999696128,3362,271119363850,2019-03-12T00:00:00.000Z,1237 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.991079,-93.31339,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313375000355961,44.993192000010822,3363,271119363848,2019-03-12T00:00:00.000Z,1347 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993192,-93.313375,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313377999594991,44.994405000190682,3364,271119363847,2019-03-12T00:00:00.000Z,1507 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994405,-93.313378,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313382999825535,44.995393999933185,3365,271119363846,2019-03-12T00:00:00.000Z,1601 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995394,-93.313383,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313391000194486,44.995504999656077,3366,271119363845,2019-03-12T00:00:00.000Z,1607 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995505,-93.313391,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313382999825535,44.995645999863029,3367,271119363844,2019-03-12T00:00:00.000Z,1615 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995646,-93.313383,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.31337000012536,44.99740299994852,3368,271119363843,2019-03-12T00:00:00.000Z,1711 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997403,-93.31337,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313376000402059,44.9973850000178,3369,271119363842,2019-03-12T00:00:00.000Z,1715 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997385,-93.313376,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313395000378932,44.998578000174632,3370,271119363841,2019-03-12T00:00:00.000Z,1803 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998578,-93.313395,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313390000148331,44.998665999736147,3371,271119363840,2019-03-12T00:00:00.000Z,1801 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998666,-93.31339,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313361999756467,45.000918000165655,3372,271119363839,2019-03-12T00:00:00.000Z,2207 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.000918,-93.313362,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.31334399982569,45.001097000326354,3373,271119363838,2019-03-12T00:00:00.000Z,2211 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.001097,-93.313344,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.313364999894816,45.002014000345866,3374,271119363837,2019-03-12T00:00:00.000Z,2217 THOMAS AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.002014,-93.313365,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.262009999561769,44.993024000357366,3375,271119363836,2019-03-12T00:00:00.000Z,151 5TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.993024,-93.26201,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.262348999906408,44.992926000334705,3376,271119363835,2019-03-12T00:00:00.000Z,147 5TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992926,-93.262349,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.262618999766971,44.992819999943094,3377,271119363834,2019-03-12T00:00:00.000Z,145 5TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99282,-93.262619,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.260138999615094,44.992043000084436,3378,271119363833,2019-03-12T00:00:00.000Z,215 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992043,-93.260139,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.260138999615094,44.992042000038339,3379,271119363832,2019-03-12T00:00:00.000Z,215 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992042,-93.260139,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.259930999915696,44.992151999715077,3380,271119363830,2019-03-12T00:00:00.000Z,223 4TH AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992152,-93.259931,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.254049000261091,44.992382999575796,3381,271119363829,2019-03-12T00:00:00.000Z,251 6TH ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992383,-93.254049,3,St. Anthony East,Northeast,2,3,Diamond Lake
-93.25385300021577,44.992129999599854,3382,271119363827,2019-03-12T00:00:00.000Z,245 6TH ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.99213,-93.253853,3,St. Anthony East,Northeast,2,3,Diamond Lake
-93.253791000054548,44.992032999623291,3383,271119363826,2019-03-12T00:00:00.000Z,243 6TH ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992033,-93.253791,3,St. Anthony East,Northeast,2,3,Diamond Lake
-93.253756000239207,44.991971000361445,3384,271119363825,2019-03-12T00:00:00.000Z,239 6TH ST NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.991971,-93.253756,3,St. Anthony East,Northeast,2,3,Diamond Lake
-93.255374000209883,44.992175999922495,3385,271119363824,2019-03-12T00:00:00.000Z,505 3RD AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.992176,-93.255374,3,St. Anthony East,Northeast,2,3,Diamond Lake
-93.258859999988999,44.990878000319526,3386,271119363823,2019-03-12T00:00:00.000Z,223 3RD AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990878,-93.25886,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.259091999895816,44.990805999697159,3387,271119363822,2019-03-12T00:00:00.000Z,219 3RD AVE NE,478.1000(c),Snow emergency parking restrictions - odd number address,44.990806,-93.259092,3,St. Anthony West,Northeast,2,3,Diamond Lake
-93.241010999757805,45.029002000242144,3388,271119363819,2019-03-11T00:00:00.000Z,3348 PIERCE ST NE,478.1000(b),Snow emergency parking restrictions - even number address,45.029002,-93.241011,1,Waite Park,Northeast,2,2,Diamond Lake
-93.237321999610572,44.984979999927134,3389,271119363818,2019-03-11T00:00:00.000Z,1104 7TH ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.98498,-93.237322,3,Marcy Holmes,University,4,2,Diamond Lake
-93.235461000125042,44.98426800036799,3390,271119363817,2019-03-11T00:00:00.000Z,1218 7TH ST SE,478.1000(b),Snow emergency parking restrictions - even number address,44.984268,-93.235461,3,Marcy Holmes,University,4,2,Diamond Lake
-93.303243999910649,44.988111000422407,3391,271119363614,2019-03-12T00:00:00.000Z,1007 LOGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988111,-93.303244,5,Near - North,Near North,1,3,Diamond Lake
-93.304453999952102,44.987732000031826,3392,271119363613,2019-03-12T00:00:00.000Z,925 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.987732,-93.304454,5,Near - North,Near North,1,3,Diamond Lake
-93.304487999721346,44.987776000262272,3393,271119363612,2019-03-12T00:00:00.000Z,929 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.987776,-93.304488,5,Near - North,Near North,1,3,Diamond Lake
-93.304487999721346,44.988526999821261,3394,271119363611,2019-03-12T00:00:00.000Z,1021 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988527,-93.304488,5,Near - North,Near North,1,3,Diamond Lake
-93.304501000320897,44.988653000235843,3395,271119363610,2019-03-12T00:00:00.000Z,1023 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988653,-93.304501,5,Near - North,Near North,1,3,Diamond Lake
-93.304499000228645,44.988652000189688,3396,271119363609,2019-03-12T00:00:00.000Z,1025 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988652,-93.304499,5,Near - North,Near North,1,3,Diamond Lake
-93.304510999882723,44.990984999857915,3397,271119363608,2019-03-12T00:00:00.000Z,1239 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.990985,-93.304511,5,Near - North,Near North,1,3,Diamond Lake
-93.304459000182703,44.993362999802628,3398,271119363607,2019-03-12T00:00:00.000Z,1405 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993363,-93.304459,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.304457000090451,44.99355999989416,3399,271119363606,2019-03-12T00:00:00.000Z,1413 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99356,-93.304457,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.304475000021171,44.9944519996601,3400,271119363605,2019-03-12T00:00:00.000Z,1505 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994452,-93.304475,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.3044549999982,44.999140000011039,3401,271119363604,2019-03-12T00:00:00.000Z,1909 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99914,-93.304455,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.304439000159675,44.999156999895661,3402,271119363603,2019-03-12T00:00:00.000Z,1911 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.999157,-93.304439,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.304535000090141,44.999377000148513,3403,271119363602,2019-03-12T00:00:00.000Z,1913 MORGAN AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.999377,-93.304535,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.3007099999665,44.997268000018266,3404,271119363601,2019-03-12T00:00:00.000Z,1727 JAMES AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997268,-93.30071,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.300744999781898,44.990893000111896,3405,271119363600,2019-03-12T00:00:00.000Z,1223 JAMES AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.990893,-93.300745,5,Near - North,Near North,1,3,Diamond Lake
-93.299523000086367,44.992295000014281,3406,271119363599,2019-03-12T00:00:00.000Z,1321 IRVING AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992295,-93.299523,5,Near - North,Near North,1,3,Diamond Lake
-93.299453999602349,44.997632999763198,3407,271119363598,2019-03-12T00:00:00.000Z,1807 IRVING AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997633,-93.299454,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.299457999786796,44.998006999923177,3408,271119363597,2019-03-12T00:00:00.000Z,1817 IRVING AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998007,-93.299458,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.299415999648602,44.999101000011194,3409,271119363596,2019-03-12T00:00:00.000Z,1911 IRVING AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.999101,-93.299416,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.299366000040834,44.999181000103135,3410,271119363595,2019-03-12T00:00:00.000Z,1915 IRVING AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.999181,-93.299366,5,Willard - Hay,Near North,1,3,Diamond Lake
-93.297166000210723,45.000499999775229,3411,271119363594,2019-03-12T00:00:00.000Z,2105 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.0005,-93.297166,5,Jordan,Near North,1,3,Diamond Lake
-93.297129000303073,45.000020000122959,3412,271119363593,2019-03-12T00:00:00.000Z,2021 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,45.00002,-93.297129,5,Jordan,Near North,1,3,Diamond Lake
-93.297163000072374,44.999628000032203,3413,271119363592,2019-03-12T00:00:00.000Z,2011 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.999628,-93.297163,5,Jordan,Near North,1,3,Diamond Lake
-93.297148000279947,44.999579999617367,3414,271119363591,2019-03-12T00:00:00.000Z,2015 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99958,-93.297148,5,Jordan,Near North,1,3,Diamond Lake
-93.297157999841772,44.998290000383292,3415,271119363590,2019-03-12T00:00:00.000Z,1825 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99829,-93.297158,5,Near - North,Near North,1,3,Diamond Lake
-93.297151999565074,44.998213000429701,3416,271119363589,2019-03-12T00:00:00.000Z,1829 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998213,-93.297152,5,Near - North,Near North,1,3,Diamond Lake
-93.297172999634199,44.995548999886466,3417,271119363588,2019-03-12T00:00:00.000Z,1605 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995549,-93.297173,5,Near - North,Near North,1,3,Diamond Lake
-93.297171999588102,44.99490900005037,3418,271119363587,2019-03-12T00:00:00.000Z,1523 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994909,-93.297172,5,Near - North,Near North,1,3,Diamond Lake
-93.297173999680297,44.992210999737893,3419,271119363586,2019-03-12T00:00:00.000Z,1309 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992211,-93.297174,5,Near - North,Near North,1,3,Diamond Lake
-93.297169000349072,44.992126000314727,3420,271119363585,2019-03-12T00:00:00.000Z,1307 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992126,-93.297169,5,Near - North,Near North,1,3,Diamond Lake
-93.29722700032579,44.992951999735055,3421,271119363584,2019-03-12T00:00:00.000Z,1323 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992952,-93.297227,5,Near - North,Near North,1,3,Diamond Lake
-93.29725299972614,44.99299900010385,3422,271119363583,2019-03-12T00:00:00.000Z,1325 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992999,-93.297253,5,Near - North,Near North,1,3,Diamond Lake
-93.297215999818491,44.993340999687462,3423,271119363582,2019-03-12T00:00:00.000Z,1403 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993341,-93.297216,5,Near - North,Near North,1,3,Diamond Lake
-93.297240000025965,44.993396999571928,3424,271119363581,2019-03-12T00:00:00.000Z,1405 GIRARD AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.993397,-93.29724,5,Near - North,Near North,1,3,Diamond Lake
-93.298243999560896,44.988558000351475,3425,271119363580,2019-03-12T00:00:00.000Z,1011 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988558,-93.298244,5,Near - North,Near North,1,3,Diamond Lake
-93.298213999976099,44.989277000233415,3426,271119363579,2019-03-12T00:00:00.000Z,1109 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989277,-93.298214,5,Near - North,Near North,1,3,Diamond Lake
-93.298229999814623,44.989436000371199,3427,271119363578,2019-03-12T00:00:00.000Z,1113 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989436,-93.29823,5,Near - North,Near North,1,3,Diamond Lake
-93.298235000045167,44.989692999632268,3428,271119363577,2019-03-12T00:00:00.000Z,1117 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989693,-93.298235,5,Near - North,Near North,1,3,Diamond Lake
-93.298243000414118,44.989790999654986,3429,271119363576,2019-03-12T00:00:00.000Z,1121 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989791,-93.298243,5,Near - North,Near North,1,3,Diamond Lake
-93.29823399999907,44.989887999631549,3430,271119363575,2019-03-12T00:00:00.000Z,1125 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989888,-93.298234,5,Near - North,Near North,1,3,Diamond Lake
-93.298242000367964,44.98995399997716,3431,271119363574,2019-03-12T00:00:00.000Z,1129 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989954,-93.298242,5,Near - North,Near North,1,3,Diamond Lake
-93.298237000137419,44.990721000273993,3432,271119363573,2019-03-12T00:00:00.000Z,1213 HUMBOLDT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.990721,-93.298237,5,Near - North,Near North,1,3,Diamond Lake
-93.292606000366561,44.992711000312454,3433,271119363572,2019-03-12T00:00:00.000Z,1315 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992711,-93.292606,5,Near - North,Near North,1,3,Diamond Lake
-93.292607000412715,44.992805000150668,3434,271119363571,2019-03-12T00:00:00.000Z,1317 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.992805,-93.292607,5,Near - North,Near North,1,3,Diamond Lake
-93.292615999928444,44.99437699979876,3435,271119363570,2019-03-12T00:00:00.000Z,1503 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994377,-93.292616,5,Near - North,Near North,1,3,Diamond Lake
-93.29262000011289,44.99468799975142,3436,271119363569,2019-03-12T00:00:00.000Z,1511 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.994688,-93.29262,5,Near - North,Near North,1,3,Diamond Lake
-93.29261199974394,44.994999999750235,3437,271119363568,2019-03-12T00:00:00.000Z,1523 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995,-93.292612,5,Near - North,Near North,1,3,Diamond Lake
-93.292613999836192,44.995105000095748,3438,271119363567,2019-03-12T00:00:00.000Z,1525 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995105,-93.292614,5,Near - North,Near North,1,3,Diamond Lake
-93.292614999882289,44.995454000002155,3439,271119363566,2019-03-12T00:00:00.000Z,1603 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995454,-93.292615,5,Near - North,Near North,1,3,Diamond Lake
-93.292574999836347,44.99586400002363,3440,271119363565,2019-03-12T00:00:00.000Z,1615 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995864,-93.292575,5,Near - North,Near North,1,3,Diamond Lake
-93.292616999974541,44.996017999930814,3441,271119363564,2019-03-12T00:00:00.000Z,1617 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.996018,-93.292617,5,Near - North,Near North,1,3,Diamond Lake
-93.292615999928444,44.996163000322269,3442,271119363563,2019-03-12T00:00:00.000Z,1627 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.996163,-93.292616,5,Near - North,Near North,1,3,Diamond Lake
-93.292601000136017,44.998297999852866,3443,271119363561,2019-03-12T00:00:00.000Z,1827 DUPONT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998298,-93.292601,5,Near - North,Near North,1,3,Diamond Lake
-93.291033999819206,44.998329000383137,3444,271119363560,2019-03-12T00:00:00.000Z,1831 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998329,-93.291034,5,Near - North,Near North,1,3,Diamond Lake
-93.291033999819206,44.998058999623197,3445,271119363559,2019-03-12T00:00:00.000Z,1819 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.998059,-93.291034,5,Near - North,Near North,1,3,Diamond Lake
-93.291063000257225,44.997970000015528,3446,271119363558,2019-03-12T00:00:00.000Z,1819 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99797,-93.291063,5,Near - North,Near North,1,3,Diamond Lake
-93.2910470004187,44.997879000315663,3447,271119363557,2019-03-12T00:00:00.000Z,1817 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997879,-93.291047,5,Near - North,Near North,1,3,Diamond Lake
-93.291053999842177,44.997871999992867,3448,271119363556,2019-03-12T00:00:00.000Z,1815 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997872,-93.291054,5,Near - North,Near North,1,3,Diamond Lake
-93.291088999657575,44.997806999693353,3449,271119363555,2019-03-12T00:00:00.000Z,1813 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997807,-93.291089,5,Near - North,Near North,1,3,Diamond Lake
-93.291048999611633,44.997620000063023,3450,271119363554,2019-03-12T00:00:00.000Z,1811 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.99762,-93.291049,5,Near - North,Near North,1,3,Diamond Lake
-93.291048999611633,44.997529000363102,3451,271119363553,2019-03-12T00:00:00.000Z,1809 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.997529,-93.291049,5,Near - North,Near North,1,3,Diamond Lake
-93.291092999842022,44.995154999703516,3452,271119363552,2019-03-12T00:00:00.000Z,1529 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.995155,-93.291093,5,Near - North,Near North,1,3,Diamond Lake
-93.294079999991993,44.98552199974057,3453,271119363551,2019-03-12T00:00:00.000Z,705 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.985522,-93.29408,5,Near - North,Near North,1,3,Diamond Lake
-93.294113999761237,44.98554499990189,3454,271119363550,2019-03-12T00:00:00.000Z,707 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.985545,-93.294114,5,Near - North,Near North,1,3,Diamond Lake
-93.294146000337605,44.985799999970084,3455,271119363549,2019-03-12T00:00:00.000Z,711 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.9858,-93.294146,5,Near - North,Near North,1,3,Diamond Lake
-93.294130999645859,44.986101000360918,3456,271119363548,2019-03-12T00:00:00.000Z,719 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986101,-93.294131,5,Near - North,Near North,1,3,Diamond Lake
-93.294118999991838,44.986163999668918,3457,271119363547,2019-03-12T00:00:00.000Z,721 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986164,-93.294119,5,Near - North,Near North,1,3,Diamond Lake
-93.294118999991838,44.986219999553384,3458,271119363546,2019-03-12T00:00:00.000Z,723 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.98622,-93.294119,5,Near - North,Near North,1,3,Diamond Lake
-93.294152999761081,44.986251000083655,3459,271119363545,2019-03-12T00:00:00.000Z,725 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.986251,-93.294153,5,Near - North,Near North,1,3,Diamond Lake
-93.294089000406984,44.988352999891106,3460,271119363544,2019-03-12T00:00:00.000Z,1009 EMERSON AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988353,-93.294089,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291990999884717,44.985613000339754,3461,271119363543,2019-03-12T00:00:00.000Z,717 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.985613,-93.291991,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291258000256448,44.984704999835913,3462,271119363542,2019-03-12T00:00:00.000Z,631 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.984705,-93.291258,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291254000072001,44.984713000204863,3463,271119363541,2019-03-12T00:00:00.000Z,627 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.984713,-93.291254,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291207999749361,44.98465400018199,3464,271119363540,2019-03-12T00:00:00.000Z,625 BRYANT AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.984654,-93.291208,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291051999749925,44.98911399991124,3465,271119363539,2019-03-12T00:00:00.000Z,1047 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989114,-93.291052,5,Near - North,Near North,1,3,Diamond Lake
-93.291055999934429,44.989039000049843,3466,271119363538,2019-03-12T00:00:00.000Z,1043 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.989039,-93.291056,5,Near - North,Near North,1,3,Diamond Lake
-93.291053999842177,44.988632000166717,3467,271119363537,2019-03-12T00:00:00.000Z,1035 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988632,-93.291054,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291058000026624,44.98863100012062,3468,271119363536,2019-03-12T00:00:00.000Z,1033 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988631,-93.291058,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291058000026624,44.988622999751669,3469,271119363535,2019-03-12T00:00:00.000Z,1033 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988623,-93.291058,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291032999773108,44.988339000144776,3470,271119363534,2019-03-12T00:00:00.000Z,1031 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.988339,-93.291033,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.291025000303478,44.988360000213902,3471,271119363533,2019-03-12T00:00:00.000Z,1029 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.98836,-93.291025,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.290879999912022,44.987695000124234,3472,271119363532,2019-03-12T00:00:00.000Z,945 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.987695,-93.29088,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.290832000396449,44.98749199975606,3473,271119363531,2019-03-12T00:00:00.000Z,911 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.987492,-93.290832,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.290832000396449,44.98748899961771,3474,271119363530,2019-03-12T00:00:00.000Z,909 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.987489,-93.290832,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
-93.290825000073653,44.987469999640837,3475,271119363529,2019-03-12T00:00:00.000Z,907 ALDRICH AVE N,478.1000(c),Snow emergency parking restrictions - odd number address,44.98747,-93.290825,5,Sumner - Glenwood,Near North,1,3,Diamond Lake
