X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Community,Neighborho,Day_identi,TowDist
-93.220098000322423,44.972384000021634,122,01/15/2018 11:13pm,Snow Emergency,"2600 BLOCK UNIVERSITY AVE SE,Minneapolis,MN",44.972384,-93.220098,2,University,Prospect Park - East River Road,1,4
-93.28595999965421,44.968423999967683,123,01/15/2018 11:52pm,Snow Emergency,"400 W 15TH ST ,Minneapolis,MN",44.968424,-93.28596,7,Central,Loring Park,1,3
-93.281234000248901,44.967868999554753,124,01/15/2018 11:46pm,Snow Emergency,"200 W 15TH ST ,Minneapolis,MN",44.967869,-93.281234,7,Central,Loring Park,1,3
-93.288021000268884,45.013111000372419,125,01/15/2018 11:51pm,Snow Emergency,"3200 LYNDALE AVE N ,Minneapolis,MN",45.013111,-93.288021,4,Camden,McKinley,1,1
-93.262237000137418,44.917064000303412,126,01/15/2018 11:40pm,Snow Emergency,"4721 CHICAGO AVE S,Minneapolis,MN",44.917064,-93.262237,11,Nokomis,Northrup,1,6
-93.248371000121494,44.981590000078484,127,01/16/2018 01:13am,Snow Emergency,"630 MAIN ST SE,Minneapolis,MN",44.98159,-93.248371,3,University,Marcy - Holmes,1,4
-93.248375000305998,44.981591000124581,128,01/16/2018 01:14am,Snow Emergency,"628 MAIN ST SE,Minneapolis,MN",44.981591,-93.248375,3,University,Marcy - Holmes,1,4
-93.298601999882351,44.942805000250587,129,01/16/2018 01:43am,Snow Emergency,"3300 HENNEPIN AVE ,Minneapolis,MN",44.942805,-93.298602,10,Calhoun Isle,ECCO,1,5
-93.247293999918099,45.025207999749455,130,01/16/2018 01:12am,Snow Emergency,"3139 CENTRAL AVE NE,Minneapolis,MN",45.025208,-93.247294,1,Northeast,Audubon Park,1,2
-93.28132700004096,44.967726000154812,131,01/15/2018 11:59pm,Snow Emergency,"200 BLOCK 15TH ST W,Minneapolis,MN",44.967726,-93.281327,7,Central,Loring Park,1,3
-93.294205000360421,45.005987000100049,132,01/16/2018 01:10am,Snow Emergency,"2600 EMERSON AVE N ,Minneapolis,MN",45.005987,-93.294205,5,Near North,Jordan,1,1
-93.298322999606683,44.944231000360446,133,01/16/2018 01:45am,Snow Emergency,"3212 HENNEPIN AVE S,Minneapolis,MN",44.944231,-93.298323,10,Calhoun Isle,CARAG,1,5
-93.28132700004096,44.967726000154812,134,01/16/2018 12:00am,Snow Emergency,"200 BLOCK 15TH ST W,Minneapolis,MN",44.967726,-93.281327,7,Central,Loring Park,1,3
-93.286395999975355,45.038351999745032,135,01/16/2018 01:09am,Snow Emergency,"4600 LYNDALE AVE N ,Minneapolis,MN",45.038352,-93.286396,4,Camden,Camden Industrial,1,1
-93.282678000289422,44.967837999923802,136,01/15/2018 11:35pm,Snow Emergency,"300 BLOCK 15TH ST W,Minneapolis,MN",44.967838,-93.282678,7,Central,Loring Park,1,3
-93.275720999624411,44.987313999641401,137,01/16/2018 12:35am,Snow Emergency,"600 WASHINGTON AVE N,Minneapolis,MN",44.987314,-93.275721,3,Central,North Loop,1,1
-93.298601999882351,44.942805000250587,138,01/16/2018 01:49am,Snow Emergency,"3300 HENNEPIN AVE ,Minneapolis,MN",44.942805,-93.298602,10,Calhoun Isle,ECCO,1,5
-93.275140999857229,44.987734000124078,139,01/16/2018 12:35am,Snow Emergency,"605 2ND ST N,Minneapolis,MN",44.987734,-93.275141,3,Central,North Loop,1,1
-93.293696000270188,44.997955000223158,140,01/16/2018 12:30am,Snow Emergency,"1800 BLOCK EMERSON AVE N,Minneapolis,MN",44.997955,-93.293696,5,Near North,Near - North,1,1
-93.268698000412371,44.968300999691451,141,01/16/2018 12:30am,Snow Emergency,"500 BLOCK 15TH ST E,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.252384999967717,44.926605999667231,142,01/16/2018 12:31am,Snow Emergency,"4200 BLOCK BLOOMINGTON AVE S,Minneapolis,MN",44.926606,-93.252385,8,Nokomis,Northrup,1,6
-93.25707100022646,44.989004000234502,143,01/16/2018 12:34am,Snow Emergency,"30 UNIVERSITY AVE NE,Minneapolis,MN",44.989004,-93.257071,3,University,Nicollet Island - East Bank,1,2
-93.268698000412371,44.968300999691451,144,01/16/2018 12:30am,Snow Emergency,"500 BLOCK 15TH ST E,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.297547999840276,44.952958999957957,145,01/16/2018 12:15am,Snow Emergency,"2723 HENNEPIN AVE S,Minneapolis,MN",44.952959,-93.297548,10,Calhoun Isle,Lowry Hill East,1,3
-93.293873000338635,44.984486999675369,146,01/16/2018 12:34am,Snow Emergency,"600 BLOCK VAN WHITE BLVD,Minneapolis,MN",44.984487,-93.293873,5,Near North,Sumner - Glenwood,1,1
-93.252661000105036,44.941221000049154,147,01/16/2018 12:05am,Snow Emergency,"3400 BLOOMINGTON AVE S,Minneapolis,MN",44.941221,-93.252661,9,Powderhorn,Powderhorn Park,1,6
-93.314996999611822,44.92450399985978,148,01/16/2018 02:08am,Snow Emergency,"4300 UPTON AVE S,Minneapolis,MN",44.924504,-93.314997,13,Southwest,Linden Hills,1,5
-93.28132700004096,44.967726000154812,149,01/16/2018 12:20am,Snow Emergency,"200 BLOCK 15TH ST W,Minneapolis,MN",44.967726,-93.281327,7,Central,Loring Park,1,3
-93.268698000412371,44.968300999691451,150,01/16/2018 12:00am,Snow Emergency,"500 BLOCK 15TH ST E,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.311606999763171,44.923036999657882,151,01/16/2018 02:11am,Snow Emergency,"2600 W 44TH ST ,Minneapolis,MN",44.923037,-93.311607,13,Southwest,Linden Hills,1,5
-93.252661000105036,44.941221000049154,152,01/16/2018 12:12am,Snow Emergency,"3400 BLOOMINGTON AVE S,Minneapolis,MN",44.941221,-93.252661,9,Powderhorn,Powderhorn Park,1,6
-93.28833799959898,44.892371000121614,153,01/16/2018 02:13am,Snow Emergency,"699 W 61ST AVE ,Minneapolis,MN",44.892371,-93.288338,11,Southwest,Windom,1,5
-93.246892000265575,45.025262999587824,154,01/15/2018 10:42pm,Snow Emergency,"3141 CENTRAL AVE NE,Minneapolis,MN",45.025263,-93.246892,1,Northeast,Audubon Park,1,2
-93.247592000170641,45.011846999639374,155,01/15/2018 10:54pm,Snow Emergency,"2336 CENTRAL AVE NE,Minneapolis,MN",45.011847,-93.247592,1,Northeast,Holland,1,2
-93.279886000138731,44.892158000191614,156,01/16/2018 02:17am,Snow Emergency,"101 W 61ST ST,Minneapolis,MN",44.892158,-93.279886,11,Southwest,Windom,1,5
-93.263096000180212,45.00699599986558,157,01/16/2018 12:21am,Snow Emergency,"1818 UNIVERSITY AVE NE,Minneapolis,MN",45.006996,-93.263096,3,Northeast,Bottineau,1,2
-93.263096000180212,45.0069850002576,158,01/16/2018 12:25am,Snow Emergency,"1816 UNIVERSITY AVE NE,Minneapolis,MN",45.006985,-93.263096,3,Northeast,Bottineau,1,2
-93.315274999841336,44.92369100013957,159,01/16/2018 02:21am,Snow Emergency,"2800 W 44TH ST ,Minneapolis,MN",44.923691,-93.315275,13,Southwest,Linden Hills,1,5
-93.248378999591125,44.981593000216833,160,01/16/2018 12:59am,Snow Emergency,"626 MAIN ST SE,Minneapolis,MN",44.981593,-93.248379,3,University,Marcy - Holmes,1,4
-93.278099999615279,44.892213000029983,161,01/16/2018 02:26am,Snow Emergency,"1-99 61 ST W,Minneapolis,MN",44.892213,-93.2781,11,Southwest,Windom,1,5
-93.253386000263674,44.986315000337072,162,01/16/2018 12:48am,Snow Emergency,"308 2ND AVE SE,Minneapolis,MN",44.986315,-93.253386,3,University,Marcy - Holmes,1,4
-93.248382999775572,44.981595000309085,163,01/16/2018 01:10am,Snow Emergency,"624 MAIN ST SE,Minneapolis,MN",44.981595,-93.248383,3,University,Marcy - Holmes,1,4
-93.252397999667892,44.933802999708746,164,01/16/2018 01:05am,Snow Emergency,"3800 BLOCK BLOOMINGTON AVE S,Minneapolis,MN",44.933803,-93.252398,8,Powderhorn,Bancroft,1,6
-93.263498999878891,45.005725999755157,165,01/16/2018 01:11am,Snow Emergency,"1710 UNIVERSITY AVE NE,Minneapolis,MN",45.005726,-93.263499,3,Northeast,Bottineau,1,2
-93.242308000213995,44.946558999798071,166,01/16/2018 01:15am,Snow Emergency,"2100 31ST ST E,Minneapolis,MN",44.946559,-93.242308,9,Powderhorn,Corcoran,1,6
-93.265063000057353,44.968060000268849,167,01/16/2018 01:00am,Snow Emergency,"700 BLOCK 15TH ST E,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.267634999955249,44.9680570001305,168,01/16/2018 01:10am,Snow Emergency,"600 BLOCK 15TH ST E,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,1,3
-93.267634999955249,44.9680570001305,169,01/16/2018 01:10am,Snow Emergency,"600 BLOCK 15TH ST E,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,1,3
-93.292062999607708,44.988816999704852,170,01/16/2018 01:19am,Snow Emergency,"1100 BLOCK VAN WHITE BLVD,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1
-93.267634999955249,44.9680570001305,171,01/16/2018 01:03am,Snow Emergency,"600 BL;OCK 15TH ST E,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,1,3
-93.252835000035191,44.91053599963675,172,01/16/2018 12:40am,Snow Emergency,"5100 BLOOMINGTON AVE S,Minneapolis,MN",44.910536,-93.252835,11,Nokomis,Hale,1,6
-93.292062999607708,44.988816999704852,173,01/16/2018 01:00am,Snow Emergency,"1100 BLOCK VAN WHITE BLVD,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1
-93.297152999611228,44.953981000322983,174,01/16/2018 12:45am,Snow Emergency,"2645 HENNEPIN AVE S,Minneapolis,MN",44.953981,-93.297153,10,Calhoun Isle,Lowry Hill East,1,3
-93.292062999607708,44.988816999704852,175,01/16/2018 12:57am,Snow Emergency,"1100 BLOCK VAN WHITE BLVD,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1
-93.297604999770897,44.952833999589473,176,01/16/2018 12:31am,Snow Emergency,"2727 HENNEPIN AVE S,Minneapolis,MN",44.952834,-93.297605,10,Calhoun Isle,Lowry Hill East,1,3
-93.248391000144522,44.981598000447434,177,01/16/2018 02:08am,Snow Emergency,"620 MAIN ST SE,Minneapolis,MN",44.981598,-93.248391,3,University,Marcy - Holmes,1,4
-93.248386999960019,44.981596000355182,178,01/16/2018 02:08am,Snow Emergency,"622 MAIN ST SE,Minneapolis,MN",44.981596,-93.248387,3,University,Marcy - Holmes,1,4
-93.268698000412371,44.968300999691451,179,01/16/2018 12:35am,Snow Emergency,"500 BLOCK 15TH ST E,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.297202000072218,44.955351999695097,180,01/16/2018 01:11am,Snow Emergency,"2600 BLOCK HENNEPIN AVE S,Minneapolis,MN",44.955352,-93.297202,7,Calhoun Isle,East Isles,1,3
-93.252384999967717,44.926605999667231,181,01/16/2018 01:00am,Snow Emergency,"4200 BLOCK BLOOMINGTON AVE S,Minneapolis,MN",44.926606,-93.252385,8,Nokomis,Northrup,1,6
-93.298109999676683,44.93902500040349,182,01/16/2018 03:05am,Snow Emergency,"3515 Hennepin Ave S ,Minneapolis,MN",44.939025,-93.29811,10,Calhoun Isle,CARAG,1,5
-93.275331999672005,44.988201000076174,183,01/16/2018 01:33am,Snow Emergency,"628 2ND ST N ,Minneapolis,MN",44.988201,-93.275332,3,Central,North Loop,1,1
-93.28132700004096,44.967726000154812,184,01/16/2018 01:10am,Snow Emergency,"200 BLOCK 15TH ST W,Minneapolis,MN",44.967726,-93.281327,7,Central,Loring Park,1,3
-93.266013999846166,45.016525999575265,185,01/16/2018 01:00am,Snow Emergency,"200 BLOCK 15TH ST W,Minneapolis,MN",45.016526,-93.266014,1,Northeast,Marshall Terrace,1,2
-93.285976000392054,44.892579999867166,186,01/16/2018 03:08am,Snow Emergency,"500 BLOCK 61ST ST W,Minneapolis,MN",44.89258,-93.285976,11,Southwest,Windom,1,5
-93.265063000057353,44.968060000268849,187,01/16/2018 01:52am,Snow Emergency,"700 E 15TH ST ,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.265063000057353,44.968060000268849,188,01/16/2018 01:53am,Snow Emergency,"700 15TH ST E,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.278104999845823,44.899533000347731,189,01/16/2018 03:12am,Snow Emergency,"5700 BLOCK NICOLLET AVE S,Minneapolis,MN",44.899533,-93.278105,11,Southwest,Windom,1,5
-93.252435999621639,44.940191000214554,190,01/16/2018 01:33am,Snow Emergency,"3432 BLOOMINGTON AVE S,Minneapolis,MN",44.940191,-93.252436,9,Powderhorn,Powderhorn Park,1,6
-93.278099999615279,44.892213000029983,191,01/16/2018 03:14am,Snow Emergency,"1-99 61st W,Minneapolis,MN",44.892213,-93.2781,11,Southwest,Windom,1,5
-93.278098000422347,44.905604999770958,192,01/16/2018 03:14am,Snow Emergency,"5300 BLOCK NICOLLET AVE S,Minneapolis,MN",44.905605,-93.278098,11,Southwest,Tangletown,1,5
-93.265063000057353,44.968060000268849,193,01/16/2018 01:40am,Snow Emergency,"700 15TH ST E,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.293873000338635,44.984486999675369,194,01/16/2018 01:57am,Snow Emergency,"600 VAN WHITE BLVD,Minneapolis,MN",44.984487,-93.293873,5,Near North,Sumner - Glenwood,1,1
-93.268698000412371,44.968300999691451,195,01/15/2018 11:59pm,Snow Emergency,"500 15TH ST E,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.293483000340132,44.990346000067916,196,01/16/2018 01:57am,Snow Emergency,"1170 VAN WHITE BLVD,Minneapolis,MN",44.990346,-93.293483,5,Near North,Near - North,1,1
-93.248402999798543,44.981602999778659,197,01/16/2018 01:50am,Snow Emergency,"614 MAIN ST SE,Minneapolis,MN",44.981603,-93.248403,3,University,Marcy - Holmes,1,4
-93.293873000338635,44.984486999675369,198,01/16/2018 01:59am,Snow Emergency,"600 VAN WHITE BLVD,Minneapolis,MN",44.984487,-93.293873,5,Near North,Sumner - Glenwood,1,1
-93.257058999673063,44.988551000028679,199,01/16/2018 01:30am,Snow Emergency,"20 UNIVERSITY AVE NE,Minneapolis,MN",44.988551,-93.257059,3,University,Nicollet Island - East Bank,1,2
-93.248358999568154,44.981584999847939,200,01/16/2018 01:45am,Snow Emergency,"636 MAIN ST SE,Minneapolis,MN",44.981585,-93.248359,3,University,Marcy - Holmes,1,4
-93.247876999823632,44.981864000123551,201,01/16/2018 01:50am,Snow Emergency,"612 MAIN ST SE,Minneapolis,MN",44.981864,-93.247877,3,University,Marcy - Holmes,1,4
-93.281185999834008,44.997997000361352,202,01/16/2018 01:15am,Snow Emergency,"1820 WASHINGTON AVE N,Minneapolis,MN",44.997997,-93.281186,5,Near North,Near - North,1,1
-93.252712999805055,44.940129000053389,203,01/16/2018 02:51am,Snow Emergency,"3434 BLOOMINGTON AVE S,Minneapolis,MN",44.940129,-93.252713,9,Powderhorn,Powderhorn Park,1,6
-93.294117999945684,44.992106000291756,204,01/16/2018 02:20am,Snow Emergency,"1170 EMERSON AVE N,Minneapolis,MN",44.992106,-93.294118,5,Near North,Near - North,1,1
-93.294117999945684,44.992106000291756,205,01/16/2018 02:25am,Snow Emergency,"1170 EMERSON AVE N,Minneapolis,MN",44.992106,-93.294118,5,Near North,Near - North,1,1
-93.252434999575541,44.940043999730847,206,01/16/2018 02:52am,Snow Emergency,"3436 BLOOMINGTON AVE S,Minneapolis,MN",44.940044,-93.252435,9,Powderhorn,Powderhorn Park,1,6
-93.268113999561422,44.968769999735741,207,01/16/2018 02:25am,Snow Emergency,"1400 BLOCK PORTLAND AVE S,Minneapolis,MN",44.96877,-93.268114,7,Central,Elliot Park,1,3
-93.311676000247189,44.991337999948769,208,01/16/2018 02:45am,Snow Emergency,"2419 PLYMOUTH AVE N,Minneapolis,MN",44.991338,-93.311676,5,Near North,Willard - Hay,1,1
-93.294117999945684,44.992106000291756,209,01/16/2018 02:11am,Snow Emergency,"1300 EMERSON AVE N ,Minneapolis,MN",44.992106,-93.294118,5,Near North,Near - North,1,1
-93.311559000247655,44.991338999994923,210,01/16/2018 02:45am,Snow Emergency,"2417 PLYMOUTH AVE N,Minneapolis,MN",44.991339,-93.311559,5,Near North,Willard - Hay,1,1
-93.212740000050928,44.939676999893663,211,01/16/2018 02:15am,Snow Emergency,"4200 BLOCK 35TH ST E,Minneapolis,MN",44.939677,-93.21274,12,Longfellow,Howe,1,6
-93.225679999632234,44.939564000078576,212,01/16/2018 02:12am,Snow Emergency,"3200 E 35TH ST ,Minneapolis,MN",44.939564,-93.22568,12,Longfellow,Howe,1,6
-93.29831700022936,44.944594000013126,213,01/16/2018 03:47am,Snow Emergency,"3200 block of Hennepin Avenue South,Minneapolis,MN",44.944594,-93.298317,10,Calhoun Isle,CARAG,1,5
-93.255863000277202,44.982489000167277,214,01/16/2018 02:37am,Snow Emergency,"204 MAIN ST SE,Minneapolis,MN",44.982489,-93.255863,3,University,Marcy - Holmes,1,4
-93.225693000231729,44.946846000442633,215,01/16/2018 01:37am,Snow Emergency,"3200 31ST ST E,Minneapolis,MN",44.946846,-93.225693,2,Longfellow,Longfellow,1,6
-93.252759000127696,44.98340300004844,216,01/16/2018 02:25am,Snow Emergency,"321 MAIN ST SE,Minneapolis,MN",44.983403,-93.252759,3,University,Marcy - Holmes,1,4
-93.265063000057353,44.968060000268849,217,01/16/2018 02:23am,Snow Emergency,"700 E 15TH ST ,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.277923999592872,44.942943000319246,218,01/16/2018 03:51am,Snow Emergency,"3300 block of Nicollet Avenue South,Minneapolis,MN",44.942943,-93.277924,8,Powderhorn,Lyndale,1,5
-93.298048000414838,44.953533000347761,219,01/16/2018 02:25am,Snow Emergency,"2700 HENNEPIN AVE ,Minneapolis,MN",44.953533,-93.298048,7,Calhoun Isle,East Isles,1,3
-93.294111999668985,44.988992999727202,220,01/16/2018 01:43am,Snow Emergency,"1300 BLOCK EMERSON AVE N,Minneapolis,MN",44.988993,-93.294112,5,Near North,Near - North,1,1
-93.294117999945684,44.992106000291756,221,01/16/2018 02:22am,Snow Emergency,"1170 EMERSON AVE N ,Minneapolis,MN",44.992106,-93.294118,5,Near North,Near - North,1,1
-93.265063000057353,44.968060000268849,222,01/16/2018 01:40am,Snow Emergency,"700 BLOCK 15TH ST E,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.225679999632234,44.939564000078576,223,01/16/2018 02:21am,Snow Emergency,"3200 35TH ST E,Minneapolis,MN",44.939564,-93.22568,12,Longfellow,Howe,1,6
-93.265063000057353,44.968060000268849,224,01/16/2018 01:49am,Snow Emergency,"700 BLOCK 15TH ST E,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.297202000072218,44.955351999695097,225,01/16/2018 01:05am,Snow Emergency,"2600 BLOCK HENNEPIN AVE S,Minneapolis,MN",44.955352,-93.297202,7,Calhoun Isle,East Isles,1,3
-93.297202000072218,44.955351999695097,226,01/16/2018 01:15am,Snow Emergency,"2600 BLOCK HENNEPIN AVE S,Minneapolis,MN",44.955352,-93.297202,7,Calhoun Isle,East Isles,1,3
-93.292062999607708,44.988816999704852,227,01/16/2018 01:35am,Snow Emergency,"1100 BLOCK VAN WHITE BLVD,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1
-93.25371500014711,44.946554999613568,228,01/16/2018 02:17am,Snow Emergency,"1500 E 31ST ST,Minneapolis,MN",44.946555,-93.253715,9,Powderhorn,Powderhorn Park,1,6
-93.240612000243573,44.94655699970582,229,01/16/2018 02:13am,Snow Emergency,"2200 E 31ST ST,Minneapolis,MN",44.946557,-93.240612,9,Powderhorn,Corcoran,1,6
-93.298213999976099,44.953164000418326,230,01/16/2018 02:10am,Snow Emergency,"2720 HENNEPIN AVE S,Minneapolis,MN",44.953164,-93.298214,7,Calhoun Isle,East Isles,1,3
-93.298030999630896,44.95356199988646,231,01/16/2018 02:00am,Snow Emergency,"2700 BLOCK HENNEPIN AVE S,Minneapolis,MN",44.953562,-93.298031,7,Calhoun Isle,East Isles,1,3
-93.275234999695442,44.987800999616468,232,01/16/2018 02:00am,Snow Emergency,"619 2ND ST N,Minneapolis,MN",44.987801,-93.275235,3,Central,North Loop,1,1
-93.277954000076988,44.919646999809231,233,01/16/2018 04:20am,Snow Emergency,"4500 BLOCK Nicollet ave,Minneapolis,MN",44.919647,-93.277954,8,Southwest,King Field,1,5
-93.2780940002379,44.901286000248774,234,01/16/2018 04:21am,Snow Emergency,"5600 BLOCK NICOLLET AVE S,Minneapolis,MN",44.901286,-93.278094,11,Southwest,Windom,1,5
-93.294111999668985,44.988992999727202,235,01/16/2018 02:00am,Snow Emergency,"2100 BLOCK EMERSON AVE N,Minneapolis,MN",44.988993,-93.294112,5,Near North,Near - North,1,1
-93.299452999556252,44.978995000019268,236,01/16/2018 02:30am,Snow Emergency,"1500 BLOCK 2ND AVE N,Minneapolis,MN",44.978995,-93.299453,5,Near North,Harrison,1,3
-93.285976000392054,44.892579999867166,237,01/16/2018 04:26am,Snow Emergency,"500 W 61ST ST,Minneapolis,MN",44.89258,-93.285976,11,Southwest,Windom,1,5
-93.293696000270188,44.997955000223158,238,01/16/2018 02:24am,Snow Emergency,"1800 BLOCK EMERSON AVE N,Minneapolis,MN",44.997955,-93.293696,5,Near North,Near - North,1,1
-93.265063000057353,44.968060000268849,239,01/16/2018 02:16am,Snow Emergency,"700 E 15TH ST ,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.298113999861187,44.938266999622385,240,01/16/2018 04:28am,Snow Emergency,"3539 Hennepin Ave S,Minneapolis,MN",44.938267,-93.298114,10,Calhoun Isle,CARAG,1,5
-93.268113999561422,44.968769999735741,241,01/16/2018 02:38am,Snow Emergency,"1400 BLOCK PORTLAND AVE S,Minneapolis,MN",44.96877,-93.268114,7,Central,Elliot Park,1,3
-93.252760000173851,44.90875000001256,242,01/16/2018 02:17am,Snow Emergency,"5200 BLOOMINGTON AVE S,Minneapolis,MN",44.90875,-93.25276,11,Nokomis,Hale,1,6
-93.268698000412371,44.968300999691451,243,01/16/2018 03:01am,Snow Emergency,"500 E 15TH ST ,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.268113999561422,44.968769999735741,244,01/16/2018 02:48am,Snow Emergency,"1400 PORTLAND AVE S,Minneapolis,MN",44.96877,-93.268114,7,Central,Elliot Park,1,3
-93.294117999945684,44.992106000291756,245,01/16/2018 02:30am,Snow Emergency,"1100 BLOCK EMERSON AVE N,Minneapolis,MN",44.992106,-93.294118,5,Near North,Near - North,1,1
-93.238914000180955,44.942789999558897,246,01/16/2018 02:17am,Snow Emergency,"3300 BLOCK 23RD AVE S,Minneapolis,MN",44.94279,-93.238914,9,Powderhorn,Corcoran,1,6
-93.265063000057353,44.968060000268849,247,01/16/2018 03:35am,Snow Emergency,"700 E 15TH ST ,Minneapolis,MN",44.96806,-93.265063,7,Central,Elliot Park,1,3
-93.269085000272526,44.892505000005826,248,01/16/2018 04:37am,Snow Emergency,"500 W 61ST ST,Minneapolis,MN",44.892505,-93.269085,11,Nokomis,Diamond Lake,1,5
-93.278308000213997,44.96758499994786,249,01/16/2018 01:45am,Snow Emergency,"3 15TH ST W,Minneapolis,MN",44.967585,-93.278308,7,Central,Loring Park,1,3
-93.267634999955249,44.9680570001305,250,01/16/2018 01:50am,Snow Emergency,"600 BLOCK 15TH ST E,Minneapolis,MN",44.968057,-93.267635,6,Central,Elliot Park,1,3
-93.26801100020748,44.96936800033302,251,01/16/2018 02:00am,Snow Emergency,"1300 BLOCK PORTLAND AVE S,Minneapolis,MN",44.969368,-93.268011,7,Central,Elliot Park,1,3
-93.248544000005552,44.981659999709279,252,01/16/2018 02:15am,Snow Emergency,"610 MAIN ST SE,Minneapolis,MN",44.98166,-93.248544,3,University,Marcy - Holmes,1,4
-93.268113999561422,44.968769999735741,253,01/16/2018 02:30am,Snow Emergency,"1400 BLOCK PORTLAND AVE S,Minneapolis,MN",44.96877,-93.268114,7,Central,Elliot Park,1,3
-93.268698000412371,44.968300999691451,254,01/16/2018 03:35am,Snow Emergency,"500 E 15TH ST ,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,1,3
-93.285976000392054,44.892579999867166,255,01/16/2018 04:49am,Snow Emergency,"500 W 61ST ST ,Minneapolis,MN",44.89258,-93.285976,11,Southwest,Windom,1,5
-93.239254999718412,44.942788000365965,256,01/16/2018 03:24am,Snow Emergency,"3300 23RD AVE S,Minneapolis,MN",44.942788,-93.239255,9,Powderhorn,Corcoran,1,6
-93.238900999581404,44.939533000447682,257,01/16/2018 03:25am,Snow Emergency,"3500 23RD AVE S,Minneapolis,MN",44.939533,-93.238901,9,Powderhorn,Corcoran,1,6
-93.285976000392054,44.892579999867166,258,01/16/2018 04:52am,Snow Emergency,"500 W 61ST ST ,Minneapolis,MN",44.89258,-93.285976,11,Southwest,Windom,1,5
-93.252885999689113,44.949968999669636,259,01/16/2018 03:27am,Snow Emergency,"2900 BLOOMINGTON AVE S,Minneapolis,MN",44.949969,-93.252886,9,Phillips,Midtown Phillips,1,3
-93.252885999689113,44.949968999669636,260,01/16/2018 03:26am,Snow Emergency,"2900 BLOOMINGTON AVE S,Minneapolis,MN",44.949969,-93.252886,9,Phillips,Midtown Phillips,1,3
-93.277923000446094,44.941355999979464,261,01/16/2018 04:54am,Snow Emergency,"3399 NICOLLET AVE S,Minneapolis,MN",44.941356,-93.277923,8,Powderhorn,Lyndale,1,5
-93.277923999592872,44.942943000319246,262,01/16/2018 04:54am,Snow Emergency,"3300 Nicollet ave ,Minneapolis,MN",44.942943,-93.277924,8,Powderhorn,Lyndale,1,5
-93.268113999561422,44.968769999735741,263,01/16/2018 03:32am,Snow Emergency,"1400 PORTLAND AVE S,Minneapolis,MN",44.96877,-93.268114,7,Central,Elliot Park,1,3
-93.292062999607708,44.988816999704852,264,01/16/2018 03:28am,Snow Emergency,"1100 VAN WHITE BLVD,Minneapolis,MN",44.988817,-93.292063,5,Near North,Sumner - Glenwood,1,1
-93.249327000140909,44.984130000299331,265,01/16/2018 03:16am,Snow Emergency,"218 5TH AVE SE,Minneapolis,MN",44.98413,-93.249327,3,University,Marcy - Holmes,1,4
-93.252482999990434,44.946247999845355,266,01/16/2018 01:43am,Snow Emergency,"3107 BLOOMINGTON AVE S,Minneapolis,MN",44.946248,-93.252483,9,Powderhorn,Powderhorn Park,1,6
-93.250628999928381,44.982501999867452,267,01/16/2018 03:15am,Snow Emergency,"516 MAIN ST SE,Minneapolis,MN",44.982502,-93.250629,3,University,Marcy - Holmes,1,4
-93.268113999561422,44.968769999735741,268,01/16/2018 03:19am,Snow Emergency,"1400 PORTLAND AVE S,Minneapolis,MN",44.96877,-93.268114,7,Central,Elliot Park,1,3
-93.278155000352967,44.933943999915698,269,01/16/2018 05:03am,Snow Emergency,"3800 NICOLLET AVE S,Minneapolis,MN",44.933944,-93.278155,8,Southwest,King Field,1,5
-93.293844999946771,45.000479999752258,270,01/16/2018 03:12am,Snow Emergency,"2100 EMERSON AVE N ,Minneapolis,MN",45.00048,-93.293845,5,Near North,Hawthorne,1,1
