X,Y,OBJECTID,Call_Taken,Tow_Reason,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.252665000289483,44.93939600042512,143,03/11/2019 12:49am,Snow Emergency,"3500 Bloomington Ave,Minneapolis,MN",44.939396,-93.252665,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake
-93.291119000141691,45.036846999589386,144,03/11/2019 12:49am,Snow Emergency,"4500 Block Bryant ave n ,Minneapolis,MN",45.036847,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.291205999657109,45.038633000112895,145,03/11/2019 12:54am,Snow Emergency,"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.269560999740293,44.988214999822446,146,03/11/2019 12:55am,Snow Emergency,"40 4th ave n,Minneapolis,MN",44.988215,-93.269561,3,Central,North Loop,1,1,Diamond Lake
-93.293486999625316,44.984949000296183,147,03/11/2019 12:55am,Snow Emergency,"636 VAN WHITE MEMORIAL BLVD,Minneapolis,MN",44.984949,-93.293487,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.293671000016616,44.951237999733962,148,03/11/2019 12:55am,Snow Emergency,"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.251951999784922,44.983685999609236,149,03/11/2019 12:56am,Snow Emergency,"100 block of 3 ave se,Minneapolis,MN",44.983686,-93.251952,3,University,Marcy Holmes,4,1,Diamond Lake
-93.262266999722215,44.912730000089482,150,03/11/2019 12:56am,Snow Emergency,"4943 Chicago Ave S,Minneapolis,MN",44.91273,-93.262267,11,Nokomis,Northrop,6,1,Diamond Lake
-93.269060000018953,44.988572000097804,151,03/11/2019 12:56am,Snow Emergency,"11 4th ave n,Minneapolis,MN",44.988572,-93.26906,3,Central,North Loop,1,1,Diamond Lake
-93.29316700015687,44.951948000100174,152,03/11/2019 12:57am,Snow Emergency,"2801 Dupont Avenue s,Minneapolis,MN",44.951948,-93.293167,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.291887999631456,44.988480000351785,153,03/11/2019 01:01am,Snow Emergency,"1000 Van White Memorial Blvd,Minneapolis,MN",44.98848,-93.291888,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.227348000110055,44.989722000070287,154,03/11/2019 01:06am,Snow Emergency,"1061 18th ave se,Minneapolis,MN",44.989722,-93.227348,1,University,Como,4,1,Diamond Lake
-93.298014999792372,44.953542999909587,155,03/11/2019 01:13am,Snow Emergency,"2700 hennepin Avenue ,Minneapolis,MN",44.953543,-93.298015,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.293100999811259,44.988299000098834,156,03/11/2019 01:16am,Snow Emergency,"1001 Van White Memorial Blvd,Minneapolis,MN",44.988299,-93.293101,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.297202000072218,44.955351999695097,157,03/11/2019 01:21am,Snow Emergency,"2600 block of Hennepin ave s,Minneapolis,MN",44.955352,-93.297202,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.280445999882943,44.988805000050775,158,03/11/2019 01:21am,Snow Emergency,"800 3RD ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake
-93.293671000016616,44.951237999733962,159,03/11/2019 01:21am,Snow Emergency,"2800 BLOCK OF DUPONT AV S,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.280445999882943,44.988805000050775,160,03/11/2019 01:22am,Snow Emergency,"800 3 ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake
-93.280445999882943,44.988805000050775,161,03/11/2019 01:24am,Snow Emergency,"800 3 ST N,Minneapolis,MN",44.988805,-93.280446,3,Central,North Loop,1,1,Diamond Lake
-93.219972999953939,44.905223000141405,162,03/11/2019 01:25am,Snow Emergency,"3607 54 st e,Minneapolis,MN",44.905223,-93.219973,12,Nokomis,Morris Park,6,1,Diamond Lake
-93.297163000072374,44.954653999882225,163,03/11/2019 01:28am,Snow Emergency,"2621 HENNEPIN AVE ,Minneapolis,MN",44.954654,-93.297163,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.270206999853144,44.939551000378401,164,03/11/2019 01:28am,Snow Emergency,"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake
-93.295935000100144,44.95718299959583,165,03/11/2019 01:28am,Snow Emergency,"2500 hennepin av,Minneapolis,MN",44.957183,-93.295935,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.27991499967743,44.986924999689052,166,03/11/2019 01:28am,Snow Emergency,"730 4th st n,Minneapolis,MN",44.986925,-93.279915,3,Central,North Loop,1,1,Diamond Lake
-93.249710999862714,44.980669999920622,167,03/11/2019 01:30am,Snow Emergency,"600 block of mains se,Minneapolis,MN",44.98067,-93.249711,3,University,Marcy Holmes,4,1,Diamond Lake
-93.291205999657109,45.038633000112895,168,03/11/2019 01:31am,Snow Emergency,"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.263058000226465,44.908742999689764,169,03/11/2019 01:31am,Snow Emergency,"5200 chicago,Minneapolis,MN",44.908743,-93.263058,11,Nokomis,Page,5,1,Diamond Lake
-93.297163000072374,44.954653999882225,170,03/11/2019 01:32am,Snow Emergency,"2621 Hennepin av,Minneapolis,MN",44.954654,-93.297163,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.291119000141691,45.036846999589386,171,03/11/2019 01:33am,Snow Emergency,"4500 Bryant ave no ,Minneapolis,MN",45.036847,-93.291119,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.252665000289483,44.93939600042512,172,03/11/2019 01:33am,Snow Emergency,"3500 Bloomington ,Minneapolis,MN",44.939396,-93.252665,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake
-93.291976000092291,44.988713000304756,173,03/11/2019 01:35am,Snow Emergency,"1010 Van White Memorial Blvd,Minneapolis,MN",44.988713,-93.291976,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.291205999657109,45.038633000112895,174,03/11/2019 01:35am,Snow Emergency,"4600 BLOCK BRYANT AVE N,Minneapolis,MN",45.038633,-93.291206,4,Camden,Lind - Bohanon,1,1,Diamond Lake
-93.222578999621078,44.904341999983387,175,03/11/2019 01:36am,Snow Emergency,"5429 34th av s,Minneapolis,MN",44.904342,-93.222579,12,Nokomis,Morris Park,6,1,Diamond Lake
-93.268654000181925,44.99811899969211,176,03/11/2019 01:39am,Snow Emergency,"1099 marshall st ne,Minneapolis,MN",44.998119,-93.268654,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.252725000358453,44.932184999738013,177,03/11/2019 01:39am,Snow Emergency,"3900 Bloomington ave s,Minneapolis,MN",44.932185,-93.252725,8,Powderhorn,Bancroft,6,1,Diamond Lake
-93.278443000144307,44.985558999648163,178,03/11/2019 01:41am,Snow Emergency,"630 4TH ST N,Minneapolis,MN",44.985559,-93.278443,3,Central,North Loop,1,1,Diamond Lake
-93.252835000035191,44.91053599963675,179,03/11/2019 01:41am,Snow Emergency,"5100 Bloomington av,Minneapolis,MN",44.910536,-93.252835,11,Nokomis,Hale,6,1,Diamond Lake
-93.268654000181925,44.99811899969211,180,03/11/2019 01:42am,Snow Emergency,"1099 marshall st ne,Minneapolis,MN",44.998119,-93.268654,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.270206999853144,44.939551000378401,181,03/11/2019 01:45am,Snow Emergency,"3500 block of 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Diamond Lake
-93.279332999818052,44.969854000261932,182,03/11/2019 01:46am,Snow Emergency,"1351 Lasalle ave,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake
-93.293671000016616,44.951237999733962,183,03/11/2019 01:46am,Snow Emergency,"2800 blk dupont ave s ,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.231921999700489,44.911665000439484,184,03/11/2019 01:48am,Snow Emergency,"5029 28th ave s,Minneapolis,MN",44.911665,-93.231922,12,Nokomis,Keewaydin,6,1,Diamond Lake
-93.279335999956402,44.970600999636474,185,03/11/2019 01:49am,Snow Emergency,"1300 LaSalle av,Minneapolis,MN",44.970601,-93.279336,7,Central,Loring Park,3,1,Diamond Lake
-93.280541999813408,44.986860000288857,186,03/11/2019 01:54am,Snow Emergency,"757 4th st n,Minneapolis,MN",44.98686,-93.280542,5,Central,North Loop,1,1,Diamond Lake
-93.298014999792372,44.953542999909587,187,03/11/2019 01:55am,Snow Emergency,"2700 BLOCK OF HENNEPIN AV,Minneapolis,MN",44.953543,-93.298015,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.27928500030248,44.985970999761889,188,03/11/2019 01:56am,Snow Emergency,"631 4TH ST N,Minneapolis,MN",44.985971,-93.279285,5,Central,North Loop,1,1,Diamond Lake
-93.272579999567313,44.999337000102514,189,03/11/2019 01:56am,Snow Emergency,"17-99 13th ave ne,Minneapolis,MN",44.999337,-93.27258,3,Northeast,Sheridan,2,1,Diamond Lake
-93.280083000230263,44.986534999690548,190,03/11/2019 01:57am,Snow Emergency,"711 4th st n ,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.280083000230263,44.986534999690548,191,03/11/2019 01:58am,Snow Emergency,"711 4TH ST N,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.29194499956202,44.98872900014328,192,03/11/2019 01:58am,Snow Emergency,"1012 Van White Memorial Blvd,Minneapolis,MN",44.988729,-93.291945,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.279392999887023,44.986501999967402,193,03/11/2019 02:00am,Snow Emergency,"720 4TH ST N,Minneapolis,MN",44.986502,-93.279393,3,Central,North Loop,1,1,Diamond Lake
-93.244071999722962,44.984289999583893,194,03/11/2019 02:01am,Snow Emergency,"711 4th st h,Minneapolis,MN",44.98429,-93.244072,3,University,Marcy Holmes,4,1,Diamond Lake
-93.271481000148015,45.001202999818645,195,03/11/2019 02:01am,Snow Emergency,"1400 marshall st ne,Minneapolis,MN",45.001203,-93.271481,3,Northeast,Sheridan,2,1,Diamond Lake
-93.234880000311705,44.982149999822695,196,03/11/2019 02:05am,Snow Emergency,"Marshall @ 14th,Minneapolis,MN",44.98215,-93.23488,3,University,Marcy Holmes,4,1,Diamond Lake
-93.27933399986415,44.968778000104692,197,03/11/2019 02:05am,Snow Emergency,"1400 LaSalle ave,Minneapolis,MN",44.968778,-93.279334,7,Central,Loring Park,3,1,Diamond Lake
-93.270329000083223,44.924286999745277,198,03/11/2019 02:06am,Snow Emergency,"4300 BLK 4th Ave. S. ,Minneapolis,MN",44.924287,-93.270329,8,Nokomis,Regina,5,1,Diamond Lake
-93.279335999956402,44.970600999636474,199,03/11/2019 02:08am,Snow Emergency,"1300 LaSalle av,Minneapolis,MN",44.970601,-93.279336,7,Central,Loring Park,3,1,Diamond Lake
-93.234880000311705,44.982149999822695,200,03/11/2019 02:09am,Snow Emergency,"Marshall @ 14th,Minneapolis,MN",44.98215,-93.23488,3,University,Marcy Holmes,4,1,Diamond Lake
-93.278886999935082,44.986224999783985,201,03/11/2019 02:11am,Snow Emergency,"710 4TH ST N,Minneapolis,MN",44.986225,-93.278887,3,Central,North Loop,1,1,Diamond Lake
-93.294677999689895,44.982759000027897,202,03/11/2019 02:12am,Snow Emergency,"1020 Van White Memorial Blvd,Minneapolis,MN",44.982759,-93.294678,5,Near North,Sumner - Glenwood,3,1,Diamond Lake
-93.279332999818052,44.969854000261932,203,03/11/2019 02:12am,Snow Emergency,"1351 lasalle ave ,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake
-93.298612000343496,44.95196600003095,204,03/11/2019 02:12am,Snow Emergency,"2790 Hennepin ave,Minneapolis,MN",44.951966,-93.298612,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.270024999554039,45.000092999892104,205,03/11/2019 02:13am,Snow Emergency,"99 & 13th ave ne,Minneapolis,MN",45.000093,-93.270025,3,Northeast,Sheridan,2,1,Diamond Lake
-93.278443000144307,44.985558999648163,206,03/11/2019 02:15am,Snow Emergency,"630 4th st n,Minneapolis,MN",44.985559,-93.278443,3,Central,North Loop,1,1,Diamond Lake
-93.271359999963977,45.003856999900677,207,03/11/2019 02:15am,Snow Emergency,"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Diamond Lake
-93.298484999882817,44.952290999729883,208,03/11/2019 02:17am,Snow Emergency,"2748 Hennepin ave,Minneapolis,MN",44.952291,-93.298485,7,Calhoun Isle,East Isles,3,1,Diamond Lake
-93.313354000286836,45.02048400043634,209,03/11/2019 02:17am,Snow Emergency,"3600 block of thomas ave n ,Minneapolis,MN",45.020484,-93.313354,4,Camden,Cleveland,1,1,Diamond Lake
-93.270329000083223,44.924286999745277,210,03/11/2019 02:18am,Snow Emergency,"4300 BLK 4th Ave. S. ,Minneapolis,MN",44.924287,-93.270329,8,Nokomis,Regina,5,1,Diamond Lake
-93.271481000148015,45.001202999818645,211,03/11/2019 02:21am,Snow Emergency,"1400-1598 Marshall ave ne,Minneapolis,MN",45.001203,-93.271481,3,Northeast,Sheridan,2,1,Diamond Lake
-93.272859999889022,44.988402000352096,212,03/11/2019 02:22am,Snow Emergency,"432 1st ave n,Minneapolis,MN",44.988402,-93.27286,3,Central,North Loop,1,1,Diamond Lake
-93.27933399986415,44.968778000104692,213,03/11/2019 02:24am,Snow Emergency,"1400 LaSalle ave,Minneapolis,MN",44.968778,-93.279334,7,Central,Loring Park,3,1,Diamond Lake
-93.271303000033413,45.000018000030707,214,03/11/2019 02:25am,Snow Emergency,"71 - 99 13 Ave Ne,Minneapolis,MN",45.000018,-93.271303,3,Northeast,Sheridan,2,1,Diamond Lake
-93.24942200002522,44.98367600004741,215,03/11/2019 02:25am,Snow Emergency,"200 5TH AVE SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.280083000230263,44.986534999690548,216,03/11/2019 02:25am,Snow Emergency,"711 4TH ST N,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.289525000378433,44.979669999670818,217,03/11/2019 02:26am,Snow Emergency,"ALDRICH AVE & GLENWOOD AV N,Minneapolis,MN",44.97967,-93.289525,5,Near North,Harrison,3,1,Diamond Lake
-93.27933399986415,44.968691999736052,218,03/11/2019 02:27am,Snow Emergency,"1408 LaSalle Avenue s,Minneapolis,MN",44.968692,-93.279334,7,Central,Loring Park,3,1,Diamond Lake
-93.222642999874495,44.906278000229577,219,03/11/2019 02:27am,Snow Emergency,"5329 34th ave s,Minneapolis,MN",44.906278,-93.222643,12,Nokomis,Minnehaha,6,1,Diamond Lake
-93.298650000297243,44.941166000210785,220,03/11/2019 02:29am,Snow Emergency,"3400 Hennepin ,Minneapolis,MN",44.941166,-93.29865,10,Calhoun Isle,ECCO,5,1,Diamond Lake
-93.24942200002522,44.98367600004741,221,03/11/2019 02:31am,Snow Emergency,"200 Block 5th Ave Se,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.21959599965561,44.926759999574358,222,03/11/2019 02:31am,Snow Emergency,"3623 42ND ST E,Minneapolis,MN",44.92676,-93.219596,12,Longfellow,Hiawatha,6,1,Diamond Lake
-93.271359999963977,45.003856999900677,223,03/11/2019 02:33am,Snow Emergency,"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Diamond Lake
-93.279335999956402,44.964201000375908,224,03/11/2019 02:33am,Snow Emergency,"1899 lasalle av,Minneapolis,MN",44.964201,-93.279336,7,Central,Steven's Square - Loring Heights,3,1,Diamond Lake
-93.298552000274583,44.944611999943902,225,03/11/2019 02:35am,Snow Emergency,"3200 Hennepin ave,Minneapolis,MN",44.944612,-93.298552,10,Calhoun Isle,ECCO,5,1,Diamond Lake
-93.24942200002522,44.98367600004741,226,03/11/2019 02:36am,Snow Emergency,"200 block of 5th ave se,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.295726000354591,44.956593000266821,227,03/11/2019 02:37am,Snow Emergency,"2527 Hennepin ave,Minneapolis,MN",44.956593,-93.295726,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.293037999603939,44.986262999737676,228,03/11/2019 02:40am,Snow Emergency,"765 Van White Memorial Blvd,Minneapolis,MN",44.986263,-93.293038,5,Near North,Sumner - Glenwood,1,1,Diamond Lake
-93.252767999643424,44.958873000188873,229,03/11/2019 02:43am,Snow Emergency,"2400 BLOCK OF BLOOMINGTON AVE,Minneapolis,MN",44.958873,-93.252768,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.293771000131528,44.993231000010667,230,03/11/2019 02:44am,Snow Emergency,"1400 EMERSON AVE N,Minneapolis,MN",44.993231,-93.293771,5,Near North,Near - North,1,1,Diamond Lake
-93.29887800001967,44.979125999765131,231,03/11/2019 02:47am,Snow Emergency,"1414 2 av n ,Minneapolis,MN",44.979126,-93.298878,5,Near North,Harrison,3,1,Diamond Lake
-93.265908000353875,45.005408000378964,232,03/11/2019 02:48am,Snow Emergency,"1701-1899 2nd st ne,Minneapolis,MN",45.005408,-93.265908,3,Northeast,Bottineau,2,1,Diamond Lake
-93.280306999768186,44.98724199991841,233,03/11/2019 02:50am,Snow Emergency,"756 4STN,Minneapolis,MN",44.987242,-93.280307,3,Central,North Loop,1,1,Diamond Lake
-93.279679999632265,44.965246000002935,234,03/11/2019 02:50am,Snow Emergency,"1800 LaSalle av ,Minneapolis,MN",44.965246,-93.27968,7,Central,Steven's Square - Loring Heights,3,1,Diamond Lake
-93.279332999818052,44.969854000261932,235,03/11/2019 02:50am,Snow Emergency,"1351 Lasalle ave,Minneapolis,MN",44.969854,-93.279333,7,Central,Loring Park,3,1,Diamond Lake
-93.24942200002522,44.98367600004741,236,03/11/2019 02:51am,Snow Emergency,"200 5TH AVE SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.266152999960923,45.004180000406734,237,03/11/2019 02:52am,Snow Emergency,"1599 2nd st ne,Minneapolis,MN",45.00418,-93.266153,3,Northeast,Sheridan,2,1,Diamond Lake
-93.278886999935082,44.986224999783985,238,03/11/2019 02:52am,Snow Emergency,"710 4th st n,Minneapolis,MN",44.986225,-93.278887,3,Central,North Loop,1,1,Diamond Lake
-93.279392999887023,44.986501999967402,239,03/11/2019 02:52am,Snow Emergency,"720 4 ST N,Minneapolis,MN",44.986502,-93.279393,3,Central,North Loop,1,1,Diamond Lake
-93.232027000046003,44.902257000060558,240,03/11/2019 02:53am,Snow Emergency,"5533 28th av so,Minneapolis,MN",44.902257,-93.232027,11,Nokomis,Wenonah,6,1,Diamond Lake
-93.297982000069226,44.946443999890732,241,03/11/2019 02:54am,Snow Emergency,"3100 of hennepin,Minneapolis,MN",44.946444,-93.297982,10,Calhoun Isle,CARAG,5,1,Diamond Lake
-93.293692000085684,44.994311000352411,242,03/11/2019 02:54am,Snow Emergency,"1500 Emerson Ave N,Minneapolis,MN",44.994311,-93.293692,5,Near North,Near - North,1,1,Diamond Lake
-93.266184999637971,45.010072999669262,243,03/11/2019 02:54am,Snow Emergency,"2199 2nd st ne,Minneapolis,MN",45.010073,-93.266185,3,Northeast,Bottineau,2,1,Diamond Lake
-93.294416000198225,44.998860999735427,244,03/11/2019 02:55am,Snow Emergency,"1901-2099 Emerson ave n ,Minneapolis,MN",44.998861,-93.294416,5,Near North,Near - North,1,1,Diamond Lake
-93.25280400040424,44.949673000408723,245,03/11/2019 02:55am,Snow Emergency,"2910 Bloomington ave,Minneapolis,MN",44.949673,-93.252804,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.254217999960701,44.985249999787698,246,03/11/2019 02:54am,Snow Emergency,"200 2 St SE,Minneapolis,MN",44.98525,-93.254218,3,University,Marcy Holmes,4,1,Diamond Lake
-93.297982000069226,44.946443999890732,247,03/11/2019 02:56am,Snow Emergency,"3100 Hennepin ave,Minneapolis,MN",44.946444,-93.297982,10,Calhoun Isle,CARAG,5,1,Diamond Lake
-93.294478000359391,45.000416000398161,248,03/11/2019 02:59am,Snow Emergency,"2101-2199 Emerson ave n ,Minneapolis,MN",45.000416,-93.294478,5,Near North,Jordan,1,1,Diamond Lake
-93.293749000016305,44.99879700038133,249,03/11/2019 03:01am,Snow Emergency,"1898 Emerson Ave n,Minneapolis,MN",44.998797,-93.293749,5,Near North,Near - North,1,1,Diamond Lake
-93.294478000359391,45.000416000398161,250,03/11/2019 03:03am,Snow Emergency,"2101 EMERSON AVE N,Minneapolis,MN",45.000416,-93.294478,5,Near North,Jordan,1,1,Diamond Lake
-93.24942200002522,44.98367600004741,251,03/11/2019 03:08am,Snow Emergency,"200 block/5th Ave SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.293822999831548,45.000487000075054,252,03/11/2019 03:09am,Snow Emergency,"2100 Emerson av n ,Minneapolis,MN",45.000487,-93.293823,5,Near North,Hawthorne,1,1,Diamond Lake
-93.24942200002522,44.98367600004741,253,03/11/2019 03:11am,Snow Emergency,"200 5th ave se,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.252340999737328,44.95999299967724,254,03/11/2019 03:11am,Snow Emergency,"2237 BLOOM INGTON AVE,Minneapolis,MN",44.959993,-93.252341,6,Phillips,Ventura Village,3,1,Diamond Lake
-93.252684000266356,44.957089999803713,255,03/11/2019 03:11am,Snow Emergency,"2500 Bloomington Avenue s ,Minneapolis,MN",44.95709,-93.252684,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.252726999551328,44.958509999636817,256,03/11/2019 03:22am,Snow Emergency,"2418 Bloomington Ave ,Minneapolis,MN",44.95851,-93.252727,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.294133999784208,45.00483099985081,257,03/11/2019 03:22am,Snow Emergency,"2500 Emerson Ave N,Minneapolis,MN",45.004831,-93.294134,5,Near North,Jordan,1,1,Diamond Lake
-93.280083000230263,44.986534999690548,258,03/11/2019 03:22am,Snow Emergency,"711 4th st n ,Minneapolis,MN",44.986535,-93.280083,5,Central,North Loop,1,1,Diamond Lake
-93.295958000261464,45.018714999797453,259,03/11/2019 03:25am,Snow Emergency,"3501 FREMONT AVE N,Minneapolis,MN",45.018715,-93.295958,4,Camden,Folwell,1,1,Diamond Lake
-93.272352999890984,45.017287999641496,260,03/11/2019 03:25am,Snow Emergency,"2698 Marshall st ne,Minneapolis,MN",45.017288,-93.272353,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.293671000016616,44.951237999733962,261,03/11/2019 03:26am,Snow Emergency,"2800 blk dupont ave s ,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.294241000221973,45.006111000422379,262,03/11/2019 03:29am,Snow Emergency,"2600-2698 Emerson ave n ,Minneapolis,MN",45.006111,-93.294241,5,Near North,Jordan,1,1,Diamond Lake
-93.24942200002522,44.98367600004741,263,03/11/2019 03:29am,Snow Emergency,"200 block /5th Ave SE,Minneapolis,MN",44.983676,-93.249422,3,University,Marcy Holmes,4,1,Diamond Lake
-93.252764000358297,44.950877000173477,264,03/11/2019 03:30am,Snow Emergency,"2830 Bloomington Ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.294336000106284,45.014961000250025,265,03/11/2019 03:31am,Snow Emergency,"3301-3399 Emerson ave n ,Minneapolis,MN",45.014961,-93.294336,4,Camden,Folwell,1,1,Diamond Lake
-93.252684000266356,44.957089999803713,266,03/11/2019 03:32am,Snow Emergency,"2500 Bloomington Avenue s ,Minneapolis,MN",44.95709,-93.252684,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.266154000007077,45.01217899966116,267,03/11/2019 03:33am,Snow Emergency,"2401 2ND ST NE,Minneapolis,MN",45.012179,-93.266154,3,Northeast,Bottineau,2,1,Diamond Lake
-93.271996999661781,45.014957000065579,268,03/11/2019 03:35am,Snow Emergency,"2600 marshall st ne,Minneapolis,MN",45.014957,-93.271997,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.252764000358297,44.950877000173477,269,03/11/2019 03:36am,Snow Emergency,"2830 Bloomington ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.266154000007077,45.01217899966116,270,03/11/2019 03:37am,Snow Emergency,"2401 2ND ST NE,Minneapolis,MN",45.012179,-93.266154,3,Northeast,Bottineau,2,1,Diamond Lake
-93.271998999753976,45.016962999942564,271,03/11/2019 03:40am,Snow Emergency,"2701 Marshall st ne,Minneapolis,MN",45.016963,-93.271999,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.252631999667017,44.955383000225311,272,03/11/2019 03:42am,Snow Emergency,"2600 BLOOMINGTON AVE,Minneapolis,MN",44.955383,-93.252632,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.271996999661781,45.014957000065579,273,03/11/2019 03:43am,Snow Emergency,"2600 marshall st ne,Minneapolis,MN",45.014957,-93.271997,1,Northeast,Marshall Terrace,2,1,Diamond Lake
-93.295597999847757,45.013123000026496,274,03/11/2019 03:46am,Snow Emergency,"3199 FREMONT AVE N,Minneapolis,MN",45.013123,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.295334000263892,45.008702000297149,275,03/11/2019 03:47am,Snow Emergency,"2800 Fremont av no ,Minneapolis,MN",45.008702,-93.295334,5,Near North,Jordan,1,1,Diamond Lake
-93.295597999847757,45.013145000141719,276,03/11/2019 03:47am,Snow Emergency,"3200 Fremont Ave N,Minneapolis,MN",45.013145,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.228688999897372,44.922988000096154,277,03/11/2019 03:53am,Snow Emergency,"4406 Nokomis av so,Minneapolis,MN",44.922988,-93.228689,12,Nokomis,Ericsson,6,1,Diamond Lake
-93.252774999966221,44.95459199972106,278,03/11/2019 03:58am,Snow Emergency,"2628 Bloomington ave ,Minneapolis,MN",44.954592,-93.252775,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.252843000404084,44.954153000160886,279,03/11/2019 04:00am,Snow Emergency,"2644 BLOOMINGTON AV,Minneapolis,MN",44.954153,-93.252843,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.295597999847757,45.013145000141719,280,03/11/2019 04:00am,Snow Emergency,"3200 FREMONT AVE N,Minneapolis,MN",45.013145,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.231988000046101,44.905942000023344,281,03/11/2019 04:01am,Snow Emergency,"5341 28th ave s,Minneapolis,MN",44.905942,-93.231988,11,Nokomis,Keewaydin,6,1,Diamond Lake
-93.261658999563167,44.993097000126511,282,03/11/2019 04:03am,Snow Emergency,"499 2nd st ne,Minneapolis,MN",44.993097,-93.261659,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.252764000358297,44.950877000173477,283,03/11/2019 04:04am,Snow Emergency,"2830 Bloomington Ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
